BOR;AN;FI;RS;FI_EJ;DISCI;ETP_SAL;ETP_HU;ETP_MAD;ETP_INT;dtETP_STAG;EFF_LIB
Q21;2021;160016374;SSR ANTENNE CRBVTA LES GLAMOTS;860012913;2400;0.1;;;;;
Q21;2021;160016374;SSR ANTENNE CRBVTA LES GLAMOTS;860012913;9999;0.1;;;;;
Q21;2021;160017240;CH CAMILLE CLAUDEL - SITE JEAN DOUCET;160000501;2000;0.81;;;;;
Q21;2021;160017240;CH CAMILLE CLAUDEL - SITE JEAN DOUCET;160000501;2100;0.81;;;;;
Q21;2021;160017240;CH CAMILLE CLAUDEL - SITE JEAN DOUCET;160000501;9999;0.81;;;;;
Q21;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;2000;39.85;;;3;3;2
Q21;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;2100;38.81;;;3;3;2
Q21;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;2400;1.04;;;;;
Q21;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;9999;39.85;;;3;3;2
Q21;2021;170000061;CSS DU CHATEAU MARLONGES - CHAMBON;170024194;2000;4.4;;;1;;
Q21;2021;170000061;CSS DU CHATEAU MARLONGES - CHAMBON;170024194;2100;2;;;1;;
Q21;2021;170000061;CSS DU CHATEAU MARLONGES - CHAMBON;170024194;2400;2.4;;;;;
Q21;2021;170000061;CSS DU CHATEAU MARLONGES - CHAMBON;170024194;9999;4.4;;;1;;
Q21;2021;170000079;CTRE HOSPITALIER ST-PIERRE D'OLERON;170780142;1000;0.1;;;;;
Q21;2021;170000079;CTRE HOSPITALIER ST-PIERRE D'OLERON;170780142;2000;2.1;;;;;18
Q21;2021;170000079;CTRE HOSPITALIER ST-PIERRE D'OLERON;170780142;2100;2.1;;;;;18
Q21;2021;170000079;CTRE HOSPITALIER ST-PIERRE D'OLERON;170780142;9999;2.2;;;;;18
Q21;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;2000;249.24;;17.33;108;2;
Q21;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;2100;240.54;;17.33;106;2;
Q21;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;2200;3;;;1;;
Q21;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;2300;3;;;1;;
Q21;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;2400;2.7;;;;;
Q21;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;9999;249.24;;17.33;108;2;
Q21;2021;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;2000;27.23;;1.89;3.33;;
Q21;2021;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;2100;23.05;;1.89;3.33;;
Q21;2021;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;2400;4.18;;;;;
Q21;2021;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;9999;27.23;;1.89;3.33;;
Q21;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;1000;13.65;;;0;;
Q21;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;2000;128.3;;12.14;42.88;0.23;1
Q21;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;2100;121.45;;12.06;39.56;0.23;1
Q21;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;2200;4.85;;;2.16;;
Q21;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;2300;2;;;0.5;;
Q21;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;2400;0;;0.08;0.66;;
Q21;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;9999;141.95;;12.14;42.88;0.23;1
Q21;2021;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;2000;2;;;;;
Q21;2021;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;2400;2;;;;;
Q21;2021;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;9999;2;;;;;
Q21;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;1000;1;;0.2;;;
Q21;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;2000;37.51;;0.72;10.28;;
Q21;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;2100;34.59;;0.72;10.28;;
Q21;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;2400;2.92;;;;;
Q21;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;9999;38.51;;0.92;10.28;;
Q21;2021;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;2000;1.3;;;;;
Q21;2021;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;2400;1.3;;;;;
Q21;2021;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;9999;1.3;;;;;
Q21;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;2000;95.06;;9.35;22;;3
Q21;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;2100;91.18;;8.95;22;;3
Q21;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;2200;1;;0.4;;;
Q21;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;2400;2.48;;;;;
Q21;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;2500;0.4;;;;;
Q21;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;9999;95.06;;9.35;22;;3
Q21;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;1000;1.11;;;;;
Q21;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;2000;4;;;;;
Q21;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;2100;0.7;;;;;
Q21;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;2400;3.3;;;;;
Q21;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;9999;5.11;;;;;
Q21;2021;170020994;C.A.T.T.P. + HOP JOUR PSY ADULT - S5;170780175;2000;3.6;;;2;;
Q21;2021;170020994;C.A.T.T.P. + HOP JOUR PSY ADULT - S5;170780175;2200;3.6;;;2;;
Q21;2021;170020994;C.A.T.T.P. + HOP JOUR PSY ADULT - S5;170780175;9999;3.6;;;2;;
Q21;2021;170026033;ADA 17 : UNITE DE JONZAC;170000988;2000;0.07;;;;;
Q21;2021;170026033;ADA 17 : UNITE DE JONZAC;170000988;2100;0.07;;;;;
Q21;2021;170026033;ADA 17 : UNITE DE JONZAC;170000988;9999;0.07;;;;;
Q21;2021;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;2000;8.26;;;;;
Q21;2021;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;2400;8.26;;;;;
Q21;2021;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;9999;8.26;;;;;
Q21;2021;170780068;CLINIQUE SUR MOREAU;750056335;2000;1.8;;;;;
Q21;2021;170780068;CLINIQUE SUR MOREAU;750056335;2400;1.8;;;;;
Q21;2021;170780068;CLINIQUE SUR MOREAU;750056335;9999;1.8;;;;;
Q21;2021;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;310021357;2000;2.77;;;;;0
Q21;2021;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;310021357;2400;2.77;;;;;0
Q21;2021;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;310021357;9999;2.77;;;;;0
Q21;2021;170780282;MAISON MEDICALE HIPPOCRATE - SAUJON;170000186;2000;1.96;;;;;27
Q21;2021;170780282;MAISON MEDICALE HIPPOCRATE - SAUJON;170000186;2200;1.96;;;;;27
Q21;2021;170780282;MAISON MEDICALE HIPPOCRATE - SAUJON;170000186;9999;1.96;;;;;27
Q21;2021;170780290;VILLA DU PARC - SAUJON;170000194;2000;2.43;;;;;29
Q21;2021;170780290;VILLA DU PARC - SAUJON;170000194;2200;2.43;;;;;29
Q21;2021;170780290;VILLA DU PARC - SAUJON;170000194;9999;2.43;;;;;29
Q21;2021;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;2000;1.12;;;;;53
Q21;2021;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;2100;1.12;;;;;53
Q21;2021;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;9999;1.12;;;;;53
Q21;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;2000;6.42;;;;;32
Q21;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;2100;4.42;;;;;32
Q21;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;2400;2;;;;;
Q21;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;9999;6.42;;;;;32
Q21;2021;170780647;CLINIQUE RICHELIEU - SAINTES;170000301;1000;0.81;;;;;
Q21;2021;170780647;CLINIQUE RICHELIEU - SAINTES;170000301;2000;;;;;;41
Q21;2021;170780647;CLINIQUE RICHELIEU - SAINTES;170000301;2100;;;;;;41
Q21;2021;170780647;CLINIQUE RICHELIEU - SAINTES;170000301;9999;0.81;;;;;41
Q21;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;2000;3.43;;;;;149
Q21;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;2100;1.81;;;;;149
Q21;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;2400;1.62;;;;;
Q21;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;9999;3.43;;;;;149
Q21;2021;170780803;CENTRE DE READAPTATION D'OLERON;170017321;2000;4.4;;;;;
Q21;2021;170780803;CENTRE DE READAPTATION D'OLERON;170017321;2400;4.4;;;;;
Q21;2021;170780803;CENTRE DE READAPTATION D'OLERON;170017321;9999;4.4;;;;;
Q21;2021;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;2000;1.64;;;;;
Q21;2021;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;2400;1.64;;;;;
Q21;2021;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;9999;1.64;;;;;
Q21;2021;170782981;HOPITAL MARIUS LACROIX;170024194;2000;33.6;;1.1;8;;
Q21;2021;170782981;HOPITAL MARIUS LACROIX;170024194;2200;33.6;;1.1;8;;
Q21;2021;170782981;HOPITAL MARIUS LACROIX;170024194;9999;33.6;;1.1;8;;
Q21;2021;170783138;CENTRE D'ONCOLOGIE ET RADIOTHERAPIE;170000723;2000;;;;;;5
Q21;2021;170783138;CENTRE D'ONCOLOGIE ET RADIOTHERAPIE;170000723;2100;;;;;;5
Q21;2021;170783138;CENTRE D'ONCOLOGIE ET RADIOTHERAPIE;170000723;9999;;;;;;5
Q21;2021;170783146;CENTRE HOSPITALIER JONZAC (CHS);170780050;2000;9.16;;0.1;1.99;;
Q21;2021;170783146;CENTRE HOSPITALIER JONZAC (CHS);170780050;2200;9.16;;0.1;1.99;;
Q21;2021;170783146;CENTRE HOSPITALIER JONZAC (CHS);170780050;9999;9.16;;0.1;1.99;;
Q21;2021;170784086;ETABLISSEMENT THERAPEUTIQUE ADO;330785072;2000;0.7;;;;;
Q21;2021;170784086;ETABLISSEMENT THERAPEUTIQUE ADO;330785072;2200;0.7;;;;;
Q21;2021;170784086;ETABLISSEMENT THERAPEUTIQUE ADO;330785072;9999;0.7;;;;;
Q21;2021;170784110;SSR CH LA ROCHELLE;170024194;2000;5.3;;;;;
Q21;2021;170784110;SSR CH LA ROCHELLE;170024194;2400;4;;;;;
Q21;2021;170784110;SSR CH LA ROCHELLE;170024194;2500;1.3;;;;;
Q21;2021;170784110;SSR CH LA ROCHELLE;170024194;9999;5.3;;;;;
Q21;2021;170785059;ADA 17 - LA ROCHELLE;170000988;2000;0.8;;;;;
Q21;2021;170785059;ADA 17 - LA ROCHELLE;170000988;2100;0.8;;;;;
Q21;2021;170785059;ADA 17 - LA ROCHELLE;170000988;9999;0.8;;;;;
Q21;2021;170792212;ADA 17 : UNITE DE SAINTES;170000988;2000;0.29;;;;;
Q21;2021;170792212;ADA 17 : UNITE DE SAINTES;170000988;2100;0.29;;;;;
Q21;2021;170792212;ADA 17 : UNITE DE SAINTES;170000988;9999;0.29;;;;;
Q21;2021;170792220;CH SAINTONGE - SSR;170780175;2000;1.33;;;;;
Q21;2021;170792220;CH SAINTONGE - SSR;170780175;2400;1.13;;;;;
Q21;2021;170792220;CH SAINTONGE - SSR;170780175;2500;0.2;;;;;
Q21;2021;170792220;CH SAINTONGE - SSR;170780175;9999;1.33;;;;;
Q21;2021;170794929;ADA 17 - UNITE DE VAUX/MER;170000988;2000;0.29;;;;;
Q21;2021;170794929;ADA 17 - UNITE DE VAUX/MER;170000988;2100;0.29;;;;;
Q21;2021;170794929;ADA 17 - UNITE DE VAUX/MER;170000988;9999;0.29;;;;;
Q21;2021;170795165;ADA 17 : UNITE DE ST JEAN D'ANGELY;170000988;2000;0.29;;;;;
Q21;2021;170795165;ADA 17 : UNITE DE ST JEAN D'ANGELY;170000988;2100;0.29;;;;;
Q21;2021;170795165;ADA 17 : UNITE DE ST JEAN D'ANGELY;170000988;9999;0.29;;;;;
Q21;2021;170802656;ADA 17 : UNITE DE ROCHEFORT;170000988;2000;0.8;;;;;
Q21;2021;170802656;ADA 17 : UNITE DE ROCHEFORT;170000988;2100;0.8;;;;;
Q21;2021;170802656;ADA 17 : UNITE DE ROCHEFORT;170000988;9999;0.8;;;;;
Q21;2021;170802789;USLD - CH ROYAN;170780191;2000;0.79;;;;;
Q21;2021;170802789;USLD - CH ROYAN;170780191;2500;0.79;;;;;
Q21;2021;170802789;USLD - CH ROYAN;170780191;9999;0.79;;;;;
Q21;2021;170803431;CARDIOCEAN - PUILBOREAU;920030269;2000;8.73;;;;;
Q21;2021;170803431;CARDIOCEAN - PUILBOREAU;920030269;2400;8.73;;;;;
Q21;2021;170803431;CARDIOCEAN - PUILBOREAU;920030269;9999;8.73;;;;;
Q21;2021;170804090;ADA 17 : UNITE DE DOLUS D'OLERON;170000988;2000;0.8;;;;;
Q21;2021;170804090;ADA 17 : UNITE DE DOLUS D'OLERON;170000988;2100;0.8;;;;;
Q21;2021;170804090;ADA 17 : UNITE DE DOLUS D'OLERON;170000988;9999;0.8;;;;;
Q21;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;1000;1.81;0.32;;;;
Q21;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;2000;144.97;;;40.26;5.98;
Q21;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;2100;138.84;;;40.1;5.98;
Q21;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;2300;0.9;;;;;
Q21;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;2400;5.23;;;0.16;;
Q21;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;9999;146.78;0.32;;40.26;5.98;
Q21;2021;180000176;CH GEORGE SAND BOURGES;180001158;1000;4.3;;;;;
Q21;2021;180000176;CH GEORGE SAND BOURGES;180001158;2000;32.95;;;5.67;;
Q21;2021;180000176;CH GEORGE SAND BOURGES;180001158;2200;32.05;;;5.67;;
Q21;2021;180000176;CH GEORGE SAND BOURGES;180001158;2500;0.9;;;;;
Q21;2021;180000176;CH GEORGE SAND BOURGES;180001158;9999;37.25;;;5.67;;
Q21;2021;180000200;CH DE VIERZON;180000051;1000;0.74;;;;;
Q21;2021;180000200;CH DE VIERZON;180000051;2000;46.16;;;5.92;;
Q21;2021;180000200;CH DE VIERZON;180000051;2100;45.46;;;5.92;;
Q21;2021;180000200;CH DE VIERZON;180000051;2500;0.7;;;;;
Q21;2021;180000200;CH DE VIERZON;180000051;9999;46.9;;;5.92;;
Q21;2021;180000283;CH SAINT AMAND-MONTROND;180000069;2000;22.7;;;2.17;;
Q21;2021;180000283;CH SAINT AMAND-MONTROND;180000069;2100;21.88;;;2.17;;
Q21;2021;180000283;CH SAINT AMAND-MONTROND;180000069;2400;0.82;;;;;
Q21;2021;180000283;CH SAINT AMAND-MONTROND;180000069;9999;22.7;;;2.17;;
Q21;2021;180000333;CH SANCERRE;180000093;2000;1.79;;;;;
Q21;2021;180000333;CH SANCERRE;180000093;2400;1.22;;;;;
Q21;2021;180000333;CH SANCERRE;180000093;2500;0.57;;;;;
Q21;2021;180000333;CH SANCERRE;180000093;9999;1.79;;;;;
Q21;2021;180000358;CLINIQUE DES GRAINETIERES;180000739;2000;1.79;;;;;19
Q21;2021;180000358;CLINIQUE DES GRAINETIERES;180000739;2100;1.79;;;;;19
Q21;2021;180000358;CLINIQUE DES GRAINETIERES;180000739;9999;1.79;;;;;19
Q21;2021;180000382;CLINIQUE LA GAILLARDIERE;180008518;2000;;;;;;3
Q21;2021;180000382;CLINIQUE LA GAILLARDIERE;180008518;2100;;;;;;1
Q21;2021;180000382;CLINIQUE LA GAILLARDIERE;180008518;2200;;;;;;2
Q21;2021;180000382;CLINIQUE LA GAILLARDIERE;180008518;9999;;;;;;3
Q21;2021;180000598;CTRE DE READAPTATION GUILLAUME VARYE;180000887;2000;1.75;;;;;2
Q21;2021;180000598;CTRE DE READAPTATION GUILLAUME VARYE;180000887;2400;1.75;;;;;2
Q21;2021;180000598;CTRE DE READAPTATION GUILLAUME VARYE;180000887;9999;1.75;;;;;2
Q21;2021;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;2000;4.38;;;0.03;;
Q21;2021;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;2400;3.59;;;0.03;;
Q21;2021;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;2500;0.79;;;;;
Q21;2021;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;9999;4.38;;;0.03;;
Q21;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;1000;0.52;;;;;
Q21;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;2000;4.6;;;1.48;;
Q21;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;2100;0.4;;;;;
Q21;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;2400;4.2;;;1.48;;
Q21;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;9999;5.12;;;1.48;;
Q21;2021;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;2000;2.3;;;;;
Q21;2021;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;2400;1.8;;;;;
Q21;2021;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;2500;0.5;;;;;
Q21;2021;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;9999;2.3;;;;;
Q21;2021;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;2000;2.4;;;;;81
Q21;2021;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;2100;2.4;;;;;81
Q21;2021;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;9999;2.4;;;;;81
Q21;2021;180005829;A.R.A.U.C.O. BOURGES;370001067;2000;2.14;;;;;
Q21;2021;180005829;A.R.A.U.C.O. BOURGES;370001067;2100;2.14;;;;;
Q21;2021;180005829;A.R.A.U.C.O. BOURGES;370001067;9999;2.14;;;;;
Q21;2021;180007825;USLD DU CH GEORGE SAND SITE DE DUN SUR AURON;180001158;2000;0.74;;;;;
Q21;2021;180007825;USLD DU CH GEORGE SAND SITE DE DUN SUR AURON;180001158;2500;0.74;;;;;
Q21;2021;180007825;USLD DU CH GEORGE SAND SITE DE DUN SUR AURON;180001158;9999;0.74;;;;;
Q21;2021;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;2000;2.24;;;1;;
Q21;2021;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;2300;2.24;;;1;;
Q21;2021;180008278;KORIAN PAYS DES TROIS PROVINCES;750056335;9999;2.24;;;1;;
Q21;2021;180009490;CTRE ONCO ST JEAN (RADIOTHE) SITE HPGV;180006496;2000;;;;0.16;;8
Q21;2021;180009490;CTRE ONCO ST JEAN (RADIOTHE) SITE HPGV;180006496;2100;;;;0.16;;8
Q21;2021;180009490;CTRE ONCO ST JEAN (RADIOTHE) SITE HPGV;180006496;9999;;;;0.16;;8
Q21;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;2000;151.7;;;49.73;0.4;
Q21;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;2100;136.2;;;48.83;0.4;
Q21;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;2400;12.3;;;0.9;;
Q21;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;2500;3.2;;;;;
Q21;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;9999;151.7;;;49.73;0.4;
Q21;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;2000;78.42;2;;19.57;1;
Q21;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;2100;74.82;2;;19.32;1;
Q21;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;2200;2.52;;;0.08;0;
Q21;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;2300;1.08;;;;;
Q21;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;2400;0;;;0.17;;
Q21;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;9999;78.42;2;;19.57;1;
Q21;2021;190000034;HOPITAL LOCAL DE BORT LES ORGUES;190000067;1000;1;;;;;
Q21;2021;190000034;HOPITAL LOCAL DE BORT LES ORGUES;190000067;2000;2.5;;1;;;1
Q21;2021;190000034;HOPITAL LOCAL DE BORT LES ORGUES;190000067;2100;1;;1;;;
Q21;2021;190000034;HOPITAL LOCAL DE BORT LES ORGUES;190000067;2400;1;;;;;
Q21;2021;190000034;HOPITAL LOCAL DE BORT LES ORGUES;190000067;2500;0.5;;;;;1
Q21;2021;190000034;HOPITAL LOCAL DE BORT LES ORGUES;190000067;9999;3.5;;1;;;1
Q21;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;1000;1.03;;;;;
Q21;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;2000;45.24;;;5.81;2.14;
Q21;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;2100;42;;;5.25;1.75;
Q21;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;2400;2.42;;;0.46;0.29;
Q21;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;2500;0.82;;;0.1;0.1;
Q21;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;9999;46.27;;;5.81;2.14;
Q21;2021;190000117;ASSO DE GESTION DU CH PAYS EYGURANDE;190000117;1000;0.23;;;;;
Q21;2021;190000117;ASSO DE GESTION DU CH PAYS EYGURANDE;190000117;2000;11.52;;;;;
Q21;2021;190000117;ASSO DE GESTION DU CH PAYS EYGURANDE;190000117;2200;11.52;;;;;
Q21;2021;190000117;ASSO DE GESTION DU CH PAYS EYGURANDE;190000117;9999;11.75;;;;;
Q21;2021;190000224;CLINIQUE LES CEDRES BRIVE;190000901;1000;0.5;;;;;
Q21;2021;190000224;CLINIQUE LES CEDRES BRIVE;190000901;2000;2.23;;;;;85
Q21;2021;190000224;CLINIQUE LES CEDRES BRIVE;190000901;2100;2.23;;;;;85
Q21;2021;190000224;CLINIQUE LES CEDRES BRIVE;190000901;9999;2.73;;;;;85
Q21;2021;190000257;CLINIQUE SAINT-GERMAIN BRIVE;190001131;2000;1.71;;0.5;;;
Q21;2021;190000257;CLINIQUE SAINT-GERMAIN BRIVE;190001131;2400;1.71;;0.5;;;
Q21;2021;190000257;CLINIQUE SAINT-GERMAIN BRIVE;190001131;9999;1.71;;0.5;;;
Q21;2021;190002493;CONVALESCENCE CURE READAPT. DU CHANDOU;190000059;2000;2.97;;;0.17;;
Q21;2021;190002493;CONVALESCENCE CURE READAPT. DU CHANDOU;190000059;2400;2.31;;;0.17;;
Q21;2021;190002493;CONVALESCENCE CURE READAPT. DU CHANDOU;190000059;2500;0.66;;;;;
Q21;2021;190002493;CONVALESCENCE CURE READAPT. DU CHANDOU;190000059;9999;2.97;;;0.17;;
Q21;2021;190005140;USLD UZERCHE;190002485;2000;0.6;;;;;
Q21;2021;190005140;USLD UZERCHE;190002485;2500;0.6;;;;;
Q21;2021;190005140;USLD UZERCHE;190002485;9999;0.6;;;;;
Q21;2021;190005165;USLD CORNIL;190002519;2000;0.88;;;0.36;0.36;
Q21;2021;190005165;USLD CORNIL;190002519;2500;0.88;;;0.36;0.36;
Q21;2021;190005165;USLD CORNIL;190002519;9999;0.88;;;0.36;0.36;
Q21;2021;190005694;CLINIQUE SAINT JEAN LEZ CEDRES;750056335;2000;4.56;;;;;
Q21;2021;190005694;CLINIQUE SAINT JEAN LEZ CEDRES;750056335;2400;4.56;;;;;
Q21;2021;190005694;CLINIQUE SAINT JEAN LEZ CEDRES;750056335;9999;4.56;;;;;
Q21;2021;190009985;SSR EN ADDICTOLOGIE;190000117;2000;0.3;;;;;
Q21;2021;190009985;SSR EN ADDICTOLOGIE;190000117;2400;0.3;;;;;
Q21;2021;190009985;SSR EN ADDICTOLOGIE;190000117;9999;0.3;;;;;
Q21;2021;190010512;UNITE DE DIALYSE USSEL;870000700;2000;0.04;;;;;
Q21;2021;190010512;UNITE DE DIALYSE USSEL;870000700;2100;0.04;;;;;
Q21;2021;190010512;UNITE DE DIALYSE USSEL;870000700;9999;0.04;;;;;
Q21;2021;190010553;UNITE DE DIALYSE BRIVE;870000700;2000;1.8;;;;;
Q21;2021;190010553;UNITE DE DIALYSE BRIVE;870000700;2100;1.8;;;;;
Q21;2021;190010553;UNITE DE DIALYSE BRIVE;870000700;9999;1.8;;;;;
Q21;2021;190010629;HAD RELAIS SANTE ONCORESE;190010579;2000;0.8;;;;;
Q21;2021;190010629;HAD RELAIS SANTE ONCORESE;190010579;2300;0.8;;;;;
Q21;2021;190010629;HAD RELAIS SANTE ONCORESE;190010579;9999;0.8;;;;;
Q21;2021;190010892;CH TULLE - ANTENNE SMUR USSEL;190000059;2000;2.4;;;;;
Q21;2021;190010892;CH TULLE - ANTENNE SMUR USSEL;190000059;2100;2.4;;;;;
Q21;2021;190010892;CH TULLE - ANTENNE SMUR USSEL;190000059;9999;2.4;;;;;
Q21;2021;190011197;CTRE MEDECINE PHYSIQUE ET READAPTATION;190000059;2000;2.9;0.52;;;;
Q21;2021;190011197;CTRE MEDECINE PHYSIQUE ET READAPTATION;190000059;2400;2.9;0.52;;;;
Q21;2021;190011197;CTRE MEDECINE PHYSIQUE ET READAPTATION;190000059;9999;2.9;0.52;;;;
Q21;2021;190011601;SITE SPECIALISE HENRI LABORIT;190000042;2000;10.11;;;;;
Q21;2021;190011601;SITE SPECIALISE HENRI LABORIT;190000042;2200;10.11;;;;;
Q21;2021;190011601;SITE SPECIALISE HENRI LABORIT;190000042;9999;10.11;;;;;
Q21;2021;190012476;CH JEAN-MARIE DAUZIER - SSR - CORNIL;190002519;2000;0.77;;;0.56;0.56;
Q21;2021;190012476;CH JEAN-MARIE DAUZIER - SSR - CORNIL;190002519;2400;0.77;;;0.56;0.56;
Q21;2021;190012476;CH JEAN-MARIE DAUZIER - SSR - CORNIL;190002519;9999;0.77;;;0.56;0.56;
Q21;2021;190013219;CH DUBOIS - SITE CH COEUR CORREZE;190000042;2000;1;;;;;
Q21;2021;190013219;CH DUBOIS - SITE CH COEUR CORREZE;190000042;2100;1;;;;;
Q21;2021;190013219;CH DUBOIS - SITE CH COEUR CORREZE;190000042;9999;1;;;;;
