BOR;AN;FI;RS;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;ACTCLI_PM;ACTCLI_SAG;ACTTEC_PM;ACTTEC_DEN;ACTTEC_SAG;ACTTEC_PNM
MCO;2021;320780067;POLYCL DE GASCOGNE;320000052;0;;0;0;0;30;9308;1751;44;5166;;;0;0;0;30;9308;1751;44;5166;;0;;;60;32;5375;;0;;;32;5375;;;60;;;;;;;;;;;;;;;;;;;
MCO;2021;330000217;MAISON DE SANTE MARIE GALENE;330780347;12;4380;189;6;2423;;;0;0;0;;;0;0;0;12;4380;189;6;2423;3;344;;;0;;0;;0;;;3;344;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;60;21049;2453;8;17965;;;0;0;0;;;0;0;0;60;21049;2453;8;17965;8;1377;;;689;;0;;0;;;8;1377;;;689;1;1;1;1;0;0;1;1;1;;;;;16863;;14189;;;1241
MCO;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;129;47085;4028;57;33498;70;25550;3890;228;14347;39;14235;2855;142;10915;238;86870;10773;427;58760;20;4450;0;0;4285;51;6137;0;0;0;0;71;10587;0;0;4285;1;1;0;1;0;1;1;1;1;;;1;90;175306;10235;574775;5897;2511;
MCO;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;112;40880;9479;2190;39847;30;10950;1778;102;8313;22;8030;1700;205;5154;164;59860;12957;2497;53314;10;1561;;;3055;7;943;3;431;;;20;2935;;;3055;0;1;0;1;1;1;0;1;0;;60;15;;31702;3115;28471;;1358;2913
MCO;2021;330000571;CH DE LA HAUTE GIRONDE;330781220;64;23360;4923;1963;18233;18;6570;744;47;3903;15;5475;758;212;1643;97;35405;6425;2222;23779;3;71;;;410;7;2804;;165;;;10;3040;;;410;1;0;1;1;0;1;1;1;0;56;;24;;22301;2242;11256;285;208;303
MCO;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;90;26302;6294;2050;24038;15;10125;1422;70;6878;18;6570;1368;72;4463;123;42997;9084;2192;35379;3;338;;;438;5;567;;673;;;8;1578;;;438;1;0;1;1;0;1;0;0;1;;;;;20471;2466;30884;0;4469;12317
MCO;2021;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;34;12410;1032;77;10803;;;0;0;0;;;0;0;0;34;12410;1032;77;10803;0;65;;;0;;0;0;0;;;0;65;;;0;;;;;;;;;;;;;;3337;656;2493;;1247;298
MCO;2021;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;377;134149;21831;3556;112559;113;42449;6280;212;30051;33;12217;2388;350;7917;523;188815;30499;4118;150527;41;3044;1;1;42657;12;4740;0;0;;;53;7784;1;1;42657;1;1;1;1;1;1;1;1;1;240;210;60;60;82179;2853;82958;820;844;15700
MCO;2021;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;39;14235;1086;74;8100;0;;0;0;0;0;;0;0;0;39;14235;1086;74;8100;0;0;0;0;7;;0;;0;;;0;0;0;0;7;1;1;1;0;0;1;1;0;1;164;;15;43;3705;294;16564;98;161;213
MCO;2021;330000662;INSTITUT BERGONIE;330781329;82;24659;3425;71;19868;41;12255;2679;112;9461;;;0;0;0;123;36914;6104;183;29329;39;4091;;;54242;10;4868;;0;;;49;8959;;;54242;0;0;0;0;0;0;0;0;0;;;;;49106;0;66615;34;0;8630
MCO;2021;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;330000134;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;14824;;0;;0;;;;0;;;14824;;;;;;;;;;;;;;;;;;;
MCO;2021;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;2;730;1765;1192;614;0;0;0;0;0;0;0;0;0;0;2;730;1765;1192;614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;4;0;9;0;0;0
MCO;2021;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;;;0;0;0;35;12775;1168;2;2360;;;0;0;0;35;12775;1168;2;2360;;0;;;0;38;9968;;0;;;38;9968;;;0;;;;;;;;;;;;;;0;0;0;0;0;0
MCO;2021;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;10;3650;3127;317;3699;68;24820;3064;12;5586;;;0;0;0;78;28470;6191;329;9285;;0;;;8;38;15547;;0;;;38;15547;;;8;;;;;;;;;;;;;;;;;;;
MCO;2021;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;68;24820;5746;172;21749;131;47815;6786;1280;20920;;;0;0;0;199;72635;12532;1452;42669;4;254;;0;99;22;4907;;0;;;26;5161;;0;99;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;330780115;CLINIQUE TIVOLI-DUCOS;330000076;23;8395;817;37;7177;68;23048;4667;22;9848;0;0;0;0;0;91;31443;5484;59;17025;0;0;;;11258;27;10406;0;0;;;27;10406;;;11258;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;0;0
MCO;2021;330780206;CLINIQUE D'ARCACHON;330000126;14;4606;691;9;3235;24;7872;2460;693;4097;0;0;0;0;0;38;12478;3151;702;7332;0;0;0;0;2025;26;8265;0;0;0;0;26;8265;0;0;2025;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;53;19345;8902;4051;17754;87;31755;3222;159;12907;30;10950;1690;104;6468;170;62050;13814;4314;37129;1;2;;;3560;51;12154;0;0;;;52;12156;;;3560;;;;;;;;;;;;;;;;;;;
MCO;2021;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;;;0;0;0;45;15515;2815;16;5779;;;0;0;0;45;15515;2815;16;5779;;0;;;0;40;6807;;0;;;40;6807;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;330780354;POLYCLINIQUE BORDEAUX-CAUDERAN;330000225;41;14965;1400;5;11582;;;0;0;0;;;0;0;0;41;14965;1400;5;11582;6;258;;;1649;;0;;0;;;6;258;;;1649;;;;;;;;;;;;;;;;;;;
MCO;2021;330780370;LES FONTAINES DE MONJOUS - SSR;750034589;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;3;921;0;;0;0;0;0;0;;;3;921;0;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;27829;;0;;0;;;;0;;;27829;;;;;;;;;;;;;;;;;;;
MCO;2021;330780453;CENTRE HEMODYALISE SAINT MARTIN;330000308;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;26911;;0;;0;;;;0;;;26911;;;;;;;;;;;;;;;;;;;
MCO;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;153;54468;18352;7020;45347;120;43800;5978;51;22639;58;21170;3208;63;13382;331;119438;27538;7134;81368;14;2634;;;13374;27;13040;1;39;;;42;15713;;;13374;;;;;;;;;;;;;;;;;;;
MCO;2021;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;;;0;0;0;20;4000;187;0;190;;;0;0;0;20;4000;187;0;190;;0;;;1;27;6842;;0;;;27;6842;;;1;;;;;;;;;;;;;;;;;;;
MCO;2021;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;48;16528;5405;2765;15140;25;9125;797;9;3966;6;2190;467;147;1094;79;27843;6669;2921;20200;4;57;;;2873;22;2702;0;0;;;26;2759;;;2873;1;0;1;1;0;1;1;1;1;;;;;23673;605;15348;;5;3493
MCO;2021;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;52;18980;3327;35;10533;81;29565;5115;67;14996;;;0;0;0;133;48545;8442;102;25529;0;94;;;250;36;17788;;0;;;36;17882;;;250;;;;;;;;;;;;;;;;;;;
MCO;2021;330780511;CLINIQUE SAINTE-ANNE;330000316;16;5840;471;99;2296;52;18980;1450;71;3634;;;0;0;0;68;24820;1921;170;5930;0;0;;;3075;18;6625;;0;;;18;6625;;;3075;;;;;;;;;;;;;;;;;;;
MCO;2021;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;60;24118;6946;2709;23432;48;17267;3108;107;11922;0;0;0;0;0;108;41385;10054;2816;35354;7;4870;0;0;1768;39;6034;0;0;0;0;46;10904;0;0;1768;1;0;1;1;1;0;1;1;1;;;;;37558;0;18062;0;0;1140
MCO;2021;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;62;22692;5434;2237;20134;47;17202;1975;145;8167;13;4748;431;0;1594;122;44642;7840;2382;29895;2;92;;;223;15;5310;3;56;;;20;5458;;;223;1;1;0;1;1;1;1;1;1;;75;15;27;1651;735;1525;;;
MCO;2021;330781139;CRF LA TOUR DE GASSIES;330056540;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;2;208;;;72;;0;;0;;;2;208;;;72;0;0;0;0;1;0;0;0;0;;;;;1850;;343;;;427
MCO;2021;330781303;HIA ROBERT PICQUE;750821092;13;4745;3591;581;5372;1;365;25;1;60;0;0;0;0;0;14;5110;3616;582;5432;0;0;0;0;1;1;18;0;0;0;0;1;18;0;0;1;0;1;0;0;0;0;0;0;0;;;;;9291;0;26767;49;0;3349
MCO;2021;330781337;HOPITAL XAVIER ARNOZAN - CHU;330781196;60;13412;840;4;16163;;;0;0;0;;;0;0;0;60;13412;840;4;16163;4;501;;;147;;0;;0;;;4;501;;;147;0;0;0;0;0;0;0;0;0;;;;;10737;;8226;5733;;13
MCO;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;244;72315;13034;1668;71138;;;0;0;0;;;0;0;0;244;72315;13034;1668;71138;54;7010;;;12051;;0;;0;;;54;7010;;;12051;1;1;0;0;0;0;0;0;0;;;;;48734;;29012;4809;;12856
MCO;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;564;177032;43479;10571;201944;504;139383;18727;2226;90055;147;50799;9586;374;42102;1215;367214;71792;13171;334101;73;14785;6;1045;28607;57;13391;25;5251;;;155;33427;6;1045;28607;0;0;0;0;1;1;0;0;1;;;;;255803;10235;158726;3691;8648;82062
MCO;2021;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;31;11315;2178;39;7520;58;21170;3233;100;6281;0;;0;0;0;89;32485;5411;139;13801;6;0;;;1084;47;11433;;0;;;53;11433;;;1084;0;0;0;0;0;0;0;0;0;;;;;327;0;0;0;0;0
MCO;2021;330782582;POLYCLINIQUE JEAN VILLAR;330000928;101;36865;1926;48;13832;52;18980;3038;45;7937;40;14600;1301;49;4658;193;70445;6265;142;26427;10;955;;;1628;21;15542;0;0;;;31;16497;;;1628;;;;;;;;;;;;;;;;;;;
MCO;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;432;135827;23286;1939;142488;250;76242;6622;139;44923;;;0;0;0;682;212069;29908;2078;187411;113;17496;;;53645;13;3340;;0;;;126;20836;;;53645;1;0;1;1;0;0;1;0;0;;;;;91776;;68412;3;;24401
MCO;2021;330802752;CENTRE JEAN ABADIE - CHU;330781196;21;7250;401;6;6576;;;0;0;0;;;0;0;0;21;7250;401;6;6576;6;2497;;;0;;0;;0;;;6;2497;;;0;0;0;0;0;0;0;0;0;0;;;;;4766;;128;;;1
MCO;2021;330804501;CENTRE HOSPITALIER DE BAZAS;330781212;18;6570;319;4;2993;;;0;0;0;;;0;0;0;18;6570;319;4;2993;;0;;;4;;0;;0;;;;0;;;4;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;340000025;INSTITUT ST PIERRE;340022722;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;4;2614;0;0;0;0;0;0;0;;;4;2614;0;0;0;1;0;1;1;1;1;1;1;1;30;60;60;40;6910;0;6307;0;0;2164
MCO;2021;340000033;CH BEZIERS;340780055;314;113980;16803;3179;91877;95;34045;4658;145;26675;25;9125;2041;113;7585;434;157150;23502;3437;126137;27;2319;;;8029;21;2388;4;775;;;52;5482;;;8029;1;1;1;1;1;1;1;0;1;84;74;15;131;76179;5863;57759;535;3268;34121
MCO;2021;340000173;CH PEZENAS;340780451;25;9125;331;3;5361;;;0;0;0;;;0;0;0;25;9125;331;3;5361;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;340000207;ICM;340780493;91;27185;4431;30;23282;57;18936;2325;37;13540;;;0;0;0;148;46121;6756;67;36822;14;2657;0;0;72266;12;2835;;0;;;26;5492;0;0;72266;0;1;0;0;0;0;0;0;0;;;;;56380;;30808;;;9120
MCO;2021;340000215;CH LODEVE;340780519;22;6347;326;20;3876;;;0;0;0;;;0;0;0;22;6347;326;20;3876;;0;;;41;;0;;0;;;;0;;;41;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;138;50370;7420;749;43210;62;22630;2090;102;9499;16;5840;1256;443;2804;216;78840;10766;1294;55513;13;1801;;;2168;9;2271;;0;;;22;4072;;;2168;;;1;;1;1;;;1;87;63;5;55;32739;2164;36493;367;2356;8806
MCO;2021;340000231;CH POLE DE SANTE DE LUNEL;340780535;50;14740;884;52;9438;;;0;0;0;;;0;0;0;50;14740;884;52;9438;;0;;;119;;0;;0;;;;0;;;119;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;340000249;CH CLERMONT L'HERAULT;340780543;11;3627;198;1;3489;;;0;0;0;;;0;0;0;11;3627;198;1;3489;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;0;;;0
MCO;2021;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER;340780477;61;15046;1041;8;12742;;;0;0;0;;;0;0;0;61;15046;1041;8;12742;7;1167;;;118;;0;;0;;;7;1167;;;118;0;0;0;0;0;0;0;0;0;;;;;3476;;378;175;;83
MCO;2021;340009885;POLYCL CHAMPEAU;340009877;20;7300;1365;102;6946;40;14600;2372;37;7051;32;11680;1741;5;6249;92;33580;5478;144;20246;0;0;2;420;2023;15;6898;1;147;;;16;7045;2;420;2023;;;;;;;;;;;;;;644;750;;;;
MCO;2021;340013119;AIDER SANTE UAD GRABELS SITE CORDIER 1;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;7477;;0;;0;;;;0;;;7477;;;;;;;;;;;;;;4;;57;;;
MCO;2021;340013168;AIDER SANTE UDM CL JACQUES MIROUZE;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;21691;;0;;0;;;;0;;;21691;;;;;;;;;;;;;;3246;;580;;;
MCO;2021;340013218;AIDER SANTE UAD UDM POLYCL ST LOUIS;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;1890;;0;;0;;;;0;;;1890;;;;;;;;;;;;;;616;;10;;;
MCO;2021;340013259;AIDER SANTE UAD BEDARIEUX;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;638;;0;;0;;;;0;;;638;;;;;;;;;;;;;;64;;;;;
MCO;2021;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;5889;;0;;0;;;;0;;;5889;;;;;;;;;;;;;;432;;18;;;
MCO;2021;340013358;AIDER SANTE UAD BOUZIGUES;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;1445;;0;;0;;;;0;;;1445;;;;;;;;;;;;;;1;;7;;;
MCO;2021;340013499;AIDER SANTE UAD VILLENEUVE LES BEZIERS;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;5900;;0;;0;;;;0;;;5900;;;;;;;;;;;;;;18;;7;;;
MCO;2021;340015502;CL DU MILLENAIRE;340000512;166;60590;11753;1978;43248;113;41245;5418;50;25526;;;0;0;0;279;101835;17171;2028;68774;2;590;;;799;37;10557;;0;;;39;11147;;;799;;;;;;;;;;;;;;;;;;;
MCO;2021;340015965;POLYCL ST PRIVAT;340000074;33;12045;3312;589;15955;180;65700;7576;247;28060;;;0;0;0;213;77745;10888;836;44015;0;10;;;7216;35;12431;;0;;;35;12441;;;7216;;;;;;;;;;;;;;;;;;;
MCO;2021;340015999;NEPHROCARE BEZIERS;940023831;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;32697;;0;;0;;;;0;;;32697;;;;;;;;;;;;;;;;;;;
MCO;2021;340019603;GCS HELP;340019587;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;8364;;0;;0;;;;0;;;8364;;;;;;;;;;;;;;;;;;;
MCO;2021;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;25739;;0;;0;;;;0;;;25739;;;;;;;;;;;;;;;;;;;
MCO;2021;340022979;POLYCL ST ROCH;340000306;25;9125;3761;1958;9626;85;31025;5231;775;12684;71;25915;4389;522;16456;181;66065;13381;3255;38766;0;0;;;161;69;18673;4;1570;;;73;20243;;;161;;;;;;;;;;;;;;;;;;;
MCO;2021;340023142;NEPHROCARE MILLLENAIRE UDM;940023856;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;9797;;0;;0;;;;0;;;9797;;;;;;;;;;;;;;;;;;;
MCO;2021;340024314;CL ST JEAN SUD DE FRANCE;340000272;56;20440;3350;593;19122;131;44630;6584;168;17511;;;0;0;0;187;65070;9934;761;36633;3;32;;;1078;93;21397;;0;;;96;21429;;;1078;;;;;;;;;;;;;;;;;;;
MCO;2021;340024553;AIDER SANTE UAD ST JEAN SUD DE FRANCE;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;6653;;0;;0;;;;0;;;6653;;;;;;;;;;;;;;1027;;746;;;
MCO;2021;340780139;CL DU DR JEAN CAUSSE;340000090;;;0;0;0;84;30660;2733;111;8486;;;0;0;0;84;30660;2733;111;8486;;0;;;0;10;6392;;0;;;10;6392;;;0;;;;;;;;;;;;;;;;;;;
MCO;2021;340780147;POLYCL DES TROIS VALLEES;340000108;20;7320;1586;363;5884;19;6954;413;23;1984;;;0;0;0;39;14274;1999;386;7868;;0;;;29;9;1309;;0;;;9;1309;;;29;;;;;;;;;;;;;;;;;;;
MCO;2021;340780154;POLYCL PASTEUR;340000116;24;8760;2414;771;7380;17;6205;500;17;1977;;;0;0;0;41;14965;2914;788;9357;;0;;;173;20;4919;;0;;;20;4919;;;173;;;;;;;;;;;;;;;;;;;
MCO;2021;340780436;HOPITAL ST LOUP HBT AGDE;340011295;42;15330;1070;11;13599;;;0;0;0;;;0;0;0;42;15330;1070;11;13599;;0;;;13;;0;;0;;;;0;;;13;0;0;0;0;1;1;1;0;0;;63;5;;5336;312;3014;;230;942
MCO;2021;340780444;CH BEDARIEUX;340009893;10;3650;131;1;3046;;0;0;0;0;;0;0;0;0;10;3650;131;1;3046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;58;;15;;;
MCO;2021;340780485;CHS LA COLOMBIERE CHU MONTPELLIER;340780477;35;11280;1078;24;9440;;;0;0;0;;;0;0;0;35;11280;1078;24;9440;3;168;;;100;;0;;0;;;3;168;;;100;0;0;0;0;0;0;0;0;0;;;;;7422;;169;0;;9784
MCO;2021;340780568;CL DU SOUFFLE LA VALLONIE;340000256;17;6205;995;4;5960;;;0;0;0;;;0;0;0;17;6205;995;4;5960;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;100;;108;;;
MCO;2021;340780642;CL BEAU SOLEIL;340785856;36;12006;2489;123;12374;46;15341;3149;236;9434;;;0;0;0;82;27347;5638;359;21808;2;5693;;;2430;20;4601;;0;;;22;10294;;;2430;1;1;1;1;1;0;1;1;1;90;120;;90;54523;0;67452;102;0;477
MCO;2021;340780667;CL DU PARC;340000280;121;44165;6452;141;45745;89;32485;4703;219;15947;;;0;0;0;210;76650;11155;360;61692;15;3547;;;9761;22;15932;;0;;;37;19479;;;9761;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;340780675;CL CLEMENTVILLE;340000298;59;21535;2212;29;20446;36;13140;1433;19;3640;44;16060;2826;36;11042;139;50735;6471;84;35128;1;227;;;14611;32;7060;1;392;;;34;7679;;;14611;;;;;;;;;;;;;;4942;;;;;
MCO;2021;340780717;CL ST LOUIS;340023225;28;10220;1686;225;6738;25;9125;1535;75;5035;12;4380;448;69;1248;65;23725;3669;369;13021;;0;;;237;12;4162;1;54;;;13;4216;;;237;;;;;;;;;;;;;;;;;;;
MCO;2021;340780725;CL VIA DOMITIA;340000330;6;2190;956;123;933;13;4826;942;0;2295;0;0;0;0;0;19;7016;1898;123;3228;0;0;;;0;22;6390;0;0;;;22;6390;;;0;;;;;;;;;;;;;;;;;;;
MCO;2021;340780741;POLYCL STE THERESE;340000348;4;1460;2;0;67;38;12046;2002;150;5293;25;8099;1099;280;2895;67;21605;3103;430;8255;;0;;;278;12;8004;;0;;;12;8004;;;278;;;;;;;;;;;;;;;;;;;
MCO;2021;340780840;NEPHROCARE CASTELNAU LE PARC;940023823;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;26389;;0;;0;;;;0;;;26389;;;;;;;;;;;;;;;;;;;
MCO;2021;340781608;CL DU MAS DE ROCHET;340015171;46;16790;622;4;13292;;;0;0;0;;;0;0;0;46;16790;622;4;13292;;0;;;7;;0;;0;;;;0;;;7;0;0;0;0;0;0;0;0;0;;;;;109;;;;;
MCO;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;286;91560;9653;505;75411;56;14545;2449;94;13642;;;0;0;0;342;106105;12102;599;89053;64;8018;;;19340;8;761;;0;;;72;8779;;;19340;0;1;0;1;0;0;0;0;0;;;;;81027;0;28940;0;;20618
MCO;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;125;44175;5777;355;37087;106;38276;7278;704;25044;;;0;0;0;231;82451;13055;1059;62131;13;2328;;;1915;29;6583;;0;;;42;8911;;;1915;0;0;0;0;1;0;0;0;0;;;;;84839;;74058;22;6;10453
MCO;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;293;94103;17873;2598;77737;138;47228;8345;761;32038;;;0;0;0;431;141331;26218;3359;109775;45;8399;;;3949;22;4274;;0;;;67;12673;;;3949;0;0;1;0;0;1;0;1;0;;;;;141819;7;83351;434;93;37186
MCO;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;270;87051;12765;554;71047;56;17556;2279;26;13519;88;32120;5693;332;25767;414;136727;20737;912;110333;45;6191;;;6137;8;1211;18;3250;;;71;10652;;;6137;1;0;0;0;0;1;1;0;0;;;;;80075;9539;68298;1;23807;20774
MCO;2021;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;220020739;33;12045;412;4;7027;;;0;0;0;;;0;0;0;33;12045;412;4;7027;5;97;;;10;;0;;0;;;5;97;;;10;1;0;0;1;1;0;0;0;1;;60;;;428;;20;;;
MCO;2021;350000071;HOPITAL ARTHUR GARDINER;920028560;22;8030;684;25;6621;;;0;0;0;;;0;0;0;22;8030;684;25;6621;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;840;;455;;;130
MCO;2021;350000121;CHP SAINT GREGOIRE;350000303;106;38690;5004;500;39568;220;80300;14069;2274;40275;43;15695;2582;88;10738;369;134685;21655;2862;90581;23;4583;;;11784;66;26920;0;2;;;89;31505;;;11784;;;;;;;;;;;;;;;;;;;
MCO;2021;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;9;3285;1681;490;6059;64;23360;2805;187;7817;53;19345;5014;86;19677;126;45990;9500;763;33553;0;4086;;;158;40;4409;4;1835;;;44;10330;;;158;1;0;0;1;0;1;0;0;0;;;;;76760;13375;30757;;13740;13051
MCO;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;278;98091;19114;3303;98472;63;19760;3665;358;16267;31;11315;2340;393;7823;372;129166;25119;4054;122562;12;5778;;;12784;15;1443;2;570;;;29;7791;;;12784;1;0;1;1;1;1;1;1;0;;;;;49872;2115;37481;;5975;14608
MCO;2021;350000154;C.H FOUGERES;350000030;134;46363;7025;812;44422;28;10220;1401;156;7103;18;6570;904;62;3587;180;63153;9330;1030;55112;7;1368;0;0;632;5;1101;2;222;0;0;14;2691;0;0;632;1;1;1;1;1;1;1;0;0;40;25;41;;27143;1904;31992;2;3434;7199
MCO;2021;350000162;CHIRC SITE REDON;350000048;89;32485;5724;977;32158;30;10950;1274;99;6508;15;5475;1058;385;2385;134;48910;8056;1461;41051;8;208;;;569;10;2497;;0;;;18;2705;;;569;1;1;0;1;1;1;1;1;1;;11;12;;23493;1661;29569;;2537;991
MCO;2021;350000188;CENTRE HOSPITALIER VITRE;350000055;82;29930;3843;205;25611;21;7665;966;185;4676;17;6205;929;54;3799;120;43800;5738;444;34086;14;1895;;;1212;;0;0;45;;;14;1940;;;1212;1;1;1;1;1;1;1;1;1;;;;;21003;1195;24967;;3618;960
MCO;2021;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;5;1825;164;1;754;40;14600;4177;1604;6112;;;0;0;0;45;16425;4341;1605;6866;19;177;;;3354;27;7320;;0;;;46;7497;;;3354;;;;;;;;;;;;;;;;;;;
MCO;2021;350000204;CENTRE LOCAL HOSPITALIER SAINT JOSEPH;350023248;15;5490;430;8;4466;;;0;0;0;;;0;0;0;15;5490;430;8;4466;;0;;;7;;0;;0;;;;0;;;7;;;;;;;;;;;;;;;;;;;
MCO;2021;350000212;CENTRE HOSPITALIER LA GUERCHE DE BGNE;350000089;20;7300;274;5;4121;;;0;0;0;;;0;0;0;20;7300;274;5;4121;;0;;;2;;0;;0;;;;0;;;2;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;350000410;CH DE LA ROCHE AUX FÉES JANZE;350002291;15;5475;184;2;3239;;;0;0;0;;;0;0;0;15;5475;184;2;3239;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;263;;957;654;;
MCO;2021;350000436;CENTRE HOSPITALIER MONTFORT-SUR-MEU;350002317;16;5840;285;1;5407;;;0;0;0;;;0;0;0;16;5840;285;1;5407;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
MCO;2021;350000444;CH DES MARCHES DE BRETAGNE - ANTRAIN;350048518;12;4380;209;1;2605;;;0;0;0;;;0;0;0;12;4380;209;1;2605;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;
