BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2021;280000084;CH DREUX;280000183;M1140;;9;2.54;1;;;
PERINAT_P;2021;280000084;CH DREUX;280000183;M2050;4;11;8.93;1;0;;
PERINAT_P;2021;280000084;CH DREUX;280000183;N2200;6;1;8.35;;;;
PERINAT_P;2021;280000084;CH DREUX;280000183;N2340;4;3;5.17;;;;
PERINAT_P;2021;280000084;CH DREUX;280000183;N2530;13;1;13.5;;;;
PERINAT_P;2021;280000084;CH DREUX;280000183;N2800;16;5;18.89;;;;
PERINAT_P;2021;280000084;CH DREUX;280000183;N280H;12;4;14.7;;;;
PERINAT_P;2021;280000084;CH DREUX;280000183;NAUT;23;5;23.56;;;;
PERINAT_P;2021;280000662;CH CHATEAUDUN;280500075;M1140;1;0;1;0;0;;
PERINAT_P;2021;280000662;CH CHATEAUDUN;280500075;M2050;0;2;0.2;0;0;;
PERINAT_P;2021;280000662;CH CHATEAUDUN;280500075;N2800;1;2;2.4;;;;
PERINAT_P;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;M1140;;1;0.8;0;0;;
PERINAT_P;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;N2530;3;;1.25;;;;
PERINAT_P;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;NAUT;2;;1.48;;;;
PERINAT_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;M1030;12;5;0.3;1;0;1;0
PERINAT_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;M1140;3;4;1.55;1;0;;
PERINAT_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;M2050;10;3;8.66;1;0;;
PERINAT_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;MIVG;10;3;0.02;;;;
PERINAT_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N2340;8;2;8.73;;;;
PERINAT_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N2700;1;1;1.36;;;;
PERINAT_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N2800;44;9;48.63;;;;
PERINAT_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N280H;24;4;19.45;;;;
PERINAT_P;2021;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;M2050;;4;0.4;;;;
PERINAT_P;2021;290000025;CHIC QUIMPER;290020700;M1030;;24;4;;;;
PERINAT_P;2021;290000025;CHIC QUIMPER;290020700;M1140;;17;6.25;0;0;;
PERINAT_P;2021;290000025;CHIC QUIMPER;290020700;M2050;11;4;11.63;0;0;;
PERINAT_P;2021;290000025;CHIC QUIMPER;290020700;MIVG;;6;0.7;;;;
PERINAT_P;2021;290000025;CHIC QUIMPER;290020700;N2200;2;3;5.46;;;;
PERINAT_P;2021;290000025;CHIC QUIMPER;290020700;N2340;7;12;16.76;;;;
PERINAT_P;2021;290000025;CHIC QUIMPER;290020700;N2530;26;26;30.28;;;;
PERINAT_P;2021;290000025;CHIC QUIMPER;290020700;N2700;0;1;0.58;;;;
PERINAT_P;2021;290000025;CHIC QUIMPER;290020700;N2800;29;31;25.04;;;;
PERINAT_P;2021;290000025;CHIC QUIMPER;290020700;NAUT;17;11;21.91;;;;
PERINAT_P;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;M1030;3;2;4.95;1;0;0;0
PERINAT_P;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;M1140;4;4;5.55;0;1;;
PERINAT_P;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;M2050;7;0;5.48;1;0;;
PERINAT_P;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;MIVG;0;2;0.2;;;;
PERINAT_P;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;N2340;1;;0.82;;;;
PERINAT_P;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;N2530;6;2;7.28;;;;
PERINAT_P;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;N2800;9;11;17.1;;;;
PERINAT_P;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;NAUT;9;5;13.88;;;;
PERINAT_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;M1140;5;;4.2;1;1;;
PERINAT_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;M2050;2;;1.2;;0;;
PERINAT_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N2200;29;21;46.45;;;;
PERINAT_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N2340;5;13;16.29;;;;
PERINAT_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N2530;24;10;33.21;;;;
PERINAT_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N2700;1;2;2;;;;
PERINAT_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N2800;33;16;45.03;;;;
PERINAT_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N280H;14;;;;;;
PERINAT_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;NAUT;23;15;34.61;;;;
PERINAT_P;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;M1140;;1;0.1;0;0;;
PERINAT_P;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;M2050;;3;0.6;0;0;;
PERINAT_P;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;N2800;;6;1.23;;;;
PERINAT_P;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;N280H;;6;1.23;;;;
PERINAT_P;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;NAUT;1;0;1.19;;;;
PERINAT_P;2021;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;M1030;1;1;1.98;1;0;0;0
PERINAT_P;2021;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;M1140;;2;0.4;0;0;;
PERINAT_P;2021;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;M2050;4;3;5.84;1;0;;
PERINAT_P;2021;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;MIVG;1;2;0.63;;;;
PERINAT_P;2021;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;N2530;8;8;14.19;;;;
PERINAT_P;2021;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;N2800;13;6;17.6;;;;
PERINAT_P;2021;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;N280H;12;6;16.6;;;;
PERINAT_P;2021;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;NAUT;2;2;2.96;;;;
PERINAT_P;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;M1140;0;1;0.1;0;0;;
PERINAT_P;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;M2050;0;4;0.69;0;0;;
PERINAT_P;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;N2800;0;2;1.23;;;;
PERINAT_P;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;NAUT;1;1;1.27;;;;
PERINAT_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;M1030;;;;0;1;;0
PERINAT_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;M2050;;;;1;1;;
PERINAT_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N2530;4;;3.57;;;;
PERINAT_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N2700;;1;0.2;;;;
PERINAT_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N2800;7;0;7.3;;;;
PERINAT_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;NAUT;5;3;6.01;;;;
PERINAT_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;M1140;;1;0.2;;;;
PERINAT_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;M2050;;3;0.6;;;;
PERINAT_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2800;;2;1.26;;;;
PERINAT_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;NAUT;3;;1.1;;;;
PERINAT_P;2021;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;M2050;0;9;1.42;0;0;;
PERINAT_P;2021;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;N2530;;1;0.88;;;;
PERINAT_P;2021;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;N2800;;;1.61;;;;
PERINAT_P;2021;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;NAUT;;2;2.52;;;;
PERINAT_P;2021;290019777;POLYCLINIQUE DE KERAUDREN;290022508;M1030;8;1;8.58;0;;;
PERINAT_P;2021;290019777;POLYCLINIQUE DE KERAUDREN;290022508;M1140;2;1;4.7;0;1;;
PERINAT_P;2021;290019777;POLYCLINIQUE DE KERAUDREN;290022508;M2050;8;;8;1;;;
PERINAT_P;2021;290019777;POLYCLINIQUE DE KERAUDREN;290022508;MAUT;9;4;12.44;;;;
PERINAT_P;2021;290019777;POLYCLINIQUE DE KERAUDREN;290022508;MIVG;12;;0.6;;;;
PERINAT_P;2021;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2200;8;4;10.65;;;;
PERINAT_P;2021;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2340;3;1;2.31;;;;
PERINAT_P;2021;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2530;15;4;17.38;;;;
PERINAT_P;2021;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2700;;1;0.31;;;;
PERINAT_P;2021;290019777;POLYCLINIQUE DE KERAUDREN;290022508;N2800;11;12;19.88;;;;
PERINAT_P;2021;290019777;POLYCLINIQUE DE KERAUDREN;290022508;NAUT;7;;4.52;;;;
PERINAT_P;2021;2A0000022;CH ND LA MISERICORDE;2A0000014;M1140;;2;1;;;;
PERINAT_P;2021;2A0000022;CH ND LA MISERICORDE;2A0000014;M2050;;8;1.04;;;;
PERINAT_P;2021;2A0000022;CH ND LA MISERICORDE;2A0000014;N2200;;10;3;;;;
PERINAT_P;2021;2A0000022;CH ND LA MISERICORDE;2A0000014;N2340;;18;4.56;;;;
PERINAT_P;2021;2A0000022;CH ND LA MISERICORDE;2A0000014;N2530;13;20;22.33;;;;
PERINAT_P;2021;2A0000022;CH ND LA MISERICORDE;2A0000014;N2800;19;6;25.39;;;;
PERINAT_P;2021;2A0000022;CH ND LA MISERICORDE;2A0000014;NAUT;20;9;22.59;;;;
PERINAT_P;2021;2A0000139;CLINISUD;2A0000063;M2050;1;;1;0;0;;
PERINAT_P;2021;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;M1030;;6;1.75;0;1;0;0
PERINAT_P;2021;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;M1140;0;2;1;0;1;;
PERINAT_P;2021;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;M2050;0;4;1;0;1;;
PERINAT_P;2021;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;N2530;6;;6;;;;
PERINAT_P;2021;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;N2800;6;;6;;;;
PERINAT_P;2021;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;N280H;6;;6;;;;
PERINAT_P;2021;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;NAUT;2;;2;;;;
PERINAT_P;2021;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;M1030;0;0;0;1;0;0;0
PERINAT_P;2021;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;M1140;0;2;0.5;0;0;;
PERINAT_P;2021;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;M2050;2;8;5.4;1;0;;
PERINAT_P;2021;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;MAUT;0;1;0.15;;;;
PERINAT_P;2021;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2200;1;0;1.36;;;;
PERINAT_P;2021;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2340;6;2;8.02;;;;
PERINAT_P;2021;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2530;16;4;19.4;;;;
PERINAT_P;2021;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2700;0;2;0.42;;;;
PERINAT_P;2021;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N2800;8;23;18.92;;;;
PERINAT_P;2021;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;N280H;8;23;18.92;;;;
PERINAT_P;2021;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;NAUT;12;6;10.42;;;;
PERINAT_P;2021;300000023;CH ALES CEVENNES;300780046;M1140;4;2;1.64;0;1;;
PERINAT_P;2021;300000023;CH ALES CEVENNES;300780046;M2050;8;3;7.34;1;0;;
PERINAT_P;2021;300000023;CH ALES CEVENNES;300780046;MIVG;2;1;0.1;;;;
PERINAT_P;2021;300000023;CH ALES CEVENNES;300780046;N2200;0;13;0.99;;;;
PERINAT_P;2021;300000023;CH ALES CEVENNES;300780046;N2340;0;6;1.2;;;;
PERINAT_P;2021;300000023;CH ALES CEVENNES;300780046;N2530;15;8;14.68;;;;
PERINAT_P;2021;300000023;CH ALES CEVENNES;300780046;N2700;0;2;0.4;;;;
PERINAT_P;2021;300000023;CH ALES CEVENNES;300780046;N2800;23;13;27.87;;;;
PERINAT_P;2021;300000023;CH ALES CEVENNES;300780046;N280H;23;13;27.87;;;;
PERINAT_P;2021;300000023;CH ALES CEVENNES;300780046;NAUT;6;13;9.29;;;;
PERINAT_P;2021;300000031;CH LOUIS PASTEUR;300780053;M1030;3;4;4.22;1;0;0;0
PERINAT_P;2021;300000031;CH LOUIS PASTEUR;300780053;M1140;5;0;4.12;0;1;;
PERINAT_P;2021;300000031;CH LOUIS PASTEUR;300780053;M2050;5;0;2.48;0;1;;
PERINAT_P;2021;300000031;CH LOUIS PASTEUR;300780053;N2200;1;2;1.4;;;;
PERINAT_P;2021;300000031;CH LOUIS PASTEUR;300780053;N2340;3;2;2.43;;;;
PERINAT_P;2021;300000031;CH LOUIS PASTEUR;300780053;N2530;3;1;1.14;;;;
PERINAT_P;2021;300000031;CH LOUIS PASTEUR;300780053;N2700;0;1;0.5;;;;
PERINAT_P;2021;300000031;CH LOUIS PASTEUR;300780053;N2800;9;8;12.92;;;;
PERINAT_P;2021;300000031;CH LOUIS PASTEUR;300780053;N280H;9;8;8.88;;;;
PERINAT_P;2021;300000031;CH LOUIS PASTEUR;300780053;NAUT;0;1;0.2;;;;
PERINAT_P;2021;300781465;POLYCL KENNEDY;300000726;M1030;4;0;4.5;0;1;0;1
PERINAT_P;2021;300781465;POLYCL KENNEDY;300000726;M1140;0;5;3;0;0;;
PERINAT_P;2021;300781465;POLYCL KENNEDY;300000726;M2050;0;6;3;0;1;;
PERINAT_P;2021;300781465;POLYCL KENNEDY;300000726;MIVG;0;5;0.4;;;;
PERINAT_P;2021;300781465;POLYCL KENNEDY;300000726;N2340;6;3;6.2;;;;
PERINAT_P;2021;300781465;POLYCL KENNEDY;300000726;N2530;13;6;15.4;;;;
PERINAT_P;2021;300781465;POLYCL KENNEDY;300000726;N2700;;1;0.1;;;;
PERINAT_P;2021;300781465;POLYCL KENNEDY;300000726;N2800;18;5;17.3;;;;
PERINAT_P;2021;300782117;CHU NIMES CAREMEAU;300780038;M1030;;;;1;0;1;0
PERINAT_P;2021;300782117;CHU NIMES CAREMEAU;300780038;M1140;15;9;18.55;1;0;;
PERINAT_P;2021;300782117;CHU NIMES CAREMEAU;300780038;M2050;17;7;13.82;1;1;;
PERINAT_P;2021;300782117;CHU NIMES CAREMEAU;300780038;MAUT;3;2;2.3;;;;
PERINAT_P;2021;300782117;CHU NIMES CAREMEAU;300780038;MIVG;1;1;1.2;;;;
PERINAT_P;2021;300782117;CHU NIMES CAREMEAU;300780038;N2200;19;5;23.55;;;;
PERINAT_P;2021;300782117;CHU NIMES CAREMEAU;300780038;N2340;45;8;48.11;;;;
PERINAT_P;2021;300782117;CHU NIMES CAREMEAU;300780038;N2530;24;4;25.34;;;;
PERINAT_P;2021;300782117;CHU NIMES CAREMEAU;300780038;N2700;1;0;1;;;;
PERINAT_P;2021;300782117;CHU NIMES CAREMEAU;300780038;N2800;39;3;37.58;;;;
PERINAT_P;2021;300782117;CHU NIMES CAREMEAU;300780038;N280H;16;2;18.16;;;;
PERINAT_P;2021;300782117;CHU NIMES CAREMEAU;300780038;NAUT;55;7;58.03;;;;
PERINAT_P;2021;300788502;POLYCL GRAND SUD;300017985;M1030;;;;1;1;0;0
PERINAT_P;2021;300788502;POLYCL GRAND SUD;300017985;M1140;0;3;0.98;0;1;;
PERINAT_P;2021;300788502;POLYCL GRAND SUD;300017985;M2050;;;;0;1;;
PERINAT_P;2021;300788502;POLYCL GRAND SUD;300017985;N2340;1;3;2.3;;;;
PERINAT_P;2021;300788502;POLYCL GRAND SUD;300017985;N2530;5;8;10.36;;;;
PERINAT_P;2021;300788502;POLYCL GRAND SUD;300017985;N2700;0;1;0.1;;;;
PERINAT_P;2021;300788502;POLYCL GRAND SUD;300017985;N2800;10;13;16.86;;;;
PERINAT_P;2021;300788502;POLYCL GRAND SUD;300017985;N280H;10;13;16.86;;;;
PERINAT_P;2021;300788502;POLYCL GRAND SUD;300017985;NAUT;2;0;2;;;;
PERINAT_P;2021;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;M1140;;1;0.15;;1;;
PERINAT_P;2021;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;M2050;2;1;2.86;;1;;
PERINAT_P;2021;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N2200;;;0.02;;;;
PERINAT_P;2021;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N2530;10;3;10.05;;;;
PERINAT_P;2021;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N2800;14;3;12.87;;;;
PERINAT_P;2021;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N280H;14;3;12.87;;;;
PERINAT_P;2021;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;NAUT;6;;5.78;;;;
PERINAT_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;M1030;1;0;1;1;1;1;1
PERINAT_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;M1140;8;8;12.58;1;1;;
PERINAT_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;M2050;13;19;15;1;1;;
PERINAT_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;MAUT;3;11;4.92;;;;
PERINAT_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;MIVG;0;6;0.58;;;;
PERINAT_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N2200;34;10;26.7;;;;
PERINAT_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N2340;36;34;23.14;;;;
PERINAT_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N2530;62;11;55.27;;;;
PERINAT_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N2700;1;2;1.36;;;;
PERINAT_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N2800;95;27;117.19;;;;
PERINAT_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N280H;32;6;37.59;;;;
PERINAT_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;NAUT;82;19;93.46;;;;
PERINAT_P;2021;310026083;CL RIVE GAUCHE;310026075;M1030;4;;4;1;1;1;1
PERINAT_P;2021;310026083;CL RIVE GAUCHE;310026075;M1140;8;;8;0;1;;
PERINAT_P;2021;310026083;CL RIVE GAUCHE;310026075;M2050;18;;18;1;1;;
PERINAT_P;2021;310026083;CL RIVE GAUCHE;310026075;MIVG;18;;18;;;;
PERINAT_P;2021;310026083;CL RIVE GAUCHE;310026075;N2200;1;;1;;;;
PERINAT_P;2021;310026083;CL RIVE GAUCHE;310026075;N2340;13;4;15.8;;;;
PERINAT_P;2021;310026083;CL RIVE GAUCHE;310026075;N2530;9;19;21.15;;;;
PERINAT_P;2021;310026083;CL RIVE GAUCHE;310026075;N2700;;1;0.5;;;;
PERINAT_P;2021;310026083;CL RIVE GAUCHE;310026075;N2800;38;6;42.21;;;;
PERINAT_P;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;M1030;1;;1;1;0;1;0
PERINAT_P;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;M1140;8;;8;0;1;;
PERINAT_P;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;M2050;22;;22;1;0;;
PERINAT_P;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;N2200;;2;1.28;;;;
PERINAT_P;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;N2340;5;1;5.91;;;;
PERINAT_P;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;N2530;12;4;13.9;;;;
PERINAT_P;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;N2800;15;6;18.76;;;;
PERINAT_P;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;N280H;15;6;18.76;;;;
PERINAT_P;2021;310780283;CL DE L'UNION;310000112;M1030;10;5;13.5;;;;
PERINAT_P;2021;310780283;CL DE L'UNION;310000112;M1140;4;;4;0;1;;
PERINAT_P;2021;310780283;CL DE L'UNION;310000112;M2050;6;;6;0;1;;
PERINAT_P;2021;310780283;CL DE L'UNION;310000112;N2340;5;0;6.21;;;;
PERINAT_P;2021;310780283;CL DE L'UNION;310000112;N2530;9;5;13.59;;;;
PERINAT_P;2021;310780283;CL DE L'UNION;310000112;N2700;1;;0.5;;;;
PERINAT_P;2021;310780283;CL DE L'UNION;310000112;N2800;6;7;13.2;;;;
PERINAT_P;2021;310780283;CL DE L'UNION;310000112;NAUT;;1;0.8;;;;
PERINAT_P;2021;310780382;CL AMBROISE PARE;310000179;M1030;;;;1;0;0;0
PERINAT_P;2021;310780382;CL AMBROISE PARE;310000179;M1140;5;1;6;0;1;;
PERINAT_P;2021;310780382;CL AMBROISE PARE;310000179;M2050;8;2;10;0;1;;
PERINAT_P;2021;310780382;CL AMBROISE PARE;310000179;N2340;13;14;22.34;;;;
PERINAT_P;2021;310780382;CL AMBROISE PARE;310000179;N2530;4;4;6.36;;;;
PERINAT_P;2021;310780382;CL AMBROISE PARE;310000179;N2800;24;1;24.15;;;;
PERINAT_P;2021;310781067;HOPITAL JOSEPH DUCUING;310788898;M1030;;;;1;1;1;0
PERINAT_P;2021;310781067;HOPITAL JOSEPH DUCUING;310788898;M1140;1;9;5.79;1;1;;
PERINAT_P;2021;310781067;HOPITAL JOSEPH DUCUING;310788898;M2050;7;4;8.1;1;0;;
PERINAT_P;2021;310781067;HOPITAL JOSEPH DUCUING;310788898;N2200;0;1;0.15;;;;
PERINAT_P;2021;310781067;HOPITAL JOSEPH DUCUING;310788898;N2340;5;5;6.26;;;;
PERINAT_P;2021;310781067;HOPITAL JOSEPH DUCUING;310788898;N2530;21;5;21.47;;;;
PERINAT_P;2021;310781067;HOPITAL JOSEPH DUCUING;310788898;N2800;37;19;38.5;;;;
PERINAT_P;2021;310781067;HOPITAL JOSEPH DUCUING;310788898;N280H;37;19;38.5;;;;
PERINAT_P;2021;310781067;HOPITAL JOSEPH DUCUING;310788898;NAUT;0;1;0.43;;;;
PERINAT_P;2021;310781505;CL D'OCCITANIE;310000492;M1030;;10;;;;;
PERINAT_P;2021;310781505;CL D'OCCITANIE;310000492;M1140;3;;;;;;
PERINAT_P;2021;310781505;CL D'OCCITANIE;310000492;M2050;3;;;;;;
PERINAT_P;2021;310781505;CL D'OCCITANIE;310000492;MAUT;3;;;;;;
PERINAT_P;2021;310781505;CL D'OCCITANIE;310000492;MIVG;3;;;;;;
PERINAT_P;2021;310781505;CL D'OCCITANIE;310000492;N2340;1;;1;;;;
PERINAT_P;2021;310781505;CL D'OCCITANIE;310000492;N2530;4;2;6.58;;;;
PERINAT_P;2021;310781505;CL D'OCCITANIE;310000492;N2800;6;5;7.67;;;;
PERINAT_P;2021;310781505;CL D'OCCITANIE;310000492;N280H;1;;1;;;;
PERINAT_P;2021;310781505;CL D'OCCITANIE;310000492;NAUT;3;;3;;;;
PERINAT_P;2021;320000086;CH AUCH EN GASCOGNE;320780117;M1140;3;3;5.34;1;1;;
PERINAT_P;2021;320000086;CH AUCH EN GASCOGNE;320780117;M2050;2;4;5.29;1;1;;
PERINAT_P;2021;320000086;CH AUCH EN GASCOGNE;320780117;MIVG;0;1;0.1;;;;
PERINAT_P;2021;320000086;CH AUCH EN GASCOGNE;320780117;N2200;0;1;0.2;;;;
PERINAT_P;2021;320000086;CH AUCH EN GASCOGNE;320780117;N2340;0;7;1.4;;;;
PERINAT_P;2021;320000086;CH AUCH EN GASCOGNE;320780117;N2530;9;4;12.15;;;;
PERINAT_P;2021;320000086;CH AUCH EN GASCOGNE;320780117;N2800;11;6;15.4;;;;
PERINAT_P;2021;320000086;CH AUCH EN GASCOGNE;320780117;NAUT;10;16;15.5;;;;
PERINAT_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;M1030;20;10;21.75;1;0;1;
PERINAT_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;M1140;3;3;6.34;0;1;;
PERINAT_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;M2050;15;5;17.05;1;0;;
PERINAT_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;N2530;17;5;25.08;;;;
PERINAT_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;N2800;37;13;50.3;;;;
PERINAT_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;N280H;2;0;2;;;;
PERINAT_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;NAUT;15;4;19.17;;;;
PERINAT_P;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;M1140;1;5;4.56;;;;
PERINAT_P;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;M2050;6;1;6.66;;;;
PERINAT_P;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;MIVG;5;0;0.2;;;;
PERINAT_P;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2200;3;0;3;;;;
PERINAT_P;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2340;3;2;4.56;;;;
PERINAT_P;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2530;5;7;10.12;;;;
PERINAT_P;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2700;0;1;0.08;;;;
PERINAT_P;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N2800;4;19;12.51;;;;
PERINAT_P;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N280H;4;19;12.51;;;;
PERINAT_P;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;NAUT;1;4;2.38;;;;
PERINAT_P;2021;330000571;CH DE LA HAUTE GIRONDE;330781220;M2050;3;1;3.55;;1;;
