BOR;AN;FI;RS;FI_EJ;GRP;REG;DEP;STJ;STJR;CAT;CATR;ESPIC;MFT;CCR;VAGUE;NAT;SIR;COMPRS;NUMVOI;TYPVOI;ADRVOIENOM;COMPDist;ADRBP;ADRCPOST;ADRLIBCOM;COMINSEE;NUMTEL;ARMT
IDB;2021;130041916;CHI AIX PERTUIS;;02;93;13;14;1;355;;1;0;;2;1;;;;;DES TAMARIS;;;13616;AIX EN PROVENCE CEDEX 1;13001;0442335002;
IDB;2021;130042781;CMP CHATEAURENARD;840000137;24;93;13;11;1;156;PUB7;1;0;;0;0;;;35;AV;JACQUES TROUILLET;;;13160;CHATEAURENARD;13027;;
IDB;2021;130042807;CMP SENAS;840000137;24;93;13;11;1;156;PUB7;1;0;;0;0;;;19;AV;GABRIEL PERI;;;13560;SENAS;13105;;
IDB;2021;130042823;CMPEA CHATEAURENARD;840000137;24;93;13;11;1;156;PUB7;1;0;;0;0;;;12T;AV;GABRIEL PERI;;;13160;CHATEAURENARD;13027;;
IDB;2021;130043375;HJ ADO PARADOX HJ ENF TALLAGARD SALON;130781131;24;93;13;11;1;292;PUB3;1;0;;0;0;;;20;BD;R SCHUMAN BD NATIONS UNIES;;;13300;SALON DE PROVENCE;13103;;
IDB;2021;130043391;APPT THERAP LOU RISOULET GARDANNE;130781131;24;93;13;11;1;412;PUB7;1;0;;0;0;;;;AV;JULES FERRY;;;13120;GARDANNE;13041;;
IDB;2021;130044068;CMP CATTP ENFANTS ADO LES RICOCHETS;130786494;24;93;13;11;1;156;PUB7;1;0;;0;0;26130006500198;;711;AV;SALVADOR ALLENDE;;;13190;ALLAUCH;13002;0491056700;
IDB;2021;130044076;CMP CATTP L'ILE VERTE;130786494;24;93;13;11;1;156;PUB7;1;0;;0;0;26130006500172;;372;AV;GUILLAUME DU LAC;;;13600;LA CIOTAT;13028;0442734575;
IDB;2021;130044084;CMP PERSONNES AGEES;130786494;24;93;13;11;1;156;PUB7;1;0;;0;0;26130006500156;;180;ALL;ROBERT GOVI;;;13400;AUBAGNE;13005;0442016541;
IDB;2021;130044225;CMP ANTENNE LA DESTROUSSE;130786494;24;93;13;11;1;156;PUB7;1;0;;0;0;;;;RES;LA TUILERIE BAT B2;;;13112;LA DESTROUSSE;13031;;
IDB;2021;130045057;CH MARTIGUES HOP JOUR PSY SECTEUR 24;130789316;24;93;13;13;1;355;PUB2;1;0;;0;0;26130019800288;;;VLA;LES PINS ANC RTE MARSEILLE;;;13500;MARTIGUES;13056;;
IDB;2021;130045065;CH MARTIGUES HOP JOUR PSY SECTEUR 10;130789316;24;93;13;13;1;355;PUB2;1;0;;0;0;26130019800262;;5T;R;LOUISON BOBET;;;13500;MARTIGUES;13056;;
IDB;2021;130047145;UNITE HOSPIT SPECIAL AMENAGEE UHSA;130786049;24;93;13;15;1;101;PUB1;1;0;;0;0;26130008100153;;50;BD;PIERRE DRAMARD;;;13015;MARSEILLE;13055;;13215
IDB;2021;130048184;USIA SITE HOP NORD;130780554;24;93;13;11;1;292;PUB3;1;0;;0;0;26130007300010;;;CHE;DE BOURRELY;PAVILLON MEDITERRANEE;;13015;MARSEILLE;13055;;13215
IDB;2021;130050545;NEPHROCARE AIX EN PROVENCE;;06;93;13;95;2;699;;0;0;;1;1;;;;;DE LA GDE THUMINE BAT D;PARC D'ARIANE;;13080;AIX EN PROVENCE;13001;0149847800;
IDB;2021;130050842;CLINIQUE SAINT MICHEL CENTRE DE JOUR;130010648;25;93;13;95;2;161;PLU7;0;4;;0;0;38039337100030;RAMSAY SANTE;314;AV;MARCEL PAGNOL;;;13400;AUBAGNE;13005;;
IDB;2021;130051220;CMP CATTP LA BISCOTTERIE IO3;130786494;24;93;13;11;1;156;PUB7;1;0;;0;0;;;73;AV;SAINT MARCEL;;;13011;MARSEILLE;13055;;13211
IDB;2021;130051600;CMP ADOLESCENT AIX;130781131;24;93;13;11;1;156;PUB7;1;0;;0;0;26130011500324;;325;AV;DU PETIT BARTHELEMY;;;13090;AIX EN PROVENCE;13001;;
IDB;2021;130780554;CHS EDOUARD TOULOUSE;;02;93;13;11;1;292;;1;0;;1;1;;;;;DE MIMET;;;13326;MARSEILLE CEDEX 15;13215;0491969804;
IDB;2021;130781131;CHS MONTPERRIN;;02;93;13;11;1;292;;1;0;;1;1;;;;;DU PETIT BARTHELEMY;;;13617;AIX EN PROVENCE CEDEX 1;13001;0442161616;
IDB;2021;130781339;CH LOUIS BRUNET D'ALLAUCH;;02;93;13;13;1;355;;1;0;;1;1;;;;;DES MILLE ECUS;;BP 28;13718;ALLAUCH CEDEX;13002;0491104606;
IDB;2021;130781446;CENTRE HOSPITALIER GENERAL D'AUBAGNE;;02;93;13;13;1;355;;1;0;;1;1;;;;;DES SOEURS GASTINE;;;13400;AUBAGNE;13005;0442847002;
IDB;2021;130781594;CLINIQUE SAINT MICHEL;130010648;25;93;13;95;2;161;PLU7;0;4;;0;0;38039337100030;RAMSAY GENERALE DE SANTE;;RTE;D'EOURES;;;13400;AUBAGNE;13005;;
IDB;2021;130781651;CMP LA BOETIE BERRE L'ETANG;130781131;24;93;13;11;1;156;PUB7;1;0;;0;0;;;54;ALL;DES AMANDIERS CITE BOETIE;;;13130;BERRE L ETANG;13014;;
IDB;2021;130782634;HOPITAL DU PAYS SALONAIS;;02;93;13;13;1;355;;1;0;;1;1;;;;;JULIEN FABRE;;BP 321;13658;SALON DE PROVENCE CEDEX;13103;0490449302;
IDB;2021;130784127;INSTITUT PAOLI CALMETTES;;08;93;13;65;3;131;;6;0;;2;1;;;;;SAINTE MARGUERITE;;BP 156;13273;MARSEILLE CEDEX 09;13209;0491223333;
IDB;2021;130784259;APHM HOPITAUX SUD SALVATOR;130786049;24;93;13;15;1;101;PUB1;1;0;;0;0;26130008100120;;249;BD;DE SAINTE MARGUERITE;249 ET 270;;13274;MARSEILLE CEDEX 09;13055;;13209
IDB;2021;130785512;CENTRE HOSPITALIER GENERAL LA CIOTAT;;02;93;13;13;1;355;;1;0;;1;1;;;;;LAMARTINE;;BP 150;13708;LA CIOTAT CEDEX;13028;0442087655;
IDB;2021;130786049;APHM DIRECTION GENERALE;;02;93;13;15;1;101;;1;0;;2;1;;;;;BROCHIER;;;13354;MARSEILLE CEDEX 05;13205;0491383000;
IDB;2021;130786247;CLINIQUE PSYCHIATRIQUE DES TROIS LUCS;920030269;35;93;13;95;2;161;PLU7;0;4;;0;0;;GROUPE CLINEA;28;TRA;DE LA SALETTE;;;13012;MARSEILLE;13055;;13212
IDB;2021;130786494;CHS VALVERT MARSEILLE;;02;93;13;11;1;292;;1;0;;1;1;;;;;DES LIBERATEURS;;;13391;MARSEILLE CEDEX 11;13211;0491876702;
IDB;2021;130786569;HOPITAL DE JOUR CALYPSO;130804032;25;93;13;60;3;161;PNL7;6;1;;0;0;33435347100157;;;AV;ST JSUT DOMAINE HIPPONE 59;;;13013;MARSEILLE;13055;0491027059;13213
IDB;2021;130786692;CMP SAINT ANDRE LITTORAL;130780554;24;93;13;11;1;156;PUB7;1;0;;0;0;;;10;R;RABELAIS;;;13016;MARSEILLE;13055;;13216
IDB;2021;130789274;CENTRE HOSPITALIER JOSEPH IMBERT ARLES;;02;93;13;13;1;355;;1;0;;1;1;;;;;FOURCHON;;BP 80195;13637;ARLES CEDEX;13004;0490492901;
IDB;2021;130789316;CENTRE HOSPITALIER DE MARTIGUES;;02;93;13;13;1;355;;1;0;;1;1;;;;;DES RAYETTES;;BP 50248;13698;MARTIGUES CEDEX;13056;0442432600;
IDB;2021;130792856;SMPR;130786049;24;93;13;15;1;415;PUB7;1;0;;0;0;26130008100500;;213;CHE;DE MORGIOU;MAISON D'ARRET DES BAUMETTES;;13009;MARSEILLE;13055;;13209
IDB;2021;130792880;CMP LE PARC;130780554;24;93;13;11;1;156;PUB7;1;0;;0;0;;;50;AV;ANDRE ROUSSIN;;;13016;MARSEILLE;13055;;13216
IDB;2021;130792898;CMP LAFON;130786049;24;93;13;15;1;156;PUB7;1;0;;0;0;26130008100518;;9;R;LAFON;;;13006;MARSEILLE;13055;;13206
IDB;2021;130792914;CMP DE LA VISTE;130780554;24;93;13;11;1;156;PUB7;1;0;;0;0;26130007300085;;43;AV;DE LA VISTE;;;13015;MARSEILLE;13055;;13215
IDB;2021;130792963;CMP ACANTHE GARDANNE;130781131;24;93;13;11;1;156;PUB7;1;0;;0;0;26130011500068;;17;AV;JEAN JAURES;;;13120;GARDANNE;13041;;
IDB;2021;130792997;CMP CATTP SAINT BARNABE;130786494;24;93;13;11;1;156;PUB7;1;0;;0;0;26130006500024;;101;AV;DES CAILLOLS;;;13012;MARSEILLE;13055;;13212
IDB;2021;130793029;CMP VILLA JEANNE;130780554;24;93;13;11;1;156;PUB7;1;0;;0;0;26130007300101;;7;BD;CHARLES BOURSSEULT;;;13014;MARSEILLE;13055;;13214
IDB;2021;130793037;CMP GAUGUIN GARDANNE;130781131;24;93;13;11;1;156;PUB7;1;0;;0;0;26130011500076;;;CHE;DES AIRES BAT A4;;;13120;GARDANNE;13041;;
IDB;2021;130793045;CMP LE TRIDENT MIRAMAS;130781131;24;93;13;11;1;156;PUB7;1;0;;0;0;;;;PL;DES VENTS PROVENCAUX;;;13140;MIRAMAS;13063;;
IDB;2021;130796295;CMP LE LIOURAT VITROLLES;130781131;24;93;13;11;1;156;PUB7;1;0;;0;0;26130011500084;;1;AV;JEAN ESTIENNE CONSTANT;;;13127;VITROLLES;13117;;
IDB;2021;130796303;CMP LA MARINE BLANCHE;130780554;24;93;13;11;1;156;PUB7;1;0;;0;0;26130007300150;;3;CHE;DE ST JOSEPH A STE MARTHE;;;13014;MARSEILLE;13055;;13214
IDB;2021;130796402;CMP CATTP DE BARRIOL SECTEUR 13I11;130789274;24;93;13;13;1;156;PUB7;1;0;;0;0;78269751000017;CH JOSEPH IMBERT;2;R;DE PISE QUARTIER BARRIOL;;;13200;ARLES;13004;;
IDB;2021;130796550;CMP MICHELET;130786049;24;93;13;15;1;156;PUB7;1;0;;0;0;26130008100542;;44;BD;MICHELET;;;13008;MARSEILLE;13055;;13208
IDB;2021;130796824;CMP VILLA BLANCHE SALON;130781131;24;93;13;11;1;156;PUB7;1;0;;0;0;26130011500092;;203;AV;GASTON CABRIER;;;13300;SALON DE PROVENCE;13103;;
IDB;2021;130796881;CMP UNITE ACCUEIL URG PSY ET LIAISON;130786494;24;93;13;11;1;156;PUB7;1;0;;0;0;;CENTRE HOSPITALIER;;AV;DES SOEURS GASTINE;;;13400;AUBAGNE;13005;;
IDB;2021;130797004;CMP CATTP AUBAGNE;130786494;24;93;13;11;1;156;PUB7;1;0;;0;0;26130006500164;;4;AV;MANOUCHIAN;;;13400;AUBAGNE;13005;;
IDB;2021;130797962;HOPITAL DE JOUR DE LA CIOTAT;130804032;25;93;13;60;3;161;PNL7;6;1;;0;0;33435347100124;;90;R;GEORGES ROMAND;;;13600;LA CIOTAT;13028;0442838083;
IDB;2021;130798333;CH D'ALLAUCH SLD;130781339;34;93;13;13;1;362;PUB9;1;0;;0;0;26130001600043;;;CHE;DES MILLE ECUS;;BP 28;13718;ALLAUCH CEDEX;13002;;
IDB;2021;130798457;CH D'AUBAGNE SLD;130781446;34;93;13;13;1;362;PUB9;1;0;;0;0;26130002400088;;179;AV;DES SOEURS GASTINE;;;13400;AUBAGNE;13005;;
IDB;2021;130798473;HJ PRESSENSE;130780554;24;93;13;11;1;292;PUB3;1;0;;0;0;26130007300051;;39;R;FRANCIS DE PRESSENSE;;;13001;MARSEILLE;13055;;13201
IDB;2021;130798481;HJ CPI VITROLLES;130781131;24;93;13;11;1;292;PUB3;1;0;;0;0;26130011500035;;;CHE;DES PIGNES QUA DU GRIFFON;;;13127;VITROLLES;13117;;
IDB;2021;130801087;HJ MARINE BLANCHE;130780554;24;93;13;11;1;292;PUB3;1;0;;0;0;26130007300028;;3;CHE;DE STE MARTHE;;;13014;MARSEILLE;13055;;13214
IDB;2021;130801343;CMP BELLE DE MAI;130780554;24;93;13;11;1;156;PUB7;1;0;;0;0;26130007300168;;150;R;CRIMEE;;;13003;MARSEILLE;13055;;13203
IDB;2021;130801434;ATELIER THERAPEUTIQUE BELLE DE MAI;130780554;24;93;13;11;1;366;PUB7;1;0;;0;0;;;150;R;DE CRIMEE;;;13003;MARSEILLE;13055;;13203
IDB;2021;130802077;CMP SAINT LOUIS;130780554;24;93;13;11;1;156;PUB7;1;0;;0;0;26130007300176;;99;AV;DE SAINT LOUIS;;;13015;MARSEILLE;13055;;13215
IDB;2021;130802093;CMP PYTHEAS;130780554;24;93;13;11;1;156;PUB7;1;0;;0;0;26130007300184;;6;R;PYTHEAS;;;13001;MARSEILLE;13055;;13201
IDB;2021;130802101;CMP RAPHAEL;130786049;24;93;13;15;1;156;PUB7;1;0;;0;0;26130008100070;;28;R;RAPHAEL;;;13008;MARSEILLE;13055;;13208
IDB;2021;130803653;CMP CATTP SECTEUR 13I11 CH ARLES;130789274;24;93;13;13;1;156;PUB7;1;0;;0;0;26130022200013;;5B;R;NEUVE;;;13150;TARASCON;13108;;
IDB;2021;130803679;CMP LAMBESC;130781131;24;93;13;11;1;156;PUB7;1;0;;0;0;;;7;AV;DE LA RESISTANCE;;;13410;LAMBESC;13050;;
IDB;2021;130806102;CMP SAINT MARCEL;130786494;24;93;13;11;1;156;PUB7;1;0;;0;0;26130006500040;;2;TRA;NOTRE DAME;;;13011;MARSEILLE;13055;;13211
IDB;2021;130806151;CMP LA CIOTAT ENFANTS;130786494;24;93;13;11;1;156;PUB7;1;0;;0;0;26130006500057;;;AV;KENNEDY;;;13600;LA CIOTAT;13028;;
IDB;2021;130806201;CMP PRESSENSE;130780554;24;93;13;11;1;156;PUB7;1;0;;0;0;26130007300192;;39;R;FRANCIS DE PRESSENSE;;;13001;MARSEILLE;13055;;13201
IDB;2021;130806300;CMP LES TOURNESOLS BERRE L'ETANG;130781131;24;93;13;11;1;156;PUB7;1;0;;0;0;26130011500183;;5;AV;AMBROISE CROISAT;;;13130;BERRE L ETANG;13014;;
IDB;2021;130806409;CMP CATTP PIERRE CARABELLI AIX;130781131;24;93;13;11;1;292;PUB3;1;0;;0;0;;;17;AV;LOUIS COIRARD;;;13100;AIX EN PROVENCE;13001;;
IDB;2021;130806458;CMP DE PORT DE BOUC;130789316;24;93;13;13;1;156;PUB7;1;0;;0;0;26130019800114;;;R;DE LA REPUBLIQUE;;;13110;PORT DE BOUC;13077;;
IDB;2021;130806508;CMP LES HEURES CLAIRES ISTRES;130789316;24;93;13;13;1;156;PUB7;1;0;;0;0;26130019800122;;;QUA;LES HEURES CLAIRES;;BP 70;13800;ISTRES;13047;;
IDB;2021;130806557;CMP DE FOS SUR MER;130789316;24;93;13;13;1;156;PUB7;1;0;;0;0;26130019800130;;;PL;DU MARCHE;;;13270;FOS SUR MER;13039;;
IDB;2021;130806607;CMP DE JONQUIERES MARTIGUES;130789316;24;93;13;13;1;156;PUB7;1;0;;0;0;26130019800148;;;AV;FELIX ZIEM;QUARTIER DE JONQUIERES;;13500;MARTIGUES;13056;;
IDB;2021;130806656;CMP DE MARIGNANE;130789316;24;93;13;13;1;156;PUB7;1;0;;0;0;26130019800155;;10;AV;DE SAINTE ANNE L'ESCULAPE;;;13700;MARIGNANE;13054;;
IDB;2021;130806706;CMP CATTP SECTEUR 13G26 CH ARLES;130789274;24;93;13;13;1;156;PUB7;1;0;;0;0;26130022200120;;;R;DES ROMARINS RES J.MOULIN;;;13310;ST MARTIN DE CRAU;13097;;
IDB;2021;130806755;CMP CATTP SECTEUR 13G26;130789274;24;93;13;13;1;156;PUB7;1;0;;0;0;26130022200138;CH JOSEPH IMBERT;;R;GUSTAVE DESPLACES;;;13150;TARASCON;13108;;
IDB;2021;130806805;CMP DE PORT ST LOUIS DU RHONE;130789316;24;93;13;13;1;156;PUB7;1;0;;0;0;26130022200161;CH DE MARTIGUES;;R;FLISI ZAC DE MALLEBARGE;;;13230;PORT ST LOUIS DU RHONE;13078;;
IDB;2021;130806904;CMP PAUL CEZANNE AIX;130781131;24;93;13;11;1;156;PUB7;1;0;;0;0;;;54;BD;CARNOT;;;13100;AIX EN PROVENCE;13001;;
IDB;2021;130806953;CMP CATTP LE TALLAGARD SALON;130781131;24;93;13;11;1;292;PUB3;1;0;;0;0;;;19;BD;R SCHUMAN;;;13300;SALON DE PROVENCE;13103;;
IDB;2021;130807001;ANTENNES CMP ARLES SECTEUR 13G26 13I11;130789274;24;93;13;13;1;156;PUB7;1;0;;0;0;26130022200179;;3;R;DES SALICORNES;;;13129;ARLES;13004;;
IDB;2021;130807233;HOPITAUX DES PORTES DE CAMARGUES SLD;130028228;34;93;13;14;1;362;PUB9;1;0;;0;0;20001124500012;;;RTE;D'ARLES;;BP 28;13151;TARASCON CEDEX;13108;;
IDB;2021;130807407;ADDICTOLOGIE AIX;130781131;24;93;13;11;1;292;PUB3;1;0;;0;0;26130011500225;;109;AV;DU PETIT BARTHELEMY;;;13617;AIX EN PROVENCE CEDEX 1;13001;;
IDB;2021;130807415;HJ ADDICTOLOGIE AIX;130781131;24;93;13;11;1;292;PUB3;1;0;;0;0;;;;AV;LOUIS COIRARD;;;13090;AIX EN PROVENCE;13001;;
IDB;2021;130807449;CMP VILLA MELODIE VITROLLES;130781131;24;93;13;11;1;156;PUB7;1;0;;0;0;26130011500241;;42;AV;CAMILLE PELLETAN;;;13127;VITROLLES;13117;;
IDB;2021;130807456;CATTP VILLA MELODIE VITROLLES;130781131;24;93;13;11;1;425;PUB7;1;0;;0;0;26130011500258;;42;AV;CAMILLE PELLETAN;;;13127;VITROLLES;13117;;
IDB;2021;130807464;HJ VILLA MELODIE VITROLLES;130781131;24;93;13;11;1;292;PUB3;1;0;;0;0;26130011500266;;42;AV;CAMILLE PELLETAN;;;13127;VITROLLES;13117;;
IDB;2021;130807472;CATTP ACANTHE GARDANNE;130781131;24;93;13;11;1;425;PUB7;1;0;;0;0;;;26;R;DE FRANCOIS;;;13120;GARDANNE;13041;;
IDB;2021;130807480;HJ ACANTHE GARDANNE;130781131;24;93;13;11;1;292;PUB3;1;0;;0;0;26130011500282;;26;R;DE FRANCOIS;;;13120;GARDANNE;13041;;
IDB;2021;130807498;CATTP ARGOS AIX;130781131;24;93;13;11;1;425;PUB7;1;0;;0;0;26130011500290;;17;AV;LOUIS COIRARD;;;13080;AIX EN PROVENCE;13001;;
IDB;2021;130807506;APPT THERAPEUTIQUE LE LOUXOR AIX;130781131;24;93;13;11;1;412;PUB7;1;0;;0;0;26130011500308;;110;AV;DU PETIT BARTHELEMY;;;13100;AIX EN PROVENCE;13001;;
IDB;2021;130807514;HJ CMP CATTP SAINTE VICTOIRE AIX;130781131;24;93;13;11;1;292;PUB3;1;0;;0;0;26130011500316;;109;AV;DU PETIT BARTHELEMY;;;13617;AIX EN PROVENCE CEDEX 1;13001;;
IDB;2021;130807522;CMP MEJANES CMP SUTTER AIX;130781131;24;93;13;11;1;156;PUB7;1;0;;0;0;26130011500324;;17;AV;LOUIS COIRARD;;;13090;AIX EN PROVENCE;13001;;
IDB;2021;130807720;CATTP VILLA BLANCHE SALON;130781131;24;93;13;11;1;425;PUB7;1;0;;0;0;;;203;AV;GASTON CABRIER;;;13300;SALON DE PROVENCE;13103;;
IDB;2021;130807738;HJ VILLA BLANCHE SALON;130781131;24;93;13;11;1;292;PUB3;1;0;;0;0;;;203;AV;GASTON CABRIER;;;13300;SALON DE PROVENCE;13103;;
IDB;2021;130807746;HJ CMP CATTP ROSE DES SABLES MIRAMAS;130781131;24;93;13;11;1;292;PUB3;1;0;;0;0;26130011500365;;;R;DE L'ABBE COUTURE;;;13140;MIRAMAS;13063;;
IDB;2021;130807761;CMP CATTP DE L'ARC AIX;130781131;24;93;13;11;1;292;PUB3;1;0;;0;0;26130011500373;;;AV;JP COSTE BEL HORMEAU BTH373;;;13090;AIX EN PROVENCE;13001;;
IDB;2021;130807787;CENTRE DE JOUR AIX;130781131;24;93;13;11;1;292;PUB3;1;0;;0;0;26130011500381;;;AV;DU PETIT BARTHELEMY;;;13100;AIX EN PROVENCE;13001;;
IDB;2021;130807803;CMP LONGAREL TRETS;130781131;24;93;13;11;1;156;PUB7;1;0;;0;0;;;4;CRS;ESQUIROS;;;13530;TRETS;13110;;
IDB;2021;130807829;CATTP LA BOETIE BERRE L'ETANG;130781131;24;93;13;11;1;425;PUB7;1;0;;0;0;;;54;ALL;DES AMANDIERS CITE BOETIE;;;13130;BERRE L ETANG;13014;;
IDB;2021;130807902;CATTP MAISON ROSE;130780554;24;93;13;11;1;425;PUB7;1;0;;0;0;26130007300226;;10;R;BOYER;;;13003;MARSEILLE;13055;;13203
IDB;2021;130807910;HJ BALTHAZAR BLANC;130780554;24;93;13;11;1;292;PUB3;1;0;;0;0;26130007300234;;4;R;BALTHAZAR BLANC;;;13015;MARSEILLE;13055;;13215
IDB;2021;130807928;HJ HENRI COLLOMB;130780554;24;93;13;11;1;292;PUB3;1;0;;0;0;26130007300077;;161;RTE;NATIONALE DE LA VISTE;;;13015;MARSEILLE;13055;;13215
IDB;2021;130808165;HDJ CMP CATTP SAINT REMY;840000137;24;93;13;11;1;292;PUB3;1;0;;0;0;26840009000778;;2T;AV;PELISSIER LOT GUIOT;;;13210;ST REMY DE PROVENCE;13100;;
IDB;2021;130808264;HDJ CATTP AUBIGNANE AUBAGNE CH VALVERT;130786494;24;93;13;11;1;292;PUB3;1;0;;0;0;26130006500065;;6;AV;ROGER SALENGRO;;;13400;AUBAGNE;13005;;
IDB;2021;130808272;HDJ GASQUY MARSEILLE CHS VALVERT;130786494;24;93;13;11;1;292;PUB3;1;0;;0;0;26130006500073;;2;BD;GASQUY;;;13012;MARSEILLE;13055;;13212
IDB;2021;130808280;CMP CATTP ALLAUCH;130786494;24;93;13;11;1;425;PUB7;1;0;;0;0;26130006500081;;830;BD;SALVATOR ALLENDE;;;13190;ALLAUCH;13002;;
IDB;2021;130808298;HJ LES COLOMBES;130780554;24;93;13;11;1;292;PUB3;1;0;;0;0;26130007300259;;4648;AV;DE LA CROIX ROUGE;;;13013;MARSEILLE;13055;;13213
IDB;2021;130808306;CATTP DE MARIGNANE;130789316;24;93;13;13;1;425;PUB7;1;0;;0;0;26130019800189;;10;AV;DE SAINTE ANNE L'ESCULAPE;;;13700;MARIGNANE;13054;;
IDB;2021;130808314;CMP TRINQUETAILLE SECTEUR 13G26;130789274;24;93;13;13;1;156;PUB7;1;0;;0;0;26130022200062;CH JOSEPH IMBERT;12;R;GALLIENI;;;13200;ARLES;13004;;
IDB;2021;130808322;HJ DU LITTORAL;130780554;24;93;13;11;1;292;PUB3;1;0;;0;0;;;10;R;RABELAIS;;;13016;MARSEILLE;13055;;13216
IDB;2021;130808348;CMP CATTP SECTEUR 13I11;130789274;24;93;13;13;1;156;PUB7;1;0;;0;0;26130022200203;;64;AV;DE LA REPUBLIQUE;;;13310;ST MARTIN DE CRAU;13097;;
IDB;2021;130808355;HDJ LA FARANDOLE MARSEILLE CHS VALVERT;130786494;24;93;13;11;1;292;PUB3;1;0;;0;0;26130006500107;;;AV;FERNANDEL;;;13012;MARSEILLE;13055;;13212
IDB;2021;130808363;CMP LES CARMES;130780554;24;93;13;11;1;156;PUB7;1;0;;0;0;26130007300267;;;ZAC;DE SAINTE BARBE;;;13002;MARSEILLE;13055;;13202
IDB;2021;130808389;HJ SAINT JEROME;130780554;24;93;13;11;1;292;PUB3;1;0;;0;0;26130007300275;;49;AV;DE SAINT JEROME;;;13013;MARSEILLE;13055;;13213
IDB;2021;130808405;HJ LE VIADUC;130780554;24;93;13;11;1;292;PUB3;1;0;;0;0;26130007300291;;343;CHE;DE ST ANTOINE A ST JOSEPH;;;13015;MARSEILLE;13055;;13215
IDB;2021;130808439;CMP URGENCES ET PSYCHIATRIE DE LIAISON;130786494;24;93;13;11;1;156;PUB7;1;0;;0;0;;CENTRE HOSPITLAIER;;BD;LAMARTINE;;;13600;LA CIOTAT;13028;;
IDB;2021;130808454;CATTP CILAOS AIX;130781131;24;93;13;11;1;425;PUB7;1;0;;0;0;26130011500431;;109;AV;DU PETIT BARTHELEMY;;;13617;AIX EN PROVENCE CEDEX 1;13001;;
IDB;2021;130808462;CMP LE CLOS LA ROSE;130780554;24;93;13;11;1;156;PUB7;1;0;;0;0;26130007300325;;;HLM;LE CLOS LA ROSE BAT 28;;;13013;MARSEILLE;13055;;13213
IDB;2021;130808546;CATTP LAFON;130786049;24;93;13;15;1;425;PUB7;1;0;;0;0;26130008100658;;9;R;LAFON;;;13006;MARSEILLE;13055;;13206
IDB;2021;130808629;HDJ HODOS AUBAGNE CHS VALVERT;130786494;24;93;13;11;1;292;PUB3;1;0;;0;0;26130006500099;;180;ALL;ROBERT GOVI;;;13400;AUBAGNE;13005;;
IDB;2021;130808850;HOPITAL DU PAYS SALONAIS SLD;130782634;34;93;13;13;1;362;PUB9;1;0;;0;0;26130020600057;;207;AV;JULIEN FABRE;;BP 321;13658;SALON DE PROVENCE CEDEX;13103;;
IDB;2021;130809890;CMP LA GAVOTTE;130780554;24;93;13;11;1;156;PUB7;1;0;;0;0;;;93;AV;FRANCOIS MITTERAND;;;13170;LES PENNES MIRABEAU;13071;;
IDB;2021;130809908;CTRE GERONTO DPT HOP TOUR BLANCHE SLD;130001928;34;93;13;11;1;362;PUB9;1;0;;0;0;26130005700039;;176;AV;DE MONTOLIVET;;BP 50058;13375;MARSEILLE CEDEX 12;13055;;13212
IDB;2021;130809924;CATTP RABELAIS;130780554;24;93;13;11;1;425;PUB7;1;0;;0;0;26130007300218;;214;R;RABELAIS;;;13016;MARSEILLE;13055;;13216
IDB;2021;130810005;CSST ESPACE PUGET BIS;130780554;24;93;13;11;1;292;PUB3;1;0;;0;0;26130007300010;;8;BD;NOTRE DAME;;;13006;MARSEILLE;13055;;13206
IDB;2021;130810724;CMP LES CADENEAUX;130780554;24;93;13;11;1;156;PUB7;1;0;;0;0;;;64;RTE;DE LA GAVOTTE;;;13170;LES PENNES MIRABEAU;13071;;
IDB;2021;140000035;CH LISIEUX;;02;28;14;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER;;;ROGER AINI;;BP 97223;14107;LISIEUX CEDEX;14366;0231613131;
IDB;2021;140000092;CENTRE HOSPITALIER AUNAY-BAYEUX;;02;28;14;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER;;;DE NESMOND;;BP 18127;14401;BAYEUX CEDEX;14047;0231515151;
IDB;2021;140000100;CHU DE CAEN NORMANDIE;;02;28;14;13;1;101;;1;0;;2;1;;CE HOSPITALIER REG UNIVERSITAIRE;;;COTE DE NACRE;;;14033;CAEN CEDEX 9;14118;0231063106;
IDB;2021;140000118;CH FALAISE;;02;28;14;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER;;;DES BERCAGNES;;;14700;FALAISE;14258;0231404040;
IDB;2021;140000134;CENTRE HOSPITALIER DE PONT L'EVEQUE;;02;28;14;13;1;355;;1;0;;1;1;;;;;DU RAMBAULT;;;14130;PONT L EVEQUE;14514;0231653165;
IDB;2021;140000159;CH VIRE;;02;28;14;13;1;355;;1;0;;1;1;;CENTRE HOSPITALIER;;;EMILE DESVAUX;;BP 80156;14504;VIRE CEDEX;14762;0231674747;
IDB;2021;140000316;EPSM CAEN;;02;28;14;11;1;292;;1;0;;1;1;;ETS PUBLIC DE SANTE MENTALE;;;SAINT OUEN;;BP 223;14012;CAEN CEDEX 1;14118;0231305050;
IDB;2021;140000639;CRLCC FRANCOIS BACLESSE - CAEN;;08;28;14;65;3;131;;6;0;;2;1;;;;;DU GENERAL HARRIS;;BP 5026;14076;CAEN CEDEX 5;14118;0231455050;
