BOR;AN;FI;RS;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_B4;CANCERO_A5;CANCERO_A6;CANCERO_B6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_C9;CANCERO_A10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_B17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2021;310783048;HOPITAL PURPAN CHU TLSE;310781406;1;0;1;2676;0;1031;12695;0;1;;;;1914;0;428;937;573;0;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;0;5574;0;0;0;0;0;0;0;0;0;0;;;;14;;1.36;4;2;;;;1;;;;;3.84;1.4;;;
CANCERO;2021;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;1;0;1;8229;0;6124;16622;0;1;;;;6575;0;120;6054;1000;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;1;6749;0;0;0;4;0;0;1;0;0;0;1;;2;3;1.17;1.4;16;10;;;4;3;;;;7;17.77;9.29;;;6
CANCERO;2021;310797527;GROUPE ONCORAD GARONNE PASTEUR;310797519;0;1;0;55195;;51577;0;;;;;;;;;;;;;;6;0;1;3618;51347;;230;;2362;;78;5;7;30;7;15;1;;;;;5.5;7;30;7;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;320000086;CH AUCH EN GASCOGNE;320780117;1;0;1;2446;0;2119;13278;0;1;;;;2362;0;212;2112;280;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;3;8;0;0;49;2135;0;0;0;0;0;0;81;0;0;0;0;0;4;1;1.4;0.18;2;1;1;0;2;2;0;0;0;2;3.5;1;1;0;3
CANCERO;2021;320004328;HAD GERS CL PASTEUR;310000096;1;0;0;0;26;0;0;180;1;;;;0;26;0;0;0;8;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;320780067;POLYCL DE GASCOGNE;320000052;0;0;0;340;0;164;864;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;1;0;0;277;312;250;287;1788;0;330780115;;;225;312;14;198;33;57;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;1;0;1;4423;1286;3682;3914;5149;1;;;;3557;1286;66;3389;403;168;0;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;0;4208;0;0;0;5;0;0;0;0;0;0;;;;;;;4;;;;;4;;;;;6.01;;;;
CANCERO;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;1;0;1;1841;0;1626;1886;0;0;330781196;;;1686;0;44;1564;211;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1638;0;0;0;0;0;0;0;0;0;0;2;;;;1.5;;;;;;;;;;;;;;;;
CANCERO;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;1;0;0;129;86;37;488;744;0;330781196;;;1;86;0;1;1;17;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;1;1;1;25339;0;23920;12643;0;1;330781196;;;8995;0;476;8176;1014;0;4;0;2;0;;626;15014;184;0;0;719;0;0;0;3;7;1;5;4;;1;;0;2.64;3;9.97;1;4.48;12;12;0;0;465;8160;0;0;0;0;0;0;2997;0;0;0;0;0;2;14;1.4;2.42;6;7;;;4;1;1;1;;3;7.02;7.62;0.4;;6.65
CANCERO;2021;330000662;INSTITUT BERGONIE;330781329;1;1;1;59090;0;55059;19060;0;1;;;;27655;0;1786;25334;3408;0;1;0;4;0;6;1573;26743;290;155;296;1578;4;329;3;8;26;4;8;4;3;3;4;0;6.72;9.29;23.07;5.93;7.89;82;39;41;10;3284;29750;2618;5146;6;5;8;17;18595;9462;23;13;15;13;6;3;15.61;13.2;150;82;3;4;128;18;7;8;2;20;129.12;64.01;6.73;4.63;120.26
CANCERO;2021;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;1;0;0;0;217;0;0;1496;1;330781253;;;0;217;0;0;0;40;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;330060351;TIVOLI ONCOLOGIE;330059619;0;1;0;26139;;24876;0;;;;;;;;;;;;;;3;0;2;1263;24715;218;161;32;1263;0;94;4;4;12;2;6;;;;;1;4;4;12;2;6.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;330060385;RADIOTHERAPIE - SITE BORDEAUX NORD;330804097;0;1;0;36635;;34450;0;;;;;;;;;;;;;;4;0;0;2185;34331;;119;;1588;;40;7;5;18;3;;0;0;2;0;;4;5;18.3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;1;0;0;744;0;399;1125;0;0;330000662;;;3;0;0;3;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;0;0;0;1421;0;210;5286;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;330780115;CLINIQUE TIVOLI-DUCOS;330000076;1;1;1;12598;0;11698;5282;0;1;;;;10967;0;47;10842;1197;0;0;0;2;1;2;0;0;18;0;33;18;0;14;;3;3;2;5;5;;;;;2.5;3;3;2;5;23;16;0;0;498;11293;0;0;0;1;0;0;6065;0;0;0;1;1;5;1;3.5;0.5;5;4;;;2;;;2;1;;5;4;1.3;0.5;2
CANCERO;2021;330780206;CLINIQUE D'ARCACHON;330000126;1;0;1;2291;0;2043;771;0;0;330780263;;;1071;0;23;1914;231;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;14;4;;;440;90;0;0;1;0;0;0;2968;0;3;0;;;3;;1.5;;7;3;;;;1;0;1;1;1;7.54;3;0.31;0.5;0.2
CANCERO;2021;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;1;0;1;3709;0;3211;3841;0;1;;;;1701;0;26;2998;313;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;0;610;0;0;0;0;0;0;0;0;0;0;;;2;;1;;2;;;;;2;;;;;2.72;;;;
CANCERO;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;1;1;1;12308;0;10313;10582;0;1;;;;10925;0;767;9979;1299;0;1;0;;;;0;0;27;0;22;21;0;22;;;;;;;;;;;;;;;;35;8;;;1306;10101;0;0;0;0;0;0;7553;0;0;0;6;1;;;6;1;15;12;;1;;;2;2;;1;15;13.12;1.29;1;0.5
CANCERO;2021;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;1;0;0;447;0;417;424;0;0;330780115;;;406;0;0;406;38;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;1;0;0;331;0;216;415;0;0;;;;5;0;0;250;4;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;330780511;CLINIQUE SAINTE-ANNE;330000316;1;0;1;3025;0;2808;1257;0;1;;;;2732;0;26;2671;300;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;2785;0;0;0;1;0;0;0;0;0;0;2;;;;2;;2;;;;;;;2;;;1.77;;0.54;0.2;
CANCERO;2021;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;1;0;0;1114;0;843;1793;0;0;330780115;;;806;0;0;796;102;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;0;0;0;388;0;199;917;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;1;0;1;11204;0;9744;9425;0;1;;;;10710;0;889;8549;1611;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;22;14;0;0;1026;5913;0;0;1;0;0;0;6956;0;86;0;6;1;2;;5.94;0.63;14;13;0;0;4;11;25;1;2;12;30.48;20.76;0.93;0.48;10.3
CANCERO;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;1;0;1;4938;0;2113;22184;0;1;;;;1946;0;384;1316;67;0;188;0;;;;;;;;;;;;;;;;;;;;;;;;;;;16;7;0;0;733;1054;0;0;717;1041;0;0;5262;0;5184;0;2;14;;3;0.58;12.79;36;16;0;0;9;12;4;2;0;2;30.88;16.77;0.47;0;6.1
CANCERO;2021;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;1;0;1;525;0;379;545;0;1;330780115;;;393;0;26;342;98;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;;;0;336;0;0;0;0;0;0;0;0;0;0;;;4;;;;;;;;;1;;1;1;1;0.33;;0.2;0.1;0.2
CANCERO;2021;330782582;POLYCLINIQUE JEAN VILLAR;330000928;1;0;1;1411;0;1014;2131;0;0;330780115;;;825;0;2;807;104;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;0;1631;0;0;0;0;0;0;0;0;0;0;;;;;;;2;;;;;;;;;;1.8;;;;
CANCERO;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;1;1;0;52193;0;47680;39007;0;1;;;;19470;0;1516;16933;2392;0;0;0;4;0;5;1762;26604;326;111;127;1879;34;110;10;6;18;3;19;;;9;1;5;5.6;6;25.14;3.9;15.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;340000033;CH BEZIERS;340780055;1;0;0;6482;0;5646;8145;0;1;;;;6138;0;327;5528;629;0;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;340000207;ICM;340780493;1;1;1;76501;0;71955;23026;0;1;;;;24697;0;2184;22042;3017;0;1;0;7;0;6;2883;45852;561;328;327;2639;21;404;11;6;27;5;31;4;2;5;1;2;9.76;7.01;30.73;5.48;21.39;91;44;57;12;4346;25377;2476;3117;8;1;2;2;20569;13540;107;16;25;29;13;13;24.94;12.13;99;65;5;3;100;48;8;2;2;19;117.95;61.89;5.07;4.7;69.72
CANCERO;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;1;0;0;1578;29;1356;1668;645;1;;;;1339;29;0;1303;151;12;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;340009885;POLYCL CHAMPEAU;340009877;1;0;1;2496;0;2197;1526;0;1;;;;1733;0;17;1784;212;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;1594;0;0;0;0;0;0;0;0;0;0;1;;1;3;1.5;0.3;9;7;;;;10;11;2;1;;11;12;0.31;0.2;
CANCERO;2021;340015502;CL DU MILLENAIRE;340000512;1;0;0;628;0;91;4972;0;0;340780675;;;8;0;0;795;7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;340015965;POLYCL ST PRIVAT;340000074;1;0;1;7957;0;6562;9006;0;1;;;;6502;0;295;6406;769;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;0;5898;0;0;0;0;0;0;0;0;0;0;1;;3;1;1.5;0.5;3;;;;;1;1;1;1;1;3.5;0.5;0.5;0.5;0.5
CANCERO;2021;340016476;HAD BEZIERS HAD;340016468;1;0;0;0;23;0;0;982;0;340015965;340009885;;0;23;0;0;0;17;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;340020445;CENTRE D'ONCOLOGIE MONTPELLIER;340021559;0;1;0;41527;;39592;;;;;;;;;;;;;;;4;0;2;1935;39592;1964;;28;1985;0;28;7;3;21;2;36;;2;1;1;4;7;4.6;21.9;2.8;38.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;340021211;HAD CH BEZIERS;340780055;1;0;0;0;21;0;0;199;0;340000033;;;0;21;0;0;0;4;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;340024314;CL ST JEAN SUD DE FRANCE;340000272;1;0;0;1320;0;946;2544;0;1;;;;732;0;1;724;97;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;340780139;CL DU DR JEAN CAUSSE;340000090;0;0;0;236;0;178;133;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;340780154;POLYCL PASTEUR;340000116;1;0;0;;9;;;255;1;;;;;9;;;;9;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;340780642;CL BEAU SOLEIL;340785856;1;0;0;2026;0;1386;3787;0;0;340782036;;;1328;0;37;1009;184;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;340780667;CL DU PARC;340000280;1;0;0;9145;0;7923;9260;0;1;;;;7789;0;363;7201;758;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;340780675;CL CLEMENTVILLE;340000298;1;1;1;57212;0;16706;9553;0;1;;;;14215;0;109;13894;1466;0;0;0;4;0;2;1935;39592;1964;0;28;1935;0;28;6;4;21;2;19;1;1;1;1;3;6.5;4.8;21.9;2.8;21.3;51;15;0;0;905;14017;0;0;0;0;0;0;12009;0;0;0;3;6;1;1;;;25;17;;1;10;3;2;2;;;28.88;15.55;1.11;1;10
CANCERO;2021;340780717;CL ST LOUIS;340023225;0;0;0;214;0;163;213;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;340780741;POLYCL STE THERESE;340000348;0;0;0;869;0;631;870;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;340781608;CL DU MAS DE ROCHET;340015171;1;0;0;135;0;6;3282;0;0;340000207;;;89;0;53;5;42;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;1;0;1;16012;120;13973;20927;1526;1;;;;14705;120;652;13315;1848;64;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;13;;;1179;6098;0;0;3;6;0;0;5338;0;13;0;3;1;1;10;2.52;3.81;22;14;1;;2;2;2;;;;21.76;14.7;0.5;;1.8
CANCERO;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;0;0;0;741;0;115;5384;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;0;0;0;748;0;85;3547;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;1;0;1;5492;0;3812;8339;0;1;;;;4787;0;868;3676;424;0;143;0;;;;;;;;;;;;;;;;;;;;;;;;;;;12;8;;;800;2470;0;0;0;0;0;0;1770;0;0;0;;5;;;;2.32;8;6;1;;1;2;3;1;;;8.29;6.52;0.76;;1
CANCERO;2021;340798511;ONCODOC;340798503;0;1;0;27022;;27022;;;;;;;;;;;;;;;3;;;;27022;;;;1143;;;4;1;16;3;18;;3;2;;6;4;3.67;17.5;3;20.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;350000121;CHP SAINT GREGOIRE;350000303;1;1;1;12601;0;10960;15154;0;1;;;;10664;0;106;10353;1207;0;0;0;2;;2;0;0;7;0;33;7;0;25;0;3;9;2;6;4;0;4;1;10;3.2;3;12.3;2.6;10.6;14;25;;;270;11184;0;0;0;6;0;0;5610;0;0;0;0;2;8;0;5.8;2;20;16;;;1;6;6;2;2;3;28.47;18.15;1.13;0.59;2.27
CANCERO;2021;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;0;0;0;1110;0;575;2433;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;1;0;1;7590;;6798;7339;;1;;;;7102;;238;6623;803;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;7757;;;;1;;;;;;;;;4;;2.67;;13;12;;;7;19;10;2;1;4;25.13;17.73;0.53;0.3;8.98
CANCERO;2021;350000154;C.H FOUGERES;350000030;1;0;0;376;0;311;824;0;1;;;;193;0;0;186;37;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;350000162;CHIRC SITE REDON;350000048;1;0;0;473;0;443;307;0;0;350002812;;;353;0;0;350;49;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;350000188;CENTRE HOSPITALIER VITRE;350000055;1;0;0;939;0;861;785;0;0;350002812;;;885;0;35;850;94;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;1;0;0;3591;0;3252;1400;0;1;;;;3154;0;0;3153;329;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;1;0;1;14504;0;11637;30433;0;1;;;;11811;0;347;10717;1515;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;11;19;;;396;11363;0;0;1;2;0;0;3311;0;7;0;7;;3;;2.26;;47;17;;;6;8;1;;;1;47.76;17.13;;;7.04
CANCERO;2021;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;1;1;1;56483;0;54822;6517;0;1;;;;20869;0;770;19837;2313;0;1;0;5;0;6;2207;31820;266;145;390;2054;30;409;7;9;26;2;18;2;2;8;4;3;7.99;10.35;29.79;5.4;22.27;44;49;11;9;1527;21087;547;1276;2;4;0;2;6696;1178;8;0;18;1;16;;23.69;1;49;30;0;0;54;36;11;5;3;24;74.96;36.67;2.25;1.5;61.39
CANCERO;2021;350005146;HOPITAL PRIVE SEVIGNE;350000733;1;0;1;6870;0;6146;5635;0;1;;;;5929;0;171;5614;430;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;0;7335;0;0;0;2;0;0;0;0;0;0;3;4;;;3;4;4;1;;;;;;;;;3.57;1;;;
CANCERO;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;1;0;1;2472;0;1783;6687;0;1;;;;1593;0;260;1331;18;0;160;0;;;;;;;;;;;;;;;;;;;;;;;;;;;12;8;;;524;2269;0;0;523;2242;0;0;3304;0;3303;0;;9;;2;;2.82;33;8;;;11;12;7;;;1;44.39;13.69;;;9.78
CANCERO;2021;350036299;CENTRE D'ONCOLOGIE ST VINCENT;350036281;0;1;0;29790;;28498;;;;;;;;;;;;;;;3;0;2;1292;28385;0;113;15;1242;0;60;0;4;14;2;18;4;1;4;1;10;3.2;4.4;16.5;2.8;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;350042628;HAD 35;350042578;1;0;0;0;36;0;0;963;0;350000741;350002812;;0;36;0;0;0;16;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;350044764;CTRE D'ONCOLOGIE ST VINCENT ST MALO;350036281;0;1;0;22137;;21280;;;;;;;;;;;;;;;2;0;0;857;21280;0;0;0;939;0;0;0;3;9;2;6;4;0;4;1;10;3.2;3;12.3;2.6;10.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;350054680;POLYCLINQUE SAINT LAURENT;220020739;1;0;1;1375;0;1051;2314;0;1;;;;1006;0;15;961;140;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;978;0;0;0;0;0;0;0;0;0;0;;;2;;1;;;;;;;4;;1;1;;1.38;;0.2;0.1;
CANCERO;2021;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;1;0;1;232;0;227;107;0;0;180004145;;;232;0;0;221;23;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;365;0;0;0;0;0;0;0;0;0;0;;;1;;0.1;;;;;;;1;2;1;;2;0.75;0.81;0.14;;0.55
CANCERO;2021;360000129;CLINIQUE SAINT FRANCOIS;360000269;1;0;0;281;0;136;534;0;0;360000129;;;113;0;0;113;32;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;360000137;CH CHATEAUROUX;360000053;1;0;1;6837;2;6385;6015;71;1;;;;6409;2;91;6163;582;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;22;15;;;530;4906;0;0;0;0;0;0;6061;0;0;0;5;;2;;5.2;;11;10;;;12;7;4;1;;4;15.65;13.01;0.5;;13.65
CANCERO;2021;370000051;CLINIQUE JEANNE D'ARC - ST BENOIT;370000028;0;0;0;140;0;41;350;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;1;0;1;3120;0;2445;4032;0;1;;;;2221;0;2;2167;293;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;0;2464;0;0;0;0;0;0;0;0;0;0;2;3;;1;2;3.5;2;;;;1;;;1;1;;2;;0.1;0.3;1
CANCERO;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;1;0;1;964;0;723;2073;0;1;;;;926;0;162;664;0;0;88;0;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;;;236;1080;0;0;233;1077;0;0;922;0;913;0;2;;3;;3.9;;6;2;1;0;1;3;2;0;0;4;7.83;2.94;0.85;0;4.05
CANCERO;2021;370000531;CH DU CHINONAIS;370000606;1;0;1;1567;0;1550;241;0;0;370000861;;;1565;0;0;1550;160;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;0;0;0;1651;0;0;0;0;0;0;0;0;0;0;0;1;1;;0.4;1;3;1;;;;4;2;1;;;4.5;1.9;0.28;;
CANCERO;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;1;1;1;41809;0;38404;23026;0;1;;;;18204;0;1407;16099;2093;0;4;0;4;0;3;1531;19740;257;108;138;1393;1;158;4;2;21;0;9;;1;3;0;1;2.5;2.87;21.61;0;5.65;36;31;0;0;1634;15507;0;0;12;6;0;0;10186;0;33;0;20;;1;;13.73;;57;52;0;1;15;18;18;0;0;16;63.59;55.9;0;0.2;17.57
CANCERO;2021;370000903;CH PAUL MARTINAIS - LOCHES;370000614;1;0;0;859;0;800;787;0;0;370000861;;;820;0;2;775;92;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;1;0;0;1867;0;631;11985;0;1;;;;686;0;16;545;218;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;1;1;1;12268;0;10701;7126;0;1;;;;10445;0;372;10154;1226;0;1;0;0;;0;0;0;10;0;55;9;0;25;7;;;;;;;;;;7;;;;;;22;;;0;9243;0;0;0;0;0;0;0;0;0;0;7;14;;;7;14;6;;;;4;3;;1;;1;8.02;0.04;0.15;0.11;2.97
CANCERO;2021;370009938;HAD VAL DE LOIRE;440052041;1;0;0;0;107;0;0;1110;0;370000481;;;0;107;0;0;0;34;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2021;370013450;CORT37 (RADIOTHE) SITE PSLV;370002149;0;1;0;23623;;22460;0;;;;;;;;;;;;;;3;0;1;1163;22382;982;78;;976;;25;3;2;14;3;;1;1;6;0;;3.8;2.93;18.51;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
