BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;N9999;25;2;25.88;;
URGENCES_P;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;NINF;12;0;12;;0
URGENCES_P;2021;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;M9999;11;;11;;
URGENCES_P;2021;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;N1220;4;1;4.46;;
URGENCES_P;2021;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;N2120;1;;1;;
URGENCES_P;2021;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;N2500;3;;4.27;;
URGENCES_P;2021;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;N2620;2;;2;;
URGENCES_P;2021;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;N9999;26;6;34.77;;
URGENCES_P;2021;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;NINF;16;5;23.04;;
URGENCES_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M1140;0;18;4.35;;0
URGENCES_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M3020;1;;1;;
URGENCES_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;M9999;19;30;20.79;2;1
URGENCES_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N1220;4;5;6.55;;0
URGENCES_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2120;4;0;3.02;;0
URGENCES_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N2500;26;2;22.43;;
URGENCES_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N3120;0;4;1.2;;
URGENCES_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;N9999;114;29;108.62;;
URGENCES_P;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;NINF;80;18;75.42;;
URGENCES_P;2021;210987657;HOSPICES CIVILS DE BEAUNE;210012175;M9999;6;5;9.37;3;1
URGENCES_P;2021;210987657;HOSPICES CIVILS DE BEAUNE;210012175;N1220;;6;2.83;;
URGENCES_P;2021;210987657;HOSPICES CIVILS DE BEAUNE;210012175;N2120;;1;0.7;;
URGENCES_P;2021;210987657;HOSPICES CIVILS DE BEAUNE;210012175;N2500;4;1;5.17;;
URGENCES_P;2021;210987657;HOSPICES CIVILS DE BEAUNE;210012175;N9999;24;27;37.03;;
URGENCES_P;2021;210987657;HOSPICES CIVILS DE BEAUNE;210012175;NINF;20;13;26.22;3;1
URGENCES_P;2021;210987665;CH HCO SITE DE CHATILLON SUR SEINE;210012142;M9999;2;1;1.91;2;1
URGENCES_P;2021;210987665;CH HCO SITE DE CHATILLON SUR SEINE;210012142;N1220;2;;0.5;2;1
URGENCES_P;2021;210987665;CH HCO SITE DE CHATILLON SUR SEINE;210012142;N2120;2;;1.75;2;1
URGENCES_P;2021;210987665;CH HCO SITE DE CHATILLON SUR SEINE;210012142;N2500;;;0.5;;
URGENCES_P;2021;210987665;CH HCO SITE DE CHATILLON SUR SEINE;210012142;N2620;;;0.05;2;1
URGENCES_P;2021;210987665;CH HCO SITE DE CHATILLON SUR SEINE;210012142;N3120;;;0.5;;
URGENCES_P;2021;210987665;CH HCO SITE DE CHATILLON SUR SEINE;210012142;N9999;19;;10.75;;
URGENCES_P;2021;210987665;CH HCO SITE DE CHATILLON SUR SEINE;210012142;NINF;15;;7.45;2;1
URGENCES_P;2021;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;M9999;7;3;12.76;2;1
URGENCES_P;2021;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;N1220;4;0;4;2;1
URGENCES_P;2021;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;N2120;2;0;1.47;2;1
URGENCES_P;2021;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;N2500;11;2;7.39;;
URGENCES_P;2021;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;N3120;1;0;0.2;;
URGENCES_P;2021;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;N9999;45;14;42.4;;
URGENCES_P;2021;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;NINF;23;12;25.51;2;1
URGENCES_P;2021;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;M1140;1;2;2.25;;
URGENCES_P;2021;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;M9999;10;14;14.92;;0
URGENCES_P;2021;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;N1220;5;0;2.42;;0
URGENCES_P;2021;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;N2120;5;0;3.49;;0
URGENCES_P;2021;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;N2500;40;21;44.61;;
URGENCES_P;2021;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;N9999;90;63;120.36;;
URGENCES_P;2021;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;NINF;40;42;69.84;;0
URGENCES_P;2021;220000095;CTRE HOSPITALIER DINAN;220000046;M9999;8;1;8.16;2;1
URGENCES_P;2021;220000095;CTRE HOSPITALIER DINAN;220000046;N1220;1;2;1.81;2;1
URGENCES_P;2021;220000095;CTRE HOSPITALIER DINAN;220000046;N2120;1;1;1.88;2;1
URGENCES_P;2021;220000095;CTRE HOSPITALIER DINAN;220000046;N2500;22;5;25.68;;
URGENCES_P;2021;220000095;CTRE HOSPITALIER DINAN;220000046;N2620;;1;0.21;2;1
URGENCES_P;2021;220000095;CTRE HOSPITALIER DINAN;220000046;N9999;42;24;56.35;;
URGENCES_P;2021;220000095;CTRE HOSPITALIER DINAN;220000046;NINF;18;15;26.77;2;1
URGENCES_P;2021;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;M9999;5;7;7.5;2;1
URGENCES_P;2021;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;N1220;4;6;6.49;;1
URGENCES_P;2021;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;N2120;;1;0.7;2;1
URGENCES_P;2021;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;N2500;11;7;14.3;;
URGENCES_P;2021;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;N9999;32;22;44.09;;
URGENCES_P;2021;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;NINF;17;8;22.6;2;1
URGENCES_P;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;M9999;;8;4.51;3;1
URGENCES_P;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;N1220;3;5;7.11;;0
URGENCES_P;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;N2120;0;2;0.88;2;1
URGENCES_P;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;N2500;14;2;15.41;;
URGENCES_P;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;N9999;37;14;46.65;;
URGENCES_P;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;NINF;20;4;22.79;;0
URGENCES_P;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;M9999;1;15;7.39;3;1
URGENCES_P;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;N1220;3;3;5.5;3;1
URGENCES_P;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;N2120;;1;0.53;3;1
URGENCES_P;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;N2500;2;8;7.23;;
URGENCES_P;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;N9999;6;27;24.63;;
URGENCES_P;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;NINF;1;15;11.27;3;1
URGENCES_P;2021;230000820;CENTRE HOSPITALIER GUERET;230780041;M9999;;10;4.64;2;1
URGENCES_P;2021;230000820;CENTRE HOSPITALIER GUERET;230780041;N1220;4;1;4.83;;0
URGENCES_P;2021;230000820;CENTRE HOSPITALIER GUERET;230780041;N2120;1;1;1.23;2;1
URGENCES_P;2021;230000820;CENTRE HOSPITALIER GUERET;230780041;N2500;12;2;14.89;;
URGENCES_P;2021;230000820;CENTRE HOSPITALIER GUERET;230780041;N9999;43;5;45.54;;
URGENCES_P;2021;230000820;CENTRE HOSPITALIER GUERET;230780041;NINF;26;1;24.59;;0
URGENCES_P;2021;230004657;SITE CROIX BLANCHE;230780058;M9999;1;3;3.6;;
URGENCES_P;2021;230004657;SITE CROIX BLANCHE;230780058;N2120;;1;0.25;;
URGENCES_P;2021;230004657;SITE CROIX BLANCHE;230780058;N2500;4;;4;;
URGENCES_P;2021;230004657;SITE CROIX BLANCHE;230780058;N9999;13;1;12.13;;
URGENCES_P;2021;230004657;SITE CROIX BLANCHE;230780058;NINF;5;;4.96;;
URGENCES_P;2021;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;M9999;2;5;5.6;;
URGENCES_P;2021;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;N1220;2;1;2.5;;
URGENCES_P;2021;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;N2120;1;1;1.2;;
URGENCES_P;2021;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;N2500;4;2;5.5;;
URGENCES_P;2021;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;N3120;;1;0.1;;
URGENCES_P;2021;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;N9999;16;7;19.3;;
URGENCES_P;2021;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;NINF;9;2;10;;
URGENCES_P;2021;240000372;C.H DE BERGERAC;240000059;M9999;2;7;8.67;;
URGENCES_P;2021;240000372;C.H DE BERGERAC;240000059;N1220;1;;1.5;;
URGENCES_P;2021;240000372;C.H DE BERGERAC;240000059;N2120;1;;0.08;;
URGENCES_P;2021;240000372;C.H DE BERGERAC;240000059;N2500;16;3;19.79;;
URGENCES_P;2021;240000372;C.H DE BERGERAC;240000059;N9999;38;11;55.05;;
URGENCES_P;2021;240000372;C.H DE BERGERAC;240000059;NINF;18;6;25.11;;
URGENCES_P;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;M9999;3;21;11.74;1;1
URGENCES_P;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;N1220;2;1;3.2;;
URGENCES_P;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;N2120;3;0;2.3;;
URGENCES_P;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;N2500;25;1;25.77;;
URGENCES_P;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;N9999;75;5;77.62;;
URGENCES_P;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;NINF;42;1;41.94;;
URGENCES_P;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;M9999;6;1;1.02;2;1
URGENCES_P;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;N1220;2;;1.06;3;1
URGENCES_P;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;N2120;;;0.76;2;1
URGENCES_P;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;N2500;15;;12.24;;
URGENCES_P;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;N9999;45;;35.17;;
URGENCES_P;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;NINF;28;;21.11;2;1
URGENCES_P;2021;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;M9999;7;7;10.43;3;1
URGENCES_P;2021;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;N1220;;1;0.46;3;1
URGENCES_P;2021;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;N2120;1;;0.88;3;1
URGENCES_P;2021;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;N2500;5;4;6.22;;
URGENCES_P;2021;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;N2620;;;;3;1
URGENCES_P;2021;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;N9999;29;29;39.8;;
URGENCES_P;2021;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;NINF;23;12;20.86;3;1
URGENCES_P;2021;250006954;CHRU JEAN MINJOZ;250000015;M1140;0;30;4.5;;0
URGENCES_P;2021;250006954;CHRU JEAN MINJOZ;250000015;M9999;0;142;27.64;1;1
URGENCES_P;2021;250006954;CHRU JEAN MINJOZ;250000015;N1220;4;7;8.52;;
URGENCES_P;2021;250006954;CHRU JEAN MINJOZ;250000015;N2120;4;0;3.81;;
URGENCES_P;2021;250006954;CHRU JEAN MINJOZ;250000015;N2500;25;26;38.94;;
URGENCES_P;2021;250006954;CHRU JEAN MINJOZ;250000015;N9999;96;91;150.17;;
URGENCES_P;2021;250006954;CHRU JEAN MINJOZ;250000015;NINF;51;46;82.35;;
URGENCES_P;2021;260000013;CH DE VALENCE;260000021;M9999;13;16;11.4;2;1
URGENCES_P;2021;260000013;CH DE VALENCE;260000021;N1220;1;1;1.8;;0
URGENCES_P;2021;260000013;CH DE VALENCE;260000021;N2120;3;;3;;
URGENCES_P;2021;260000013;CH DE VALENCE;260000021;N2500;26;11;35.42;;
URGENCES_P;2021;260000013;CH DE VALENCE;260000021;N9999;68;44;120.16;;
URGENCES_P;2021;260000013;CH DE VALENCE;260000021;NINF;38;32;69.82;2;1
URGENCES_P;2021;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;M9999;7;13;9.51;1;1
URGENCES_P;2021;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;N1220;5;4;7.55;;
URGENCES_P;2021;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;N2120;1;;1.33;;
URGENCES_P;2021;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;N2500;5;9;22.74;;
URGENCES_P;2021;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;N3120;2;;2.2;;
URGENCES_P;2021;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;N9999;30;31;68.18;;
URGENCES_P;2021;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;NINF;17;18;36.56;;
URGENCES_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;M9999;12;10;18.9;3;1
URGENCES_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;N1220;4;0;3.11;2;1
URGENCES_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;N2120;2;0;1.97;2;1
URGENCES_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;N2500;16;3;18.85;;
URGENCES_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;N2620;5;0;5;1;1
URGENCES_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;N9999;52;16;64.66;;
URGENCES_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;NINF;23;13;33.21;1;1
URGENCES_P;2021;260000146;CH DE CREST;260000054;M9999;7;0;5.5;;
URGENCES_P;2021;260000146;CH DE CREST;260000054;N2500;3;2;4.4;;
URGENCES_P;2021;260000146;CH DE CREST;260000054;N9999;8;6;11.6;;
URGENCES_P;2021;260000146;CH DE CREST;260000054;NINF;5;4;7.2;;
URGENCES_P;2021;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;260016910;M9999;4;6;2.35;;0
URGENCES_P;2021;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;260016910;N1220;;3;2.24;;0
URGENCES_P;2021;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;260016910;N2120;;1;0.32;;1
URGENCES_P;2021;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;260016910;N2500;;9;2.68;;
URGENCES_P;2021;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;260016910;N3120;1;;0.05;;
URGENCES_P;2021;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;260016910;N9999;1;19;8.33;;
URGENCES_P;2021;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;260016910;NINF;;6;3.04;;0
URGENCES_P;2021;260000286;CH DE DIE;260000104;M9999;3;2;4.4;;
URGENCES_P;2021;260000286;CH DE DIE;260000104;N1220;;1;0.16;;
URGENCES_P;2021;260000286;CH DE DIE;260000104;N2120;1;0;0.4;;
URGENCES_P;2021;260000286;CH DE DIE;260000104;N2500;3;;3;;
URGENCES_P;2021;260000286;CH DE DIE;260000104;N9999;10;1;9.56;;
URGENCES_P;2021;260000286;CH DE DIE;260000104;NINF;6;;6;;
URGENCES_P;2021;270000045;CH BERNAY;270000060;M9999;9;1;4.4;;1
URGENCES_P;2021;270000045;CH BERNAY;270000060;N1220;1;1;1.56;;1
URGENCES_P;2021;270000045;CH BERNAY;270000060;N2120;1;;0.83;;1
URGENCES_P;2021;270000045;CH BERNAY;270000060;N2500;7;1;7.67;;
URGENCES_P;2021;270000045;CH BERNAY;270000060;N9999;21;2;20.85;;
URGENCES_P;2021;270000045;CH BERNAY;270000060;NINF;12;;10.79;;1
URGENCES_P;2021;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;M9999;;16;5.49;;
URGENCES_P;2021;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;N1220;2;;2;;
URGENCES_P;2021;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;N2120;;1;0.5;;
URGENCES_P;2021;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;N2500;1;0;1;;
URGENCES_P;2021;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;N2620;1;0;1;;
URGENCES_P;2021;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;N9999;17;2;19;;
URGENCES_P;2021;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;NINF;13;1;13.8;;
URGENCES_P;2021;270000359;CH EVREUX CH EURE-SEINE;270023724;M9999;1;16;7.93;;0
URGENCES_P;2021;270000359;CH EVREUX CH EURE-SEINE;270023724;N1220;3;;3;;
URGENCES_P;2021;270000359;CH EVREUX CH EURE-SEINE;270023724;N2120;;;0.67;;
URGENCES_P;2021;270000359;CH EVREUX CH EURE-SEINE;270023724;N2500;24;5;27.23;;
URGENCES_P;2021;270000359;CH EVREUX CH EURE-SEINE;270023724;N9999;59;41;78.57;;
URGENCES_P;2021;270000359;CH EVREUX CH EURE-SEINE;270023724;NINF;30;28;41.72;;
URGENCES_P;2021;270000367;CH GISORS;270000086;M9999;5;5;1.1;3;1
URGENCES_P;2021;270000367;CH GISORS;270000086;N1220;4;0;2.49;2;1
URGENCES_P;2021;270000367;CH GISORS;270000086;N2120;0;0;0;2;1
URGENCES_P;2021;270000367;CH GISORS;270000086;N2500;11;1;6.93;;
URGENCES_P;2021;270000367;CH GISORS;270000086;N2620;0;0;0;2;1
URGENCES_P;2021;270000367;CH GISORS;270000086;N9999;30;1;16.46;;
URGENCES_P;2021;270000367;CH GISORS;270000086;NINF;15;0;7.04;2;1
URGENCES_P;2021;270000391;CH LOUVIERS CHI ELBEUF;760024042;M9999;18;3;4.3;3;
URGENCES_P;2021;270000391;CH LOUVIERS CHI ELBEUF;760024042;N2120;1;;0.95;;
URGENCES_P;2021;270000391;CH LOUVIERS CHI ELBEUF;760024042;N2500;8;1;7.16;;
URGENCES_P;2021;270000391;CH LOUVIERS CHI ELBEUF;760024042;N2620;2;;0.23;;
URGENCES_P;2021;270000391;CH LOUVIERS CHI ELBEUF;760024042;N9999;21;3;17.42;;
URGENCES_P;2021;270000391;CH LOUVIERS CHI ELBEUF;760024042;NINF;10;2;9.07;;
URGENCES_P;2021;270000425;CH PONT-AUDEMER;270000102;M9999;2;2;3;;
URGENCES_P;2021;270000425;CH PONT-AUDEMER;270000102;N1220;1;;0.96;;
URGENCES_P;2021;270000425;CH PONT-AUDEMER;270000102;N2500;9;;8.85;;
URGENCES_P;2021;270000425;CH PONT-AUDEMER;270000102;N9999;19;1;17.26;;
URGENCES_P;2021;270000425;CH PONT-AUDEMER;270000102;NINF;7;1;6.7;;
URGENCES_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;M1140;;;;2;
URGENCES_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;M9999;4;5;5.94;2;1
URGENCES_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;N1220;1;;1.14;3;1
URGENCES_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;N2120;1;;0.6;3;1
URGENCES_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;N2500;8;;7.19;;
URGENCES_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;N9999;19;;17.93;;
URGENCES_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;NINF;9;;9;2;1
URGENCES_P;2021;270000458;CH VERNON CH EURE-SEINE;270023724;M9999;;6;2.77;;0
URGENCES_P;2021;270000458;CH VERNON CH EURE-SEINE;270023724;N1220;5;1;3.83;;
URGENCES_P;2021;270000458;CH VERNON CH EURE-SEINE;270023724;N2120;;1;0.73;;
URGENCES_P;2021;270000458;CH VERNON CH EURE-SEINE;270023724;N2500;14;5;18.19;;
URGENCES_P;2021;270000458;CH VERNON CH EURE-SEINE;270023724;N9999;36;17;47.97;;
URGENCES_P;2021;270000458;CH VERNON CH EURE-SEINE;270023724;NINF;15;10;23.33;;
URGENCES_P;2021;280000084;CH DREUX;280000183;M1140;;9;1;;0
URGENCES_P;2021;280000084;CH DREUX;280000183;M9999;9;23;17.41;1;1
URGENCES_P;2021;280000084;CH DREUX;280000183;N1220;2;1;2.1;;0
URGENCES_P;2021;280000084;CH DREUX;280000183;N2120;;1;0.25;;0
URGENCES_P;2021;280000084;CH DREUX;280000183;N2500;25;2;25.04;;
URGENCES_P;2021;280000084;CH DREUX;280000183;N3120;;1;0.5;;
URGENCES_P;2021;280000084;CH DREUX;280000183;N9999;76;10;83.43;;
URGENCES_P;2021;280000084;CH DREUX;280000183;NINF;36;5;42.08;;0
URGENCES_P;2021;280000662;CH CHATEAUDUN;280500075;M9999;5;1;5.08;2;1
URGENCES_P;2021;280000662;CH CHATEAUDUN;280500075;N1220;2;1;2.08;;
URGENCES_P;2021;280000662;CH CHATEAUDUN;280500075;N2120;1;0;1;;
URGENCES_P;2021;280000662;CH CHATEAUDUN;280500075;N2500;5;1;7.08;;
URGENCES_P;2021;280000662;CH CHATEAUDUN;280500075;N2620;0;1;0.11;;
URGENCES_P;2021;280000662;CH CHATEAUDUN;280500075;N9999;26;4;28.85;;
URGENCES_P;2021;280000662;CH CHATEAUDUN;280500075;NINF;18;1;18.29;;
URGENCES_P;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;M9999;8;3;10.1;2;1
URGENCES_P;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;N1220;3;;3;2;1
URGENCES_P;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;N2120;1;;1.7;2;1
URGENCES_P;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;N2500;13;;11.99;;
URGENCES_P;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;N9999;33;3;34.8;;
URGENCES_P;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;NINF;16;3;18.11;2;1
URGENCES_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;M1140;6;2;4.38;;0
URGENCES_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;M9999;26;7;24.1;3;1
URGENCES_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N1220;2;;2;;
URGENCES_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N2120;;1;0.82;;
URGENCES_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N2500;18;4;20.82;;
URGENCES_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N2620;9;;9.51;;
URGENCES_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N9999;64;8;69.59;;
URGENCES_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;NINF;29;3;30.36;;
URGENCES_P;2021;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;M9999;;7;7;;
URGENCES_P;2021;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;N1220;4;1;4.25;;
URGENCES_P;2021;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;N2120;;1;0.3;;
URGENCES_P;2021;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;N2500;4;4;5.9;;
URGENCES_P;2021;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;N2620;2;;2;;
URGENCES_P;2021;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;N9999;21;8;24.47;;
URGENCES_P;2021;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;NINF;11;2;12;;
URGENCES_P;2021;290000025;CHIC QUIMPER;290020700;M9999;23;19;20.8;2;1
URGENCES_P;2021;290000025;CHIC QUIMPER;290020700;N1220;5;0;3.5;;0
URGENCES_P;2021;290000025;CHIC QUIMPER;290020700;N2120;2;0;0.92;;0
URGENCES_P;2021;290000025;CHIC QUIMPER;290020700;N2500;43;13;38.18;;
URGENCES_P;2021;290000025;CHIC QUIMPER;290020700;N9999;121;48;117.24;;
URGENCES_P;2021;290000025;CHIC QUIMPER;290020700;NINF;54;21;64.28;;0
URGENCES_P;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;M9999;11;5;9.91;3;1
URGENCES_P;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;N1220;5;1;5.19;;
URGENCES_P;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;N2120;1;;1.67;;
URGENCES_P;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;N2500;14;5;17.09;;
URGENCES_P;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;N9999;40;23;55.39;;
URGENCES_P;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;NINF;16;17;27.44;;
URGENCES_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;M1140;0;4;2.1;3;0
URGENCES_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;M9999;1;12;5.9;3;1
URGENCES_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N1220;2;2;4;;
URGENCES_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N2120;1;0;1.17;;
URGENCES_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N2500;18;7;25.32;;
URGENCES_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N3120;;3;0.84;;
URGENCES_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N9999;37;32;64.47;;
URGENCES_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;NINF;16;20;33.14;;
URGENCES_P;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;M9999;;27;0.73;2;1
URGENCES_P;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;N9999;4;;4.25;;
URGENCES_P;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;NINF;2;;2;;
URGENCES_P;2021;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;M9999;7;5;7.59;;
