BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP
SSR_P;2021;280000266;CRF BEAUROUVRE SITE DE BLANDAINVILLE;450018106;N2450;1;;0.56
SSR_P;2021;280000266;CRF BEAUROUVRE SITE DE BLANDAINVILLE;450018106;N2460;2;2;3.04
SSR_P;2021;280000266;CRF BEAUROUVRE SITE DE BLANDAINVILLE;450018106;N2470;1;;1
SSR_P;2021;280000266;CRF BEAUROUVRE SITE DE BLANDAINVILLE;450018106;N2500;24;7;26.72
SSR_P;2021;280000266;CRF BEAUROUVRE SITE DE BLANDAINVILLE;450018106;N2710;1;;1
SSR_P;2021;280000266;CRF BEAUROUVRE SITE DE BLANDAINVILLE;450018106;N3120;1;1;1.68
SSR_P;2021;280000266;CRF BEAUROUVRE SITE DE BLANDAINVILLE;450018106;NAUT;2;;2
SSR_P;2021;280000266;CRF BEAUROUVRE SITE DE BLANDAINVILLE;450018106;NCINF;22;6;25.24
SSR_P;2021;280000431;KORIAN PARC DE GASVILLE;310021167;M1010;;3;0.48
SSR_P;2021;280000431;KORIAN PARC DE GASVILLE;310021167;M1040;3;1;3.99
SSR_P;2021;280000431;KORIAN PARC DE GASVILLE;310021167;N241P;2;;2
SSR_P;2021;280000431;KORIAN PARC DE GASVILLE;310021167;N2450;1;;1
SSR_P;2021;280000431;KORIAN PARC DE GASVILLE;310021167;N2500;10;1;10.79
SSR_P;2021;280000431;KORIAN PARC DE GASVILLE;310021167;N3120;;1;0.5
SSR_P;2021;280000431;KORIAN PARC DE GASVILLE;310021167;NAUT;2;1;2.7
SSR_P;2021;280000431;KORIAN PARC DE GASVILLE;310021167;NCINF;15;1;15.63
SSR_P;2021;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;M1040;;1;0.08
SSR_P;2021;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;M1070;1;;1
SSR_P;2021;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;M1150;;1;0.5
SSR_P;2021;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;M1320;2;1;2.18
SSR_P;2021;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;MAUT;;2;0.7
SSR_P;2021;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;N241P;2;;1.62
SSR_P;2021;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;N2450;1;1;1.59
SSR_P;2021;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;N2460;;1;0.64
SSR_P;2021;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;N2500;18;;17.43
SSR_P;2021;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;N2710;;1;0.99
SSR_P;2021;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;N310H;2;;2
SSR_P;2021;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;N3120;1;1;1.11
SSR_P;2021;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;NAUT;11;;9.22
SSR_P;2021;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;NCINF;13;;8.57
SSR_P;2021;280000662;CH CHATEAUDUN;280500075;M1010;2;;2.19
SSR_P;2021;280000662;CH CHATEAUDUN;280500075;M1320;2;;2.19
SSR_P;2021;280000662;CH CHATEAUDUN;280500075;N241P;;;0.95
SSR_P;2021;280000662;CH CHATEAUDUN;280500075;N2460;;1;0.47
SSR_P;2021;280000662;CH CHATEAUDUN;280500075;N2500;16;4;20.57
SSR_P;2021;280000662;CH CHATEAUDUN;280500075;NAUT;4;;5.26
SSR_P;2021;280000662;CH CHATEAUDUN;280500075;NCINF;7;2;9.39
SSR_P;2021;280007261;HDJ CRF BEAUROUVRE SITE DU COUDRAY;450018106;M1180;1;;1
SSR_P;2021;280007261;HDJ CRF BEAUROUVRE SITE DU COUDRAY;450018106;N241P;3;;3
SSR_P;2021;280007261;HDJ CRF BEAUROUVRE SITE DU COUDRAY;450018106;N2460;2;1;2.8
SSR_P;2021;280007261;HDJ CRF BEAUROUVRE SITE DU COUDRAY;450018106;NAUT;3;;3
SSR_P;2021;280007261;HDJ CRF BEAUROUVRE SITE DU COUDRAY;450018106;NCINF;1;;1
SSR_P;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;M1010;1;;1.07
SSR_P;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;N241P;1;;0.63
SSR_P;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;N2460;;1;0.3
SSR_P;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;N2500;14;1;11.63
SSR_P;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;N2710;1;;0.24
SSR_P;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;NAUT;3;2;5.59
SSR_P;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;NCINF;7;1;6.28
SSR_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;M1150;0;1;0.5
SSR_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;N2710;;1;0.2
SSR_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;NAUT;;1;0.5
SSR_P;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;NCINF;;1;0.8
SSR_P;2021;280505223;INSTITUT DIABETOLOGIE NUTRITION CENTRE;440052041;M1010;;2;1
SSR_P;2021;280505223;INSTITUT DIABETOLOGIE NUTRITION CENTRE;440052041;M1070;;4;1.9
SSR_P;2021;280505223;INSTITUT DIABETOLOGIE NUTRITION CENTRE;440052041;MAUT;2;;1.16
SSR_P;2021;280505223;INSTITUT DIABETOLOGIE NUTRITION CENTRE;440052041;N241P;;1;0.42
SSR_P;2021;280505223;INSTITUT DIABETOLOGIE NUTRITION CENTRE;440052041;N2450;6;1;6.17
SSR_P;2021;280505223;INSTITUT DIABETOLOGIE NUTRITION CENTRE;440052041;N2710;2;1;2.75
SSR_P;2021;280505223;INSTITUT DIABETOLOGIE NUTRITION CENTRE;440052041;N3120;;1;0.55
SSR_P;2021;280505223;INSTITUT DIABETOLOGIE NUTRITION CENTRE;440052041;NAUT;43;12;52.65
SSR_P;2021;280505223;INSTITUT DIABETOLOGIE NUTRITION CENTRE;440052041;NCINF;22;1;25.56
SSR_P;2021;280505264;CLINIQUE LA BOISSIÈRE;280006370;M1010;2;;2
SSR_P;2021;280505264;CLINIQUE LA BOISSIÈRE;280006370;M1320;1;;0.33
SSR_P;2021;280505264;CLINIQUE LA BOISSIÈRE;280006370;N241P;;4;1.9
SSR_P;2021;280505264;CLINIQUE LA BOISSIÈRE;280006370;N2450;;1;0.42
SSR_P;2021;280505264;CLINIQUE LA BOISSIÈRE;280006370;N2460;1;;1
SSR_P;2021;280505264;CLINIQUE LA BOISSIÈRE;280006370;N2470;1;;1
SSR_P;2021;280505264;CLINIQUE LA BOISSIÈRE;280006370;N2500;20;;18.6
SSR_P;2021;280505264;CLINIQUE LA BOISSIÈRE;280006370;N2710;;2;0.92
SSR_P;2021;280505264;CLINIQUE LA BOISSIÈRE;280006370;N310H;1;;1
SSR_P;2021;280505264;CLINIQUE LA BOISSIÈRE;280006370;N3120;;1;0.5
SSR_P;2021;280505264;CLINIQUE LA BOISSIÈRE;280006370;NCINF;11;2;12
SSR_P;2021;280506015;LE C.A.L.M.E. ILLIERS COMBRAY;280001264;M1010;2;2;2.82
SSR_P;2021;280506015;LE C.A.L.M.E. ILLIERS COMBRAY;280001264;N2710;3;1;3
SSR_P;2021;280506015;LE C.A.L.M.E. ILLIERS COMBRAY;280001264;NCINF;8;3;9.87
SSR_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;M1180;2;4;2.78
SSR_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N241P;2;6;3.24
SSR_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N2430;;2;0.45
SSR_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N2460;;5;0.94
SSR_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N2500;15;1;15.17
SSR_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N2710;;2;0.27
SSR_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N310H;;3;0.67
SSR_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;N3120;;1;0.11
SSR_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;NAUT;1;3;2.34
SSR_P;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;NCINF;9;3;8.61
SSR_P;2021;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;M1320;2;;1.55
SSR_P;2021;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;N2500;8;8;15.47
SSR_P;2021;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;NAUT;1;1;2.43
SSR_P;2021;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;NCINF;4;6;10.34
SSR_P;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;M1010;1;2;1.53
SSR_P;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;M1040;0;2;0.35
SSR_P;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;M1320;1;;0.88
SSR_P;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;N241P;1;3;2.06
SSR_P;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;N2450;;2;0.48
SSR_P;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;N2460;;1;0.17
SSR_P;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;N2500;20;10;22.34
SSR_P;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;N2710;;1;0.03
SSR_P;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;N3120;;1;0.1
SSR_P;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;NAUT;5;5;6.75
SSR_P;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;NCINF;10;12;16.08
SSR_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;M1010;1;2;2.1
SSR_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N241P;;2;0.89
SSR_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N2500;9;6;13.58
SSR_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N310H;1;1;1.1
SSR_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N3120;;1;0.28
SSR_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;NAUT;4;8;6.82
SSR_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;NCINF;9;5;11.86
SSR_P;2021;290000272;CENTRE HOSPITALIER CROZON;290000090;M1010;;1;0.5
SSR_P;2021;290000272;CENTRE HOSPITALIER CROZON;290000090;N241P;;2;0.83
SSR_P;2021;290000272;CENTRE HOSPITALIER CROZON;290000090;N2500;;19;9.5
SSR_P;2021;290000272;CENTRE HOSPITALIER CROZON;290000090;N2710;;1;0.15
SSR_P;2021;290000272;CENTRE HOSPITALIER CROZON;290000090;N310H;;1;0.33
SSR_P;2021;290000272;CENTRE HOSPITALIER CROZON;290000090;N3120;;1;0.12
SSR_P;2021;290000272;CENTRE HOSPITALIER CROZON;290000090;NCINF;;12;9.1
SSR_P;2021;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;M1010;14;;
SSR_P;2021;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;M1320;1;;0.1
SSR_P;2021;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;N241P;1;;1
SSR_P;2021;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;N2500;22;;16.94
SSR_P;2021;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;N3120;;;0.7
SSR_P;2021;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;NAUT;4;;2.97
SSR_P;2021;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;NCINF;8;;5.03
SSR_P;2021;290000371;CLINIQUE LES GLENANS;920030269;M1010;4;2;5.39
SSR_P;2021;290000371;CLINIQUE LES GLENANS;920030269;M1320;1;1;1.5
SSR_P;2021;290000371;CLINIQUE LES GLENANS;920030269;MAUT;1;1;1.59
SSR_P;2021;290000371;CLINIQUE LES GLENANS;920030269;N241P;3;1;3.74
SSR_P;2021;290000371;CLINIQUE LES GLENANS;920030269;N2430;;1;0.48
SSR_P;2021;290000371;CLINIQUE LES GLENANS;920030269;N2450;;1;0.52
SSR_P;2021;290000371;CLINIQUE LES GLENANS;920030269;N2460;1;2;1.95
SSR_P;2021;290000371;CLINIQUE LES GLENANS;920030269;N2470;;1;0.47
SSR_P;2021;290000371;CLINIQUE LES GLENANS;920030269;N2500;39;4;33.12
SSR_P;2021;290000371;CLINIQUE LES GLENANS;920030269;N2710;;1;0.5
SSR_P;2021;290000371;CLINIQUE LES GLENANS;920030269;N310H;1;2;2.1
SSR_P;2021;290000371;CLINIQUE LES GLENANS;920030269;N3120;;1;0.81
SSR_P;2021;290000371;CLINIQUE LES GLENANS;920030269;NAUT;55;;44.26
SSR_P;2021;290000371;CLINIQUE LES GLENANS;920030269;NCINF;24;6;24.03
SSR_P;2021;290000389;CENTRE HOSPITALIER LANMEUR;290000116;M1010;;10;1.16
SSR_P;2021;290000389;CENTRE HOSPITALIER LANMEUR;290000116;N2450;;1;0.1
SSR_P;2021;290000389;CENTRE HOSPITALIER LANMEUR;290000116;N2460;;1;0.38
SSR_P;2021;290000389;CENTRE HOSPITALIER LANMEUR;290000116;N2500;;13;7.6
SSR_P;2021;290000389;CENTRE HOSPITALIER LANMEUR;290000116;N2710;;1;0.2
SSR_P;2021;290000389;CENTRE HOSPITALIER LANMEUR;290000116;N3120;;1;0.3
SSR_P;2021;290000389;CENTRE HOSPITALIER LANMEUR;290000116;NAUT;;3;2.24
SSR_P;2021;290000389;CENTRE HOSPITALIER LANMEUR;290000116;NCINF;;13;6.45
SSR_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;M1010;2;0;1.22
SSR_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;M1150;0;1;1.35
SSR_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;M1320;1;0;0.9
SSR_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;MAUT;1;;0.66
SSR_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;N241P;4;3;6.52
SSR_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;N2450;1;;1.37
SSR_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;N2460;1;;1.72
SSR_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;N2470;;1;0.27
SSR_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;N2500;51;10;55.39
SSR_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;N2710;;;0.06
SSR_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;N310H;2;1;1.87
SSR_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;N3120;;;1.02
SSR_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;NAUT;18;1;20.15
SSR_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;NCINF;24;13;35.55
SSR_P;2021;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;M1010;;1;1.05
SSR_P;2021;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;M1320;;2;1.15
SSR_P;2021;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;N241P;1;0;1.27
SSR_P;2021;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;N2450;;1;0.23
SSR_P;2021;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;N2460;;1;0.3
SSR_P;2021;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;N2500;11;11;18.23
SSR_P;2021;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;N2710;;2;0.55
SSR_P;2021;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;N3120;;1;0.49
SSR_P;2021;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;NAUT;5;1;7.56
SSR_P;2021;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;NCINF;9;8;13.97
SSR_P;2021;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;M1180;1;1;1.9
SSR_P;2021;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;N241P;4;4;5.43
SSR_P;2021;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;N2450;;4;0.02
SSR_P;2021;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;N2460;;1;0.5
SSR_P;2021;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;N2470;;1;0.54
SSR_P;2021;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;N2500;;3;1.92
SSR_P;2021;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;N3120;;1;0.2
SSR_P;2021;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;NAUT;1;;1
SSR_P;2021;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;NCINF;;3;1.16
SSR_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;M1010;3;2;3.2
SSR_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;M1070;;1;0.6
SSR_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N241P;;3;1.75
SSR_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2450;1;1;1.74
SSR_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2460;;1;0.53
SSR_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2500;17;5;19.02
SSR_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2710;;2;0.98
SSR_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N310H;1;2;1.78
SSR_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N3120;1;;1
SSR_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;NAUT;7;1;6.92
SSR_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;NCINF;14;6;18.15
SSR_P;2021;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;M1010;1;4;3.37
SSR_P;2021;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;M1040;;2;1.54
SSR_P;2021;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;M1140;3;5;4.7
SSR_P;2021;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;MAUT;;3;1.56
SSR_P;2021;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;N241P;2;7;8.37
SSR_P;2021;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;N2430;;2;0.8
SSR_P;2021;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;N2450;;2;1.63
SSR_P;2021;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;N2460;;2;1.5
SSR_P;2021;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;N2470;;1;0.54
SSR_P;2021;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;N2500;26;23;34.92
SSR_P;2021;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;N2710;1;4;2.2
SSR_P;2021;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;N310H;3;2;4.32
SSR_P;2021;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;N3120;;1;0.89
SSR_P;2021;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;NCINF;40;12;41.21
SSR_P;2021;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;M1010;0;1;0.66
SSR_P;2021;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;M1150;0;2;0.88
SSR_P;2021;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;N2500;4;8;9.96
SSR_P;2021;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;NAUT;3;1;4.86
SSR_P;2021;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;NCINF;8;3;9.63
SSR_P;2021;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;M1010;3;4;6.67
SSR_P;2021;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;M1120;2;4;5.45
SSR_P;2021;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;M1140;1;5;4.1
SSR_P;2021;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;M1150;1;1;2
SSR_P;2021;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;M1180;2;2;3.09
SSR_P;2021;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;MAUT;1;7;5.78
SSR_P;2021;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;N241P;19;15;30.52
SSR_P;2021;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;N2430;2;5;5.05
SSR_P;2021;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;N2450;;9;7.05
SSR_P;2021;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;N2460;14;10;20.11
SSR_P;2021;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;N2500;63;12;64.39
SSR_P;2021;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;N2710;2;9;7.9
SSR_P;2021;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;N310H;4;16;16.21
SSR_P;2021;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;N3120;1;4;4.09
SSR_P;2021;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;NCINF;65;36;80.63
SSR_P;2021;290000983;FONDATION ILDYS SITE ST LUC;290000546;M1010;1;2;1.72
SSR_P;2021;290000983;FONDATION ILDYS SITE ST LUC;290000546;M1040;1;4;3.26
SSR_P;2021;290000983;FONDATION ILDYS SITE ST LUC;290000546;N241P;3;;2.98
SSR_P;2021;290000983;FONDATION ILDYS SITE ST LUC;290000546;N2450;;2;0.98
SSR_P;2021;290000983;FONDATION ILDYS SITE ST LUC;290000546;N2500;1;9;8.73
SSR_P;2021;290000983;FONDATION ILDYS SITE ST LUC;290000546;NCINF;5;13;11.41
SSR_P;2021;290001015;CENTRE HOSPITALIER ST RENAN;290000751;M1010;8;1;2.51
SSR_P;2021;290001015;CENTRE HOSPITALIER ST RENAN;290000751;N241P;1;;1
SSR_P;2021;290001015;CENTRE HOSPITALIER ST RENAN;290000751;N2500;8;8;12.09
SSR_P;2021;290001015;CENTRE HOSPITALIER ST RENAN;290000751;N3120;;1;0.4
SSR_P;2021;290001015;CENTRE HOSPITALIER ST RENAN;290000751;NAUT;6;1;4.67
SSR_P;2021;290001015;CENTRE HOSPITALIER ST RENAN;290000751;NCINF;7;5;8.47
SSR_P;2021;290002344;POLE RÉADAPT DE CORNOUAILLE SAINT YVI;440042844;M1010;1;3;3
SSR_P;2021;290002344;POLE RÉADAPT DE CORNOUAILLE SAINT YVI;440042844;M1320;;1;0.6
SSR_P;2021;290002344;POLE RÉADAPT DE CORNOUAILLE SAINT YVI;440042844;MAUT;;1;0.86
SSR_P;2021;290002344;POLE RÉADAPT DE CORNOUAILLE SAINT YVI;440042844;N241P;3;;3
SSR_P;2021;290002344;POLE RÉADAPT DE CORNOUAILLE SAINT YVI;440042844;N2450;;1;0.5
SSR_P;2021;290002344;POLE RÉADAPT DE CORNOUAILLE SAINT YVI;440042844;N2500;29;13;40.99
SSR_P;2021;290002344;POLE RÉADAPT DE CORNOUAILLE SAINT YVI;440042844;N2710;;1;0.3
SSR_P;2021;290002344;POLE RÉADAPT DE CORNOUAILLE SAINT YVI;440042844;N3120;;1;0.7
SSR_P;2021;290002344;POLE RÉADAPT DE CORNOUAILLE SAINT YVI;440042844;NAUT;9;5;11.51
SSR_P;2021;290002344;POLE RÉADAPT DE CORNOUAILLE SAINT YVI;440042844;NCINF;20;8;23.59
SSR_P;2021;290003953;CRF DE TREBOUL;920030269;M1010;1;;1.23
SSR_P;2021;290003953;CRF DE TREBOUL;920030269;M1180;3;1;2.43
SSR_P;2021;290003953;CRF DE TREBOUL;920030269;M1190;;1;0.4
SSR_P;2021;290003953;CRF DE TREBOUL;920030269;M1320;2;;2
SSR_P;2021;290003953;CRF DE TREBOUL;920030269;MAUT;;1;0.62
SSR_P;2021;290003953;CRF DE TREBOUL;920030269;N241P;20;10;26.8
SSR_P;2021;290003953;CRF DE TREBOUL;920030269;N2430;2;;1.94
SSR_P;2021;290003953;CRF DE TREBOUL;920030269;N2450;;2;0.59
SSR_P;2021;290003953;CRF DE TREBOUL;920030269;N2460;4;2;4.62
SSR_P;2021;290003953;CRF DE TREBOUL;920030269;N2470;1;;1.18
SSR_P;2021;290003953;CRF DE TREBOUL;920030269;N2500;19;4;22.55
SSR_P;2021;290003953;CRF DE TREBOUL;920030269;N2710;1;3;1.16
SSR_P;2021;290003953;CRF DE TREBOUL;920030269;N310H;;1;0.49
SSR_P;2021;290003953;CRF DE TREBOUL;920030269;N3120;;1;0.58
SSR_P;2021;290003953;CRF DE TREBOUL;920030269;NAUT;21;4;21.55
SSR_P;2021;290003953;CRF DE TREBOUL;920030269;NCINF;17;9;24.08
SSR_P;2021;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;M1150;;1;0.8
SSR_P;2021;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N241P;;11;3.81
SSR_P;2021;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N2430;;;0.17
SSR_P;2021;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N2450;;1;0.3
SSR_P;2021;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;N310H;1;2;1.8
SSR_P;2021;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;NAUT;;2;0.06
SSR_P;2021;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;NCINF;;2;2.36
SSR_P;2021;290004365;CHU BREST SITE GUILERS;290000017;M1010;2;;1.2
SSR_P;2021;290004365;CHU BREST SITE GUILERS;290000017;M1180;2;;0.85
SSR_P;2021;290004365;CHU BREST SITE GUILERS;290000017;M1320;1;2;2.83
SSR_P;2021;290004365;CHU BREST SITE GUILERS;290000017;N241P;;7;2.05
SSR_P;2021;290004365;CHU BREST SITE GUILERS;290000017;N2430;;1;0.05
SSR_P;2021;290004365;CHU BREST SITE GUILERS;290000017;N2460;;3;0.79
SSR_P;2021;290004365;CHU BREST SITE GUILERS;290000017;N2470;;3;0.88
SSR_P;2021;290004365;CHU BREST SITE GUILERS;290000017;N2500;25;30;54.53
SSR_P;2021;290004365;CHU BREST SITE GUILERS;290000017;N2710;;;0.41
SSR_P;2021;290004365;CHU BREST SITE GUILERS;290000017;N310H;1;;1.02
SSR_P;2021;290004365;CHU BREST SITE GUILERS;290000017;N3120;;1;0.51
