BOR;AN;FI;RS;FI_EJ;PERSO;EFFSALPLH;EFFSALPLF;EFFSALPAH;EFFSALPAF;EFFLIBPLH;EFFLIBPLF;EFFLIBPAH;EFFLIBPAF;ETPSALH;ETPSALF;ETP_PU;ETP_PH;ETP_AS;ETP_HU;ETP_AT;ETP_AU;EFFSAL;ETPSAL;EFFLIB
Q20;2021;130806078;;130016058;M9999;;1;;;;;1;4;;1;;;;;;;1;1;5
Q20;2021;130806417;ADPC UNITE D'AUTODIALYSE AUBAGNE;130006810;M1110;;;;1;;;;;;0.26;;;;;;;1;0.26;
Q20;2021;130806417;ADPC UNITE D'AUTODIALYSE AUBAGNE;130006810;M3050;;;;;;;;;;0.06;;;;;;;;0.06;
Q20;2021;130806417;;130006810;M9999;;;;1;;;;;;0.32;;;;;;;1;0.32;
Q20;2021;130808843;USLD MARCEL PAGNOL;920030152;M1010;2;;;;;;3;1;1.31;;;;;;;;2;1.31;4
Q20;2021;130808843;;920030152;M9999;2;;;;;;3;1;1.31;;;;;;;;2;1.31;4
Q20;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;M1010;;10;1;6;;;;;0.55;13.5;;9.55;;;;4.5;17;14.05;
Q20;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;M1040;;;;;;;1;;;;;;;;;;;;1
Q20;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;M1050;;;;;;;1;;;;;;;;;;;;1
Q20;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;M1120;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;M1320;1;2;1;1;;;;;2;2.6;;4.6;;;;;5;4.6;
Q20;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;M2080;;;;;;;1;;;;;;;;;;;;1
Q20;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;M3030;;;1;1;;;;;0.3;0.5;;0.5;;;;0.3;2;0.8;
Q20;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;M3040;1;;;;;;;;1;;;;;;;1;1;1;
Q20;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;M3050;1;2;;;;;;;1;2;;2;;;;1;3;3;
Q20;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;M3060;;;;1;;;;;;0.6;;;;;;0.6;1;0.6;
Q20;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;M3070;;;2;;;;;;0.4;;;;;;0.3;0.1;2;0.4;
Q20;2021;130809015;;130001928;M9999;4;14;5;9;;;3;;6.25;19.2;;17.65;;;0.3;7.5;32;25.45;3
Q20;2021;130809809;CHP AUBAGNE;130007156;M1110;;;;;1;3;;;;;;;;;;;;;4
Q20;2021;130809809;CHP AUBAGNE;130007156;M3050;;1;;;;;;;;0.5;;;;;;;1;0.5;
Q20;2021;130809809;;130007156;M9999;;1;;;1;3;;;;0.5;;;;;;;1;0.5;4
Q20;2021;130809981;KORIAN MASSILIA LES PINS;750056335;M1010;;1;1;1;;;;;0.7;1.8;;;;;;;3;2.5;
Q20;2021;130809981;KORIAN MASSILIA LES PINS;750056335;M1180;1;;;;;;;;1;;;;;;;;1;1;
Q20;2021;130809981;KORIAN MASSILIA LES PINS;750056335;M3050;;;1;;;;;;0.5;;;;;;;;1;0.5;
Q20;2021;130809981;;750056335;M9999;1;1;2;1;;;;;2.2;1.8;;;;;;;5;4;
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M1020;;;;;;;2;2;;;;;;;;;;;4
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M1030;;;;;;;15;5;;;;;;;;;;;20
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M1031;;;;;;;4;0;;;;;;;;;;;4
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M1040;;;;;;;2;0;;;;;;;;;;;2
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M1070;;;;;;;1;0;;;;;;;;;;;1
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M1090;;;;;;;5;5;;;;;;;;;;;10
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M1100;2;;;;;;;;2;;;;;;;;2;2;
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M1110;;;;;;;3;1;;;;;;;;;;;4
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M1120;;;;;;;1;1;;;;;;;;;;;2
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M1150;;;;;;;2;0;;;;;;;;;;;2
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M1160;;;;;;;15;2;;;;;;;;;;;17
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M1180;;;;;;;2;0;;;;;;;;;;;2
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M1190;;;;;;;1;1;;;;;;;;;;;2
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M1200;;;;;;;1;0;;;;;;;;;;;1
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M1330;;;;;;;3;0;;;;;;;;;;;3
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M2010;;;;;;;3;0;;;;;;;;;;;3
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M2020;;;;;;;9;2;;;;;;;;;;;11
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M2030;;;;;;;19;2;;;;;;;;;;;21
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M2040;;;;;;;3;3;;;;;;;;;;;6
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M2050;;;;;;;3;2;;;;;;;;;;;5
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M2070;;;;;;;14;6;;;;;;;;;;;20
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M2080;;;;;;;6;2;;;;;;;;;;;8
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M2100;;;;;;;3;0;;;;;;;;;;;3
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M2120;;;;;;;3;0;;;;;;;;;;;3
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M2130;;;;;;;5;0;;;;;;;;;;;5
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M3011;;;;;;;3;;;;;;;;;;;;3
Q20;2021;130810740;CLINIQUE AXIUM;130007362;M3050;;2;;1;;;;;;2.5;;;;;;;3;2.5;
Q20;2021;130810740;;130007362;M9999;2;2;;1;;;128;34;2;2.5;;;;;;;5;4.5;162
Q20;2021;130811102;LA MAISON;130007487;M1010;2;2;;;;;;;1;2.65;;;;;;;4;3.65;
Q20;2021;130811102;;130007487;M9999;2;2;;;;;;;1;2.65;;;;;;;4;3.65;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1010;4;1;;3;;;;;;;;;;;;;8;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1030;5;;;1;;;;;;;;;;;;;6;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1031;3;;;;;;;;;;;;;;;;3;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1040;4;1;1;;;;;;;;;;;;;;6;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1070;;;;2;;;;;;;;;;;;;2;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1090;2;;;;;;;;29.41;;;20.78;8.63;;;;2;29.41;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1100;2;;;;;;;;;;;;;;;;2;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1110;1;4;;;;;;;;;;;;;;;5;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1120;1;3;;1;;;;;;;;;;;;;5;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1130;;1;;;;;;;;;;;;;;;1;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1140;4;3;1;3;;;;;;;;;;;;;11;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1150;2;;;1;;;;;20.78;8.31;;29.09;;;;;3;29.09;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1160;1;;2;;;;;;;;;;;;;;3;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1190;1;;;;;;;;10.39;;;10.39;;;;;1;10.39;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1320;2;4;;;;;;;;;;;;;;;6;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M1340;4;3;1;4;;;;;;;;;;;;;12;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M2020;1;;;;;;;;;;;;;;;;1;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M2030;3;1;1;;;;;;;;;;;;;;5;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M2050;;;3;1;;;;;;;;;;;;;4;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M2070;1;;;;;;;;;;;;;;;;1;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M2080;1;;;;;;;;10.39;;;10.39;;;;;1;10.39;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M2100;1;;;;;;;;;;;;;;;;1;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M2120;3;;1;;;;;;;;;;;;;;4;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M3012;1;3;;1;;;;;;;;;;;;;5;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M3040;;2;;;;;;;;;;;;;;;2;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M3050;;6;;1;;;;;;;;;;;;;7;;
Q20;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;M3060;;;;1;;;;;;6.23;;6.23;;;;;1;6.23;
Q20;2021;140000027;;140000035;M9999;47;32;10;19;;;;;70.97;14.54;;76.88;8.63;;;;108;85.51;
Q20;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;M1010;;;;2;;;;;0.3;2;;2;;;;0.3;2;2.3;
Q20;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;M1040;;;;;;;;;0.1;;;;;;0.1;;;0.1;
Q20;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;M1050;;;;;;;;;;0.06;;;;;;0.06;;0.06;
Q20;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;M1070;;;;;;;;;;0.2;;0.2;;;;;;0.2;
Q20;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;M1090;;;;;;;;;;0.2;;0.2;;;;;;0.2;
Q20;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;M1120;;;;;;;;;;0.06;;0.06;;;;;;0.06;
Q20;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;M1160;;;;;;;1;;;;;;;;;;;;1
Q20;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;M1180;;;;5;;;;;;3.64;0.5;3.14;;;;;5;3.64;
Q20;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;M1190;;;;;;;;;;0.2;;0.2;;;;;;0.2;
Q20;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;M1320;;;;;;;;;0.18;;;0.18;;;;;;0.18;
Q20;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;M1340;;;1;;;;;;0.4;0.2;;0.6;;;;;1;0.6;
Q20;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;M3050;1;;;;;;;;1.2;;;1;0.17;;;0.03;1;1.2;
Q20;2021;140000076;;140000092;M9999;1;;1;7;;;1;;2.18;6.56;0.5;7.58;0.17;;0.1;0.39;9;8.74;1
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1010;3;3;6;2;;;;;5.24;2.15;0;1;0.54;0;2.12;3.73;14;7.39;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1020;2;4;1;1;;;;;2.52;3.42;1;2.92;0;0.86;0.02;1.14;8;5.94;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1030;30;19;6;4;;;;;29.08;20.19;1.5;23.07;15.55;1.42;1.27;6.46;59;49.27;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1031;3;4;;;;;;;2.5;2.25;0.5;3.5;0.17;0.08;0;0.5;7;4.75;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1040;18;10;1;;;;;;15.73;7.17;2;14.67;2;2.16;0.07;2;29;22.9;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1050;2;3;1;3;;;;;0.89;4.29;0.78;1.83;0.17;0.5;1.37;0.53;9;5.18;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1070;3;1;1;2;;;;;2.05;2.2;1;2.7;0;0.5;0.05;0;7;4.25;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1090;4;9;5;3;;;;;4.66;11.64;1;10.36;2.01;0.5;0.77;1.66;21;16.3;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1100;7;1;1;1;;;;;5.97;1.3;1;3.97;0;1;0.3;1;10;7.27;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1110;5;6;0;0;;;;;4.25;4.42;0.92;6.17;1;0.58;0;0;11;8.67;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1120;7;6;3;2;;;;;5.7;5.96;1.5;7.73;0.17;1.5;0.76;0;18;11.66;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1130;1;1;;;;;;;0.08;0.92;0.5;0;0;0.5;0;0;2;1;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1140;10;18;4;13;;;;;9.32;22.9;1.5;23.89;1.04;2.5;1.75;1.54;45;32.22;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1150;6;4;1;;;;;;6.35;3.5;0.83;5;1.84;0.92;0.1;1.16;11;9.85;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1160;12;4;8;3;;;;;13.51;4.52;1;6.1;3.16;1.08;3.89;2.8;27;18.03;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1180;3;2;1;0;;;;;3.6;0.96;0;2;0;0.96;0.6;1;6;4.56;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1190;2;4;1;1;;;;;0.8;3.69;1;0.97;0;0.57;0.1;1.85;8;4.49;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1200;12;13;12;13;;;;;11.45;13.23;3.18;14.83;1.34;1.5;3.79;0.04;50;24.68;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1210;4;1;1;2;;;;;1.86;1.5;1.5;1.4;0.16;0;0.3;0;8;3.36;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1310;1;1;0;0;;;;;0.19;0.07;0.15;0.07;0;0.04;0;0;2;0.26;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1320;4;4;0;0;;;;;2.6;4.8;0.17;5.1;0.66;0.42;0;1.05;8;7.4;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1330;8;7;1;1;;;;;8.23;5.84;0.5;7.8;1.01;1.08;2.02;1.66;17;14.07;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M1340;10;4;5;6;;;;;12.07;7.77;1;11.55;1.67;0.5;0.57;4.55;25;19.84;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M2010;7;2;0;0;;;;;4.17;2.83;0.5;0;4;1.5;0;1;9;7;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M2020;2;1;3;2;;;;;2.68;2;1;1.97;0.84;0;0.76;0.11;8;4.68;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M2030;10;0;0;1;;;;;7.86;1.06;0.5;4.8;1.01;1.17;0.12;1.32;11;8.92;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M2050;3;10;3;10;;;;;3.64;12.8;1.5;8.9;2.34;1.84;1.13;0.73;26;16.44;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M2060;7;2;0;1;;;;;5.08;1.83;1;1.33;0;0.92;1.26;2.4;10;6.91;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M2070;2;4;2;3;;;;;1.43;4.87;0.5;2.37;1.85;0.92;0.62;0.04;11;6.3;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M2080;8;2;0;3;;;;;5.58;2.53;1.5;2;2;1;1.45;0.16;13;8.11;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M2100;3;1;0;0;;;;;2.58;0.5;0;0.5;0;1;0;1.58;4;3.08;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M2120;6;4;1;0;;;;;5.14;0.49;0.77;1.99;0.33;1.5;0.88;0.16;11;5.63;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M2130;3;3;0;1;;;;;2;2.97;0.5;1.5;0;0.58;0;2.39;7;4.97;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M2140;8;0;0;1;;;;;7.5;0.1;0.5;7;0;0;0.1;0;9;7.6;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M2150;5;3;1;0;;;;;4.01;2.5;0.5;3;0;1;0.01;2;9;6.51;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M3011;17;15;0;5;;;;;10.5;14.32;6;10.4;2;1.5;2.4;2.52;37;24.82;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M3012;4;9;0;1;;;;;3.5;9.3;1;8;2;0;1.8;0;14;12.8;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M3020;8;8;2;3;;;;;5.99;6.92;2.25;8.31;0;0.84;0.39;1.12;21;12.91;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M3030;3;2;2;0;;;;;3.1;2;0;3;0;0;1.1;1;7;5.1;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M3040;3;9;0;3;;;;;2.75;9.93;1;11.07;0.16;0;0.2;0.25;15;12.68;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M3050;11;12;0;5;;;;;7.75;15.63;1;16;4.01;0.58;0.57;1.22;28;23.38;
Q20;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;M3060;1;3;0;0;;;;;1;2.99;0.5;3.49;0;0;0;0;4;3.99;
Q20;2021;140000209;;140000100;M9999;268;219;73;96;;;;;234.91;230.26;43.05;252.26;53.03;33.52;32.64;50.67;656;465.17;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M1010;5;4;2;1;;;;;5.54;4.77;;6.56;;;0.93;2.82;12;10.31;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M1030;;;;;;;;;1.46;0.19;;;;;;1.65;;1.65;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M1040;3;;1;;;;;;3;;;3;;;;;4;3;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M1050;;;1;;;;;;0.6;;;0.6;;;;;1;0.6;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M1070;;;;2;;;;;;0.85;;;;;0.05;0.8;2;0.85;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M1100;1;2;1;;;;;;2.04;1.07;;2.07;;;;1.04;4;3.11;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M1140;3;;;;;;;;3.05;;;2;;;1.05;;3;3.05;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M1150;;;;;;;;;;0.36;;0.36;;;;;;0.36;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M1160;2;;2;;;;;;2.97;;;1.99;;;0.44;0.54;4;2.97;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M1180;;1;;;;;;;;0.8;;0.8;;;;;1;0.8;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M1190;;;;;;;;;;0.2;;0.2;;;;;;0.2;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M1320;;4;;;;;;;;2.02;;2.02;;;;;4;2.02;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M2010;2;;;;;;;;1.12;;;;;;1;0.12;2;1.12;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M2030;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M2080;;1;;;;;;;;1;;1;;;;;1;1;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M2100;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M3011;2;1;;;;;;;2;0.68;;2.68;;;;;3;2.68;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M3020;;;;1;;;;;0.11;0.3;;;;;0.3;0.11;1;0.41;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M3050;1;2;;;;;;;1;1.86;;2.36;0.5;;;;3;2.86;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M3060;;;;;;;;;;0.53;;;;;0.53;;;0.53;
Q20;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;M3070;;1;;;;;;;;1.35;;1.35;;;;;1;1.35;
Q20;2021;140000233;;140000118;M9999;20;17;7;4;;;;;23.89;16.98;;28.99;0.5;;4.3;7.08;48;40.87;
Q20;2021;140000241;CH COTE FLEURIE - SITE D'EQUEMAUVILLE;140026279;M1010;;1;2;1;;;;;0.23;1.81;;1.81;;;;0.23;4;2.04;
Q20;2021;140000241;CH COTE FLEURIE - SITE D'EQUEMAUVILLE;140026279;M1320;;;;2;;;;;;1.5;;1.5;;;;;2;1.5;
Q20;2021;140000241;;140026279;M9999;;1;2;3;;;;;0.23;3.31;;3.31;;;;0.23;6;3.54;
Q20;2021;140000258;POLYCLINIQUE DE DEAUVILLE;140000415;M1010;0;1;1;1;;;;;0.67;0.98;;;;;;;3;1.65;
Q20;2021;140000258;POLYCLINIQUE DE DEAUVILLE;140000415;M1180;2;0;1;0;;;;;2;1;;;;;;;3;3;
Q20;2021;140000258;POLYCLINIQUE DE DEAUVILLE;140000415;M3050;;;;1;;;;;;0.5;;;;;;;1;0.5;
Q20;2021;140000258;;140000415;M9999;2;1;2;2;;;;;2.67;2.48;;;;;;;7;5.15;
Q20;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;M1030;;;;;3;;;;;;;;;;;;;;3
Q20;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;M1040;;;;;;;2;;;;;;;;;;;;2
Q20;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;M1090;;;;;1;1;;;;;;;;;;;;;2
Q20;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;M1150;;;;;;1;;;;;;;;;;;;;1
Q20;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;M1160;;;;;3;;;;;;;;;;;;;;3
Q20;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;M2020;;;;;;;;1;;;;;;;;;;;1
Q20;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;M2030;;;;;4;;;;;;;;;;;;;;4
Q20;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;M2040;;;;;;;;1;;;;;;;;;;;1
Q20;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;M2050;;;;;1;;;;;;;;;;;;;;1
Q20;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;M2070;;;;;;;2;;;;;;;;;;;;2
Q20;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;M2080;;;;;2;;;;;;;;;;;;;;2
Q20;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;M2100;;;;;;;1;;;;;;;;;;;;1
Q20;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;M2120;;;;;2;;;;;;;;;;;;;;2
Q20;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;M3011;;;;;;;2;;;;;;;;;;;;2
Q20;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;M3050;;;1;2;;;;;0.2;1.09;;;;;;;3;1.29;
Q20;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;M3070;;;;;1;;;;;;;;;;;;;;1
Q20;2021;140000290;;140000449;M9999;;;1;2;17;2;7;2;0.2;1.09;;;;;;;3;1.29;28
Q20;2021;140000308;CENTRE HOSPITALIER DE PONT L'EVEQUE;140000134;M1010;;;;1;;;;;0.52;;;;;;;0.52;1;0.52;
Q20;2021;140000308;CENTRE HOSPITALIER DE PONT L'EVEQUE;140000134;M1190;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2021;140000308;CENTRE HOSPITALIER DE PONT L'EVEQUE;140000134;M1320;;;1;1;;;;;0.73;0.53;;;;;;1.26;2;1.26;
Q20;2021;140000308;;140000134;M9999;1;;1;2;;;;;2.25;0.53;;1;;;;1.78;4;2.78;
Q20;2021;140000340;CENTRE SSR BETHARRAM HEROUVILLE;140025800;M1010;0;0;1;5;;;;;0.6;3.1;;;;;;;6;3.7;
Q20;2021;140000340;CENTRE SSR BETHARRAM HEROUVILLE;140025800;M1180;;;1;;;;;;0.45;;;;;;;;1;0.45;
Q20;2021;140000340;CENTRE SSR BETHARRAM HEROUVILLE;140025800;M1320;;2;;1;;;;;0;2.95;;;;;;;3;2.95;
Q20;2021;140000340;CENTRE SSR BETHARRAM HEROUVILLE;140025800;M3040;;;1;;;;;;0.05;;;;;;;;1;0.05;
Q20;2021;140000340;CENTRE SSR BETHARRAM HEROUVILLE;140025800;M3050;;;;1;;;;;;0.5;;;;;;;1;0.5;
Q20;2021;140000340;;140025800;M9999;0;2;3;7;;;;;1.1;6.55;;;;;;;12;7.65;
Q20;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;M1010;;2;;1;;;1;;0.35;2.23;;1;;;0.23;1.35;3;2.58;1
Q20;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;M1040;2;;1;;;;2;;2.8;;;;;;2.6;0.2;3;2.8;2
Q20;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;M1070;;;1;;;;;;0.4;;;;;;;0.4;1;0.4;
Q20;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;M1090;1;1;;1;;;;1;1;1.4;;2;;;;0.4;3;2.4;1
Q20;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;M1150;1;;;;;;;;1;;;1;;;;;1;1;
Q20;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;M1160;1;;2;;;;2;;1.27;;;;;;1;0.27;3;1.27;2
