BOR;AN;FI;RS;FI_EJ;DIM_A1;DIM_A2;DIM_A3;DIM_A4;DIM_A5;DIM_A6;DIM_A7;DIM_A8;DIM_A9;DIM_A10;DIM_A11;DIM_A12;DIM_A13;DIM_A14;DIM_A15;DIM_A16;DIM_A17;DIM_A18;DIM_A19;DIM_A20;DIM_A21;DIM_A22;DIM_A23;DIM_A24;DIM_A25
INFOMED;2021;250000288;CAPIO CLINIQUE SAINT PIERRE PONTARLIER;250000643;;;;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;1;0.1
INFOMED;2021;250000544;CRRF LES SALINS DE BREGILLE;250002284;;;;;;;;1;;;;;0;0;0;0;0;0;;;0;;;0;0.1
INFOMED;2021;250000627;CH PAUL NAPPEZ MORTEAU;250000221;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;250000700;0.5;
INFOMED;2021;250000635;CH SAINTE CROIX BAUME LES DAMES;250000239;;;1;;;;;;1;;;;1;0;1;1;1;0;0;0;0;0;;;
INFOMED;2021;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;;;1;;;;;;1;;1;;0;0;0;0;0;1;1;0;;0;;3.41;0.85
INFOMED;2021;250000718;CHS NOVILLARS;250000460;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;1;0.83
INFOMED;2021;250000726;CH SAINT LOUIS ORNANS;250000478;;;1;;;;;;1;;;;0;0;0;1;1;1;1;1;1;1;210780581;0.7;0.01
INFOMED;2021;250000759;CENTRE DE SOINS TILLEROYES;250000569;;;;;;;;;1;;;;0;0;0;0;0;1;1;1;0;1;250007598;1;0.5
INFOMED;2021;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;;;;;;;1;;;;;;0;0;0;0;0;1;1;1;0;0;;0.4;
INFOMED;2021;250006954;CHRU JEAN MINJOZ;250000015;;1;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;0;;15.14;3
INFOMED;2021;250011848;POLYCLINIQUE DE FRANCHE COMTE;690046347;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;1.67;1
INFOMED;2021;250012069;HOSPITALIA MUTUALITE HAD PONTARLIER;250017803;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;1;0.5
INFOMED;2021;250016003;CRCPFC LES HAUTS DE CHAZAL;250006335;;;;;;;;;1;;;;;;;;;1;0;0;;;700000045;0.4;0.16
INFOMED;2021;250016037;HOSPITALIA MUTUALITE HAD ETUPES;250017803;;;;;;1;;;;;;;0;0;0;0;0;0;;;0;0;;0.5;0.5
INFOMED;2021;250016045;HOSPITALIA MUTUALITE HAD;250017803;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;1;0.5
INFOMED;2021;250021078;CLINIQUE DU PAYS DE MONTBELIARD;250021060;;1;;;;;;1;;;;;0;0;0;0;0;0;0;0;1;0;;0.4;0.1
INFOMED;2021;260000013;CH DE VALENCE;260000021;;;1;;;;;1;;;;;0;0;0;0;0;1;0;0;0;0;;7.1;1.8
INFOMED;2021;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;;;1;;;;;;1;;;;0;;0;0;0;0;0;0;0;0;;3;1
INFOMED;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;;1;;1;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;6.78;1.8
INFOMED;2021;260000146;CH DE CREST;260000054;;;1;;;1;;;;;;;0;0;0;0;0;0;;;1;1;260000013;1.9;0.3
INFOMED;2021;260000153;LADAPT CSSR LA BAUME D'HOSTUN;930019484;;;;;;;1;;;;;;0;0;0;1;1;0;0;0;0;0;;0.5;0.05
INFOMED;2021;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;;;1;;;;;;1;;;;0;0;0;0;0;1;0;1;0;0;;0.2;0.1
INFOMED;2021;260000260;CLINIQUE LA PARISIERE;260000377;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;1.57;0.05
INFOMED;2021;260000278;CH DE BUIS LES BARONNIES;260000096;1;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;1;260000047;0.6;0.09
INFOMED;2021;260000286;CH DE DIE;260000104;;;1;;;;;;1;;;;0;0;1;1;0;1;1;0;0;0;;0.6;
INFOMED;2021;260000302;ETABLISSEMENT MEDICAL LA TEPPE;260000161;;;;;;;;;;;;1;1;0;1;1;1;0;0;0;0;0;;0.4;0
INFOMED;2021;260000682;LADAPT CMPR LES BAUMES;930019484;;;;;;;1;;;;;;0;0;0;1;1;0;;;0;0;;0.5;0.1
INFOMED;2021;260000823;CH DROME-VIVARAIS - SITE DE MONTELEGER;260003264;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;1;0;;0.6;0.5
INFOMED;2021;260003017;CLINIQUE KENNEDY;260000781;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;1;070780424;2.2;0.2
INFOMED;2021;260006267;CLINIQUE GENERALE VALENCE;070000245;1;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;3.33;0.4
INFOMED;2021;260017454;DIEULEFIT SANTE;260016761;;;;;;;1;;;;;;;;;1;;0;0;0;0;1;260000047;0.1;0.1
INFOMED;2021;260021795;SSR LE SAFRAN LADAPT;930019484;;;;;;;1;;;;;;0;0;0;1;1;0;;;0;0;;1;0.1
INFOMED;2021;270000045;CH BERNAY;270000060;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;270023724;2;0.06
INFOMED;2021;270000326;HOPITAL PRIVE PASTEUR EVREUX;270000680;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;1;0.2
INFOMED;2021;270000342;CMPR LA LOVIERE LOUVIERS;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;270000359;CH EVREUX CH EURE-SEINE;270023724;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;7.87;3.15
INFOMED;2021;270000367;CH GISORS;270000086;;;1;;;;;;1;;;;;1;;;1;0;0;0;0;1;;2;0
INFOMED;2021;270000417;CTRE DE CONVALESCENCE L'HOSTREA NOYERS;760025734;;;;;;;1;;;;;;1;1;1;1;1;0;;;0;0;;;
INFOMED;2021;270000425;CH PONT-AUDEMER;270000102;;;1;1;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;1.5;
INFOMED;2021;270000433;CLINIQUE LE VALLON;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;;;1;;;1;;;1;;;;0;0;0;0;0;0;;;1;1;270023724;1;0.15
INFOMED;2021;270000458;CH VERNON CH EURE-SEINE;270023724;;;1;;;;;;1;;;;0;0;0;0;0;0;;;0;0;;1;
INFOMED;2021;270000482;CH PIERRE HURABIELLE BOURG-ACHARD;270000144;;;;;;;;1;;;;;0;0;1;1;1;0;;;0;0;;0.05;
INFOMED;2021;270000573;NOUVEL HOPITAL DE NAVARRE;270000219;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;;;2.8;0.1
INFOMED;2021;270000862;CLINIQUE BERGOUIGNAN;270000953;;;1;;;;;;;;;;0;0;0;0;0;0;;;;0;;1;1
INFOMED;2021;270000870;CLINIQUE LES BRUYERES BROSVILLE;920031770;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;270000896;CMPR LADAPT ST ANDRE DE L'EURE;930019484;;;;;;;1;;;;;;0;0;0;0;0;0;;;0;0;;0.39;0.04
INFOMED;2021;270000912;HOPITAL LA MUSSE ST SEBASTIEN/MORSENT;750814030;;;;;;;;1;;;;;0;0;0;1;1;1;1;0;1;0;;4.7;0.1
INFOMED;2021;270016058;HAD EURE SEINE;750047367;;;;;1;;;;;;;;0;0;0;0;0;0;;;0;0;;0.4;0.05
INFOMED;2021;270025984;CLINIQUE LA MARE Ô DANS;270029275;;;;;;;;;;;1;;0;0;0;0;1;0;0;0;0;0;;;
INFOMED;2021;270027279;CLINIQUE DES PORTES DE L'EURE;270027881;;;;;;;;;;;;1;0;0;0;0;0;1;0;1;0;0;;0.2;0.05
INFOMED;2021;280000050;CH BONNEVAL;280000142;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;0;;2;0.11
INFOMED;2021;280000084;CH DREUX;280000183;1;;;;;;1;;;1;;;0;0;0;0;0;0;;;1;;;4;0
INFOMED;2021;280000100;CH DE LA LOUPE;280000225;;;1;;;;;1;;;;;1;1;1;1;1;1;1;1;0;1;280000662;0.2;0.05
INFOMED;2021;280000266;CRF BEAUROUVRE SITE DE BLANDAINVILLE;450018106;;;;;;;;1;;;;;0;0;0;0;0;1;0;0;0;0;;0.2;0
INFOMED;2021;280000431;KORIAN PARC DE GASVILLE;310021167;;;;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;0.1;0.1
INFOMED;2021;280000449;PÔLE MÉDICAL MAISON BLANCHE;920030269;;1;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;280000662;CH CHATEAUDUN;280500075;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;1;0;;2;0.6
INFOMED;2021;280001678;ASSAD HAD D'EURE ET LOIR;370001638;;1;;;1;;;;;;;;0;0;0;0;0;0;0;0;0;0;;;0.07
INFOMED;2021;280007261;HDJ CRF BEAUROUVRE SITE DU COUDRAY;450018106;;;;;;;1;;;;;;0;0;0;0;0;0;;;;0;;0.2;0
INFOMED;2021;280502741;A.I.R.B.P IRC CHARTRES;280000852;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;;0.02;0
INFOMED;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;1;1;280000662;4.42;0.2
INFOMED;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;1;;;;;;1;;;1;;;0;0;0;1;1;0;0;0;0;0;;8;1.78
INFOMED;2021;280504689;NEPHROCARE VERNOUILLET;940000060;;1;;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;690000278;;
INFOMED;2021;280505264;CLINIQUE LA BOISSIÈRE;280006370;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;0;;0.4;
INFOMED;2021;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;;1;;;;;;;;;;;1;1;1;1;1;0;0;0;1;0;;2.5;
INFOMED;2021;280506015;LE C.A.L.M.E. ILLIERS COMBRAY;280001264;;;;;;;;1;;;;;0;0;0;0;0;1;1;1;1;0;;0.9;0.05
INFOMED;2021;290000025;CHIC QUIMPER;290020700;;1;;;;;;;;;;;0;0;0;1;0;0;0;0;1;0;;10.86;0.23
INFOMED;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;;;1;;;;;1;;1;;;0;0;0;0;0;1;0;0;1;0;;4.5;1.27
INFOMED;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;;1;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;3;0
INFOMED;2021;290000140;CLINIQUE PASTEUR LANROZE;290000447;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;3;
INFOMED;2021;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;;;1;;;;;;1;1;;;0;0;0;0;0;1;1;1;1;0;;2;1
INFOMED;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;;;1;;;;;1;;;;;0;0;0;0;0;1;;0;1;1;290020700;2.75;0.05
INFOMED;2021;290000207;CLINIQUE ST MICHEL ET STE ANNE;290029974;;1;;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;2.14;0.4
INFOMED;2021;290000215;POLYCLINIQUE QUIMPER SUD;290029974;;1;;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;2.23;0.4
INFOMED;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;1.8;0
INFOMED;2021;290000272;CENTRE HOSPITALIER CROZON;290000090;;1;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;0.5;
INFOMED;2021;290000322;CENTRE HOSPITALIER LESNEVEN;290000108;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;1;1;290000017;0.5;0.1
INFOMED;2021;290000363;CLINIQUE DE KERFRIDEN;920030269;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;290000371;CLINIQUE LES GLENANS;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;290000389;CENTRE HOSPITALIER LANMEUR;290000116;;;1;;;;;;1;;;;0;0;1;1;1;1;0;0;0;0;;0.6;0.1
INFOMED;2021;290000686;CENTRE DE SOINS DE SUITE DE KERAMPIR;440042844;;;;;;;;1;;;;;0;0;0;0;0;1;1;1;0;0;;0.2;0.15
INFOMED;2021;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;;1;;;;;1;;;1;;;0;0;0;0;0;1;1;0;1;0;;4;1.06
INFOMED;2021;290000744;CLINIQUE PEN AN DALAR;290001007;;;;;;;;;;;1;;0;0;0;0;0;1;0;0;0;0;;0.5;
INFOMED;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;;;1;;;1;;;1;;;1;0;0;0;0;0;1;1;0;1;0;;2.02;1
INFOMED;2021;290000827;FONDATION ILDYS SITE DE TY-YANN;290000546;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;0.3;
INFOMED;2021;290000850;STE BRESTOISE REIN ARTIFICIEL;920033578;;;1;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.05;0.05
INFOMED;2021;290000918;EPSM FINISTERE SUD SITE QUIMPER;290000298;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;1.9;0.8
INFOMED;2021;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;;;1;;;;1;;;1;;;0;0;0;0;0;1;0;0;0;0;;4.95;
INFOMED;2021;290000975;FONDATION ILDYS SITE DE PERHARIDY;290000546;;1;;;1;;;;;;;;0;0;0;0;0;1;1;0;0;0;;2.2;0.6
INFOMED;2021;290000983;FONDATION ILDYS SITE ST LUC;290000546;;;;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;;
INFOMED;2021;290001015;CENTRE HOSPITALIER ST RENAN;290000751;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;0.3;
INFOMED;2021;290002344;POLE RÉADAPT DE CORNOUAILLE SAINT YVI;440042844;;;;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;0.5;0.25
INFOMED;2021;290003953;CRF DE TREBOUL;920030269;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;;1;920030269;1;0.1
INFOMED;2021;290004142;CLINIQUE DU GRAND LARGE;290022508;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;1.1;
INFOMED;2021;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;;1;;;;;;;;1;;;1;0;0;0;0;0;0;0;0;0;;13.5;1.5
INFOMED;2021;290004340;CHRU BREST SITE HOPITAL BOHARS;290000017;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;0;;0.4;0.5
INFOMED;2021;290004365;CHU BREST SITE GUILERS;290000017;;;1;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;0.6;0.2
INFOMED;2021;290007905;MAISON D'ENFANTS A CARACTERE SANITAIRE;750826307;;;;;;;;;1;;;;0;0;0;0;0;1;0;1;0;0;;0.03;0.01
INFOMED;2021;290019777;POLYCLINIQUE DE KERAUDREN;290022508;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;4.21;
INFOMED;2021;290023431;SAS CLINIQUE DE LA BAIE;290001049;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;2;0.01
INFOMED;2021;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;;;;;;1;;;;;;;0;0;0;0;0;0;;;1;0;;1;
INFOMED;2021;290036466;POLE READAPT DE CORNOUAILLE CONCARNEAU;440042844;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;0.27;0.2
INFOMED;2021;290036474;POLE RÉADAPT DE CORNOUAILLE QUIMPER;440042844;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;0;;0.27;0.2
INFOMED;2021;290037548;MAISON SAINT JOSEPH;220020739;;;;;;;;;1;;;;0;0;0;0;0;1;0;1;0;0;;0.21;0.08
INFOMED;2021;2A0000022;CH ND LA MISERICORDE;2A0000014;;1;;;;;1;;;;;;0;0;0;0;1;0;0;0;0;0;;7;1
INFOMED;2021;2A0000030;CRF ET MAISON DE REPOS DU FINOSELLO;2A0000048;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2021;2A0000139;CLINISUD;2A0000063;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;0;;2;1
INFOMED;2021;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;;;1;;;;;;;;;;1;1;1;;1;0;;;0;0;;2;0.5
INFOMED;2021;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;1;;;;;;;;;;;;1;1;1;1;1;0;0;0;0;1;2B0004089;;
INFOMED;2021;2A0000261;CENTRE REPOS CONVALESCENCE;2A0000279;;;;;;;;;1;;;;0;0;1;1;1;0;0;0;0;0;;;0.11
INFOMED;2021;2A0000287;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0000386;;;1;;;;;1;;;1;;0;0;0;0;0;1;1;0;0;0;;2;0.9
INFOMED;2021;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;;;;;;1;;;;;;;0;0;0;0;0;1;0;1;0;1;2A0000014;0.05;0.05
INFOMED;2021;2A0002051;CRF LES MOLINI;2A0000303;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.75;0.25
INFOMED;2021;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;;1;;;;;;1;;1;;;0;0;0;0;0;1;0;1;0;0;;6.11;0.41
INFOMED;2021;2B0000038;CH CORTE;2B0004246;;;1;;;1;;;1;;;;1;0;0;0;0;1;1;1;0;1;;2;
INFOMED;2021;2B0000079;CLINIQUE DR FILIPPI;2B0000046;;;1;;;;;;;;;;0;0;0;0;0;0;;;;0;;0.17;0.17
INFOMED;2021;2B0000392;POLYCLINIQUE DE FURIANI;2B0000129;;;1;;;;;;;;;;1;0;0;1;1;1;1;1;1;0;;2;0.1
INFOMED;2021;2B0001739;HAD DE CORSE;2B0001689;;;;;;1;;;;;;;0;0;0;0;0;1;0;1;0;0;;;
INFOMED;2021;2B0003016;CLINIQUE DU CAP;2B0003990;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2021;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.1;0.1
INFOMED;2021;2B0003917;CENTRE JOUR VILLA SAN ORNELLO;2B0003891;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;;
INFOMED;2021;2B0004113;CLINIQUE SAN ORNELLO;2B0000467;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;;0.2;0.2
INFOMED;2021;2B0005359;CH CALVI;2B0005342;;;1;;;;;;;;;;0;0;1;1;1;0;0;0;1;1;200200020;0.8;0.2
INFOMED;2021;300000023;CH ALES CEVENNES;300780046;;;1;;;;;;1;1;;;0;0;0;0;0;0;0;;0;0;;6.37;1
INFOMED;2021;300000031;CH LOUIS PASTEUR;300780053;;1;;;;1;;;;;;;0;0;0;0;0;1;1;0;0;0;;3.27;1.1
INFOMED;2021;300000049;CH BEAUCAIRE;130028228;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.5;0.1
INFOMED;2021;300000056;CH PONT ST ESPRIT;300780079;;1;;1;;;;1;;;;;0;0;0;1;1;0;0;0;;1;300780053;;
INFOMED;2021;300000072;CH LE VIGAN;300780095;;;1;;;;;;1;;;;0;0;0;0;0;1;0;0;0;0;;0.6;0.2
INFOMED;2021;300000080;HOSPIT COMPLETE CH LE MAS CAREIRON;300780103;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;1.97;0.2
INFOMED;2021;300000478;CH LES CHATAIGNIERS;300781010;;;1;;;;;1;;;;;0;0;0;0;0;1;1;0;1;1;300780046;0.28;
INFOMED;2021;300002128;CHATEAU DE COULORGUES;300000247;;;;;;;;;;;;1;0;0;0;0;0;1;1;1;1;0;;0.5;0.1
INFOMED;2021;300002169;SSR GERIATRIQUE LES CADIERES;780020715;;;;;;;;1;;;;;1;0;0;1;1;0;;;0;0;;0.05;0.3
INFOMED;2021;300002508;CL DU GRAND AVIGNON;300000213;;1;;;;;;;;;;;0;0;0;1;1;1;1;0;0;0;;0.03;0.04
INFOMED;2021;300008588;NEPHROCARE HEMODIALYSE CENTRE NIMES;940023849;;1;;;;;;;;;;;0;1;1;1;1;0;;;0;1;340780667;0.01;0.02
INFOMED;2021;300008638;NEPHROCARE UDM BAGNOLS SUR CEZE;940023849;;1;;;;;;;;;;;0;1;1;1;1;0;;;0;1;340780667;0.01;0.01
INFOMED;2021;300012309;ADENE HAD NIMES;340027937;;;;;;1;;;;;;;0;0;0;1;1;1;0;1;0;0;;0.33;0.2
INFOMED;2021;300012358;CENTRE MEDICAL DE L'EGREGORE UGECAM;340015171;;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;1;0.1
INFOMED;2021;300013745;ADENE HAD ALES;340027937;;;;;;1;;;;;;;0;0;0;1;1;1;0;1;0;0;;0.33;0.2
INFOMED;2021;300013778;HAD 3G SANTE NIMES;300013760;;;;;;1;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.2;0.2
INFOMED;2021;300014040;GCS CTRE REEDUC GARD RHODANIEN;300014024;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;1;340780667;0.5;0.1
INFOMED;2021;300017209;KENVAL ICG;300000726;;1;;;;;;;;;;;1;0;0;0;0;0;0;0;1;0;;0.4;0.1
INFOMED;2021;300017423;CENTRE MEDICAL DE L'EGREGORE AUDAVIE;380804542;;;;;;;1;;;;;;0;0;0;0;0;0;0;0;0;0;;0.65;0.1
INFOMED;2021;300017498;CL AMBULATOIRE DE LA CEZE;300000155;;;1;;;;;;;;;;0;0;0;0;0;0;;;0;1;340780667;0.5;0.1
INFOMED;2021;300780111;SSR FILIERIS LA POMAREDE;750050759;;;;;;;;;1;;;;0;0;0;0;0;0;;;0;0;;;0.2
INFOMED;2021;300780137;NOUVELLE CL BONNEFON;920028396;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;0;0;;1;0.25
INFOMED;2021;300780152;NOUVEL HOPITAL PRIVE LES FRANCISCAINES;300017985;;;1;;;;;;;;;;0;0;0;0;0;1;1;1;1;0;;2.5;0.2
INFOMED;2021;300780210;CL BELLE RIVE;300000148;;;;;;;;;;;;1;0;0;0;0;0;1;1;1;0;0;;1;0.1
INFOMED;2021;300780244;CL DU PONT DU GARD;920030269;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;300780269;CL LES SOPHORAS;300000197;;;;;;;;;;;;1;0;0;0;0;0;1;0;1;0;0;;0.06;0.06
INFOMED;2021;300780285;CL VALDEGOUR;300000726;;;;;;;1;;;;;;0;0;0;0;0;0;;;0;0;;0.5;0.02
INFOMED;2021;300780442;CSSR LES CHATAIGNIERS;300017464;;;;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;0.4;0.1
INFOMED;2021;300780491;CL LES OLIVIERS;340016963;;;;;;;;1;;;;;0;0;1;1;1;1;0;0;0;0;;0.04;
INFOMED;2021;300781424;CL LA CAMARGUE MONT DUPLAN;300000692;;;;;;;;;;1;;;0;0;0;0;0;0;;;0;0;;0;0
INFOMED;2021;300781465;POLYCL KENNEDY;300000726;;1;;;;;;;;;;;1;1;1;1;1;0;0;0;1;0;;1;
INFOMED;2021;300782117;CHU NIMES CAREMEAU;300780038;;;1;;;;;1;;;1;;0;0;0;0;0;0;0;0;0;1;300012580;22.06;2.65
INFOMED;2021;300786274;INSTITUT REINSERTION AVEUGLES ARAMAV;300786266;;;;;;;;1;;;;;0;0;1;1;1;0;0;0;0;0;;0;0.05
INFOMED;2021;300788502;POLYCL GRAND SUD;300017985;;1;;;;;;;;;;;1;0;1;1;1;1;1;1;0;0;;1.92;0
INFOMED;2021;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;1;310180013;4.74;0.9
INFOMED;2021;310000336;CH REVEL;310780713;;;;;;;;1;;;;;0;0;0;0;1;1;1;0;0;0;;;
INFOMED;2021;310000369;CH GERARD MARCHANT;310780754;;;;;;;;;;1;;;0;0;0;0;0;1;1;0;0;0;;3.44;1
INFOMED;2021;310013628;CH MURET;310786256;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;1;310781406;1.16;0
INFOMED;2021;310014329;SSR DEF VISUELS BASSE VISION A MATHIS;310781562;;;;;;;1;;;;;;0;0;0;0;0;1;1;0;0;0;;0.13;0.07
INFOMED;2021;310020938;CL KORIAN VAL DE SAUNE;750056335;;;;;;;;1;;;;;0;0;0;0;0;1;0;1;0;0;;0.2;0.1
INFOMED;2021;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;1;;;;;;;1;;;;;1;1;1;1;1;0;0;0;1;0;;2.25;0.2
INFOMED;2021;310023007;CL LA RECOUVRANCE;810005678;;;;;;;;;1;;;;0;0;0;0;0;1;1;1;1;0;;0.2;0.2
INFOMED;2021;310026083;CL RIVE GAUCHE;310026075;1;;;;;;;;;;;;1;0;0;0;0;1;1;0;1;;;5.5;0.75
INFOMED;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;;;1;;;;;;1;;;;0;0;0;0;0;1;1;0;0;0;;7.2;0.2
INFOMED;2021;310780119;CL DE MONTBERON;310000047;;;;;;;;;;1;;;0;0;0;0;0;0;0;0;0;0;;0.4;0.4
INFOMED;2021;310780143;CL DU CHATEAU DE SEYSSES;920030269;;;;;;;;;;;1;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;310780150;CL MEDIPOLE GARONNE;310788799;;;1;;;;;;1;;;;0;0;0;0;0;0;0;0;0;0;;3.34;0.21
INFOMED;2021;310780234;CL DU CABIROL;920030871;;;;;;;;1;;;;;0;0;0;0;0;0;0;0;0;1;920030269;0.3;0.1
INFOMED;2021;310780259;CL PASTEUR;310000096;;;1;;;1;;;;;;;0;0;0;0;0;1;0;1;0;0;;13.6;1
INFOMED;2021;310780283;CL DE L'UNION;310000112;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;0;;;16.75;0
INFOMED;2021;310780358;MAISON DE SANTE DE MAILHOL;310000146;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;0.3;0.2
INFOMED;2021;310780366;CL MONIE;310000153;;;1;;;;;1;;;;;0;0;0;0;0;1;1;0;0;0;;1;0.33
INFOMED;2021;310780374;CL DU CHATEAU DE VERNHES;310000161;;;;;;;;1;;;;;0;0;0;0;0;1;1;1;1;0;;1.5;0.05
INFOMED;2021;310780382;CL AMBROISE PARE;310000179;;;1;;;;;;;;;;0;0;0;0;0;1;1;0;1;0;;3.67;0.71
