BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPAS;ETP;GAR;AST
BLOCS_P;2021;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;NAUT;5;;5.6;0;0
BLOCS_P;2021;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;M1030;1;16;13;1;1
BLOCS_P;2021;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;M200H;41;5;46;0;1
BLOCS_P;2021;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;N2200;24;17;32.32;0;1
BLOCS_P;2021;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;N2310;5;1;5.8;0;0
BLOCS_P;2021;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;N2510;7;1;7.8;0;0
BLOCS_P;2021;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;N4160;3;;3;0;0
BLOCS_P;2021;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;NAUT;16;;16;0;0
BLOCS_P;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;M100H;9;1;9.2;0;1
BLOCS_P;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;M1030;19;;19;1;1
BLOCS_P;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;M200H;69;5;70.4;0;1
BLOCS_P;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2200;53;23;62.98;;
BLOCS_P;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2320;11;5;13.49;;
BLOCS_P;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N2510;7;1;6.55;;
BLOCS_P;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;N4160;6;;6.39;;
BLOCS_P;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;NAUT;3;;3.16;;
BLOCS_P;2021;140018730;POLYCLINIQUE DE LISIEUX;140000423;M100H;1;0;1;0;1
BLOCS_P;2021;140018730;POLYCLINIQUE DE LISIEUX;140000423;M1030;1;0;1;0;1
BLOCS_P;2021;140018730;POLYCLINIQUE DE LISIEUX;140000423;M200H;8;4;10;0;1
BLOCS_P;2021;140018730;POLYCLINIQUE DE LISIEUX;140000423;N2200;8;1;8.75;0;1
BLOCS_P;2021;140018730;POLYCLINIQUE DE LISIEUX;140000423;N2310;2;0;2;0;0
BLOCS_P;2021;140018730;POLYCLINIQUE DE LISIEUX;140000423;N2510;4;0;4.76;0;1
BLOCS_P;2021;140018730;POLYCLINIQUE DE LISIEUX;140000423;N4160;1;0;1;0;0
BLOCS_P;2021;140018730;POLYCLINIQUE DE LISIEUX;140000423;NAUT;7;2;6.98;0;0
BLOCS_P;2021;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;M100H;;8;1.22;0;0
BLOCS_P;2021;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;M1030;4;2;5.56;1;0
BLOCS_P;2021;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;M200H;;13;2.97;0;1
BLOCS_P;2021;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;N2200;1;;1;0;1
BLOCS_P;2021;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;N2310;10;2;10.13;0;1
BLOCS_P;2021;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;N2320;9;6;13.58;0;1
BLOCS_P;2021;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;N2510;9;1;9.35;0;0
BLOCS_P;2021;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;N4160;1;;1;0;0
BLOCS_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;M100H;1;1;1.7;0;0
BLOCS_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;M1030;2;;2;0;
BLOCS_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;M200H;6;6;7.35;0;1
BLOCS_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;N2200;9;;10.09;;1
BLOCS_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;N2510;2;;2.15;;
BLOCS_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;N4160;1;;1;;
BLOCS_P;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;NAUT;6;;5.21;;
BLOCS_P;2021;150000032;CH DE SAINT-FLOUR;150780088;M100H;1;1;0.45;0;1
BLOCS_P;2021;150000032;CH DE SAINT-FLOUR;150780088;M1030;2;2;1.74;0;1
BLOCS_P;2021;150000032;CH DE SAINT-FLOUR;150780088;M200H;5;3;1.82;0;1
BLOCS_P;2021;150000032;CH DE SAINT-FLOUR;150780088;N2200;8;1;7.95;0;1
BLOCS_P;2021;150000032;CH DE SAINT-FLOUR;150780088;N2310;7;0;7;0;1
BLOCS_P;2021;150000032;CH DE SAINT-FLOUR;150780088;N2320;4;0;4;0;1
BLOCS_P;2021;150000032;CH DE SAINT-FLOUR;150780088;N2510;1;1;1.2;0;0
BLOCS_P;2021;150000032;CH DE SAINT-FLOUR;150780088;N4160;0;1;0.75;0;0
BLOCS_P;2021;150000032;CH DE SAINT-FLOUR;150780088;NAUT;3;0;3.05;0;0
BLOCS_P;2021;150000040;CH HENRI MONDOR;150780096;M100H;33;4;6.5;0;1
BLOCS_P;2021;150000040;CH HENRI MONDOR;150780096;M1030;10;4;9.94;1;0
BLOCS_P;2021;150000040;CH HENRI MONDOR;150780096;M200H;48;8;3.44;0;1
BLOCS_P;2021;150000040;CH HENRI MONDOR;150780096;N2200;12;14;19.5;;
BLOCS_P;2021;150000040;CH HENRI MONDOR;150780096;N2310;11;3;14.13;;
BLOCS_P;2021;150000040;CH HENRI MONDOR;150780096;N2320;15;2;14.97;;
BLOCS_P;2021;150000040;CH HENRI MONDOR;150780096;N2510;9;5;11.54;;
BLOCS_P;2021;150000040;CH HENRI MONDOR;150780096;N4130;0;1;0.8;;
BLOCS_P;2021;150000040;CH HENRI MONDOR;150780096;N4160;1;1;1.1;;
BLOCS_P;2021;150000040;CH HENRI MONDOR;150780096;NAUT;0;3;1.63;;
BLOCS_P;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;N2200;13;9;18.6;;
BLOCS_P;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;N2310;3;3;5.86;;
BLOCS_P;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;N2320;3;1;4.06;;
BLOCS_P;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;N2510;2;2;3.34;;
BLOCS_P;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;N4130;1;;1;;
BLOCS_P;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;N4160;1;;1;;
BLOCS_P;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;NAUT;17;;13.25;;
BLOCS_P;2021;160000170;CLINIQUE SAINT JOSEPH ANGOULEME;160000204;M100H;3;6;3.43;;
BLOCS_P;2021;160000170;CLINIQUE SAINT JOSEPH ANGOULEME;160000204;M1030;5;1;5.8;;
BLOCS_P;2021;160000170;CLINIQUE SAINT JOSEPH ANGOULEME;160000204;M200H;12;4;12.53;;
BLOCS_P;2021;160000170;CLINIQUE SAINT JOSEPH ANGOULEME;160000204;N2200;19;2;18.41;;1
BLOCS_P;2021;160000170;CLINIQUE SAINT JOSEPH ANGOULEME;160000204;N2320;2;;1.68;;
BLOCS_P;2021;160000170;CLINIQUE SAINT JOSEPH ANGOULEME;160000204;NAUT;10;1;10.32;;1
BLOCS_P;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;M100H;4;;0.61;0;1
BLOCS_P;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;M1030;4;10;3.75;1;0
BLOCS_P;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;M200H;19;3;6.7;0;1
BLOCS_P;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N2200;10;3;13.09;0;0
BLOCS_P;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N2310;20;3;17.99;1;0
BLOCS_P;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N2320;13;1;14.53;1;1
BLOCS_P;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N2510;10;;8.74;0;0
BLOCS_P;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;N4160;5;;2.22;0;0
BLOCS_P;2021;160000253;CENTRE HOSPITALIER D'ANGOULEME;160000451;NAUT;5;2;4.17;0;0
BLOCS_P;2021;160000279;CLINIQUE DE COGNAC;160000212;M100H;7;1;8.75;0;0
BLOCS_P;2021;160000279;CLINIQUE DE COGNAC;160000212;M1030;2;1;3;;1
BLOCS_P;2021;160000279;CLINIQUE DE COGNAC;160000212;M200H;5;1;5.31;;1
BLOCS_P;2021;160000279;CLINIQUE DE COGNAC;160000212;N2200;13;1;12.32;0;1
BLOCS_P;2021;160000279;CLINIQUE DE COGNAC;160000212;N2310;0;4;0.76;0;0
BLOCS_P;2021;160000279;CLINIQUE DE COGNAC;160000212;N4160;1;;1;0;0
BLOCS_P;2021;160000279;CLINIQUE DE COGNAC;160000212;NAUT;7;3;10.4;0;0
BLOCS_P;2021;160000303;CH HOPITAUX SUD-CHARENTE;160006037;M200H;1;;;0;0
BLOCS_P;2021;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;M100H;1;0;0.2;0;0
BLOCS_P;2021;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;N2320;1;;0.2;0;0
BLOCS_P;2021;160000337;CENTRE HOSPITALIER DE RUFFEC;160000493;N2510;1;;0.4;0;0
BLOCS_P;2021;160013207;CENTRE CLINICAL SA;160001632;M100H;10;1;10.4;0;1
BLOCS_P;2021;160013207;CENTRE CLINICAL SA;160001632;M1030;7;2;8;0;1
BLOCS_P;2021;160013207;CENTRE CLINICAL SA;160001632;M200H;43;1;43.8;0;1
BLOCS_P;2021;160013207;CENTRE CLINICAL SA;160001632;N2200;38;7;40.88;;1
BLOCS_P;2021;160013207;CENTRE CLINICAL SA;160001632;N2310;7;;7;;1
BLOCS_P;2021;160013207;CENTRE CLINICAL SA;160001632;N2320;2;;2;;1
BLOCS_P;2021;160013207;CENTRE CLINICAL SA;160001632;N2510;1;;1;;0
BLOCS_P;2021;160013207;CENTRE CLINICAL SA;160001632;N4160;3;;3;;1
BLOCS_P;2021;160013207;CENTRE CLINICAL SA;160001632;NAUT;15;3;17;;1
BLOCS_P;2021;160015368;HOPITAUX DU GRAND COGNAC;160014411;M200H;3;;0.13;;
BLOCS_P;2021;160015368;HOPITAUX DU GRAND COGNAC;160014411;N2200;1;1;1;;
BLOCS_P;2021;160015368;HOPITAUX DU GRAND COGNAC;160014411;N2310;3;;3;;
BLOCS_P;2021;160015368;HOPITAUX DU GRAND COGNAC;160014411;N2320;3;;2.17;;
BLOCS_P;2021;160015368;HOPITAUX DU GRAND COGNAC;160014411;N4160;1;;0.2;;
BLOCS_P;2021;160015368;HOPITAUX DU GRAND COGNAC;160014411;NAUT;1;;1;;
BLOCS_P;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;M100H;4;;0.8;0;1
BLOCS_P;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;M1030;3;;3.02;0;1
BLOCS_P;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;M200H;4;7;2;0;1
BLOCS_P;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;N2200;9;2;10.84;0;1
BLOCS_P;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;N2310;4;2;4.17;0;1
BLOCS_P;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;N2320;4;1;4.73;0;1
BLOCS_P;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;N2510;5;1;5.8;0;1
BLOCS_P;2021;170000038;CENTRE HOSPITALIER JONZAC;170780050;NAUT;2;;2;0;0
BLOCS_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;M100H;5;4;6.8;0;1
BLOCS_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;M1030;16;2;17.6;1;0
BLOCS_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;M200H;19;20;35.98;0;1
BLOCS_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2200;13;5;17.93;;
BLOCS_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2310;21;18;28.83;1;1
BLOCS_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2320;19;2;19.25;1;1
BLOCS_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N2510;26;10;33.36;;
BLOCS_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N4130;;1;0.57;;
BLOCS_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;N4160;3;;3;1;
BLOCS_P;2021;170000087;HOPITAL SAINT-LOUIS - LA ROCHELLE;170024194;NAUT;11;5;13.87;;
BLOCS_P;2021;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;M100H;2;;0.33;0;0
BLOCS_P;2021;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;M1030;2;;2.07;0;0
BLOCS_P;2021;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;M200H;9;1;1.31;0;0
BLOCS_P;2021;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;N2200;8;2;6.88;0;0
BLOCS_P;2021;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;N2310;5;1;4.72;0;0
BLOCS_P;2021;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;N2320;1;1;1.66;0;0
BLOCS_P;2021;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;N2510;5;1;4.92;0;0
BLOCS_P;2021;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;N4160;1;;0.2;0;0
BLOCS_P;2021;170000095;CENTRE HOSPITALIER ST-JEAN D'ANGELY;170780167;NAUT;1;;0.29;0;0
BLOCS_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;M100H;8;;1.31;0;1
BLOCS_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;M1030;5;2;5.42;0;1
BLOCS_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;M200H;25;;5.58;0;1
BLOCS_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2200;29;7;35.86;0;0
BLOCS_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2310;18;4;20.13;1;1
BLOCS_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2320;15;2;14.71;1;1
BLOCS_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N2510;29;0;22.04;0;0
BLOCS_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;N4130;;1;0.86;0;0
BLOCS_P;2021;170000103;CTRE HOSP. DE SAINTONGE - SAINTES;170780175;NAUT;9;6;9;;0
BLOCS_P;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;M100H;;4;0.76;0;0
BLOCS_P;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;M1030;1;;1.38;0;0
BLOCS_P;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;N2200;2;;2;0;0
BLOCS_P;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;N2310;2;;0.24;0;0
BLOCS_P;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;N2510;1;;1;0;0
BLOCS_P;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;NAUT;1;;1;0;0
BLOCS_P;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;M100H;3;;3;0;0
BLOCS_P;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;M1030;9;1;9.5;1;0
BLOCS_P;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;M200H;11;27;18.6;1;1
BLOCS_P;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;N2200;19;5;20.46;1;1
BLOCS_P;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;N2310;13;10;17.47;1;1
BLOCS_P;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;N2320;5;2;6.26;1;1
BLOCS_P;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;N2510;13;2;12.8;;1
BLOCS_P;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;NAUT;2;1;1.73;0;0
BLOCS_P;2021;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;M1030;5;;5;;
BLOCS_P;2021;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;M200H;23;3;23;0;0
BLOCS_P;2021;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;N2200;21;1;21.84;;
BLOCS_P;2021;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;N2310;5;1;5.55;;
BLOCS_P;2021;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;N2320;2;1;2.58;;
BLOCS_P;2021;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;N2510;1;0;0.99;;
BLOCS_P;2021;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;N4160;2;;1.38;;
BLOCS_P;2021;170780563;ETAB. DE SOINS PASTEUR - ROYAN;170000251;NAUT;12;0;11.91;;
BLOCS_P;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;M1030;4;;4;0;0
BLOCS_P;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;M200H;5;12;11;0;0
BLOCS_P;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;N2200;8;10;13.08;0;0
BLOCS_P;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;N2310;2;;2;0;0
BLOCS_P;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;N2320;;1;0.79;0;0
BLOCS_P;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;N2510;;1;0.32;0;0
BLOCS_P;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;N4160;1;;1;0;0
BLOCS_P;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;NAUT;4;13;9.48;0;0
BLOCS_P;2021;170780647;CLINIQUE RICHELIEU - SAINTES;170000301;M1030;3;;3;0;1
BLOCS_P;2021;170780647;CLINIQUE RICHELIEU - SAINTES;170000301;M200H;11;8;15;0;1
BLOCS_P;2021;170780647;CLINIQUE RICHELIEU - SAINTES;170000301;N2200;4;;3.98;0;0
BLOCS_P;2021;170780647;CLINIQUE RICHELIEU - SAINTES;170000301;N2320;12;2;14.07;0;1
BLOCS_P;2021;170780647;CLINIQUE RICHELIEU - SAINTES;170000301;N2510;4;1;4.37;0;
BLOCS_P;2021;170780647;CLINIQUE RICHELIEU - SAINTES;170000301;NAUT;6;;5.94;0;1
BLOCS_P;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;M100H;18;43;;;
BLOCS_P;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;M1030;14;;;;
BLOCS_P;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;M200H;45;18;;;
BLOCS_P;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;N2200;45;13;48.97;;1
BLOCS_P;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;N2320;2;;1.93;;1
BLOCS_P;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;N2510;3;2;4.37;;
BLOCS_P;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;N4160;2;;2.13;;
BLOCS_P;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;NAUT;12;1;12.21;;
BLOCS_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;M100H;;13;3.93;1;1
BLOCS_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;M1030;;13;6.46;1;0
BLOCS_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;M200H;;25;7.29;0;1
BLOCS_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;N2200;7;26;24.26;0;0
BLOCS_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;N2310;10;8;14.05;1;1
BLOCS_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;N2320;10;7;17.34;1;1
BLOCS_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;N2510;12;5;13.58;0;0
BLOCS_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;N4130;0;1;0.8;0;1
BLOCS_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;N4160;0;3;0.68;0;0
BLOCS_P;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;NAUT;1;35;4.22;1;0
BLOCS_P;2021;180000200;CH DE VIERZON;180000051;M100H;;1;0.4;;
BLOCS_P;2021;180000200;CH DE VIERZON;180000051;M1030;2;1;2.52;;
BLOCS_P;2021;180000200;CH DE VIERZON;180000051;M200H;2;6;2.2;;
BLOCS_P;2021;180000200;CH DE VIERZON;180000051;N2200;14;4;15.71;;
BLOCS_P;2021;180000200;CH DE VIERZON;180000051;N2310;7;;7.29;1;0
BLOCS_P;2021;180000200;CH DE VIERZON;180000051;N2320;1;;1;1;0
BLOCS_P;2021;180000200;CH DE VIERZON;180000051;N2510;5;2;6.25;;
BLOCS_P;2021;180000200;CH DE VIERZON;180000051;N4160;;1;0.8;0;0
BLOCS_P;2021;180000200;CH DE VIERZON;180000051;NAUT;;1;0.63;;
BLOCS_P;2021;180000283;CH SAINT AMAND-MONTROND;180000069;M1030;;2;0.27;0;1
BLOCS_P;2021;180000283;CH SAINT AMAND-MONTROND;180000069;M200H;3;1;0.53;0;1
BLOCS_P;2021;180000283;CH SAINT AMAND-MONTROND;180000069;N2200;1;;0.34;;
BLOCS_P;2021;180000358;CLINIQUE DES GRAINETIERES;180000739;M100H;0;2;0.28;0;1
BLOCS_P;2021;180000358;CLINIQUE DES GRAINETIERES;180000739;M1030;1;10;2;0;1
BLOCS_P;2021;180000358;CLINIQUE DES GRAINETIERES;180000739;M200H;2;13;5.8;0;1
BLOCS_P;2021;180000358;CLINIQUE DES GRAINETIERES;180000739;N2200;3;11;4.7;0;0
BLOCS_P;2021;180000358;CLINIQUE DES GRAINETIERES;180000739;N2310;1;0;1;0;0
BLOCS_P;2021;180000358;CLINIQUE DES GRAINETIERES;180000739;N2320;2;7;3.4;0;1
BLOCS_P;2021;180000358;CLINIQUE DES GRAINETIERES;180000739;N2510;5;2;6;0;0
BLOCS_P;2021;180000358;CLINIQUE DES GRAINETIERES;180000739;N4130;1;;1;0;0
BLOCS_P;2021;180000358;CLINIQUE DES GRAINETIERES;180000739;N4160;1;;1;0;0
BLOCS_P;2021;180000358;CLINIQUE DES GRAINETIERES;180000739;NAUT;18;6;20.5;0;0
BLOCS_P;2021;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;M100H;3;0;3;;
BLOCS_P;2021;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;M1030;7;0;7;;
BLOCS_P;2021;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;M200H;31;0;31;;
BLOCS_P;2021;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;N2200;32;2;33.3;0;1
BLOCS_P;2021;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;N2310;3;;3;0;0
BLOCS_P;2021;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;N2320;1;;1;0;1
BLOCS_P;2021;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;N2510;;2;1;0;0
BLOCS_P;2021;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;N4160;2;0;2;0;0
BLOCS_P;2021;180004145;HOPITAL PRIVE GUILLAUME DE VARYE;180000887;NAUT;9;;9;0;0
BLOCS_P;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;M100H;14;1;2.29;0;1
BLOCS_P;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;M1030;7;2;6;1;0
BLOCS_P;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;M200H;18;6;6.28;0;1
BLOCS_P;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N2200;22;3;26.97;;
BLOCS_P;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N2310;18;4;19.51;;
BLOCS_P;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N2320;12;4;13.87;;
BLOCS_P;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;N2510;13;4;16.27;;
BLOCS_P;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;NAUT;7;;5.57;;
BLOCS_P;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;M100H;1;;0.05;0;1
BLOCS_P;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;M1030;3;1;5.77;1;0
BLOCS_P;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;M200H;14;;2.72;0;1
BLOCS_P;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N2200;4;;3.71;0;0
BLOCS_P;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N2310;9;1;9.74;1;0
BLOCS_P;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N2320;7;2;9.82;1;1
BLOCS_P;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N2510;14;;8.79;0;1
BLOCS_P;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;N4160;1;;1;0;0
BLOCS_P;2021;190000026;CENTRE HOSPITALIER COEUR DE CORREZE;190000059;NAUT;1;1;0.77;;
BLOCS_P;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;M100H;10;2;12.48;0;1
BLOCS_P;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;M1030;3;0;2.25;0;1
BLOCS_P;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;M200H;7;6;10.29;0;1
BLOCS_P;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;N2200;5;0;6;0;1
BLOCS_P;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;N2310;7;2;6.64;0;1
BLOCS_P;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;N2320;3;3;4.53;0;1
BLOCS_P;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;N2510;9;1;6.77;0;1
BLOCS_P;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;N4160;1;0;1;0;0
BLOCS_P;2021;190000091;CENTRE HOSPITALIER D'USSEL;190000075;NAUT;2;1;2.86;0;0
