BOR;AN;FI;RS;GRP;FI_ET;RS_ET
ST;2021;310000633;AAIR MIDI PYRENEES;06;320001050;AAIR UAD MIRANDE
ST;2021;310000633;AAIR MIDI PYRENEES;06;320001688;AAIR UAD CONDOM
ST;2021;310000633;AAIR MIDI PYRENEES;06;320004872;AAIR UAD L'ISLE JOURDAIN
ST;2021;310000633;AAIR MIDI PYRENEES;06;320005523;AAIR UAD ASSISTEE NOGARO ESTALENS
ST;2021;310000633;AAIR MIDI PYRENEES;06;320784515;AAIR UAD UDM PAVIE
ST;2021;310000633;AAIR MIDI PYRENEES;06;320785587;AAIR UAD FLEURANCE
ST;2021;310000633;AAIR MIDI PYRENEES;06;460004641;AAIR UAD PRAYSSAC
ST;2021;310000633;AAIR MIDI PYRENEES;06;460006612;AAIR UAD ST CERE
ST;2021;310000633;AAIR MIDI PYRENEES;06;460786346;AAIR UAD CAHORS
ST;2021;310000633;AAIR MIDI PYRENEES;06;460786353;AAIR UAD UDM FIGEAC
ST;2021;310000633;AAIR MIDI PYRENEES;06;460786478;AAIR UAD MONTFAUCON
ST;2021;310000633;AAIR MIDI PYRENEES;06;650005044;AAIR UAD BAGNERES DE BIGORRE
ST;2021;310000633;AAIR MIDI PYRENEES;06;650788573;AAIR UAD MAUBOURGUET
ST;2021;310000633;AAIR MIDI PYRENEES;06;650788599;AAIR UAD LANNEMEZAN
ST;2021;310000633;AAIR MIDI PYRENEES;06;650788607;AAIR UAD UDM LOURDES
ST;2021;310000633;AAIR MIDI PYRENEES;06;650788615;AAIR UAD TARBES
ST;2021;310002712;NEPHROCARE OCCITANIE;06;310006473;NEPHROCARE OC UAD RIEUX VOLVESTRE
ST;2021;310002712;NEPHROCARE OCCITANIE;06;310011838;NEPHROCARE OC UDM CORNEBARRIEU
ST;2021;310002712;NEPHROCARE OCCITANIE;06;310794417;NEPHROCARE OC CENTRE UAD UDM MURET
ST;2021;310180013;LES HOPITAUX DE LUCHON;02;310000013;HOPITAUX LUCHON CTRE CONVAL GERONTO
ST;2021;310180013;LES HOPITAUX DE LUCHON;02;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION
ST;2021;310780671;CH COMMINGES PYRENEES;02;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD
ST;2021;310780713;CH REVEL;02;310000336;CH REVEL
ST;2021;310780754;CH GERARD MARCHANT;02;310000369;CH GERARD MARCHANT
ST;2021;310780754;CH GERARD MARCHANT;02;310794094;USLD LES JARDINS DES SILOS
ST;2021;310781406;CHU TOULOUSE;02;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER
ST;2021;310781406;CHU TOULOUSE;02;310019351;HOPITAL LARREY CHU TLSE
ST;2021;310781406;CHU TOULOUSE;02;310022298;HOPITAL GARONNE CHU TOULOUSE
ST;2021;310781406;CHU TOULOUSE;02;310025333;ONCOPOLE CHU TOULOUSE
ST;2021;310781406;CHU TOULOUSE;02;310782339;CRF LA FONTAINE SALEE CHU TOULOUSE
ST;2021;310781406;CHU TOULOUSE;02;310783048;HOPITAL PURPAN CHU TLSE
ST;2021;310781406;CHU TOULOUSE;02;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE
ST;2021;310781406;CHU TOULOUSE;02;310783063;HOPITAL LA GRAVE CHU TLSE
ST;2021;310786256;CH MURET;02;310013628;CH MURET
ST;2021;310789136;ASSOC INSTITUT CLAUDIUS REGAUD;08;310782347;INSTITUT CLAUDIUS REGAUD
ST;2021;310797519;SCP DR FRANCK DUDOUET ET ASSOCIES;08;310797527;GROUPE ONCORAD GARONNE PASTEUR
ST;2021;310797519;SCP DR FRANCK DUDOUET ET ASSOCIES;08;820007102;GROUPE ONCORAD PONT DE CHAUME
ST;2021;320004310;ETS PUBLIC DE SANTE (EX HL)DE LOMAGNE;02;320000110;EPS LOMAGNE SITE DE FLEURANCE
ST;2021;320780117;CH AUCH EN GASCOGNE;02;320000086;CH AUCH EN GASCOGNE
ST;2021;320780117;CH AUCH EN GASCOGNE;02;320004922;CENTRE HOSPIT D'AUCH - ANTENNE CONDOM
ST;2021;320780125;CH GERS;02;320000094;CH GERS
ST;2021;320780133;CH CONDOM;02;320000102;CH CONDOM
ST;2021;320780158;CH GIMONT;02;320000128;CH GIMONT
ST;2021;320780174;CHI LOMBEZ SAMATAN;02;320000144;CHI LOMBEZ SAMATAN
ST;2021;320780182;CH DE MAUVEZIN;02;320000151;CH DE MAUVEZIN
ST;2021;320780190;CH MIRANDE;02;320000169;CH MIRANDE
ST;2021;320780208;CH NOGARO;02;320000177;CH NOGARO
ST;2021;320780216;CH DE VIC FEZENSAC;02;320000185;CH DE VIC FEZENSAC
ST;2021;330000134;SA POLYCLINIQUE BORDEAUX RIVE DROITE;06;330017989;CENTRE HEMODIALYSE BX RIVE DROITE
ST;2021;330000258;NEPHRO-DIALYSE SAS CTMR ST-AUGUSTIN;06;330054453;ANTENNE AUTODIALYSE CTMR
ST;2021;330000258;NEPHRO-DIALYSE SAS CTMR ST-AUGUSTIN;06;330056516;ANTENNE/UNITE DE DIALYSE CTMR
ST;2021;330000258;NEPHRO-DIALYSE SAS CTMR ST-AUGUSTIN;06;330780446;C.T.M.R. SAINT-AUGUSTIN
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;240002691;ANTENNE AUTODIALYSE AURAD BERGERAC
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;240002725;ANTENNE AUTODIALYSE AURAD CASTELS
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;330007550;ANTENNE AUTODIALYSE AURAD BORDEAUX
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;330007584;ANTENNE AUTODIALYSE AURAD ARTIGUES
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;330007634;ANTENNE AUTODIALYSE AURAD LA TESTE
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;330007642;ANTENNE AUTODIALYSE AURAD PINEUILH
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;330007667;ANTENNE AUTODIALYSE AURAD LANGON
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;330007683;ANTENNE AUTODIALYSE AURAD LIBOURNE
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;330007725;ANTENNE AUTODIALYSE AURAD GRADIGNAN
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;330024639;ANTENNE AUTODIALYSE AURAD - DAGUEY
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;330058058;ANTENNE AUTODIALYSE AURAD LE HAILLAN
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;400006730;ANTENNE AUTODIALYSE AURAD ST VINCENT
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;400007332;ANTENNE AUTODIALYSE AURAD MT MARSAN
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;400010906;ANTENNE AUTODIALYSE AURAD HAGETMAU
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;470001868;ANTENNE AUTODIALYSE AURAD PONT DU CASS
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;470002262;ANTENNE AUTODIALYSE AURAD BOE
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;470002320;ANTENNE AUTODIALYSE AURAD MARMANDE
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;470002346;ANTENNE AUTODIALYSE AURAD CASTELJALOUX
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;470002361;ANTENNE AUTODIALYSE AURAD STE LIVRADE
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;470002387;ANTENNE AUTODIALYSE AURAD TONNEINS
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;470002403;ANTENNE AUTODIALYSE AURAD FUMEL
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;470002411;ANTENNE AUTODIALYSE AURAD NERAC
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;470013558;ANTENNE AUTODIALYSE AURAD VILLENEUVE
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;640005302;ANTENNE AUTODIALYSE AURAD ANGLET
ST;2021;330000266;ASSOCIATION AURAD-AQUITAINE;06;640005310;ANTENNE AUTODIALYSE AURAD ST JEAN LUZ
ST;2021;330000274;POLYCLINIQUE BX-NORD-AQUITAINE;06;330007436;ANTENNE AUTODIALYSE PBNA - BORDEAUX
ST;2021;330000274;POLYCLINIQUE BX-NORD-AQUITAINE;06;330008012;ANTENNE AUTODIALYSE PBNA - BLAYE
ST;2021;330000274;POLYCLINIQUE BX-NORD-AQUITAINE;06;330051608;ANTENNE AUTODIALYSE PBNA - CASTELNAU
ST;2021;330000274;POLYCLINIQUE BX-NORD-AQUITAINE;06;330054461;ANTENNE AUTODIALYSE PBNA-LESPARRE
ST;2021;330000274;POLYCLINIQUE BX-NORD-AQUITAINE;06;330056680;ANTENNE AUTODIALYSE PBNA - LORMONT
ST;2021;330000274;POLYCLINIQUE BX-NORD-AQUITAINE;06;330058694;ANTENNE AUTODIALYSE PBNA - LANGOIRAN
ST;2021;330000274;POLYCLINIQUE BX-NORD-AQUITAINE;06;330783374;CENTRE D'HEMODIALYSE PBNA
ST;2021;330000308;SAS HOPITAL PRIVE SAINT MARTIN;06;330780453;CENTRE HEMODYALISE SAINT MARTIN
ST;2021;330007386;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;06;330007410;ANTENNE AUTODIALYSE ET UDM CA3D
ST;2021;330007386;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;06;330056227;ANTENNE AUTODIALYSE CADDD
ST;2021;330007386;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;06;330795295;ANTENNE AUTODIALYSE CADDD
ST;2021;330007386;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;06;330795303;ANTENNE AUTODIALYSE CADDD
ST;2021;330007386;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;06;330802364;ANTENNE AUTODIALYSE CADDD
ST;2021;330007386;CENTRE AQUITAIN DIALYSE DOMICILE- CA3D;06;400789715;ANTENNE AUTODIALYSE CADDD
ST;2021;330027509;CH SUD GIRONDE LANGON-LA REOLE;02;330000589;CH SUD GIRONDE - SITE LANGON
ST;2021;330027509;CH SUD GIRONDE LANGON-LA REOLE;02;330000597;CH SUD GIRONDE - SITE LA REOLE
ST;2021;330781196;CHU DE BORDEAUX;02;330781337;HOPITAL XAVIER ARNOZAN - CHU
ST;2021;330781196;CHU DE BORDEAUX;02;330781352;HOPITAL SAINT-ANDRE - CHU
ST;2021;330781196;CHU DE BORDEAUX;02;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU
ST;2021;330781196;CHU DE BORDEAUX;02;330783648;HOPITAL HAUT-LEVEQUE - CHU
ST;2021;330781196;CHU DE BORDEAUX;02;330802752;CENTRE JEAN ABADIE - CHU
ST;2021;330781204;CENTRE HOSPITALIER D'ARCACHON;02;330000555;CENTRE HOSPITALIER D'ARCACHON
ST;2021;330781212;CENTRE HOSPITALIER DE BAZAS;02;330804501;CENTRE HOSPITALIER DE BAZAS
ST;2021;330781220;CH DE LA HAUTE GIRONDE;02;330000571;CH DE LA HAUTE GIRONDE
ST;2021;330781253;CENTRE HOSPITALIER DE LIBOURNE;02;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE
ST;2021;330781253;CENTRE HOSPITALIER DE LIBOURNE;02;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE
ST;2021;330781253;CENTRE HOSPITALIER DE LIBOURNE;02;330783721;HOPITAL GARDEROSE
ST;2021;330781261;CH DE SAINTE FOY LA GRANDE;02;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE
ST;2021;330781287;CH CHARLES PERRENS;02;330000639;CH CHARLES PERRENS
ST;2021;330781295;C.H. DE CADILLAC;02;330000647;C.H. DE CADILLAC
ST;2021;330781329;INSTITUT BERGONIE;08;330000662;INSTITUT BERGONIE
ST;2021;330792862;CENTRE DE SOINS DE PODENSAC;02;330005182;USLD DU CENTRE DE SOINS PODENSAC
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;110004413;AIDER SANTE UAD NARBONNE
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;110004421;AIDER SANTE UAD LIMOUX QUILLAN
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;110004439;AIDER SANTE UAD TREBES
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;110005311;AIDER SANTE UDM CH CARCASSONNE
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;120001748;AIDER SANTE UAD UDM MILLAU
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;300007119;AIDER SANTE UAD UDM CH ALES 1
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;300017431;AIDER SANTE CENTRE GCS PAAC ALES 2
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;300787421;AIDER SANTE UAD UDM CHU NIMES
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;340013119;AIDER SANTE UAD GRABELS SITE CORDIER 1
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;340013168;AIDER SANTE UDM CL JACQUES MIROUZE
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;340013218;AIDER SANTE UAD UDM POLYCL ST LOUIS
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;340013259;AIDER SANTE UAD BEDARIEUX
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;340013358;AIDER SANTE UAD BOUZIGUES
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;340013499;AIDER SANTE UAD VILLENEUVE LES BEZIERS
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;340024553;AIDER SANTE UAD ST JEAN SUD DE FRANCE
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;480001403;AIDER SANTE CENTRE UAD UDM HOP LOZERE
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;480001783;AIDER SANTE UAD UDM HOPITAL LOZERE
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;660005182;AIDER SANTE UAD ELNE
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;660005190;AIDER SANTE UAD FONT ROMEU
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;660005208;AIDER SANTE UAD LE BOULOU
ST;2021;340000264;FONDATION CHARLES MION AIDER SANTE;06;660005216;AIDER SANTE UAD CH PERPIGNAN
ST;2021;340009489;NEPHROLOGIE DIALYSE ST GUILHEM;06;340009539;NEPHROLOGIE DIALYSE CENTRE ST GUILHEM
ST;2021;340009489;NEPHROLOGIE DIALYSE ST GUILHEM;06;340017292;UADSA ST GUILHEM PAYS D'AGDE
ST;2021;340009893;CH BEDARIEUX;02;340780444;CH BEDARIEUX
ST;2021;340011295;LES HOPITAUX DU BASSIN DE THAU;02;340000223;HOPITAL ST CLAIR HBT SETE
ST;2021;340011295;LES HOPITAUX DU BASSIN DE THAU;02;340780436;HOPITAL ST LOUP HBT AGDE
ST;2021;340011295;LES HOPITAUX DU BASSIN DE THAU;02;340787266;HJ PSY INFANTO JUVENILE HBT SETE
ST;2021;340011295;LES HOPITAUX DU BASSIN DE THAU;02;340796051;USLD LES PERGOLINES HBT SETE
ST;2021;340021559;SCM CENTRE D'ONCOLOGIE DE MONTPELLIER;08;340020445;CENTRE D'ONCOLOGIE MONTPELLIER
ST;2021;340780055;CH BEZIERS;02;340000033;CH BEZIERS
ST;2021;340780055;CH BEZIERS;02;340016732;HJ PSY ADULTES SITE PERREAL
ST;2021;340780055;CH BEZIERS;02;340017771;SSR CH BEZIERS
ST;2021;340780055;CH BEZIERS;02;340021211;HAD CH BEZIERS
ST;2021;340780451;CH PEZENAS;02;340000173;CH PEZENAS
ST;2021;340780469;CH ST PONS DE THOMIERES;02;340000181;CH ST PONS DE THOMIERES
ST;2021;340780469;CH ST PONS DE THOMIERES;02;340008176;CTRE SPEC HAUT LANGUEDOC CH ST PONS
ST;2021;340780477;CHU MONTPELLIER;02;340008275;CENTRE ANTONIN BALMES CHU MONTPELLIER
ST;2021;340780477;CHU MONTPELLIER;02;340022763;CHU MTP SMUR ANTENNE LUNEL
ST;2021;340780477;CHU MONTPELLIER;02;340022771;CHU MTP SMUR ANTENNE GANGES
ST;2021;340780477;CHU MONTPELLIER;02;340025279;CHU MTP PF TELEPHONE SAMU VAILHAUQUES
ST;2021;340780477;CHU MONTPELLIER;02;340027739;CHU MTP SMUR ANTENNE CLERMONT HERAULT
ST;2021;340780477;CHU MONTPELLIER;02;340780485;CHS LA COLOMBIERE CHU MONTPELLIER
ST;2021;340780477;CHU MONTPELLIER;02;340782036;HOPITAL ST ELOI CHU MONTPELLIER
ST;2021;340780477;CHU MONTPELLIER;02;340782085;HOPITAL GUI DE CHAULIAC CHU MTP
ST;2021;340780477;CHU MONTPELLIER;02;340782481;CENTRE BELLEVUE CHU MONTPELLIER
ST;2021;340780477;CHU MONTPELLIER;02;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER
ST;2021;340780477;CHU MONTPELLIER;02;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT
ST;2021;340780493;ICM;08;340000207;ICM
ST;2021;340780519;CH LODEVE;02;340000215;CH LODEVE
ST;2021;340780535;CH LUNEL;02;340000231;CH POLE DE SANTE DE LUNEL
ST;2021;340780543;CH CLERMONT L'HERAULT;02;340000249;CH CLERMONT L'HERAULT
ST;2021;340796358;CH PAUL COSTE FLORET LAMALOU;02;340780220;CH PAUL COSTE FLORET
ST;2021;340798503;ONCODOC;08;340798511;ONCODOC
ST;2021;350000022;CENTRE HOSPITALIER SAINT MALO;02;350000147;CENTRE HOSPITALIER SAINT-MALO
ST;2021;350000022;CENTRE HOSPITALIER SAINT MALO;02;350013629;USLD LA BRIANTAIS CH ST MALO
ST;2021;350000030;CENTRE HOSPITALIER FOUGERES;02;350000154;C.H FOUGERES
ST;2021;350000048;CH INTERCOMMUNAL REDON CARENTOIR;02;350000162;CHIRC SITE REDON
ST;2021;350000048;CH INTERCOMMUNAL REDON CARENTOIR;02;560000473;CHIRC SITE CARENTOIR
ST;2021;350000055;CENTRE HOSPITALIER VITRE;02;350000188;CENTRE HOSPITALIER VITRE
ST;2021;350000055;CENTRE HOSPITALIER VITRE;02;350016135;SERVICE DE S.S.R. - CH VITRÉ
ST;2021;350000089;CENTRE HOSPITALIER LA GUERCHE DE BGNE;02;350000212;CENTRE HOSPITALIER LA GUERCHE DE BGNE
ST;2021;350000246;CH GUILLAUME REGNIER RENNES;02;350000337;C.H. GUILLAUME REGNIER RENNES
ST;2021;350000246;CH GUILLAUME REGNIER RENNES;02;350032280;RESIDENCE DU TERTRE DE JOUE
ST;2021;350000626;FONDATION AUB SANTE;06;220013106;UNITE DIALYSE BEGARD AUB SANTE
ST;2021;350000626;FONDATION AUB SANTE;06;220013130;UNITE AUTODIALYSE PAIMPOL - AUB
ST;2021;350000626;FONDATION AUB SANTE;06;220013155;UNITE AUTODIALYSE SAINT ALBAN - AUB
ST;2021;350000626;FONDATION AUB SANTE;06;220016778;CTRE D'ENTRAINEMENT ET REPLI ST BRIEUC
ST;2021;350000626;FONDATION AUB SANTE;06;220019558;UNIT DIALYSE LA BEAUCHÉE ST BRIEUC AUB
ST;2021;350000626;FONDATION AUB SANTE;06;220019848;UNITE DIALYSE LOUDEAC AUB SANTE
ST;2021;350000626;FONDATION AUB SANTE;06;220020507;UNITE DIALYSE LANNION AUB SANTE
ST;2021;350000626;FONDATION AUB SANTE;06;220021976;UNITE DIALYSE DINAN AUB SANTE
ST;2021;350000626;FONDATION AUB SANTE;06;290005131;UNITE DIALYSE PLOURIN-LES-MORLAIX AUB
ST;2021;350000626;FONDATION AUB SANTE;06;290005172;UNITE AUTODIALYSE BREST HERMITAGE AUB
ST;2021;350000626;FONDATION AUB SANTE;06;290005230;UNITE DIALYSE DOUARNENEZ - AUB
ST;2021;350000626;FONDATION AUB SANTE;06;290016294;UDM SITE KERVERN BREST
ST;2021;350000626;FONDATION AUB SANTE;06;290018555;UNITE AUTODIALYSE MORLAIX - AUB
ST;2021;350000626;FONDATION AUB SANTE;06;290018563;UNITE DIALYSE QUIMPER KERRADENNEC AUB
ST;2021;350000626;FONDATION AUB SANTE;06;290021070;UNITE AUTODIALYSE CONCARNEAU - AUB
ST;2021;350000626;FONDATION AUB SANTE;06;290023779;UNITE DIALYSE CARHAIX AUB
ST;2021;350000626;FONDATION AUB SANTE;06;290023787;UNITE AUTODIALYSE LANDIVISIAU - AUB
ST;2021;350000626;FONDATION AUB SANTE;06;290023795;UNITE AUTODIALYSE LE FOLGOET - AUB
ST;2021;350000626;FONDATION AUB SANTE;06;290025337;UNITE AUTODIALYSE PLONEOUR LANVERN AUB
ST;2021;350000626;FONDATION AUB SANTE;06;290028539;UNITE AUTODIALYSE LANDERNEAU - AUB
ST;2021;350000626;FONDATION AUB SANTE;06;290029669;UNITE DIALYSE QUIMPER AUB SANTE
ST;2021;350000626;FONDATION AUB SANTE;06;290030808;UNITE AUTODIALYSE CROZON - AUB
ST;2021;350000626;FONDATION AUB SANTE;06;290032028;UDM DE BREST - AUB
ST;2021;350000626;FONDATION AUB SANTE;06;290032655;UNITE DIALYSE QUIMPERLE MELLAC AUB
ST;2021;350000626;FONDATION AUB SANTE;06;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB
ST;2021;350000626;FONDATION AUB SANTE;06;350030763;UNITE AUTODIALYSE SAINT MALO - AUB
ST;2021;350000626;FONDATION AUB SANTE;06;350032934;UNITE DIALYSE PONTCHAILLOU RENNES AUB
ST;2021;350000626;FONDATION AUB SANTE;06;350040044;UNITE DIALYSE BROUSSAIS SAINT MALO AUB
ST;2021;350000626;FONDATION AUB SANTE;06;350042131;UNITE DIALYSE REDON - AUB
ST;2021;350000626;FONDATION AUB SANTE;06;350042602;UNITE DIALYSE FOUGERES AUB
ST;2021;350000626;FONDATION AUB SANTE;06;350046751;UNITE DIALYSE MONTGERMONT AUB
ST;2021;350000626;FONDATION AUB SANTE;06;350053930;UNITE DIALYSE VITRÉ AUB SANTE
ST;2021;350000626;FONDATION AUB SANTE;06;500021316;CENTRE DE DIALYSE D'AVRANCHES
ST;2021;350000626;FONDATION AUB SANTE;06;560004004;CENTRE DE DIALYSE DE LORIENT
ST;2021;350000626;FONDATION AUB SANTE;06;560006348;UNITE DIALYSE KERIO PONTIVY AUB
ST;2021;350000626;FONDATION AUB SANTE;06;560023848;UNITE DIALYSE KERFRICHANT LORIENT AUB
ST;2021;350002291;CH DE LA ROCHE AUX FEES JANZE;02;350000410;CH DE LA ROCHE AUX FÉES JANZE
ST;2021;350002309;CENTRE HOSPITALIER GRAND FOUGERAY;02;350000428;CENTRE HOSPITALIER GRAND-FOUGERAY
ST;2021;350002317;CENTRE HOSPITALIER MONTFORT-SUR-MEU;02;350000436;CENTRE HOSPITALIER MONTFORT-SUR-MEU
ST;2021;350002333;CENTRE HOSPITALIER ST MEEN LE GRAND;02;350000451;CENTRE HOSPITALIER ST MEEN LE GRAND
ST;2021;350005179;CHRU RENNES;02;350000741;CHRU RENNES SITE PONTCHAILLOU
ST;2021;350005179;CHRU RENNES;02;350006771;CHRU RENNES SITE LA TAUVRAIS
ST;2021;350005179;CHRU RENNES;02;350007084;CHRU RENNES SITE HOPITAL SUD
ST;2021;350005179;CHRU RENNES;02;350053013;CHU RENNES SITE SAINT LAURENT
ST;2021;350023503;CENTRE REGIONAL DE LUTTE CONTRE CANCER;08;350002812;C.R.L.C.C. EUGENE MARQUIS
ST;2021;350036281;CENTRE D'ONCOLOGIE ST VINCENT;08;350036299;CENTRE D'ONCOLOGIE ST VINCENT
ST;2021;350036281;CENTRE D'ONCOLOGIE ST VINCENT;08;350044764;CTRE D'ONCOLOGIE ST VINCENT ST MALO
ST;2021;350040291;CH DES PRES BOSGERS CANCALE;02;350040499;CH DES PRES BOSGERS CANCALE
ST;2021;350048518;CH DES MARCHES DE BRETAGNE;02;350000444;CH DES MARCHES DE BRETAGNE - ANTRAIN
ST;2021;360000046;CH LA TOUR BLANCHE ISSOUDUN;02;360000038;CH LA TOUR BLANCHE - ISSOUDUN
ST;2021;360000046;CH LA TOUR BLANCHE ISSOUDUN;02;360004618;CH ISSOUDUN - SITE LES ARCADES
ST;2021;360000053;CH DE CHATEAUROUX LE BLANC;02;360000137;CH CHATEAUROUX
ST;2021;360000053;CH DE CHATEAUROUX LE BLANC;02;360000160;CH DU BLANC
ST;2021;360000053;CH DE CHATEAUROUX LE BLANC;02;360003149;CH CHATEAUROUX SSR ZAC DES CHEVALIERS
ST;2021;360000053;CH DE CHATEAUROUX LE BLANC;02;360008056;CH CHATEAUROUX - ANTENNE DU BLANC
ST;2021;360000053;CH DE CHATEAUROUX LE BLANC;02;360008072;CH CHATEAUROUX - ANTENNE CH ISSOUDUN
ST;2021;360000061;CH DE LA CHATRE;02;360000145;CH LA CHATRE
ST;2021;360000087;CH SAINT CHARLES DE VALENCAY;02;360000178;CH SAINT CHARLES DE VALENCAY
ST;2021;360000095;CH SAINT ROCH DE BUZANCAIS;02;360000186;CH SAINT-ROCH BUZANCAIS
ST;2021;360000103;CH DE CHATILLON SUR INDRE;02;360000202;CH CHATILLON SUR INDRE
ST;2021;360000111;CH DE LEVROUX;02;360000251;CH LEVROUX
ST;2021;360000392;CENTRE DEPTL GERIATRIQUE D INDRE;02;360006688;CTRE DEPT GERIATRIQUE LES GRANDS CHENE
ST;2021;370000481;CHU DE TOURS;02;370000499;CHRU CLOCHEVILLE - TOURS
ST;2021;370000481;CHU DE TOURS;02;370000515;CTRE CONVAL. L'ERMITAGE CHRU TOURS
ST;2021;370000481;CHU DE TOURS;02;370000861;CHRU BRETONNEAU - TOURS
ST;2021;370000481;CHU DE TOURS;02;370004467;CHRU TROUSSEAU - CHAMBRAY
ST;2021;370000481;CHU DE TOURS;02;370005050;CENTRE PSY.UNIVERSITAIRE-CHRU TOURS
ST;2021;370000481;CHU DE TOURS;02;370013393;CHRU DE TOURS - ANTENNE DE LOCHES
ST;2021;370000481;CHU DE TOURS;02;370013401;CHRU DE TOURS - ANTENNE CL L'ALLIANCE
ST;2021;370000564;CH INTERCOM AMBOISE CHATEAU RENAULT;02;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU
ST;2021;370000564;CH INTERCOM AMBOISE CHATEAU RENAULT;02;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ
ST;2021;370000606;CH DU CHINONAIS;02;370000531;CH DU CHINONAIS
ST;2021;370000614;CH DE LOCHES;02;370000903;CH PAUL MARTINAIS - LOCHES
ST;2021;370000614;CH DE LOCHES;02;370004301;USSR PERSONNES AGEES CH DE LOCHES
ST;2021;370000713;CH LOUIS SEVESTRE - LA MEMBROLLE;02;370000986;CH LOUIS SEVESTRE
ST;2021;370001067;A.R.A.U.C.O.;06;180005662;A.R.A.U.C.O. VIERZON
ST;2021;370001067;A.R.A.U.C.O.;06;180005811;A.R.A.U.C.O. BELLEVILLE
ST;2021;370001067;A.R.A.U.C.O.;06;180005829;A.R.A.U.C.O. BOURGES
