BOR;AN;FI;RS;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTINT
IMAGES;2021;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;RADIO;1;1;889;133;726;11327;
IMAGES;2021;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;SCAN;1;1;639;5;1269;5437;
IMAGES;2021;330000662;INSTITUT BERGONIE;330781329;CAM;1;1;516;;;2794;0
IMAGES;2021;330000662;INSTITUT BERGONIE;330781329;IRM;1;1;791;;;11446;0
IMAGES;2021;330000662;INSTITUT BERGONIE;330781329;MAMM;2;2;;;;15492;
IMAGES;2021;330000662;INSTITUT BERGONIE;330781329;RADIO;2;2;3886;;;1551;0
IMAGES;2021;330000662;INSTITUT BERGONIE;330781329;SCAN;2;2;9257;;;21271;1
IMAGES;2021;330000662;INSTITUT BERGONIE;330781329;TOMO;1;1;66;;;5634;0
IMAGES;2021;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;IRM;3;0;;;;;
IMAGES;2021;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;MAMM;1;;;;;;
IMAGES;2021;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;RADIO;3;;;;;;
IMAGES;2021;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;SCAN;2;0;;;;;
IMAGES;2021;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;dtIRM1;1;0;;;;;
IMAGES;2021;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;dtIRM2;1;0;;;;;
IMAGES;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;CAM;3;3;2706;;;7295;
IMAGES;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;IRM;2;2;288;;;14561;0
IMAGES;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;SCAN;2;2;11458;;;21128;1
IMAGES;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;TOMO;1;1;147;;;5730;
IMAGES;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;dtIRM1;1;1;4;;;6951;0
IMAGES;2021;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;IRM;1;;;;;;
IMAGES;2021;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;SCAN;1;;;;;;
IMAGES;2018;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;IRM;2;;;;;;
IMAGES;2018;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;MAMM;1;;;;;;
IMAGES;2018;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;RADIO;3;;;;;;
IMAGES;2018;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;SCAN;1;;;;;;
IMAGES;2018;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;VASC;1;;;;;;
IMAGES;2018;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;dtIRM1;1;;;;;;
IMAGES;2021;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;IRM;2;;;;;;
IMAGES;2021;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;SCAN;1;;;;;;
IMAGES;2021;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;dtIRM2;1;;;;;;
IMAGES;2021;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;IRM;2;;;;;;
IMAGES;2021;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;MAMM;1;;;;;;
IMAGES;2021;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;RADIO;2;;;;;;
IMAGES;2021;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;SCAN;1;;;;;;
IMAGES;2021;330780560;CENTRE DE SSR LA PIGNADA;330781386;RADIO;1;1;1499;;;;
IMAGES;2021;330781139;CRF LA TOUR DE GASSIES;330056540;RADIO;1;1;4690;;;;
IMAGES;2021;330781154;KORIAN LES GRANDS CHENES;330055542;RADIO;1;1;695;0;0;0;0
IMAGES;2021;330781303;HIA ROBERT PICQUE;750821092;IRM;1;1;169;0;;4379;0
IMAGES;2021;330781303;HIA ROBERT PICQUE;750821092;RADIO;5;5;2162;0;;11721;0
IMAGES;2021;330781303;HIA ROBERT PICQUE;750821092;SCAN;1;1;2920;0;;7313;0
IMAGES;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;IRM;1;1;459;55;;4471;
IMAGES;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;RADIO;4;3;4639;17;;8741;
IMAGES;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;SCAN;1;1;8034;29;;5725;
IMAGES;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;CAM;2;2;576;80;;1729;
IMAGES;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;IRM;4;4;15979;265;;16179;
IMAGES;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;MAMM;1;1;;;;1008;
IMAGES;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;RADIO;15;15;28113;213;;47714;
IMAGES;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;SCAN;2;2;38269;207;;9166;
IMAGES;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;VASC;3;3;4423;61;;394;
IMAGES;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;dtIRM2;1;1;426;18;;4501;
IMAGES;2021;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;IRM;1;1;85;;;11110;0
IMAGES;2021;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;RADIO;5;5;1970;;;18561;1
IMAGES;2021;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;SCAN;1;1;531;;;12483;1
IMAGES;2021;330782582;POLYCLINIQUE JEAN VILLAR;330000928;IRM;2;;;;;;
IMAGES;2021;330782582;POLYCLINIQUE JEAN VILLAR;330000928;LITHO;1;1;217;;;;
IMAGES;2021;330782582;POLYCLINIQUE JEAN VILLAR;330000928;MAMM;1;;;;;;
IMAGES;2021;330782582;POLYCLINIQUE JEAN VILLAR;330000928;RADIO;1;;;;;;
IMAGES;2021;330782582;POLYCLINIQUE JEAN VILLAR;330000928;SCAN;1;;;;;;
IMAGES;2021;330782582;POLYCLINIQUE JEAN VILLAR;330000928;dtIRM1;1;;;;;;
IMAGES;2021;330782582;POLYCLINIQUE JEAN VILLAR;330000928;dtIRM2;1;;;;;;
IMAGES;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;CAM;3;3;853;77;;3555;
IMAGES;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;IRM;2;2;1909;187;;5746;
IMAGES;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;RADIO;7;7;16010;11;;2679;
IMAGES;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;SCAN;3;3;13462;289;;15150;
IMAGES;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;TOMO;2;2;520;681;;7847;
IMAGES;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;VASC;2;2;2568;187;;53;
IMAGES;2021;330802778;KORIAN CHÂTEAU LEMOINE;310020383;RADIO;1;1;880;;;;0
IMAGES;2021;330804501;CENTRE HOSPITALIER DE BAZAS;330781212;RADIO;1;1;316;;;877;1
IMAGES;2021;340000033;CH BEZIERS;340780055;IRM;2;2;1799;;;8651;
IMAGES;2021;340000033;CH BEZIERS;340780055;MAMM;1;1;;;;1850;
IMAGES;2021;340000033;CH BEZIERS;340780055;RADIO;7;7;18948;;;25492;
IMAGES;2021;340000033;CH BEZIERS;340780055;SCAN;2;2;12022;;;11638;1
IMAGES;2021;340000033;CH BEZIERS;340780055;VASC;1;1;1657;;;29;1
IMAGES;2021;340000033;CH BEZIERS;340780055;dtIRM1;1;1;20;;;3802;
IMAGES;2021;340000207;ICM;340780493;CAM;2;2;826;;;5696;
IMAGES;2021;340000207;ICM;340780493;IRM;1;1;345;;;4507;
IMAGES;2021;340000207;ICM;340780493;MAMM;2;2;;;;2946;
IMAGES;2021;340000207;ICM;340780493;RADIO;1;1;6664;;;9372;
IMAGES;2021;340000207;ICM;340780493;SCAN;2;2;2467;;;7512;
IMAGES;2021;340000207;ICM;340780493;TOMO;1;1;29;;;2445;
IMAGES;2021;340000215;CH LODEVE;340780519;RADIO;1;;;;;;
IMAGES;2021;340000215;CH LODEVE;340780519;SCAN;1;;;;;;
IMAGES;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;IRM;1;1;414;;;3776;0
IMAGES;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;MAMM;1;1;;;;499;
IMAGES;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;RADIO;3;3;4997;;;19568;1
IMAGES;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;SCAN;1;1;4025;;;8973;1
IMAGES;2021;340000439;CENTRE ORTHOPEDIQUE MAGUELONE;340780881;RADIO;1;1;93;;;;0
IMAGES;2021;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;RADIO;3;3;1260;174;;133;0
IMAGES;2021;340009885;POLYCL CHAMPEAU;340009877;RADIO;1;;;;;;
IMAGES;2021;340009885;POLYCL CHAMPEAU;340009877;SCAN;1;;;;;;
IMAGES;2021;340015502;CL DU MILLENAIRE;340000512;CAM;1;;;;;;0
IMAGES;2021;340015502;CL DU MILLENAIRE;340000512;IRM;2;;;;;;0
IMAGES;2021;340015502;CL DU MILLENAIRE;340000512;MAMM;1;;;;;;
IMAGES;2021;340015502;CL DU MILLENAIRE;340000512;RADIO;4;4;11091;;;12128;1
IMAGES;2021;340015502;CL DU MILLENAIRE;340000512;SCAN;2;;;;;;1
IMAGES;2021;340015502;CL DU MILLENAIRE;340000512;VASC;4;4;5788;;;;
IMAGES;2021;340022979;POLYCL ST ROCH;340000306;RADIO;3;;;;;;
IMAGES;2021;340022979;POLYCL ST ROCH;340000306;SCAN;1;;;;;;
IMAGES;2021;340024314;CL ST JEAN SUD DE FRANCE;340000272;IRM;1;;;;;;
IMAGES;2021;340024314;CL ST JEAN SUD DE FRANCE;340000272;RADIO;6;;;;;;
IMAGES;2021;340024314;CL ST JEAN SUD DE FRANCE;340000272;SCAN;1;;;;;;
IMAGES;2021;340780147;POLYCL DES TROIS VALLEES;340000108;RADIO;2;0;;;;;
IMAGES;2021;340780147;POLYCL DES TROIS VALLEES;340000108;SCAN;1;0;;;;;
IMAGES;2021;340780154;POLYCL PASTEUR;340000116;RADIO;3;0;;;;;
IMAGES;2021;340780154;POLYCL PASTEUR;340000116;SCAN;1;0;;;;;
IMAGES;2021;340780196;CRF LE VAL D'ORB;340798123;RADIO;1;1;640;;;;0
IMAGES;2021;340780212;CRF STER LAMALOU LES BAINS;340796069;RADIO;1;1;1985;0;0;0;0
IMAGES;2021;340780220;CH PAUL COSTE FLORET;340796358;RADIO;1;1;150;0;0;;1
IMAGES;2021;340780436;HOPITAL ST LOUP HBT AGDE;340011295;RADIO;1;1;;;;;
IMAGES;2021;340780436;HOPITAL ST LOUP HBT AGDE;340011295;SCAN;1;1;;;;;
IMAGES;2021;340780568;CL DU SOUFFLE LA VALLONIE;340000256;RADIO;1;1;0;0;0;0;0
IMAGES;2021;340780642;CL BEAU SOLEIL;340785856;IRM;1;1;201;;;6612;
IMAGES;2021;340780642;CL BEAU SOLEIL;340785856;MAMM;1;;;;;;
IMAGES;2021;340780642;CL BEAU SOLEIL;340785856;RADIO;4;4;2298;;;15918;1
IMAGES;2021;340780642;CL BEAU SOLEIL;340785856;SCAN;1;1;2652;;;8581;0
IMAGES;2021;340780667;CL DU PARC;340000280;IRM;2;2;1153;0;0;22707;0
IMAGES;2021;340780667;CL DU PARC;340000280;MAMM;1;1;;;;6628;
IMAGES;2021;340780667;CL DU PARC;340000280;RADIO;4;4;8238;0;0;27816;0
IMAGES;2021;340780667;CL DU PARC;340000280;SCAN;3;3;14565;0;0;34809;1
IMAGES;2021;340780667;CL DU PARC;340000280;VASC;2;2;4081;0;0;0;1
IMAGES;2021;340780675;CL CLEMENTVILLE;340000298;CAM;2;;;;;;0
IMAGES;2021;340780675;CL CLEMENTVILLE;340000298;IRM;1;;;;;;1
IMAGES;2021;340780675;CL CLEMENTVILLE;340000298;MAMM;1;;;;;;
IMAGES;2021;340780675;CL CLEMENTVILLE;340000298;RADIO;3;;;;;;
IMAGES;2021;340780675;CL CLEMENTVILLE;340000298;SCAN;1;;;;;;1
IMAGES;2021;340780675;CL CLEMENTVILLE;340000298;TOMO;1;;;;;;0
IMAGES;2021;340780741;POLYCL STE THERESE;340000348;MAMM;1;;;;;;
IMAGES;2021;340780741;POLYCL STE THERESE;340000348;RADIO;2;;;;;;0
IMAGES;2021;340780741;POLYCL STE THERESE;340000348;SCAN;1;;;;;;0
IMAGES;2021;340781608;CL DU MAS DE ROCHET;340015171;RADIO;1;1;2761;;;;0
IMAGES;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;IRM;2;2;142;21;0;2687;0
IMAGES;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;RADIO;1;1;1667;66;0;664;1
IMAGES;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;SCAN;2;2;5339;647;0;10589;1
IMAGES;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;VASC;1;1;1344;83;0;14;1
IMAGES;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;CAM;1;1;90;215;0;717;
IMAGES;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;IRM;2;2;3888;802;0;9507;
IMAGES;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;RADIO;3;3;1542;2984;14;10924;
IMAGES;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;SCAN;1;1;8433;969;0;9338;
IMAGES;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;TOMO;2;2;219;467;3;8749;
IMAGES;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;VASC;3;3;1489;24;0;92;
IMAGES;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;dtIRM2;1;1;2627;508;;4343;
IMAGES;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;CAM;3;3;863;483;5;5732;0
IMAGES;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;IRM;2;2;1279;300;0;10900;0
IMAGES;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;MAMM;2;2;;;;7731;
IMAGES;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;RADIO;8;8;14777;797;26;49757;1
IMAGES;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;SCAN;3;3;14673;1622;6;20467;1
IMAGES;2021;340796093;CRF STER ST CLEMENT DE RIVIERE;340796069;RADIO;1;1;1163;0;0;0;0
IMAGES;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;IRM;1;1;286;147;0;4322;1
IMAGES;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;RADIO;3;3;5110;1604;0;8950;1
IMAGES;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;SCAN;1;1;3537;602;0;5632;1
IMAGES;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;VASC;3;3;1614;1618;23;114;0
IMAGES;2021;350000063;HOPITAL ST THOMAS DE VILLENEUVE BAIN;220020739;RADIO;1;0;0;;;;0
IMAGES;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;IRM;1;1;2456;;;3073;0
IMAGES;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;RADIO;3;3;13206;;;19044;0
IMAGES;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;SCAN;1;1;11999;;;5255;0
IMAGES;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;VASC;1;1;2126;;;;1
IMAGES;2021;350000154;C.H FOUGERES;350000030;IRM;1;1;328;;;4032;0
IMAGES;2021;350000154;C.H FOUGERES;350000030;RADIO;3;3;;;;;0
IMAGES;2021;350000154;C.H FOUGERES;350000030;SCAN;1;1;2557;;;3822;0
IMAGES;2021;350000162;CHIRC SITE REDON;350000048;IRM;1;1;167;1;;1240;0
IMAGES;2021;350000162;CHIRC SITE REDON;350000048;MAMM;1;1;;;;1675;
IMAGES;2021;350000162;CHIRC SITE REDON;350000048;RADIO;2;2;5168;111;;17709;0
IMAGES;2021;350000162;CHIRC SITE REDON;350000048;SCAN;1;1;3281;12;;4942;0
IMAGES;2021;350000188;CENTRE HOSPITALIER VITRE;350000055;MAMM;1;1;;;;1866;
IMAGES;2021;350000188;CENTRE HOSPITALIER VITRE;350000055;RADIO;3;3;7875;;;38865;1
IMAGES;2021;350000188;CENTRE HOSPITALIER VITRE;350000055;SCAN;1;1;3873;;;8022;1
IMAGES;2021;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;RADIO;3;0;;;;;
IMAGES;2021;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;RADIO;2;2;503;40;;;
IMAGES;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;IRM;4;3;5742;0;1155;9866;0
IMAGES;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;RADIO;10;8;28491;396;42;32739;1
IMAGES;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;SCAN;4;4;29808;0;224;17837;1
IMAGES;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;TOMO;;;;;;;1
IMAGES;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;VASC;2;2;2049;0;23;690;1
IMAGES;2021;350002200;CLINIQUE SAINT YVES;350029948;RADIO;1;1;1248;;;;1
IMAGES;2021;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;CAM;3;3;494;0;617;7125;0
IMAGES;2021;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;MAMM;2;2;;;;3115;
IMAGES;2021;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;RADIO;1;1;491;0;9;209;0
IMAGES;2021;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;SCAN;1;1;705;0;89;6023;1
IMAGES;2021;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;TOMO;2;2;72;0;526;5283;0
IMAGES;2021;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;VASC;1;1;443;0;59;301;1
IMAGES;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;IRM;2;2;2158;;228;7341;0
IMAGES;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;RADIO;5;5;8273;;172;22461;1
IMAGES;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;SCAN;1;1;4440;;267;4856;1
IMAGES;2021;350036299;CENTRE D'ONCOLOGIE ST VINCENT;350036281;SCAN;1;1;;;;1343;
IMAGES;2021;350044764;CTRE D'ONCOLOGIE ST VINCENT ST MALO;350036281;SCAN;1;1;;;;1010;
IMAGES;2021;350054680;POLYCLINQUE SAINT LAURENT;220020739;IRM;1;;;;;;
IMAGES;2021;350054680;POLYCLINQUE SAINT LAURENT;220020739;RADIO;1;;;;;;
IMAGES;2021;350054680;POLYCLINQUE SAINT LAURENT;220020739;SCAN;1;;;;;;
IMAGES;2021;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;RADIO;2;2;3600;;;4156;
IMAGES;2021;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;SCAN;1;1;2741;;;4457;
IMAGES;2021;360000137;CH CHATEAUROUX;360000053;IRM;1;1;204;0;0;639;0
IMAGES;2021;360000137;CH CHATEAUROUX;360000053;MAMM;1;1;;;;289;
IMAGES;2021;360000137;CH CHATEAUROUX;360000053;RADIO;7;7;4745;44;;36006;1
IMAGES;2021;360000137;CH CHATEAUROUX;360000053;SCAN;2;2;4473;0;0;15821;0
IMAGES;2021;360000137;CH CHATEAUROUX;360000053;dtIRM2;1;1;619;0;0;2714;0
IMAGES;2021;360000160;CH DU BLANC;360000053;MAMM;1;1;;;;1217;
IMAGES;2021;360000160;CH DU BLANC;360000053;RADIO;5;5;602;;;7693;0
IMAGES;2021;360000160;CH DU BLANC;360000053;SCAN;1;1;582;;;4180;1
IMAGES;2021;360000160;CH DU BLANC;360000053;TOMO;;;;;;;1
IMAGES;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;IRM;3;1;757;;;42;0
IMAGES;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;RADIO;3;;;;;;0
IMAGES;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;SCAN;2;1;4799;;;1318;1
IMAGES;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;VASC;3;2;4288;;;;0
IMAGES;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;IRM;1;1;1112;61;5;1115;0
IMAGES;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;RADIO;4;4;3232;33;12;22203;
IMAGES;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;SCAN;1;1;750;25;3;816;1
IMAGES;2021;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU;370000564;MAMM;1;1;;;;1173;
IMAGES;2021;370000580;CHIC CHÂTEAU-RENAULT HÔP DR J.DELANEAU;370000564;RADIO;2;2;1234;;;4375;0
IMAGES;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;CAM;1;1;288;91;17;1287;0
IMAGES;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;IRM;2;2;4907;164;175;8659;0
IMAGES;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;MAMM;1;1;;;;5347;
IMAGES;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;RADIO;3;3;6074;95;310;6536;1
IMAGES;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;SCAN;2;2;8076;294;95;8620;1
IMAGES;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;TOMO;2;2;681;217;127;4828;0
IMAGES;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;VASC;1;1;1174;49;0;883;1
IMAGES;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;dtIRM2;1;1;1219;52;58;3803;0
IMAGES;2021;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;MAMM;1;1;;;;1177;
IMAGES;2021;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;RADIO;3;3;1976;;;16112;1
IMAGES;2021;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;SCAN;1;1;1113;;;5614;0
IMAGES;2021;370000903;CH PAUL MARTINAIS - LOCHES;370000614;MAMM;1;1;;;;337;
IMAGES;2021;370000903;CH PAUL MARTINAIS - LOCHES;370000614;RADIO;2;2;1075;;;10494;0
IMAGES;2021;370000903;CH PAUL MARTINAIS - LOCHES;370000614;SCAN;1;1;920;;;4028;
IMAGES;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;CAM;2;2;350;135;16;3776;
IMAGES;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;IRM;2;1;493;102;29;6212;0
IMAGES;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;RADIO;8;8;11823;336;40;46288;1
IMAGES;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;SCAN;3;3;5505;105;43;18816;1
IMAGES;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;VASC;2;2;1763;80;11;223;1
IMAGES;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;dtIRM2;1;1;15;4;17;1764;0
IMAGES;2018;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;CAM;1;;;;;;
IMAGES;2018;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;IRM;1;;;;;;
IMAGES;2018;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;LITHO;1;;;;;;
IMAGES;2018;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;RADIO;4;;;;;;
IMAGES;2018;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;SCAN;1;;;;;;
IMAGES;2018;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;TOMO;1;;;;;;
IMAGES;2021;370013450;CORT37 (RADIOTHE) SITE PSLV;370002149;SCAN;1;1;96;;;1679;0
IMAGES;2021;380000018;CH RHUMATOLOGIQUE D'URIAGE;380780023;RADIO;3;3;688;0;0;8;1
IMAGES;2021;380000026;CH FABRICE MARCHIOL LA MURE;380780031;MAMM;1;1;;;;225;
IMAGES;2021;380000026;CH FABRICE MARCHIOL LA MURE;380780031;RADIO;2;2;679;;;6854;
IMAGES;2021;380000026;CH FABRICE MARCHIOL LA MURE;380780031;SCAN;1;1;741;;;2624;
IMAGES;2021;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;IRM;2;2;845;;1;15913;
IMAGES;2021;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;RADIO;4;4;11587;;46;30822;
IMAGES;2021;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;SCAN;1;1;4546;;18;12385;
IMAGES;2021;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;dtIRM1;1;1;9;;;5526;
IMAGES;2021;380000042;CH YVES TOURAINE;380780056;RADIO;2;2;840;;;10122;0
IMAGES;2021;380000042;CH YVES TOURAINE;380780056;SCAN;1;1;901;;;11878;0
IMAGES;2021;380000042;CH YVES TOURAINE;380780056;VASC;1;;;;;;0
IMAGES;2021;380000059;CH DE RIVES;380780072;RADIO;2;2;658;116;0;5;
IMAGES;2021;380000067;HOPITAL NORD - CHU38;380780080;CAM;4;4;1046;;;8770;0
IMAGES;2021;380000067;HOPITAL NORD - CHU38;380780080;IRM;4;4;9565;;;20733;1
IMAGES;2021;380000067;HOPITAL NORD - CHU38;380780080;LITHO;1;1;14;;;100;1
IMAGES;2021;380000067;HOPITAL NORD - CHU38;380780080;MAMM;1;1;;;;2705;
IMAGES;2021;380000067;HOPITAL NORD - CHU38;380780080;RADIO;9;9;65956;;;39881;1
IMAGES;2021;380000067;HOPITAL NORD - CHU38;380780080;SCAN;4;4;44238;;;15872;1
IMAGES;2021;380000067;HOPITAL NORD - CHU38;380780080;TOMO;1;1;388;;;4404;0
IMAGES;2021;380000067;HOPITAL NORD - CHU38;380780080;VASC;4;4;9333;;;349;1
IMAGES;2021;380000067;HOPITAL NORD - CHU38;380780080;dtIRM2;1;1;3368;;;;0
IMAGES;2021;380000091;CH DE SAINT MARCELLIN;380780171;RADIO;2;2;883;;;4288;0
IMAGES;2021;380000109;CH DE SAINT LAURENT DU PONT;380780213;RADIO;2;2;314;;;521;
IMAGES;2021;380000133;CH ALPES ISERE;380780247;RADIO;3;3;914;;62;62;0
IMAGES;2021;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;IRM;1;1;1147;;;3425;
IMAGES;2021;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;MAMM;1;1;;;;712;
IMAGES;2021;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;RADIO;4;4;10155;;;20437;
