BOR;AN;FI;RS;FI_EJ;STATUT;HEB_MED;HEB_CHIR;HEB_PERINAT;HEB_PSY;HEB_SSR;HEB_SLD;MED;CHIRAMBU;PSY;RTH;CHIMIO;IRC;IVGAMP;CPP;HAD;SSR;URG;SMURSAMU;BLOC;IMAG;BIO;ANEST;MEDIC;STERIL;DIM;TELEMED;EMSP;DOULEUR;PALIA;CARDIO_INT;REA;CHIRCANCER;NEUROCHIR;NEURO_INT;GREFFE;BRULE;CHIRCAR
FILTRE;2021;300000387;AEMC;300000387;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2021;300000387;AEMC;300000387;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300000478;CH LES CHATAIGNIERS;300781010;DECLA;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2021;300000478;CH LES CHATAIGNIERS;300781010;INIT;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2021;300000759;CIGALIERES;300000759;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2021;300000759;CIGALIERES;300000759;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300002128;CHATEAU DE COULORGUES;300000247;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2021;300002128;CHATEAU DE COULORGUES;300000247;INIT;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300002169;SSR GERIATRIQUE LES CADIERES;780020715;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;;;;;;;;
FILTRE;2021;300002169;SSR GERIATRIQUE LES CADIERES;780020715;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300002508;CL DU GRAND AVIGNON;300000213;DECLA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;;;;;;;;
FILTRE;2021;300002508;CL DU GRAND AVIGNON;300000213;INIT;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;
FILTRE;2021;300007119;AIDER SANTE UAD UDM CH ALES 1;340000264;DECLA;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2021;300007119;AIDER SANTE UAD UDM CH ALES 1;340000264;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300008588;NEPHROCARE HEMODIALYSE CENTRE NIMES;940023849;DECLA;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2021;300008588;NEPHROCARE HEMODIALYSE CENTRE NIMES;940023849;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300008638;NEPHROCARE UDM BAGNOLS SUR CEZE;940023849;DECLA;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2021;300008638;NEPHROCARE UDM BAGNOLS SUR CEZE;940023849;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300012309;ADENE HAD NIMES;340027937;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;;;;;;;;
FILTRE;2021;300012309;ADENE HAD NIMES;340027937;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300012358;CENTRE MEDICAL DE L'EGREGORE UGECAM;340015171;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;;;;;;;;
FILTRE;2021;300012358;CENTRE MEDICAL DE L'EGREGORE UGECAM;340015171;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300012481;USLD LES CIGALES CH ALES;300780046;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2021;300012481;USLD LES CIGALES CH ALES;300780046;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300012499;USLD LA ROSE DES VENTS CH ALES;300780046;DECLA;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2021;300012499;USLD LA ROSE DES VENTS CH ALES;300780046;INIT;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300012598;GCS NEUROCHIRURGIE DU GARD;300012580;DECLA;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
FILTRE;2021;300012598;GCS NEUROCHIRURGIE DU GARD;300012580;INIT;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;0;0;0;1;0;0;0;0
FILTRE;2021;300013745;ADENE HAD ALES;340027937;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;0;0;;;;;;;;
FILTRE;2021;300013745;ADENE HAD ALES;340027937;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300013778;HAD 3G SANTE NIMES;300013760;DECLA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2021;300013778;HAD 3G SANTE NIMES;300013760;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300014040;GCS CTRE REEDUC GARD RHODANIEN;300014024;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2021;300014040;GCS CTRE REEDUC GARD RHODANIEN;300014024;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300017209;KENVAL ICG;300000726;DECLA;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2021;300017209;KENVAL ICG;300000726;INIT;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2021;300017423;CENTRE MEDICAL DE L'EGREGORE AUDAVIE;380804542;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2021;300017423;CENTRE MEDICAL DE L'EGREGORE AUDAVIE;380804542;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300017431;AIDER SANTE CENTRE GCS PAAC ALES 2;340000264;DECLA;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2021;300017431;AIDER SANTE CENTRE GCS PAAC ALES 2;340000264;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300017498;CL AMBULATOIRE DE LA CEZE;300000155;DECLA;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2021;300017498;CL AMBULATOIRE DE LA CEZE;300000155;INIT;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;
FILTRE;2021;300780111;SSR FILIERIS LA POMAREDE;750050759;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2021;300780111;SSR FILIERIS LA POMAREDE;750050759;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300780137;NOUVELLE CL BONNEFON;920028396;DECLA;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;0;0;0;0
FILTRE;2021;300780137;NOUVELLE CL BONNEFON;920028396;INIT;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2021;300780152;NOUVEL HOPITAL PRIVE LES FRANCISCAINES;300017985;DECLA;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;0;1
FILTRE;2021;300780152;NOUVEL HOPITAL PRIVE LES FRANCISCAINES;300017985;INIT;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;1;1;1;0;0;0;0;1
FILTRE;2021;300780210;CL BELLE RIVE;300000148;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;;;;;;;;
FILTRE;2021;300780210;CL BELLE RIVE;300000148;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300780244;CL DU PONT DU GARD;920030269;DECLA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;;;;;;;;
FILTRE;2021;300780244;CL DU PONT DU GARD;920030269;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300780251;CL NEURO PSYCHIATRIQUE QUISSAC;300000189;DECLA;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;;;;;;;
FILTRE;2021;300780251;CL NEURO PSYCHIATRIQUE QUISSAC;300000189;INIT;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300780269;CL LES SOPHORAS;300000197;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2021;300780269;CL LES SOPHORAS;300000197;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300780285;CL VALDEGOUR;300000726;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2021;300780285;CL VALDEGOUR;300000726;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300780384;CENTRE PROTECTION INFANTILE MONTAURY;750721334;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2021;300780384;CENTRE PROTECTION INFANTILE MONTAURY;750721334;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300780442;CSSR LES CHATAIGNIERS;300017464;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2021;300780442;CSSR LES CHATAIGNIERS;300017464;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300780491;CL LES OLIVIERS;340016963;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2021;300780491;CL LES OLIVIERS;340016963;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300781424;CL LA CAMARGUE MONT DUPLAN;300000692;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2021;300781424;CL LA CAMARGUE MONT DUPLAN;300000692;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300781440;CSSR DOMAINE DU CROS;300000700;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;;;
FILTRE;2021;300781440;CSSR DOMAINE DU CROS;300000700;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300781465;POLYCL KENNEDY;300000726;DECLA;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;1;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0
FILTRE;2021;300781465;POLYCL KENNEDY;300000726;INIT;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2021;300782117;CHU NIMES CAREMEAU;300780038;DECLA;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0
FILTRE;2021;300782117;CHU NIMES CAREMEAU;300780038;INIT;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;1;1;;;;;;;;;;;1;1;1;0;0;0;0;0
FILTRE;2021;300782125;CENTRE DE SOINS PA SERRE CAVALIER;300780038;DECLA;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2021;300782125;CENTRE DE SOINS PA SERRE CAVALIER;300780038;INIT;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300782141;CENTRE MEDICAL GRAU DU ROI CHU NIMES;300780038;DECLA;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2021;300782141;CENTRE MEDICAL GRAU DU ROI CHU NIMES;300780038;INIT;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2021;300786274;INSTITUT REINSERTION AVEUGLES ARAMAV;300786266;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2021;300786274;INSTITUT REINSERTION AVEUGLES ARAMAV;300786266;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300787421;AIDER SANTE UAD UDM CHU NIMES;340000264;DECLA;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2021;300787421;AIDER SANTE UAD UDM CHU NIMES;340000264;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;300788502;POLYCL GRAND SUD;300017985;DECLA;1;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0
FILTRE;2021;300788502;POLYCL GRAND SUD;300017985;INIT;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2021;310000013;HOPITAUX LUCHON CTRE CONVAL GERONTO;310180013;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2021;310000013;HOPITAUX LUCHON CTRE CONVAL GERONTO;310180013;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;DECLA;1;1;1;0;1;1;1;1;0;0;1;0;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0
FILTRE;2021;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;INIT;1;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;1;1;1;;;;;;;;;;;0;1;1;0;0;0;0;0
FILTRE;2021;310000336;CH REVEL;310780713;DECLA;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;;;;;;;;
FILTRE;2021;310000336;CH REVEL;310780713;INIT;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;310000369;CH GERARD MARCHANT;310780754;DECLA;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;;;;;;;;
FILTRE;2021;310000369;CH GERARD MARCHANT;310780754;INIT;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;310005459;HAD SANTE RELAIS DOMICILE;310021886;DECLA;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;;;;;;;;
FILTRE;2021;310005459;HAD SANTE RELAIS DOMICILE;310021886;INIT;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;310006473;NEPHROCARE OC UAD RIEUX VOLVESTRE;310002712;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;;;
FILTRE;2021;310006473;NEPHROCARE OC UAD RIEUX VOLVESTRE;310002712;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;310011838;NEPHROCARE OC UDM CORNEBARRIEU;310002712;DECLA;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;;;;;
FILTRE;2021;310011838;NEPHROCARE OC UDM CORNEBARRIEU;310002712;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;310013628;CH MURET;310786256;DECLA;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0
FILTRE;2021;310013628;CH MURET;310786256;INIT;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2021;310014329;SSR DEF VISUELS BASSE VISION A MATHIS;310781562;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2021;310014329;SSR DEF VISUELS BASSE VISION A MATHIS;310781562;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;DECLA;1;1;1;0;0;0;1;1;0;0;1;1;1;0;1;0;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;0;0;1;1;1
FILTRE;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;INIT;1;1;1;0;0;0;1;1;0;0;0;1;1;0;1;0;1;1;1;;;;;;;;;;;1;1;0;0;0;1;1;1
FILTRE;2021;310018650;SECTORISATION PSY NEBOUZAN ASEI;310781562;DECLA;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2021;310018650;SECTORISATION PSY NEBOUZAN ASEI;310781562;INIT;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;310018684;CL NEPHRO ST EXUPERY UAD TLS SANS;310000617;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2021;310018684;CL NEPHRO ST EXUPERY UAD TLS SANS;310000617;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;310019351;HOPITAL LARREY CHU TLSE;310781406;DECLA;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0
FILTRE;2021;310019351;HOPITAL LARREY CHU TLSE;310781406;INIT;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;1;0;0;1;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2021;310020169;AAIR UAD COLOMIERS MONNET;310000633;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2021;310020169;AAIR UAD COLOMIERS MONNET;310000633;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;310020938;CL KORIAN VAL DE SAUNE;750056335;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;;;;;;;;
FILTRE;2021;310020938;CL KORIAN VAL DE SAUNE;750056335;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;DECLA;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2021;310021571;CENTRE GERIATRIQUE DES MINIMES;310021563;INIT;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2021;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;DECLA;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
FILTRE;2021;310022298;HOPITAL GARONNE CHU TOULOUSE;310781406;INIT;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;;;;0;0;0;0;0;0;0;0
FILTRE;2021;310022330;GCS DIALYSE DU COMMINGES ST GAUDENS;310022322;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2021;310022330;GCS DIALYSE DU COMMINGES ST GAUDENS;310022322;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;310023007;CL LA RECOUVRANCE;810005678;DECLA;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;;;;
FILTRE;2021;310023007;CL LA RECOUVRANCE;810005678;INIT;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;310025333;ONCOPOLE CHU TOULOUSE;310781406;DECLA;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;0
FILTRE;2021;310025333;ONCOPOLE CHU TOULOUSE;310781406;INIT;1;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;;;;;;;;;;;0;1;1;0;0;1;0;0
FILTRE;2021;310026083;CL RIVE GAUCHE;310026075;DECLA;1;1;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;1;1;0;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0
FILTRE;2021;310026083;CL RIVE GAUCHE;310026075;INIT;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;0;0;1;0;0;0;0;0
FILTRE;2021;310026612;CL NEPHRO ST EXUPERY UDM UNION ST JEAN;310000617;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;;;;;
FILTRE;2021;310026612;CL NEPHRO ST EXUPERY UDM UNION ST JEAN;310000617;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;310026919;AAIR UAD UDM DOMIC RAMONVILLE ST AGNE;310000633;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2021;310026919;AAIR UAD UDM DOMIC RAMONVILLE ST AGNE;310000633;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
FILTRE;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;DECLA;1;1;1;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0
FILTRE;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;INIT;1;1;1;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0;1;;;;;;;;;;;1;1;1;0;0;0;0;0
FILTRE;2021;310031414;CL NEPHRO ST EXUPERY UAD QUINT;310000617;DECLA;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;
FILTRE;2021;310031414;CL NEPHRO ST EXUPERY UAD QUINT;310000617;INIT;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
