BOR;AN;FI;RS;FI_EJ;AUTOR;LACTA;LIT_KANG;LIT_OBS;LIT_NEO_HSI;LIT_SIN;LIT_REA;SALTRAV;SEJ_OBS;SEJ0_Obs;SEJ_NEO_HSI;SEJ0_NEO_HSI;SEJ_SIN;SEJ0_SIN;SEJ_REA;SEJ0_REA;SEJ_BAM;SEJ0_BAM;JOU_OBS;JOU_NEO_HSI;JOU_SIN;JOU_REA;JOU_BAM;SEJACC;JOUACC;SEJCES;JOUCES;FSUIV;ACCUN;ACCMU;ENFTR;TRANSDES;ENFANTS;CONSGYN;CONSSAG;CONSENTR;SORPREC;MUTHAD;PRIS;IVG;IVGN_1;IVGME;IVG1214;CONV;IMG;AMP;PAT_AMP
PERINAT;2021;190000224;CLINIQUE LES CEDRES BRIVE;190000901;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;27;26;0;2;;1;0;0
PERINAT;2021;190013219;CH DUBOIS - SITE CH COEUR CORREZE;190000042;TYPE2;;;0;4;0;0;0;0;0;82;7;0;0;0;0;0;0;0;526;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0
PERINAT;2021;210012670;HOPITAL PRIVE DIJON BOURGOGNE;210011367;TYPE2;;1;25;8;4;;5;1769;68;194;2;153;0;0;0;1284;1;6038;1402;505;0;3722;1483;5493;317;1485;1;1476;7;2;;1490;;;;183;0;0;0;1;0;0;;2;0;0
PERINAT;2021;210987558;HOPITAL LE BOCAGE CHRU DIJON;210780581;TYPE3;EXT;1;64;16;15;12;8;4943;873;870;82;266;2;400;26;2136;8;19660;4779;5368;3762;6649;3010;15712;524;4122;2;2919;91;10;;3137;20105;11217;129;260;0;1;730;725;422;76;11;95;1;639
PERINAT;2021;210987657;HOSPICES CIVILS DE BEAUNE;210012175;TYPE2;;;23;6;;;2;782;64;134;13;0;0;0;0;547;1;2622;977;0;0;1719;629;2422;108;553;0;622;7;8;;637;7217;1980;97;22;0;1;83;78;28;8;2;6;0;0
PERINAT;2021;210987665;CH HCO SITE DE CHATILLON SUR SEINE;210012142;CPPR;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;427;3165;10;0;0;1;29;23;29;2;;0;0;0
PERINAT;2021;210987699;CENTRE HOSPITALIER ROBERT MORLEVAT;210780706;TYPE1;;0;12;;;;2;570;90;0;0;0;0;0;0;406;4;1811;0;0;0;1407;405;1627;36;191;0;405;0;2;0;409;3128;4237;248;20;0;1;82;79;64;1;0;0;0;0
PERINAT;2021;220000012;CENTRE HOSPITALIER YVES LE FOLL;220000020;TYPE3;EXT;1;34;13;6;6;5;3590;1082;473;27;100;6;254;2;1786;1;10440;4751;704;2841;6193;2048;8958;423;2651;23;1993;55;2;0;2135;11541;13254;291;160;0;1;555;577;403;44;;35;0;0
PERINAT;2021;220000095;CTRE HOSPITALIER DINAN;220000046;;;0;5;;;;0;300;70;13;1;0;0;0;0;206;0;682;29;0;0;664;1;1;0;0;0;1;0;0;;1;4336;2826;117;0;0;1;179;147;151;2;;0;0;0
PERINAT;2021;220000343;CENTRE HOSPITALIER GUINGAMP;220000079;TYPE1;;0;10;;;;3;656;69;0;0;0;0;0;0;504;18;2137;0;0;0;1711;502;1990;102;476;0;501;1;16;;505;;;;41;0;1;178;164;135;6;;3;0;0
PERINAT;2021;220000368;CENTRE HOSPITALIER LANNION;220000103;TYPE1;;;13;;;;2;741;63;0;0;0;0;0;0;576;9;2677;0;0;0;2150;569;2398;125;636;1;563;6;8;;577;4123;5494;;23;0;1;188;172;138;5;;8;0;0
PERINAT;2021;220000483;CHCB SITE LOUDEAC;560014748;CPPR;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4286;3427;426;;;0;;;;;;;0;
PERINAT;2021;220000541;CENTRE HOSPITALIER PAIMPOL;220000152;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;580;1436;71;0;0;1;52;57;52;0;;0;0;0
PERINAT;2021;220022800;HOPITAL PRIVÉ DES COTES D'ARMOR;220000673;TYPE2;;;26;6;;;5;1209;71;292;11;0;0;0;0;749;0;5131;1388;0;0;2945;987;4704;224;1197;1;979;8;8;;1005;;;;10;1;1;47;57;38;0;;6;0;0
PERINAT;2021;230000820;CENTRE HOSPITALIER GUERET;230780041;TYPE2;;0;17;4;0;0;2;708;64;270;14;0;0;0;0;307;0;2712;1088;0;0;1227;501;2445;125;784;0;500;1;5;;509;3992;2290;1217;13;0;1;162;158;93;5;;1;0;0
PERINAT;2021;240000190;POLYCLINIQUE FRANCHEVILLE;240000596;;;;0;;;;;24;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;3;4;3;0;;1;1;149
PERINAT;2021;240000372;C.H DE BERGERAC;240000059;TYPE1;;;18;;;;3;908;91;0;0;0;0;0;0;636;4;2811;0;0;0;1947;673;2558;140;680;1;665;8;1;;684;6737;6755;136;82;4;1;302;349;241;6;;2;0;0
PERINAT;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;TYPE2;;;35;9;3;0;6;2016;259;330;96;134;15;0;0;1302;0;7219;941;1436;0;4258;1485;6584;277;1646;2;1453;32;4;;1517;11347;3647;1304;123;9;1;570;604;385;28;1;9;0;0
PERINAT;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;TYPE1;;;15;;;;3;383;47;0;0;0;0;0;0;278;2;1229;0;0;0;943;275;1104;36;201;0;275;0;2;;277;1277;2449;;25;0;1;114;163;102;0;;0;0;0
PERINAT;2021;250000700;CHI HC SITE RIVES DU DOUBS PONTARLIER;250000452;TYPE2;;;22;6;;;4;1468;97;209;14;0;0;0;0;1132;3;5139;1467;0;0;3608;1201;4745;174;942;2;1190;11;9;;1223;;;;97;0;1;218;220;166;7;;18;0;0
PERINAT;2021;250006954;CHRU JEAN MINJOZ;250000015;TYPE3;;1;56;22;11;10;7;3983;694;719;19;150;8;232;23;2057;1;15453;6046;2031;2026;7393;2708;13335;410;3238;55;2653;55;0;0;2782;4135;8523;21;133;0;1;316;397;136;63;14;51;1;479
PERINAT;2021;250011848;POLYCLINIQUE DE FRANCHE COMTE;690046347;TYPE2;;0;24;6;;;6;1340;149;266;7;0;0;0;0;842;4;4485;1050;0;0;2696;1092;4272;202;967;0;1082;10;11;;1105;;;;66;0;1;1;0;0;0;;4;1;279
PERINAT;2021;260000013;CH DE VALENCE;260000021;TYPE2;INT;1;41;12;6;;5;3173;198;580;15;167;23;0;0;1981;55;11628;4026;1292;0;6275;2352;9961;513;3096;2;2294;58;58;;2424;5918;3432;2804;166;122;1;440;453;300;49;;37;0;0
PERINAT;2021;260000120;HOPITAUX DROME NORD - ROMANS-SUR-ISERE;260016910;TYPE2;;;25;6;;;4;1894;254;203;20;0;0;0;0;1230;47;5916;1452;0;0;4012;1353;5246;319;1515;0;1342;11;13;;1371;6112;7449;342;127;0;1;245;204;153;14;;2;0;0
PERINAT;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;TYPE2;;1;32;6;;;6;2414;218;210;45;0;0;0;0;1673;7;9032;1476;0;0;6115;1828;8200;351;2116;1;1811;17;13;13;1851;11946;11862;339;103;0;1;378;399;227;22;10;7;0;0
PERINAT;2021;260000146;CH DE CREST;260000054;CPPR;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1199763;900;12;;;1;49;43;48;;;0;0;
PERINAT;2021;260000203;HOPITAUX DROME NORD - SAINT-VALLIER;260016910;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3;;3;0;;0;0;
PERINAT;2021;260000286;CH DE DIE;260000104;CPPR;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;1086;1618;86;0;0;1;18;31;18;;;0;0;0
PERINAT;2021;270000045;CH BERNAY;270000060;CPPR;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1826;2899;157;0;0;1;83;;74;1;;0;0;0
PERINAT;2021;270000359;CH EVREUX CH EURE-SEINE;270023724;TYPE2;;;34;;10;;5;3233;813;0;0;372;25;0;0;1813;0;9827;0;2145;0;6727;2049;8992;361;2007;3;2023;26;15;0;2087;3702;8391;70;33;0;1;550;594;518;27;19;28;0;0
PERINAT;2021;270000367;CH GISORS;270000086;TYPE1;;0;11;0;0;0;2;647;124;0;0;0;0;0;0;449;5;1852;0;0;0;1523;447;1710;82;349;1;444;3;5;;453;2830;3398;;25;0;1;153;176;120;2;;0;0;0
PERINAT;2021;270000391;CH LOUVIERS CHI ELBEUF;760024042;CPPR;;0;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;672;1242;362;0;0;1;57;65;57;0;;0;0;0
PERINAT;2021;270000425;CH PONT-AUDEMER;270000102;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;822;905;25;0;0;0;0;0;0;0;;0;0;0
PERINAT;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1565;1907;0;;;0;;;;;;;0;
PERINAT;2021;270000458;CH VERNON CH EURE-SEINE;270023724;TYPE1;EXT;0;12;;;;4;1212;416;0;0;0;0;0;0;666;13;2923;0;0;0;2306;660;2618;99;498;0;655;5;5;0;671;1327;3726;39;20;0;1;235;225;215;8;19;2;0;0
PERINAT;2021;280000084;CH DREUX;280000183;TYPE2;;1;20;8;;;4;2415;625;312;15;0;0;0;0;1097;7;7212;1540;0;0;3926;1266;5802;348;1973;1;1251;15;13;;1291;6927;4090;;46;1;1;308;373;218;19;;5;1;299
PERINAT;2021;280000662;CH CHATEAUDUN;280500075;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;333;1996;139;0;0;1;56;51;56;0;;0;0;0
PERINAT;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;CPPR;;;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;678;5415;425;0;0;1;46;;45;0;;0;0;0
PERINAT;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;TYPE2;;;41;12;6;;6;2835;108;436;16;217;25;0;0;2025;2;11442;2340;1812;0;6508;2403;10358;399;2771;2;2350;53;16;;2467;13164;5014;143;271;11;1;293;320;184;38;;16;0;0
PERINAT;2021;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;21;40;15;2;;0;0;0
PERINAT;2021;290000025;CHIC QUIMPER;290020700;TYPE2;;1;40;12;3;;7;3135;267;470;24;86;17;0;0;2240;6;11313;3162;327;0;7621;2450;10303;410;2283;2;2415;35;13;;2506;9065;9789;52;161;0;1;607;632;337;25;6;20;0;0
PERINAT;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;TYPE2;;;19;4;;;3;745;56;130;8;0;0;0;0;549;4;2766;885;0;0;1985;608;2582;138;711;1;606;2;4;0;605;5207;6777;357;31;0;1;187;262;168;5;;2;0;0
PERINAT;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;TYPE3;EXT;1;30;18;6;6;8;3064;214;640;18;156;11;237;14;1714;0;13290;4765;2001;1959;5905;2196;11024;458;3303;15;2130;66;1;;2269;11364;10072;250;118;0;1;415;391;202;61;0;63;1;449
PERINAT;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;CPPR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1243;1513;35;;;0;;;;;;;0;
PERINAT;2021;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;TYPE1;;0;14;;;;3;692;85;0;0;0;0;0;0;529;7;2352;0;0;0;1835;525;2190;79;375;0;525;0;3;3;529;2422;2328;350;30;0;1;108;93;66;0;;0;1;0
PERINAT;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;CPPR;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;0;0;925;1174;48;;;0;;;;;0;;0;
PERINAT;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;TYPE1;;0;12;;;;2;291;25;0;0;0;0;0;0;215;7;895;0;0;0;683;219;798;61;253;0;219;0;7;0;219;5243;1857;167;27;0;1;73;75;61;2;0;1;0;0
PERINAT;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;791;1256;65;0;0;1;0;0;0;0;;0;0;0
PERINAT;2021;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;3743;2437;84;0;0;0;0;0;0;0;;0;0;0
PERINAT;2021;290019777;POLYCLINIQUE DE KERAUDREN;290022508;TYPE2;;;35;7;;;9;2250;199;232;16;0;0;0;0;1593;0;7998;1060;0;0;5272;1815;7478;344;1794;0;1797;18;7;;1834;;;;76;0;1;253;259;183;14;12;11;1;285
PERINAT;2021;2A0000022;CH ND LA MISERICORDE;2A0000014;TYPE2;;;19;3;3;;3;1398;164;116;3;46;4;0;0;858;0;5059;769;159;0;3048;981;4522;194;1242;2;969;12;2;;993;8334;3948;3150;29;0;1;313;293;231;17;;11;0;0
PERINAT;2021;2A0000139;CLINISUD;2A0000063;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;;;0;0;1;8;13;0;0;;0;0;0
PERINAT;2021;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;TYPE1;;;8;;;;2;336;60;0;0;0;0;0;0;225;6;1009;0;0;0;803;225;920;57;290;0;225;0;5;;226;;;;6;0;1;71;74;53;2;;2;0;0
PERINAT;2021;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;TYPE2;;0;22;5;2;0;3;1284;57;124;14;52;5;0;0;890;0;5061;649;259;0;3107;1013;4584;249;1463;10;994;19;5;;1034;6912;2945;;58;0;1;383;426;317;9;;11;0;0
PERINAT;2021;2B0000145;POLYCLINIQUE LA RESIDENCE MAYMARD;2B0000053;TYPE1;;;16;;;;2;577;65;0;0;0;0;0;0;455;4;2105;0;0;0;1618;459;2001;171;850;0;455;4;4;;463;;;;2;0;1;201;181;149;2;;4;0;0
PERINAT;2021;300000023;CH ALES CEVENNES;300780046;TYPE2;;0;30;6;0;0;3;1863;392;188;12;0;0;0;0;1046;2;5905;1491;0;0;3642;1127;5016;243;1350;1;1116;11;6;0;1147;6107;3919;77;33;0;1;432;417;337;8;;1;0;0
PERINAT;2021;300000031;CH LOUIS PASTEUR;300780053;TYPE2;;1;21;6;;;3;1058;99;237;6;0;0;0;0;564;3;4079;1096;0;0;1858;723;3391;117;780;0;714;9;1;;736;5572;2981;123;28;0;1;135;159;83;7;;4;0;0
PERINAT;2021;300780137;NOUVELLE CL BONNEFON;920028396;;;;;;;;;8;7;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;0;1;7;9;;;;0;0;0
PERINAT;2021;300781465;POLYCL KENNEDY;300000726;TYPE2;;;22;6;;;3;1228;121;130;10;0;0;0;0;898;0;4495;613;0;0;3173;977;4177;250;1303;3;966;11;5;;989;;;;26;0;1;104;128;93;0;;1;0;0
PERINAT;2021;300782117;CHU NIMES CAREMEAU;300780038;TYPE3;;1;38;15;9;6;7;4421;1461;509;2;30;1;295;2;1867;7;15519;5075;301;4149;6248;2291;12283;554;4392;11;2207;84;7;;2386;17872;6440;63;104;0;1;541;656;291;71;2;84;1;364
PERINAT;2021;300788502;POLYCL GRAND SUD;300017985;TYPE2;;1;30;6;;0;4;1644;306;0;0;0;0;0;0;1269;11;4835;0;0;0;4065;1256;4672;289;1366;4;1251;5;7;;1270;;;;80;0;1;77;99;74;0;0;0;0;0
PERINAT;2021;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;TYPE1;;;14;;;;2;775;65;0;0;0;0;0;0;508;5;2527;0;0;0;1772;503;2049;97;531;0;501;2;5;;510;7965;1647;;21;0;1;76;83;45;2;;0;0;0
PERINAT;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;TYPE3;;0;104;22;21;14;8;8829;1963;765;29;636;34;497;16;4343;36;32923;6626;6259;5505;15716;4955;25932;1102;8431;146;4776;179;31;;5245;20919;12329;686;206;0;1;974;911;344;154;41;164;1;539
PERINAT;2021;310026083;CL RIVE GAUCHE;310026075;TYPE2;;1;51;9;;;12;4371;373;457;50;0;0;0;0;3268;47;16298;2321;0;0;10704;3573;14860;550;3113;18;3534;39;38;;3644;;;;229;0;1;165;167;73;5;;16;0;0
PERINAT;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;TYPE1;;;22;;;;10;2404;224;0;0;0;0;0;0;1948;38;7973;0;0;0;6378;1922;7341;483;2426;8;1895;27;21;;1959;;;;197;0;1;134;178;67;7;;23;1;790
PERINAT;2021;310780283;CL DE L'UNION;310000112;TYPE2;;;21;6;;;4;1067;65;164;0;0;0;0;0;760;4;4207;1398;0;0;2433;841;3444;166;877;8;833;8;3;;849;;;;64;0;1;24;21;11;2;;9;0;0
PERINAT;2021;310780382;CL AMBROISE PARE;310000179;TYPE2;;1;44;9;6;;8;2468;155;321;6;196;2;0;0;1763;4;10345;2744;1025;0;6241;1939;8905;445;2752;39;1911;28;6;;1972;;;;41;0;1;132;211;86;1;;7;0;0
PERINAT;2021;310781067;HOPITAL JOSEPH DUCUING;310788898;TYPE1;;;37;;;;5;3194;547;0;0;0;0;0;0;2470;34;10423;0;0;0;8675;2463;10007;413;2095;2;2457;6;33;;2478;16584;5833;;209;0;1;882;964;300;99;;9;0;0
PERINAT;2021;310781505;CL D'OCCITANIE;310000492;TYPE1;;0;12;;;;3;706;73;0;0;0;0;0;0;505;1;2526;0;0;0;1969;509;2306;141;777;2;509;0;1;;509;;;;6;0;1;72;52;64;9;;3;0;0
PERINAT;2021;320000086;CH AUCH EN GASCOGNE;320780117;TYPE2;;0;20;4;0;0;5;1215;106;82;12;0;0;0;0;879;1;4667;589;0;0;3036;930;4111;153;977;2;917;13;5;0;955;8748;6119;115;63;0;1;203;206;122;8;17;19;0;0
PERINAT;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;TYPE1;;0;39;0;0;0;6;2892;174;0;0;0;0;0;0;2422;19;10933;0;0;0;8885;2434;10275;430;2381;2;2416;18;19;;2462;12897;9307;1302;151;0;1;186;209;44;9;0;66;0;0
PERINAT;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;TYPE1;;;18;;;;3;1441;165;0;0;0;0;0;0;1133;11;4736;0;0;0;3864;1118;4435;192;939;1;1107;11;9;;1135;7084;4790;;51;0;1;155;209;11;27;2;3;0;0
PERINAT;2021;330000571;CH DE LA HAUTE GIRONDE;330781220;TYPE1;;;10;;;;2;577;88;0;0;0;0;0;0;387;6;1545;0;0;0;1172;382;1368;89;425;0;381;1;5;;387;6316;2262;101;75;0;1;119;73;71;5;;1;0;0
PERINAT;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;TYPE1;;;18;;;;4;1170;109;0;0;0;0;0;0;768;10;3886;0;0;0;2704;767;3316;176;944;1;764;3;10;;771;1794;2365;367;36;17;1;243;304;145;17;;2;0;0
PERINAT;2021;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;502;59;;;1;1;;1;0;;0;0;
PERINAT;2021;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;TYPE2;;1;30;9;3;;5;2138;116;97;6;176;13;0;0;1613;1;7874;678;2443;0;5284;1748;7215;422;2230;18;1733;15;9;0;1778;21952;6383;551;155;0;1;433;456;266;25;3;1;0;0
PERINAT;2021;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;TYPE1;;0;30;;;;6;1961;299;0;0;0;0;0;0;1450;7;6566;0;0;0;5310;1453;6125;199;1055;1;1450;3;4;;1456;;;;64;0;0;0;0;0;0;0;0;0;0
PERINAT;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;TYPE2;;0;46;6;;;7;3611;385;324;14;0;0;0;0;2594;2;13310;2189;0;0;8653;2826;12142;549;3070;16;2800;26;11;;2877;;;;130;0;1;46;41;43;0;;38;0;0
PERINAT;2021;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;TYPE1;;0;6;;;;2;373;65;0;0;0;0;0;0;242;4;1066;0;0;0;811;239;925;42;207;0;238;1;1;;243;4499;799;;17;0;1;30;42;18;0;;0;0;0
PERINAT;2021;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;TYPE1;;;13;;;;2;548;83;0;0;0;0;0;0;379;0;1651;0;0;0;1269;385;1528;74;379;0;385;0;8;;389;53;560;;37;0;1;79;81;11;4;0;1;0;0
PERINAT;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;TYPE3;EXT;1;81;21;37;18;13;10148;2341;485;33;615;13;1084;227;4836;5;37368;2888;11924;5972;18727;5685;31549;1144;9083;19;5505;180;38;;5901;10755;7240;72;260;1;1;1505;1546;523;270;51;182;1;700
PERINAT;2021;330782582;POLYCLINIQUE JEAN VILLAR;330000928;TYPE1;;;25;;;;4;1922;644;0;0;0;0;0;0;1120;12;4705;0;0;0;3723;1112;4256;226;1057;0;1103;9;12;;1125;;;;85;0;1;77;79;0;7;;15;1;803
PERINAT;2021;340000033;CH BEZIERS;340780055;TYPE2;;;25;6;6;;3;2297;503;403;49;137;10;0;0;1194;2;7124;2716;981;0;3525;1402;6011;281;1777;21;1371;31;6;;1445;13695;7312;;206;0;1;547;580;360;37;12;8;0;0
PERINAT;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;TYPE2;;;16;6;0;0;3;703;73;151;10;0;0;0;0;441;0;2283;704;0;0;1501;504;2031;108;516;3;495;9;4;;518;;;;7;0;1;327;333;247;9;0;4;0;0
PERINAT;2021;340009885;POLYCL CHAMPEAU;340009877;TYPE1;;;32;;;;4;2117;276;0;0;0;0;0;0;1488;9;6443;0;0;0;4808;1524;5713;336;1640;1;1514;10;11;;1539;;;;93;0;1;68;91;13;3;;8;0;0
PERINAT;2021;340022979;POLYCL ST ROCH;340000306;TYPE2;;1;71;6;0;0;10;4359;498;464;25;0;0;0;0;3135;0;16347;2504;0;0;10694;3520;15367;794;4389;22;3480;40;14;;3574;;;;158;0;1;435;468;279;14;;28;1;1131
PERINAT;2021;340780675;CL CLEMENTVILLE;340000298;TYPE2;;0;38;6;;;7;2438;236;260;9;0;0;0;0;1790;1;9164;1240;0;0;6252;2004;8726;453;2472;17;1977;27;8;0;2038;;;;118;0;1;384;433;247;9;;9;0;0
PERINAT;2021;340780717;CL ST LOUIS;340023225;TYPE1;;0;10;;;;2;402;58;0;0;0;0;0;0;306;2;1191;0;0;0;1014;301;1122;59;277;1;298;3;1;;307;;;;31;0;1;63;95;54;1;;0;0;0
PERINAT;2021;340780741;POLYCL STE THERESE;340000348;TYPE1;;;25;;;;3;1021;192;0;0;0;0;0;0;627;14;2912;0;0;0;2093;628;2509;125;636;2;621;7;14;;649;;;;50;0;1;163;193;130;14;2;3;0;0
PERINAT;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;TYPE3;INT;1;74;20;18;14;9;5166;682;618;7;578;11;315;16;3002;8;23370;6826;6242;3991;10950;3690;20222;922;7232;25;3578;112;6;6;3844;8878;6588;861;130;0;1;1102;1088;572;51;41;119;1;777
PERINAT;2021;350000121;CHP SAINT GREGOIRE;350000303;TYPE2;;0;43;9;;;5;2575;189;543;78;0;0;0;0;1589;7;10064;2250;0;0;5435;2057;9104;390;2197;3;2034;23;12;;2098;;;;93;0;1;33;24;0;2;;15;0;0
PERINAT;2021;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;TYPE2;;;53;9;;;8;4298;306;551;34;0;0;0;0;3162;34;17344;3189;0;0;11359;3628;16263;572;3493;5;3592;36;26;;3679;2782;20223;861;284;1;1;7;12;0;0;;46;1;932
PERINAT;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;TYPE2;;0;26;6;;;4;2290;303;194;26;0;0;0;0;1630;70;8027;1323;0;0;5464;1714;7227;332;1725;1;1698;16;81;;1738;6743;5197;578;53;0;1;337;383;259;10;;5;0;0
PERINAT;2021;350000154;C.H FOUGERES;350000030;TYPE2;;;14;4;;;4;881;99;308;5;0;0;0;0;422;16;3342;1349;0;0;1515;688;3068;126;679;0;682;6;10;;702;6187;3884;144;29;0;1;69;119;51;2;;3;0;0
PERINAT;2021;350000162;CHIRC SITE REDON;350000048;TYPE1;;;12;;;;3;714;93;0;0;0;0;0;0;517;7;2323;0;0;0;1911;507;2111;85;461;0;504;3;5;;524;9522;3931;111;36;0;1;152;179;121;3;;3;0;0
PERINAT;2021;350000188;CENTRE HOSPITALIER VITRE;350000055;TYPE2;;0;17;4;;;2;915;67;198;3;0;0;0;0;543;1;3678;997;0;0;2127;698;3360;120;762;0;685;13;3;;717;;;;19;0;1;48;39;24;5;;4;0;0
PERINAT;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;TYPE3;EXT;1;73;18;21;12;15;5389;650;469;11;407;6;250;17;3416;6;23589;6112;7256;4277;13922;3850;20798;725;5708;43;3777;73;9;9;3989;9884;15856;726;55;1;1;1609;1664;794;80;71;54;1;447
PERINAT;2021;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;CPPR;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;716;1957;93;;;1;45;38;45;0;;0;0;
PERINAT;2021;360000137;CH CHATEAUROUX;360000053;TYPE2;;;38;6;0;0;5;1738;129;227;17;0;0;0;0;1101;0;6757;1423;0;0;3987;1287;5844;265;1544;0;1276;11;10;0;1309;8834;5462;367;11;0;1;352;364;297;20;;5;0;0
PERINAT;2021;360000160;CH DU BLANC;360000053;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1293;1251;51;0;0;1;19;29;19;0;;0;0;0
PERINAT;2021;370000531;CH DU CHINONAIS;370000606;TYPE1;;0;12;0;0;0;3;777;53;0;0;0;0;0;0;648;12;2836;0;0;0;2317;621;2625;104;558;0;621;0;12;;629;9397;2301;100;21;0;1;60;71;30;5;0;0;0;0
PERINAT;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;TYPE3;EXT;1;66;18;9;16;7;4839;433;510;20;216;9;398;40;3073;73;21616;5550;3061;4578;11008;3566;18822;782;6289;3;3476;90;69;;3675;6102;15692;88;185;1;1;1143;1183;364;63;;80;1;573
PERINAT;2021;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;CPPR;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;1284;2331;50;0;0;1;34;44;28;0;;0;0;0
