BOR;AN;FI;RS;FI_EJ;SITES;SALCHIR;SAL24CHIR;SALOBS;SAL24OBS;SALINT;SAL24INT;SALEND;SALEND24;SALAUT;SALAUT24;SALTOT;SALTOT24;SALAMBU;SURV;SURV24;SURVAMBU;POST;POST24;POSTAMBU;BLOCS_A10;BLOCS_B10;BLOCS_C10;BLOCS_D10;BLOCS_E10;BLOCS_A11;BLOCS_B11;BLOCS_C11;BLOCS_D11;BLOCS_E11;BLOCS_A12;BLOCS_B12;BLOCS_C12;BLOCS_D12;BLOCS_E12;BLOCS_A13;BLOCS_B13;BLOCS_C13;BLOCS_D13;BLOCS_E13;BLOCS_A14;BLOCS_B14;BLOCS_C14;BLOCS_D14;BLOCS_E14;BLOCS_A15;BLOCS_B15;BLOCS_C15;BLOCS_D15;BLOCS_E15
BLOCS;2021;310780382;CL AMBROISE PARE;310000179;3;9;2;2;2;1;1;2;0;0;0;14;5;;2;;;14;;;4184;4894;9078;7866;;1371;147;1518;643;;17;0;17;0;;16;235;251;13;;2605;5902;8507;5077;;46;690;736;23;
BLOCS;2021;310781000;CL DES CEDRES;310788880;2;18;3;;;2;;4;;1;;25;3;;2;;;34;;;10677;12543;23220;19261;;0;0;0;0;;1122;5;1127;1015;;276;356;632;263;;3162;9929;13091;6925;;46;746;792;10;
BLOCS;2021;310781067;HOPITAL JOSEPH DUCUING;310788898;1;5;1;1;1;;;;;;;6;2;;1;1;;10;10;;1875;1983;3858;3194;;1772;656;2428;1066;;0;0;0;0;;0;0;0;0;;400;1287;1687;863;;4;12;16;5;
BLOCS;2021;310781505;CL D'OCCITANIE;310000492;1;10;1;1;1;0;;3;;2;;16;2;;1;;;21;;;5926;5350;11276;9709;;155;25;180;174;;204;1;205;123;;320;159;479;315;;3025;8801;11826;6936;;18;163;181;24;
BLOCS;2021;310782347;INSTITUT CLAUDIUS REGAUD;310789136;3;6;1;0;0;0;0;0;0;4;0;10;1;;1;;;12;;;4148;3650;7798;4264;737;0;0;0;0;;0;0;0;0;;8;0;8;3;;350;335;685;345;;7;15;22;1;
BLOCS;2021;310783048;HOPITAL PURPAN CHU TLSE;310781406;1;23;2;;;2;;;;1;;26;2;;4;1;;45;6;;12254;9134;21388;18474;;3;0;3;3;;6;2;8;1;;69;10;79;31;;680;175;855;262;;24;53;77;6;
BLOCS;2021;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;6;16;1;;;3;;5;;1;;25;1;3;5;1;1;42;4;4;13551;2664;16215;13469;;3;0;3;3;;4820;185;5005;867;;2047;402;2449;1403;;7851;5227;13078;7194;;252;67;319;95;
BLOCS;2021;320000086;CH AUCH EN GASCOGNE;320780117;1;5;1;1;1;0;0;0;0;0;0;6;2;0;1;1;0;9;3;0;2632;2029;4661;3885;1920;687;113;800;326;15;109;0;109;0;0;2;0;2;0;0;920;1342;2262;1194;575;2;2;4;0;5
BLOCS;2021;320780067;POLYCL DE GASCOGNE;320000052;1;4;;;;;;1;;;;5;;;1;;;8;;;1190;3312;4502;3948;;0;0;0;0;;0;0;0;0;;29;280;309;32;;1146;2163;3309;2578;;28;618;646;22;
BLOCS;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;1;1;;;;;;1;;;;2;;;1;;;4;;;22;118;140;21;77;0;0;0;0;;0;0;0;0;;0;0;0;0;;632;1090;1722;1536;85;0;0;0;0;
BLOCS;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;3;11;2;1;1;0;;2;1;1;;15;4;;2;2;0;27;4;0;4094;5292;9386;7780;;1629;220;1849;701;;1;1;2;0;;398;556;954;367;;1484;5226;6710;4401;;49;174;223;48;
BLOCS;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;1;4;;1;;0;;1;;0;;6;;;1;;;8;;;2450;1400;3850;3195;;760;221;981;451;;81;0;81;0;;67;87;154;66;;525;902;1427;756;;2;19;21;0;
BLOCS;2021;330000571;CH DE LA HAUTE GIRONDE;330781220;1;3;1;0;0;;;1;0;;;4;1;0;1;1;0;6;6;0;778;1609;2387;1368;;240;63;303;170;;2;0;2;0;;4;18;22;1;;231;1560;1791;1135;;0;0;0;0;
BLOCS;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;1;3;;;;;;1;;;;4;;;1;;;6;;;1664;1026;2690;2091;74;537;134;671;337;;0;0;0;0;;3;6;9;9;;180;408;588;324;11;2;15;17;1;
BLOCS;2021;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;3;10;1;1;1;4;1;3;0;3;0;21;3;0;1;1;0;18;4;0;7034;4542;11576;8225;1384;1237;239;1476;657;;1567;107;1674;19;;620;55;675;225;;3485;1669;5154;2965;1516;26;5;31;0;9
BLOCS;2021;330000662;INSTITUT BERGONIE;330781329;1;5;;;;2;;1;;;;8;;;1;;;6;;;5663;5173;10836;5768;;0;0;0;0;;2;7;9;1;;49;18;67;29;;457;990;1447;789;;37;3;40;6;
BLOCS;2021;330060658;GCS CLINIQUE CHIRURGICALE LIBOURNAIS;330060641;1;5;0;0;0;0;0;2;0;0;0;7;0;0;1;0;0;11;0;0;1164;7256;8420;6800;;0;0;0;0;;0;0;0;0;;4;411;415;4;;604;3745;4349;2949;;0;60;60;3;
BLOCS;2021;330780040;NOUVELLE CLINIQUE BEL AIR;330000027;4;12;;;;;;1;;2;;15;;;2;;1;20;;4;2995;16175;19170;17487;;0;0;0;0;;0;0;0;0;;0;34;34;0;;1608;546;2154;1940;;24;62;86;15;
BLOCS;2021;330780081;CLINIQUE SAINT- AUGUSTIN;330000043;1;10;2;;;3;1;1;1;;;14;4;0;2;;0;15;;0;6402;3824;10226;8430;1469;0;0;0;0;;3401;6;3407;2850;;672;194;866;642;139;2232;2085;4317;3332;975;0;24;24;0;
BLOCS;2021;330780115;CLINIQUE TIVOLI-DUCOS;330000076;1;10;0;0;0;0;0;1;0;0;0;11;0;0;1;0;0;17;0;0;9148;8164;17312;15915;;1;19;20;20;;0;1;1;1;;181;264;445;180;;485;4440;4925;3472;;25;151;176;101;
BLOCS;2021;330780206;CLINIQUE D'ARCACHON;330000126;1;5;;;;;;1;;;;6;;;1;;;8;;;1896;6837;8733;7867;;0;0;0;0;;49;1;50;0;;92;88;180;80;;634;3404;4038;2819;;2;29;31;30;
BLOCS;2021;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;2;7;0;1;1;0;0;2;0;0;0;10;1;;2;0;;15;0;;4542;7355;11897;9846;;571;80;651;305;;0;0;0;0;;97;277;374;152;;1307;8594;9901;5951;;4;98;102;82;
BLOCS;2021;330780271;CLINIQUE DU SPORT DE BORDEAUX-MERIGNAC;330021429;1;8;;;;;;;;;;8;;0;1;0;0;14;0;0;3621;10577;14198;14142;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;
BLOCS;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;4;10;3;2;2;3;1;4;;;;19;6;;3;;;32;;;9997;8547;18544;15477;;1123;139;1262;720;;1382;5;1387;990;;451;292;743;417;;2495;6434;8929;5005;;17;37;54;0;
BLOCS;2021;330780487;CLINIQUE OPHTALMOLOGIQUE THIERS;330000282;1;4;0;0;0;0;0;0;0;1;0;5;0;5;1;0;1;8;0;4;275;7135;7410;7156;;0;0;0;0;;0;0;0;0;;0;0;0;0;;65;101;166;1;;1;4;5;0;
BLOCS;2021;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;2;3;;;;;;2;;;;5;;;1;;;6;;;1169;2141;3310;3000;;84;24;108;73;;0;0;0;0;;1;37;38;9;;164;1451;1615;828;;0;4;4;0;
BLOCS;2021;330780503;HOPITAL PRIVE SAINT-MARTIN;330000308;2;16;1;;;1;;1;;;;18;1;;2;;;27;;;7889;24724;32613;29207;;0;2;2;2;;1521;4;1525;1244;;181;322;503;202;;461;2178;2639;1578;;0;23;23;0;
BLOCS;2021;330780511;CLINIQUE SAINTE-ANNE;330000316;1;5;;;;;;;;1;;6;;;1;;;12;;;1091;3811;4902;3967;;0;0;0;0;;0;0;0;0;;45;206;251;43;;1145;4099;5244;3463;;2;50;52;34;
BLOCS;2021;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;2;9;;0;;0;;2;;0;;11;;;1;;;14;;;3602;6193;9795;8725;;0;0;0;0;;0;0;0;0;;32;253;285;29;;1687;5514;7201;4588;;0;38;38;29;
BLOCS;2021;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;1;4;4;;;;;1;;;;5;4;;1;1;;8;8;;1646;3291;4937;4122;;195;93;288;181;;80;0;80;1;;7;99;106;0;;575;2672;3247;1955;;6;21;27;5;
BLOCS;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;1;;;;;;;;;1;;1;;;;;;;;;582;435;1017;31;;0;0;0;0;;166;1;167;0;;102;65;167;9;;776;22;798;183;;16;169;185;0;
BLOCS;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;10;35;5;3;1;4;;1;;1;;44;6;3;7;1;1;61;7;10;27366;15769;43135;30887;;4490;1158;5648;2468;;26;2;28;1;;1624;415;2039;1252;;4242;2267;6509;3519;;68;267;335;28;
BLOCS;2021;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;1;8;1;0;0;1;0;1;0;0;0;10;1;0;1;1;;15;2;;3850;8242;12092;10527;;4;2;6;6;;0;0;0;0;;244;323;567;388;;910;4345;5255;2900;;29;75;104;5;
BLOCS;2021;330782582;POLYCLINIQUE JEAN VILLAR;330000928;1;11;;1;1;;;3;;1;;16;1;14;1;;0;20;;0;4494;8956;13450;11865;;257;254;511;473;;0;0;0;0;;4;65;69;0;;1940;9591;11531;7410;;2;80;82;34;
BLOCS;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;3;13;3;;;3;;5;;;;21;3;;1;;;22;;;12403;602;13005;10590;;0;0;0;0;;5894;182;6076;1133;;940;264;1204;278;;4205;3137;7342;3562;;148;1279;1427;0;
BLOCS;2021;340000033;CH BEZIERS;340780055;2;4;4;2;1;1;1;2;2;1;0;10;8;1;2;2;1;18;18;2;4885;1736;6621;5134;;966;240;1206;590;;274;11;285;40;;365;505;870;317;;1873;1270;3143;1722;;0;11;11;8;
BLOCS;2021;340000207;ICM;340780493;1;9;;0;;0;;1;;0;;10;;2;1;;0;15;;0;5526;2964;8490;5269;;0;0;0;0;;2;0;2;0;;53;0;53;3;;541;1104;1645;839;;201;1;202;0;
BLOCS;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;1;5;1;1;1;;;1;;;;7;2;;1;1;;11;6;;2059;1715;3774;2780;;346;119;465;249;;92;0;92;22;;0;0;0;0;;1385;1897;3282;1512;;4;41;45;6;
BLOCS;2021;340009885;POLYCL CHAMPEAU;340009877;1;5;;1;1;1;;1;;1;;9;1;;1;1;;12;12;;3642;4695;8337;7147;;1100;187;1287;564;;7;0;7;0;;0;0;0;0;;244;1979;2223;1254;;3;36;39;8;
BLOCS;2021;340015502;CL DU MILLENAIRE;340000512;2;11;1;0;0;3;1;3;1;1;1;18;4;4;2;2;2;20;5;5;7196;1937;9133;7790;;0;0;0;0;;2816;4;2820;2316;;757;380;1137;900;;2421;10596;13017;6803;;45;885;930;30;
BLOCS;2021;340015965;POLYCL ST PRIVAT;340000074;1;13;1;;;1;;2;;1;;17;1;;2;1;;30;18;;6442;6813;13255;11732;;0;0;0;0;;65;1;66;0;;181;312;493;214;;4690;8028;12718;8662;;20;141;161;76;
BLOCS;2021;340022979;POLYCL ST ROCH;340000306;2;21;1;2;2;0;0;0;0;0;0;23;3;;2;1;;25;3;;7201;25090;32291;28301;;1545;360;1905;1219;;0;0;0;0;;2;0;2;0;;251;646;897;710;;2;135;137;9;
BLOCS;2021;340024314;CL ST JEAN SUD DE FRANCE;340000272;1;19;2;0;;2;;3;;2;;26;2;;2;;;54;;;9543;19285;28828;26331;;0;0;0;0;;5;0;5;2;;838;407;1245;976;;1252;5744;6996;4133;;23;595;618;81;
BLOCS;2021;340780139;CL DU DR JEAN CAUSSE;340000090;2;10;;0;;0;;1;;1;;12;;;2;;;12;;;3529;8068;11597;10100;;0;0;0;0;;0;0;0;0;;0;0;0;0;;266;1066;1332;560;;34;9;43;40;
BLOCS;2021;340780147;POLYCL DES TROIS VALLEES;340000108;1;3;1;0;;0;;1;1;0;;4;2;;2;2;;6;6;;394;927;1321;779;;0;0;0;0;;0;0;0;0;;0;0;0;0;;358;915;1273;671;;7;40;47;29;
BLOCS;2021;340780154;POLYCL PASTEUR;340000116;1;3;1;;;;;1;1;0;0;4;2;;2;2;;7;7;;723;4087;4810;2467;;0;0;0;0;;0;0;0;0;;0;11;11;0;;622;2555;3177;1762;;2;40;42;24;
BLOCS;2021;340780642;CL BEAU SOLEIL;340785856;1;9;1;0;0;0;0;;0;0;0;9;1;0;1;1;0;12;12;0;2942;4073;7015;4844;;0;0;0;0;;0;0;0;0;;1;0;1;1;;2046;7123;9169;5853;;32;127;159;77;
BLOCS;2021;340780667;CL DU PARC;340000280;3;11;;;;4;;3;;1;;19;;;3;;;20;;;8357;8835;17192;11536;;0;0;0;0;;1490;58;1548;1204;;625;529;1154;883;;2129;7098;9227;5178;;53;77;130;72;
BLOCS;2021;340780675;CL CLEMENTVILLE;340000298;2;8;1;1;1;;;2;;1;;12;2;;2;1;;16;2;;3316;4379;7695;6340;;1250;264;1514;742;;0;0;0;0;;0;1;1;0;;367;4568;4935;3036;;10;216;226;39;
BLOCS;2021;340780717;CL ST LOUIS;340023225;1;3;;1;1;;;1;;1;;6;1;0;1;1;0;8;8;0;1847;3200;5047;4514;;179;14;193;83;;0;0;0;0;;0;48;48;0;;400;1760;2160;1329;;0;1;1;0;
BLOCS;2021;340780725;CL VIA DOMITIA;340000330;1;5;0;0;0;0;0;1;0;0;0;6;0;;1;0;;10;0;;1334;4206;5540;4166;;1;2;3;3;;0;0;0;0;;4;94;98;0;;139;3898;4037;2194;;0;143;143;5;
BLOCS;2021;340780741;POLYCL STE THERESE;340000348;3;5;1;1;1;0;;2;;1;;9;2;;3;;;14;;;2083;6850;8933;6960;;136;66;202;199;;0;0;0;0;;0;0;0;0;;482;3261;3743;2234;;4;25;29;15;
BLOCS;2021;340781608;CL DU MAS DE ROCHET;340015171;1;0;;;;;;;;;;0;;;;;;;;;19;0;19;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;1;0;1;0;;0;0;0;0;
BLOCS;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;1;6;;;;1;;5;;;;12;;;1;;;10;;;4207;1131;5338;3815;;0;0;0;0;;30;2;32;1;;516;172;688;119;;3984;3999;7983;4460;;153;55;208;1;
BLOCS;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;1;15;;;;;;;;;;15;;;1;;;17;;;6044;3517;9561;7946;;0;0;0;0;;14;0;14;0;;18;16;34;2;;800;734;1534;906;;58;137;195;4;
BLOCS;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;1;18;1;;;;;;;;;18;1;;2;;;26;;;12164;5859;18023;14439;;8;0;8;7;;110;10;120;2;;188;4;192;42;;2085;872;2957;1955;;45;205;250;70;
BLOCS;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;2;10;;1;;1;;1;;;;13;;;2;;;14;;;4912;2255;7167;5608;;3002;670;3672;1831;;3549;177;3726;476;;817;430;1247;429;;1242;1031;2273;796;;51;103;154;2;
BLOCS;2021;350000121;CHP SAINT GREGOIRE;350000303;1;23;;1;;1;;6;;2;;33;;15;2;;0;50;;0;19067;31408;50475;46942;;489;228;717;694;;1;1;2;1;;546;309;855;629;;3067;8945;12012;10164;;12;132;144;67;
BLOCS;2021;350000139;CLINIQUE MUTUALISTE DE LA SAGESSE;350001137;1;12;12;1;1;;;2;;;;15;13;;1;;;17;;;4602;7461;12063;9850;;2802;248;3050;904;;0;0;0;0;;0;0;0;0;;500;3896;4396;3825;;5;44;49;0;
BLOCS;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;3;7;1;1;1;;;;;;;8;2;;1;1;;12;12;;4946;2385;7331;5266;;1201;148;1349;535;;1541;14;1555;5;;20;22;42;7;;1809;1644;3453;1788;;6;78;84;1;
BLOCS;2021;350000154;C.H FOUGERES;350000030;3;3;1;1;;;;2;;1;;7;1;;1;1;;7;7;;1695;1890;3585;2784;3650;510;109;619;186;18;1;0;1;0;;4;10;14;0;;475;1503;1978;1220;2776;1;3;4;2;8
BLOCS;2021;350000162;CHIRC SITE REDON;350000048;1;3;3;1;1;;;1;0;;;5;4;;1;1;;5;5;;1532;2512;4044;3162;237;257;61;318;162;2;3;0;3;0;;1;0;1;0;;285;749;1034;698;1914;0;1;1;0;
BLOCS;2021;350000188;CENTRE HOSPITALIER VITRE;350000055;1;3;;1;;;;2;;;;6;;;1;;;6;;;970;1309;2279;1561;;459;42;501;192;;1;0;1;1;;3;0;3;0;;395;1255;1650;1059;;0;29;29;0;
BLOCS;2021;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;1;6;;;;;;2;;;;8;;;1;;;11;;;2825;6486;9311;8527;;0;1;1;1;;0;0;0;0;;102;259;361;126;;969;4309;5278;3665;;5;86;91;84;
BLOCS;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;18;28;3;;;9;3;6;1;1;;44;7;;5;1;;41;10;;16762;6959;23721;19602;6225;8;3;11;10;;3282;131;3413;362;4;1432;729;2161;930;177;5547;2837;8384;4581;5973;116;379;495;60;969
BLOCS;2021;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;2;3;;;;1;;;;;;4;;;1;;;4;;;1205;1892;3097;1575;;0;0;0;0;;0;2;2;0;;105;74;179;44;;24;0;24;10;;19;0;19;2;
BLOCS;2021;350005146;HOPITAL PRIVE SEVIGNE;350000733;1;14;1;;;2;;;;;;16;1;;2;;;24;;;5981;15484;21465;19361;;1;0;1;1;;52;1;53;0;;104;254;358;134;;1391;5782;7173;5482;;6;255;261;56;
BLOCS;2021;350006771;CHRU RENNES SITE LA TAUVRAIS;350005179;;;;;;;;;;;;;;;;;;;;;6;0;6;3;;0;0;0;0;;0;0;0;0;;0;0;0;0;;1;0;1;0;;0;0;0;0;
BLOCS;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;4;8;1;3;3;2;1;;;;;13;5;;3;1;;19;6;;4407;4246;8653;7289;1520;2928;974;3902;1268;138;3;0;3;1;;21;5;26;13;;433;567;1000;536;292;11;112;123;17;53
BLOCS;2021;350053013;CHU RENNES SITE SAINT LAURENT;350005179;;;;;;;;;;;;;;;;;;;;;8;0;8;0;;0;0;0;0;;1;0;1;0;;0;0;0;0;;16;0;16;0;;0;0;0;0;
BLOCS;2021;350054680;POLYCLINQUE SAINT LAURENT;220020739;1;6;;;;3;2;1;;1;;11;2;;2;;;16;;;2683;5719;8402;7508;;0;0;0;0;;1715;3;1718;1344;;207;150;357;217;;740;999;1739;719;;3;1;4;0;
BLOCS;2021;360000129;CLINIQUE SAINT FRANCOIS;360000269;3;5;;;;1;;2;;;;8;;;2;;;12;;;1713;4857;6570;5965;;0;0;0;0;;8;0;8;0;;0;5;5;0;;628;4960;5588;3707;;0;31;31;31;
BLOCS;2021;360000137;CH CHATEAUROUX;360000053;3;6;1;1;1;1;;3;;1;;12;2;;1;;;8;;;3433;1781;5214;3903;;942;81;1023;393;;262;1;263;0;;321;10;331;183;;1859;1445;3304;1274;;4;17;21;1;
BLOCS;2021;360000160;CH DU BLANC;360000053;1;2;;1;;0;;1;;1;;5;;;1;;;6;;;280;482;762;442;;0;0;0;0;;0;0;0;0;;2;113;115;1;;109;533;642;429;;0;0;0;0;
BLOCS;2021;370000051;CLINIQUE JEANNE D'ARC - ST BENOIT;370000028;1;5;;1;1;;;1;;;;7;1;;1;;;12;;;1171;1350;2521;2087;;1;0;1;1;;0;0;0;0;;0;89;89;0;;223;3509;3732;2067;;0;11;11;2;
BLOCS;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;1;18;9;;;5;3;2;;;;25;12;;2;;;36;;;8227;12421;20648;19066;499;0;0;0;0;0;2453;44;2497;1963;0;301;1304;1605;471;0;2200;6748;8948;6110;3074;14;54;68;47;0
BLOCS;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;1;8;0;0;0;2;0;0;0;1;0;11;0;;1;0;0;7;0;0;2709;1960;4669;3860;4584;0;0;0;0;0;53;1;54;18;0;4;0;4;1;0;541;282;823;231;577;18;36;54;6;13
BLOCS;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;2;15;4;6;0;4;0;0;0;0;0;25;4;0;2;2;0;30;10;0;5405;5823;11228;7039;1620;2887;1043;3930;1323;80;20;0;20;8;0;165;86;251;183;8;1994;1281;3275;2171;3507;29;109;138;32;614
BLOCS;2021;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;1;3;;;;;;1;;;;4;;;1;;;6;;;770;1777;2547;2381;;0;10;10;10;;0;0;0;0;;0;0;0;0;;382;684;1066;741;;;26;26;26;
BLOCS;2021;370000903;CH PAUL MARTINAIS - LOCHES;370000614;1;3;0;0;0;0;0;1;0;0;0;4;0;0;1;0;0;6;0;0;602;1207;1809;1539;;0;9;9;9;;1;0;1;0;;3;32;35;0;;207;451;658;434;;0;7;7;0;
BLOCS;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;4;19;6;0;;8;2;4;0;1;0;32;8;4;2;1;1;21;5;6;15962;4840;20802;17538;7561;1;0;1;1;;3835;374;4209;623;1;1215;137;1352;557;2;1121;2407;3528;2473;1121;6;6;12;5;51
BLOCS;2021;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;1;8;;1;;1;;3;;1;;14;;8;1;;0;27;;0;7804;12922;20726;18051;;802;155;957;638;;0;0;0;0;;1;7;8;0;;2333;10717;13050;8506;;27;153;180;39;
BLOCS;2021;380000026;CH FABRICE MARCHIOL LA MURE;380780031;1;;;;;;;1;;;;1;;;;;;2;;;22;0;22;0;;0;0;0;0;;0;0;0;0;;0;0;0;0;;106;691;797;584;;0;0;0;0;
BLOCS;2021;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;1;7;1;1;1;1;;4;;;;13;2;;1;1;;12;12;;3193;2199;5392;4397;;924;209;1133;533;;175;0;175;2;;78;18;96;69;;2235;1301;3536;2107;;10;44;54;0;
BLOCS;2021;380000042;CH YVES TOURAINE;380780056;1;;;;;;;;;;;;;1;;;1;;;4;5;1;6;6;;0;0;0;0;;9;0;9;1;;0;0;0;0;;74;369;443;280;;0;0;0;0;
BLOCS;2021;380000067;HOPITAL NORD - CHU38;380780080;2;37;6;2;1;14;;6;;;;59;7;;4;2;;33;10;;22331;9676;32007;8591;;1899;891;2790;1429;;3287;27;3314;1466;;1551;392;1943;177;;7351;2342;9693;1231;;203;86;289;24;
BLOCS;2021;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;5;3;0;1;1;1;0;1;0;0;0;6;1;0;1;1;0;8;8;0;2682;1923;4605;3023;4773;1049;222;1271;582;0;47;0;47;0;0;41;12;53;31;0;1358;1395;2753;1379;1081;14;49;63;4;872
BLOCS;2021;380000406;HOPITAL DE VOIRON - CHU38;380780080;1;3;1;1;;;;1;;;;5;1;;2;1;;8;4;;2183;1140;3323;2443;;842;186;1028;352;;2;0;2;2;;10;87;97;6;;563;759;1322;707;;5;24;29;1;
BLOCS;2021;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;4;14;2;2;2;3;1;4;0;0;0;23;5;0;2;1;0;30;2;0;5208;12885;18093;16318;;1128;158;1286;453;;1134;60;1194;12;;184;669;853;317;;1525;7268;8793;5527;;9;158;167;106;
BLOCS;2021;380013037;CENTRE D'ENDOSCOPIE NORD ISERE;380013011;1;1;;;;;;1;;;;2;;1;1;;1;8;;8;0;762;762;685;;0;0;0;0;;0;0;0;0;;0;0;0;0;;0;6182;6182;4250;;0;0;0;0;
BLOCS;2021;380020123;CLINIQUE DES COTES DU RHONE;380021139;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;6;164;2196;2360;1954;;0;0;0;0;;1;0;1;1;;1;0;1;1;;150;1544;1694;1098;;0;2;2;1;
BLOCS;2021;380780197;CLINIQUE ST VINCENT DE PAUL BOURGOIN;380798173;1;7;;1;1;1;;1;;;;10;1;0;1;;;12;;;3341;9161;12502;11599;;829;49;878;346;;0;0;0;0;;6;139;145;24;;720;516;1236;1011;;3;52;55;47;
BLOCS;2021;380780288;NOUVELLE CLINIQUE DE CHARTREUSE;380019224;2;5;;;;;;2;;1;;8;;;2;;;12;;;910;5573;6483;5923;1434;0;6;6;6;;45;3;48;0;;0;0;0;0;;324;4972;5296;3287;;0;28;28;6;
BLOCS;2021;380782722;HOPITAL SUD - CHU38;380780080;1;4;;;;;;;;;;4;;;1;;;5;;;4225;1280;5505;3319;;0;0;0;0;;1;0;1;1;;1;0;1;1;;28;0;28;1;;0;0;0;0;
BLOCS;2021;380785956;CLINIQUE DES CEDRES;380795211;1;12;12;1;1;;;3;3;;;16;16;;1;1;0;14;14;0;6231;8704;14935;13514;;260;85;345;322;;0;0;0;0;;1;0;1;1;;2508;9161;11669;7120;;18;75;93;91;
BLOCS;2021;380786442;CLINIQUE BELLEDONNE;380798025;3;16;1;2;1;2;2;3;;;;23;4;;3;;;36;;;7875;12644;20519;18469;;1238;133;1371;568;;1500;41;1541;1368;;344;67;411;377;;1364;9530;10894;6761;;2;81;83;76;
BLOCS;2021;390000040;CH LONS;390780146;2;4;1;1;1;;;1;0;1;0;7;2;;2;1;;9;6;;2334;1457;3791;2942;3878;682;104;786;285;14;88;2;90;31;0;1;0;1;0;0;1481;1124;2605;1441;1477;23;45;68;29;663
BLOCS;2021;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;1;0;;;;;;;;;;0;;5;;;1;;;6;62;505;567;482;575;0;0;0;0;0;1;0;1;0;;0;0;0;0;;69;442;511;343;158;1;6;7;0;38
BLOCS;2021;390000222;CH LOUIS PASTEUR DOLE;390780609;1;5;1;1;;0;;1;;0;;7;1;;1;;;6;;;1404;2008;3412;2390;;527;96;623;239;;69;0;69;12;;3;129;132;0;;254;600;854;476;;5;28;33;0;
BLOCS;2021;390780559;CLINIQUE DU JURA;390000180;1;3;0;0;0;0;0;0;0;0;0;3;0;;1;0;;5;0;;354;3029;3383;3184;;0;0;0;0;;0;0;0;0;;2;30;32;0;;3;50;53;17;;0;3;3;0;
BLOCS;2021;390780575;POLYCLINIQUE DU PARC;690046339;1;5;;0;;0;;1;;1;;7;;;1;0;;12;;;1068;3456;4524;3069;;0;3;3;2;;0;0;0;0;;4;123;127;0;;1129;1094;2223;1912;;15;97;112;67;
BLOCS;2021;400000105;CENTRE HOSPITALIER DAX;400780193;1;8;1;1;1;0;;2;;;;11;2;0;1;;;10;;;4614;3780;8394;6686;4139;744;200;944;476;5;74;2;76;16;;135;21;156;130;;3066;1869;4935;3280;1684;21;33;54;5;278
BLOCS;2021;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;3;6;2;1;1;1;;3;;1;;12;3;;1;1;;11;11;;5649;2839;8488;6847;;928;113;1041;344;;863;42;905;5;;365;188;553;399;;2119;2733;4852;3064;;7;28;35;3;
BLOCS;2021;400015103;GCS PAYS DE L'ADOUR;400015095;1;3;1;0;0;0;0;1;0;0;0;4;1;;1;1;;6;6;;853;3208;4061;2683;;0;0;0;0;;0;0;0;0;;0;23;23;0;;336;2218;2554;1605;;0;3;3;1;
