BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;COMEHPAD
USLD_P;2021;230000259;USLD - CH GUERET;230780041;N2410;;4;1.68;1
USLD_P;2021;230000259;USLD - CH GUERET;230780041;N2460;;1;0.6;1
USLD_P;2021;230000259;USLD - CH GUERET;230780041;N2510;22;0;23.07;0
USLD_P;2021;230000259;USLD - CH GUERET;230780041;N3120;;1;0.4;1
USLD_P;2021;230000259;USLD - CH GUERET;230780041;NAUT;4;18;8.32;1
USLD_P;2021;230000838;CENTRE HOSPITALIER D'AUBUSSON;230780058;MEDCH;;1;0.6;1
USLD_P;2021;230000838;CENTRE HOSPITALIER D'AUBUSSON;230780058;N2210;5;;5;0
USLD_P;2021;230000838;CENTRE HOSPITALIER D'AUBUSSON;230780058;N2510;9;1;9.8;0
USLD_P;2021;230000838;CENTRE HOSPITALIER D'AUBUSSON;230780058;NAUT;8;;8;0
USLD_P;2021;230000846;C H BERNARD DESPLAS BOURGANEUF;230780066;MEDCH;;1;0.46;0
USLD_P;2021;230000846;C H BERNARD DESPLAS BOURGANEUF;230780066;N2210;5;2;6.6;0
USLD_P;2021;230000846;C H BERNARD DESPLAS BOURGANEUF;230780066;N2410;;1;0.18;0
USLD_P;2021;230000846;C H BERNARD DESPLAS BOURGANEUF;230780066;N2510;10;0;10;0
USLD_P;2021;230000846;C H BERNARD DESPLAS BOURGANEUF;230780066;NAUT;6;1;5.8;0
USLD_P;2021;230000952;CTRE HOSPITALIER MOYEN SEJOUR EVAUX;230780512;MEDCH;1;1;1.05;1
USLD_P;2021;230000952;CTRE HOSPITALIER MOYEN SEJOUR EVAUX;230780512;N2210;5;2;5.87;0
USLD_P;2021;230000952;CTRE HOSPITALIER MOYEN SEJOUR EVAUX;230780512;N2510;12;;9;1
USLD_P;2021;230000952;CTRE HOSPITALIER MOYEN SEJOUR EVAUX;230780512;NAUT;37;;15.11;1
USLD_P;2021;230000960;CTRE HOSPITAL MOYEN SEJOUR SOUTERRAINE;230780520;MEDCH;;3;0.83;1
USLD_P;2021;230000960;CTRE HOSPITAL MOYEN SEJOUR SOUTERRAINE;230780520;N2210;6;2;7.2;1
USLD_P;2021;230000960;CTRE HOSPITAL MOYEN SEJOUR SOUTERRAINE;230780520;N2410;;1;1;0
USLD_P;2021;230000960;CTRE HOSPITAL MOYEN SEJOUR SOUTERRAINE;230780520;N2510;15;3;17.55;0
USLD_P;2021;230000960;CTRE HOSPITAL MOYEN SEJOUR SOUTERRAINE;230780520;NAUT;16;3;15.25;1
USLD_P;2021;240000372;C.H DE BERGERAC;240000059;M1320;;2;0.74;0
USLD_P;2021;240000372;C.H DE BERGERAC;240000059;MEDCH;;2;0.74;0
USLD_P;2021;240000372;C.H DE BERGERAC;240000059;N2210;7;1;7.71;0
USLD_P;2021;240000372;C.H DE BERGERAC;240000059;N2510;22;5;22.82;0
USLD_P;2021;240000372;C.H DE BERGERAC;240000059;N3120;;1;0.04;0
USLD_P;2021;240000372;C.H DE BERGERAC;240000059;NAUT;11;3;12.7;0
USLD_P;2021;240000471;CENTRE HOSPITALIER DE NONTRON;240000109;MEDCH;1;;1;
USLD_P;2021;240000471;CENTRE HOSPITALIER DE NONTRON;240000109;N2210;4;1;4.08;
USLD_P;2021;240000471;CENTRE HOSPITALIER DE NONTRON;240000109;N2510;6;3;8.58;
USLD_P;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;M1320;1;;1;
USLD_P;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;MEDCH;1;;1;
USLD_P;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;N2210;11;2;12.74;
USLD_P;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;N2410;1;0;1;
USLD_P;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;N2510;26;1;26.26;
USLD_P;2021;240000489;CENTRE HOSPITALIER DE PERIGUEUX;240000117;NAUT;22;1;12.75;
USLD_P;2021;240000505;CENTRE HOSPITALIER DE RIBERAC;240016055;MEDCH;;1;0.8;0
USLD_P;2021;240000505;CENTRE HOSPITALIER DE RIBERAC;240016055;N2210;5;3;7.4;0
USLD_P;2021;240000505;CENTRE HOSPITALIER DE RIBERAC;240016055;N2510;23;;23;0
USLD_P;2021;240000505;CENTRE HOSPITALIER DE RIBERAC;240016055;NAUT;7;;7;0
USLD_P;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;M1320;;1;0.4;0
USLD_P;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;MEDCH;0;1;0.4;0
USLD_P;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;N2210;;6;5.6;0
USLD_P;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;N2410;;;0.08;0
USLD_P;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;N2510;;18;17.67;0
USLD_P;2021;240000687;CENTRE HOSPITALIER SARLAT;240000448;NAUT;;12;11.31;0
USLD_P;2021;250000627;CH PAUL NAPPEZ MORTEAU;250000221;N2210;3;3;5.77;0
USLD_P;2021;250000627;CH PAUL NAPPEZ MORTEAU;250000221;N2410;;2;1.09;1
USLD_P;2021;250000627;CH PAUL NAPPEZ MORTEAU;250000221;N2510;7;7;10.8;0
USLD_P;2021;250000627;CH PAUL NAPPEZ MORTEAU;250000221;NAUT;10;3;11.18;0
USLD_P;2021;250000635;CH SAINTE CROIX BAUME LES DAMES;250000239;MEDCH;;;0.09;1
USLD_P;2021;250000635;CH SAINTE CROIX BAUME LES DAMES;250000239;N2210;1;2;3.73;0
USLD_P;2021;250000635;CH SAINTE CROIX BAUME LES DAMES;250000239;N2460;;;0.04;1
USLD_P;2021;250000635;CH SAINTE CROIX BAUME LES DAMES;250000239;N2510;4;6;8.86;0
USLD_P;2021;250000635;CH SAINTE CROIX BAUME LES DAMES;250000239;NAUT;5;5;10.36;0
USLD_P;2021;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;M1320;;;0.9;1
USLD_P;2021;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;MEDCH;1;;1.12;1
USLD_P;2021;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;N2210;7;6;10.22;1
USLD_P;2021;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;N2410;;1;0.2;1
USLD_P;2021;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;N2460;1;;1.75;1
USLD_P;2021;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;N2510;10;2;12.17;1
USLD_P;2021;250000882;ETABLISSEMENT DE SANTE DE QUINGEY;250002839;NAUT;19;3;21.35;1
USLD_P;2021;250001237;USLD BELLEVAUX;250007598;M1320;;1;0.45;0
USLD_P;2021;250001237;USLD BELLEVAUX;250007598;MEDCH;4;4;1.43;1
USLD_P;2021;250001237;USLD BELLEVAUX;250007598;N2210;9;5;11.01;0
USLD_P;2021;250001237;USLD BELLEVAUX;250007598;N2410;1;1;0.58;1
USLD_P;2021;250001237;USLD BELLEVAUX;250007598;N2460;0;1;0.12;1
USLD_P;2021;250001237;USLD BELLEVAUX;250007598;N2510;30;7;26.01;1
USLD_P;2021;250001237;USLD BELLEVAUX;250007598;NAUT;62;24;32.4;1
USLD_P;2021;250001252;USLD JACQUES WEINMAN AVANNE;250007788;M1320;0;2;1.15;1
USLD_P;2021;250001252;USLD JACQUES WEINMAN AVANNE;250007788;MEDCH;0;2;1.15;1
USLD_P;2021;250001252;USLD JACQUES WEINMAN AVANNE;250007788;N2210;14;5;11.27;1
USLD_P;2021;250001252;USLD JACQUES WEINMAN AVANNE;250007788;N2410;1;0;0.32;1
USLD_P;2021;250001252;USLD JACQUES WEINMAN AVANNE;250007788;N2460;1;1;0.58;1
USLD_P;2021;250001252;USLD JACQUES WEINMAN AVANNE;250007788;N2510;64;13;44.66;1
USLD_P;2021;250001252;USLD JACQUES WEINMAN AVANNE;250007788;N3120;1;0;0.32;1
USLD_P;2021;250001252;USLD JACQUES WEINMAN AVANNE;250007788;NAUT;72;27;35.48;1
USLD_P;2021;250004009;LE MITTAN ANNEXE DU HNFC;900000365;M1320;0;0;0.4;
USLD_P;2021;250004009;LE MITTAN ANNEXE DU HNFC;900000365;MEDCH;0;0;0.4;
USLD_P;2021;250004009;LE MITTAN ANNEXE DU HNFC;900000365;N2210;4;4;6.97;
USLD_P;2021;250004009;LE MITTAN ANNEXE DU HNFC;900000365;N2510;7;2;9.33;
USLD_P;2021;250004009;LE MITTAN ANNEXE DU HNFC;900000365;NAUT;6;7;8.52;
USLD_P;2021;250007234;USLD PONTARLIER;250000452;M1320;;;;1
USLD_P;2021;250007234;USLD PONTARLIER;250000452;MEDCH;1;;1;0
USLD_P;2021;250007234;USLD PONTARLIER;250000452;N2210;5;2;5.54;1
USLD_P;2021;250007234;USLD PONTARLIER;250000452;N2410;1;;0.4;1
USLD_P;2021;250007234;USLD PONTARLIER;250000452;N2460;;;;1
USLD_P;2021;250007234;USLD PONTARLIER;250000452;N2510;8;3;11.72;1
USLD_P;2021;250007234;USLD PONTARLIER;250000452;N3120;;;;1
USLD_P;2021;250007234;USLD PONTARLIER;250000452;NAUT;6;4;7.98;1
USLD_P;2021;260000013;CH DE VALENCE;260000021;M1320;1;1;0.9;0
USLD_P;2021;260000013;CH DE VALENCE;260000021;MEDCH;3;1;1.9;0
USLD_P;2021;260000013;CH DE VALENCE;260000021;N2210;18;10;18.05;0
USLD_P;2021;260000013;CH DE VALENCE;260000021;N2460;0;1;0.75;0
USLD_P;2021;260000013;CH DE VALENCE;260000021;N2510;46;18;38;0
USLD_P;2021;260000013;CH DE VALENCE;260000021;NAUT;9;9;8.16;0
USLD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;M1320;0;3;1.18;1
USLD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;MEDCH;0;3;1.18;1
USLD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;N2210;7;1;8.15;1
USLD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;N2410;0;0;0;1
USLD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;N2460;0;1;0.3;1
USLD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;N2510;16;4;19.23;1
USLD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;N3120;0;0;0;1
USLD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;NAUT;13;2;11.74;1
USLD_P;2021;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;MEDCH;;2;1.33;0
USLD_P;2021;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;N2210;5;5;8.58;0
USLD_P;2021;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;N2410;;4;0.92;0
USLD_P;2021;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;N2460;;1;0.25;0
USLD_P;2021;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;N2510;4;18;20.38;0
USLD_P;2021;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;N3120;;1;0.1;0
USLD_P;2021;260000195;CLINIQUE PNEUMOLOGIE LES RIEUX;010783009;NAUT;3;35;24.22;0
USLD_P;2021;260000823;CH DROME-VIVARAIS - SITE DE MONTELEGER;260003264;MEDCH;;1;0.1;0
USLD_P;2021;260000823;CH DROME-VIVARAIS - SITE DE MONTELEGER;260003264;N2210;9;0;8.86;0
USLD_P;2021;260000823;CH DROME-VIVARAIS - SITE DE MONTELEGER;260003264;N2510;13;1;13.18;0
USLD_P;2021;260000823;CH DROME-VIVARAIS - SITE DE MONTELEGER;260003264;NAUT;5;2;6.52;0
USLD_P;2021;270000367;CH GISORS;270000086;M1320;0;1;0.26;1
USLD_P;2021;270000367;CH GISORS;270000086;MEDCH;2;2;1.76;1
USLD_P;2021;270000367;CH GISORS;270000086;N2210;7;4;10.74;0
USLD_P;2021;270000367;CH GISORS;270000086;N2510;32;2;35.06;0
USLD_P;2021;270000367;CH GISORS;270000086;NAUT;5;0;4.61;0
USLD_P;2021;270000425;CH PONT-AUDEMER;270000102;M1320;;1;0.5;
USLD_P;2021;270000425;CH PONT-AUDEMER;270000102;MEDCH;;1;0.5;
USLD_P;2021;270000425;CH PONT-AUDEMER;270000102;N2210;4;1;4.8;
USLD_P;2021;270000425;CH PONT-AUDEMER;270000102;N2510;11;3;11.2;
USLD_P;2021;270000425;CH PONT-AUDEMER;270000102;NAUT;13;3;11.33;
USLD_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;MEDCH;1;;1.36;
USLD_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;N2210;9;;10.21;
USLD_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;N2460;1;;0.12;
USLD_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;N2510;21;2;22.04;
USLD_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;NAUT;28;4;25.51;
USLD_P;2021;270000516;HL LE NEUBOURG;270000177;M1320;;;;1
USLD_P;2021;270000516;HL LE NEUBOURG;270000177;MEDCH;;4;1.22;1
USLD_P;2021;270000516;HL LE NEUBOURG;270000177;N2210;4;2;5.14;1
USLD_P;2021;270000516;HL LE NEUBOURG;270000177;N2410;;;0.05;
USLD_P;2021;270000516;HL LE NEUBOURG;270000177;N2510;14;3;16.21;1
USLD_P;2021;270000516;HL LE NEUBOURG;270000177;NAUT;11;1;12;1
USLD_P;2021;270026107;USLD CH EURE SEINE;270023724;MEDCH;;1;0.3;1
USLD_P;2021;270026107;USLD CH EURE SEINE;270023724;N2210;3;1;4.04;
USLD_P;2021;270026107;USLD CH EURE SEINE;270023724;N2460;;1;0.25;
USLD_P;2021;270026107;USLD CH EURE SEINE;270023724;N2510;20;1;20.96;
USLD_P;2021;270026107;USLD CH EURE SEINE;270023724;NAUT;4;11;6.81;
USLD_P;2021;280000050;CH BONNEVAL;280000142;M1320;0;2;0.66;1
USLD_P;2021;280000050;CH BONNEVAL;280000142;MEDCH;0;2;0.66;1
USLD_P;2021;280000050;CH BONNEVAL;280000142;N2210;8;1;7.44;0
USLD_P;2021;280000050;CH BONNEVAL;280000142;N2510;17;3;18.37;0
USLD_P;2021;280000050;CH BONNEVAL;280000142;NAUT;12;6;18.75;0
USLD_P;2021;280000084;CH DREUX;280000183;M1320;;2;1.32;0
USLD_P;2021;280000084;CH DREUX;280000183;MEDCH;;4;1.5;0
USLD_P;2021;280000084;CH DREUX;280000183;N2210;8;4;10.52;0
USLD_P;2021;280000084;CH DREUX;280000183;N2410;;1;0.42;0
USLD_P;2021;280000084;CH DREUX;280000183;N2460;;1;0.4;0
USLD_P;2021;280000084;CH DREUX;280000183;N2510;31;5;33.57;0
USLD_P;2021;280000084;CH DREUX;280000183;NAUT;26;14;33.68;0
USLD_P;2021;280000100;CH DE LA LOUPE;280000225;MEDCH;;13;0.56;1
USLD_P;2021;280000100;CH DE LA LOUPE;280000225;N2210;4;2;5.72;1
USLD_P;2021;280000100;CH DE LA LOUPE;280000225;N2410;;1;0.23;1
USLD_P;2021;280000100;CH DE LA LOUPE;280000225;N2460;;1;0.48;1
USLD_P;2021;280000100;CH DE LA LOUPE;280000225;N2510;10;7;16.25;0
USLD_P;2021;280000100;CH DE LA LOUPE;280000225;N3120;;1;0.07;1
USLD_P;2021;280000100;CH DE LA LOUPE;280000225;NAUT;8;6;9.15;1
USLD_P;2021;280000662;CH CHATEAUDUN;280500075;M1320;;1;0.38;1
USLD_P;2021;280000662;CH CHATEAUDUN;280500075;MEDCH;;1;0.38;1
USLD_P;2021;280000662;CH CHATEAUDUN;280500075;N2210;9;2;8.91;
USLD_P;2021;280000662;CH CHATEAUDUN;280500075;N2410;;2;0.68;1
USLD_P;2021;280000662;CH CHATEAUDUN;280500075;N2460;;1;0.47;
USLD_P;2021;280000662;CH CHATEAUDUN;280500075;N2510;14;4;15.05;
USLD_P;2021;280000662;CH CHATEAUDUN;280500075;NAUT;3;5;4.12;1
USLD_P;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;N2510;3;;2.5;
USLD_P;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;NAUT;1;;1.09;
USLD_P;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;M1320;;1;0.4;1
USLD_P;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;MEDCH;;1;0.4;1
USLD_P;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;N2210;12;10;9.23;1
USLD_P;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;N2410;1;;0.26;1
USLD_P;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;N2460;;4;0.31;1
USLD_P;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;N2510;35;33;19.37;1
USLD_P;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;N3120;;2;0.03;1
USLD_P;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;NAUT;21;25;7.18;1
USLD_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;M1320;;;;1
USLD_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;MEDCH;1;;0.65;1
USLD_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N2210;7;2;7.54;
USLD_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N2410;;1;0.24;
USLD_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N2510;12;7;15.86;
USLD_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;N3120;;1;0.1;
USLD_P;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;NAUT;3;7;4.98;
USLD_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;MEDCH;2;;0.41;
USLD_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;N2210;9;6;14.34;
USLD_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;N2510;30;4;30.65;
USLD_P;2021;290000553;CENTRE MEDICAL -LE GUERVENAN-;290021542;NAUT;17;3;21.68;
USLD_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;MEDCH;;1;0.54;0
USLD_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2210;7;6;14.14;0
USLD_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2410;;3;0.24;0
USLD_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2510;17;9;22.05;0
USLD_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;NAUT;4;4;6.36;0
USLD_P;2021;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;M1320;0;1;0.6;1
USLD_P;2021;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;MEDCH;0;1;0.6;1
USLD_P;2021;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;N2210;4;0;5.69;1
USLD_P;2021;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;N2410;0;1;0.33;1
USLD_P;2021;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;N2460;0;2;0.16;1
USLD_P;2021;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;N2510;4;2;5.77;1
USLD_P;2021;290008853;CTRE DE LONG SEJOUR - CH DOUARNENEZ;290000074;NAUT;7;7;9.02;1
USLD_P;2021;290014687;GHBS USLD BOIS JOLY;560005746;MEDCH;0;1;0.3;1
USLD_P;2021;290014687;GHBS USLD BOIS JOLY;560005746;N2210;3;2;5.87;1
USLD_P;2021;290014687;GHBS USLD BOIS JOLY;560005746;N2510;6;1;9.52;1
USLD_P;2021;290014687;GHBS USLD BOIS JOLY;560005746;NAUT;3;2;5.27;1
USLD_P;2021;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;M1320;;;;1
USLD_P;2021;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;MEDCH;3;;2.13;1
USLD_P;2021;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N2210;18;14;28.02;
USLD_P;2021;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N2410;;1;0.16;
USLD_P;2021;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N2460;;1;0.6;
USLD_P;2021;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N2510;41;7;47.98;
USLD_P;2021;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;N3120;;1;0.57;
USLD_P;2021;290017946;CTRE LONG SEJOUR BOHARS - CHRU BREST;290000017;NAUT;20;14;31.78;
USLD_P;2021;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;M1320;1;;1;0
USLD_P;2021;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;MEDCH;1;1;1.1;0
USLD_P;2021;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N2210;12;2;12.88;0
USLD_P;2021;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N2410;;1;0.36;0
USLD_P;2021;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N2460;;1;0.18;0
USLD_P;2021;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N2510;16;10;22.27;0
USLD_P;2021;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;N3120;;1;0.27;0
USLD_P;2021;290024462;RESIDENCE KERFILY EPSM FINISTERE SUD;290000298;NAUT;14;7;17.62;0
USLD_P;2021;290025113;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;290020700;MEDCH;;1;0.3;1
USLD_P;2021;290025113;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;290020700;N2210;14;3;5.87;1
USLD_P;2021;290025113;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;290020700;N2410;;1;0.27;1
USLD_P;2021;290025113;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;290020700;N2460;;4;0.16;1
USLD_P;2021;290025113;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;290020700;N2510;35;18;12.74;1
USLD_P;2021;290025113;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;290020700;N3120;;2;0.01;1
USLD_P;2021;290025113;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;290020700;NAUT;18;15;4.91;1
USLD_P;2021;290025147;LONG SEJOUR TY GLAZIK - CHIC QUIMPER;290020700;MEDCH;;1;0.3;1
USLD_P;2021;290025147;LONG SEJOUR TY GLAZIK - CHIC QUIMPER;290020700;N2210;9;9;5.74;1
USLD_P;2021;290025147;LONG SEJOUR TY GLAZIK - CHIC QUIMPER;290020700;N2410;;;0.23;1
USLD_P;2021;290025147;LONG SEJOUR TY GLAZIK - CHIC QUIMPER;290020700;N2460;;4;0.16;1
USLD_P;2021;290025147;LONG SEJOUR TY GLAZIK - CHIC QUIMPER;290020700;N2510;27;18;10.74;1
USLD_P;2021;290025147;LONG SEJOUR TY GLAZIK - CHIC QUIMPER;290020700;N3120;;2;0.01;1
USLD_P;2021;290025147;LONG SEJOUR TY GLAZIK - CHIC QUIMPER;290020700;NAUT;19;19;5.59;1
USLD_P;2021;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;MEDCH;1;;0.8;1
USLD_P;2021;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;N2210;5;;6.65;0
USLD_P;2021;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;N2410;1;;0.2;
USLD_P;2021;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;N2510;10;1;11.2;0
USLD_P;2021;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;N3120;;;0.1;
USLD_P;2021;2A0000212;HOPITAL LOCAL DE BONIFACIO;2A0000170;NAUT;2;1;2.5;0
USLD_P;2021;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;MEDCH;;1;0.37;1
USLD_P;2021;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;N2210;8;;6.26;
USLD_P;2021;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;N2410;1;;0.83;
USLD_P;2021;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;N2510;15;;15;
USLD_P;2021;2A0023271;USLD D' AJACCIO;2A0000014;M1320;1;;1;0
USLD_P;2021;2A0023271;USLD D' AJACCIO;2A0000014;MEDCH;1;;1;0
USLD_P;2021;2A0023271;USLD D' AJACCIO;2A0000014;N2210;11;10;17.45;0
USLD_P;2021;2A0023271;USLD D' AJACCIO;2A0000014;N2410;;;;1
USLD_P;2021;2A0023271;USLD D' AJACCIO;2A0000014;N2460;;;;1
USLD_P;2021;2A0023271;USLD D' AJACCIO;2A0000014;N2510;41;17;45.73;0
USLD_P;2021;2A0023271;USLD D' AJACCIO;2A0000014;N3120;;;;1
USLD_P;2021;2A0023271;USLD D' AJACCIO;2A0000014;NAUT;16;4;16.36;0
USLD_P;2021;2B0000038;CH CORTE;2B0004246;MEDCH;;1;0.2;
USLD_P;2021;2B0000038;CH CORTE;2B0004246;N2210;;1;0.2;
USLD_P;2021;2B0000038;CH CORTE;2B0004246;N2510;;1;0.2;
USLD_P;2021;2B0000038;CH CORTE;2B0004246;NAUT;;3;1.1;
USLD_P;2021;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;M1320;0;2;0.5;1
USLD_P;2021;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;MEDCH;1;3;1.67;1
USLD_P;2021;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;N2210;0;12;6.42;1
USLD_P;2021;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;N2410;0;1;0.3;1
USLD_P;2021;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;N2460;0;1;0.6;1
USLD_P;2021;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;N2510;0;28;15.42;1
USLD_P;2021;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;N3120;0;1;0.18;1
USLD_P;2021;2B0004089;USLD CENTRE HOSPITALIER BASTIA;2B0000020;NAUT;0;24;12.88;1
USLD_P;2021;2B0005359;CH CALVI;2B0005342;MEDCH;0;2;1.03;
USLD_P;2021;2B0005359;CH CALVI;2B0005342;N2210;5;1;5.35;
USLD_P;2021;2B0005359;CH CALVI;2B0005342;N2510;15;3;15.07;
USLD_P;2021;2B0005359;CH CALVI;2B0005342;NAUT;1;16;3.1;
USLD_P;2021;300000031;CH LOUIS PASTEUR;300780053;MEDCH;0;2;0.75;1
USLD_P;2021;300000031;CH LOUIS PASTEUR;300780053;N2210;5;0;5;
USLD_P;2021;300000031;CH LOUIS PASTEUR;300780053;N2410;0;0;0.19;
USLD_P;2021;300000031;CH LOUIS PASTEUR;300780053;N2460;1;0;0.5;
USLD_P;2021;300000031;CH LOUIS PASTEUR;300780053;N2510;18;0;16.51;
USLD_P;2021;300000031;CH LOUIS PASTEUR;300780053;NAUT;14;0;7.06;
USLD_P;2021;300000064;CH UZES;300780087;MEDCH;1;1;0.96;
USLD_P;2021;300000064;CH UZES;300780087;N2210;4;2;4.62;
USLD_P;2021;300000064;CH UZES;300780087;N2410;1;6;0.16;
USLD_P;2021;300000064;CH UZES;300780087;N2510;13;6;12.84;
