BOR;AN;FI;RS;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtHAD;dtHAD80;dtHAD18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2021;270000458;CH VERNON CH EURE-SEINE;270023724;GEN;406;588;1;IAO;23850;2143;3684;3342;923;79;21;16;0;;;;;;;3363;4;1460;1064;310;848;1;1
URGENCES2;2021;280000084;CH DREUX;280000183;GEN;808;1263;;;60342;4590;20009;7919;2638;1411;202;9;;;;;;;;8121;11;4015;2461;491;2160;0;0
URGENCES2;2021;280000662;CH CHATEAUDUN;280500075;GEN;406;756;1;IAO;15090;2301;2575;3823;;;;;;;;;;;;3823;4;1460;2204;989;1332;0;0
URGENCES2;2021;280502998;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;280000589;GEN;168;168;1;IAO;14023;2371;2337;2649;1135;39;;;;;;;;;;2649;3;1095;1255;564;729;0;0
URGENCES2;2021;280504267;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;280000134;GEN;792;1016;1;IAO;58365;6374;17523;16806;4325;1859;18;15;0;;;;375;68;11;17199;16;5840;9919;4430;6267;1;1
URGENCES2;2021;280505777;HOPITAL PRIVE D'EURE ET LOIR;280001199;GEN;252;840;1;IAO;23748;2209;5115;2080;;;;;;;;;;;;2080;8;2920;987;170;886;1;1
URGENCES2;2021;290000025;CHIC QUIMPER;290020700;GEN;571;1250;1;IAOMAO;53523;5544;13775;13452;2930;2937;;;;;;;1102;393;13;14554;31;11315;4301;1355;3189;1;1
URGENCES2;2021;290000033;C.H. DES PAYS DE MORLAIX;290021542;GEN;300;768;1;IAO;32911;3850;7545;8753;2352;1503;1269;35;99;;;;194;25;31;10216;10;3660;2410;255;2457;1;1
URGENCES2;2021;290000058;CHRU BREST SITE HOPITAL MORVAN;290000017;PED;309;747;1;IAOMAO;25582;;;;;;;;;;;;;;;4992;8;2920;2456;666;1883;;
URGENCES2;2021;290000066;CHIC SITE DE CONCARNEAU;290020700;GEN;70;147;1;IAO;7726;1122;1265;1003;502;16;;;;;;;75;36;1;1078;;;;;;1;0
URGENCES2;2021;290000173;CH FERDINAND GRALL LANDERNEAU;290000041;GEN;287;427;1;IAO;16853;2653;2360;4023;1142;38;232;4;7;;;;160;41;5;4415;4;1460;1502;287;1345;;
URGENCES2;2021;290000181;CENTRE HOSPITALIER DOUARNENEZ;290000074;GEN;218;448;1;IAO;14109;2742;1745;4254;1337;26;206;155;0;0;0;0;754;203;13;5214;2;730;2717;1725;1066;0;0
URGENCES2;2021;290000256;CHRU BREST SITE HOPITAL DE CARHAIX;290000017;GEN;336;341;1;IAO;13813;3154;1449;4067;1852;60;0;0;0;0;0;0;118;0;0;4185;4;1460;1428;262;1273;1;1
URGENCES2;2021;290000728;HOPITAL INSTRUCTION DES ARMEES;750821092;GEN;400;608;1;IAO;18131;1816;871;3410;1046;53;31;;;;;;603;275;11;4044;6;2172;2104;418;1854;1;1
URGENCES2;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;GEN;336;420;1;IAO;15555;2686;;2582;;;6;;;0;;;408;;;2996;2;730;1826;1397;430;;
URGENCES2;2021;290000934;GHBS - HOPITAL LA VILLENEUVE;560005746;GEN;273;487;1;IAOMAO;20506;3354;3661;5410;2248;104;17;5;0;;;;2;0;0;5429;7;2555;2635;1180;1776;0;1
URGENCES2;2021;290004324;CHRU BREST SITE HOPITAL CAVALE BLANCHE;290000017;GEN;650;1583;1;IAO;49957;10607;;16819;6508;;2007;;;;;;327;;;19153;16;5840;4673;449;5501;1;1
URGENCES2;2021;290019777;POLYCLINIQUE DE KERAUDREN;290022508;GEN;297;588;1;IAO;34897;2354;6933;2924;;;;;;;;;465;;;3389;7;2555;1064;645;422;1;0
URGENCES2;2021;2A0000022;CH ND LA MISERICORDE;2A0000014;GEN;444;2016;1;MAO;35602;4646;4925;8262;2527;767;109;96;0;0;0;0;1419;690;34;9790;8;2920;1269;358;1380;1;1
URGENCES2;2021;2A0000154;CLINIQUE DU SUD DE LA CORSE;2A0000204;GEN;186;186;1;IAO;16635;911;3354;1276;352;37;;;;;;;466;43;85;1742;4;;1375;1021;354;;
URGENCES2;2021;2B0000012;CENTRE HOSPITALIER DE BASTIA;2B0000020;GEN;450;1095;1;IAO;30144;7384;12474;;;;;;;;;;;;;;6;2190;4354;1989;2788;1;1
URGENCES2;2021;2B0005359;CH CALVI;2B0005342;GEN;336;336;1;IAO;15063;1169;3277;2185;537;80;;;;;;;;;;2185;3;1095;2062;1146;952;;
URGENCES2;2021;300000023;CH ALES CEVENNES;300780046;GEN;336;1680;1;IAO;41137;6174;8293;9571;3104;947;472;6;9;0;0;0;459;83;62;10502;8;2920;4743;930;4181;1;1
URGENCES2;2021;300000031;CH LOUIS PASTEUR;300780053;GEN;420;574;1;IAO;31029;3243;8115;5853;1660;823;;;;;;;417;42;42;6270;6;2300;1873;660;1377;;1
URGENCES2;2021;300780137;NOUVELLE CL BONNEFON;920028396;GEN;168;228;1;IAO;11290;1118;1628;1169;390;28;;;;;;;;;;1169;2;;333;217;117;1;1
URGENCES2;2021;300782117;CHU NIMES CAREMEAU;300780038;GEN;714;1648;1;IAO;86071;8930;5774;25145;;;207;;;;;;334;;;25686;10;3650;9889;6590;3738;1;1
URGENCES2;2021;300782117;CHU NIMES CAREMEAU;300780038;PED;252;0;1;IAO;21659;;;;;;;;;;;;;;;3468;1;365;488;379;109;;
URGENCES2;2021;300788502;POLYCL GRAND SUD;300017985;GEN;228;228;1;IAO;22022;1067;5443;2246;279;147;0;0;0;0;0;0;0;0;0;2246;5;1825;5;2;9;0;1
URGENCES2;2021;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;GEN;336;420;1;IAO;18261;3558;3020;4665;1988;91;15;6;;3;1;;667;99;93;5350;6;2196;3495;1410;2261;1;1
URGENCES2;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;PED;592;1205;1;IAO;55061;;;;;;;;;;;;;;;12454;14;5110;;;;;
URGENCES2;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;GEN;240;604;1;IAO;26308;4195;2493;;;;;;;;;;;;;;6;2190;1519;841;717;1;1
URGENCES2;2021;310780283;CL DE L'UNION;310000112;GEN;312;673;1;IAO;29898;5026;;;;;;;;;;;;;;;10;3650;2589;210;3088;1;0
URGENCES2;2021;310780382;CL AMBROISE PARE;310000179;GEN;168;168;0;;12790;1100;713;;;;;;;;;;;;;;2;730;557;253;313;1;1
URGENCES2;2021;310781000;CL DES CEDRES;310788880;GEN;298;627;1;IAO;23825;2977;1150;7580;650;;;;;;;;;;;7580;6;;3554;2144;1465;1;1
URGENCES2;2021;310781067;HOPITAL JOSEPH DUCUING;310788898;GEN;271;455;1;IAO;12645;481;325;1122;159;14;0;0;0;0;0;0;75;6;2;1197;5;1825;562;155;487;1;0
URGENCES2;2021;310781505;CL D'OCCITANIE;310000492;GEN;240;464;1;IAO;32270;2729;5373;2220;;;;;;;;;;;;2220;6;2190;1695;912;788;1;1
URGENCES2;2021;310783048;HOPITAL PURPAN CHU TLSE;310781406;GEN;954;2352;1;IAO;76971;8030;4103;9956;2883;246;291;14;14;0;0;0;2911;552;65;13158;26;8778;3863;1019;4852;1;1
URGENCES2;2021;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;GEN;676;1722;1;IAOMAO;38998;6174;992;8449;2191;100;11;4;1;;;;1199;515;7;9659;14;5101;2870;1453;1720;1;1
URGENCES2;2021;320000086;CH AUCH EN GASCOGNE;320780117;GEN;336;588;1;IAO;20537;4406;3253;8046;2885;650;3;3;0;0;0;0;2151;1023;65;10200;3;1095;2425;1658;819;1;1
URGENCES2;2021;320000102;CH CONDOM;320780133;GEN;168;168;0;;10140;1582;1362;472;323;0;7;5;0;14;10;0;694;509;38;1187;2;730;649;391;263;1;1
URGENCES2;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;GEN;408;680;1;IAOMAO;37220;5357;7650;9673;3089;787;;;;;;;;;;9673;6;2190;5584;2235;3858;;1
URGENCES2;2021;330000571;CH DE LA HAUTE GIRONDE;330781220;GEN;168;252;1;IAO;14532;2190;2472;5165;1498;236;1;0;0;;;;506;59;83;5672;3;1095;2750;1937;815;1;1
URGENCES2;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;GEN;420;756;1;IAO;21711;3783;3157;7219;2459;241;90;74;;9;5;;406;102;65;7724;5;1830;4403;2081;2730;1;0
URGENCES2;2021;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;GEN;415;1055;1;IAO;43920;6499;12527;17163;4693;2154;398;36;21;;;;;;;17561;8;2920;9103;3328;6445;1;1
URGENCES2;2021;330058355;CH LIBOURNE- ANTENNE STE-FOY-LA-GRANDE;330781253;GEN;140;84;1;IAO;9427;1083;2068;2046;500;102;2;0;0;;;;;;;2048;2;730;1765;1192;614;0;1
URGENCES2;2021;330780263;POLYCLINIQUE BORDEAUX RIVE DROITE;330000134;GEN;252;756;1;IAO;25678;1645;3582;1844;486;70;;;;;;;868;213;46;2712;8;2920;7121;4063;3564;1;1
URGENCES2;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;GEN;386;840;1;IAO;32285;4287;3633;3193;;;;;;;;;;;;3193;8;2980;11079;6893;4952;1;1
URGENCES2;2021;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;GEN;168;168;1;IAO;17891;2154;3600;5456;1326;335;0;0;0;0;0;0;769;94;82;6225;4;1460;5365;3445;1981;1;1
URGENCES2;2021;330780529;CLINIQUE MUTUALISTE DE PESSAC;330796392;GEN;420;383;1;IAO;28673;3564;1900;7137;2113;123;0;0;0;0;0;0;652;;;7789;12;4380;5363;2803;2916;1;0
URGENCES2;2021;330780537;HOPITAL PRIVE WALLERSTEIN;330000324;GEN;175;518;1;IAO;20438;4513;2536;3279;1521;78;;;;;;;582;96;12;3861;4;1464;3364;2232;1132;1;1
URGENCES2;2021;330781303;HIA ROBERT PICQUE;750821092;GEN;364;569;1;IAO;17050;3194;241;3338;1353;21;7;2;0;;;;1523;556;13;4868;4;1460;3372;605;3113;1;1
URGENCES2;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;GEN;268;942;1;IAO;19084;2610;490;6793;1999;115;;;;;;;1;;;6794;8;2920;2116;1013;1108;1;0
URGENCES2;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;GEN;753;1919;1;IAO;54499;5987;2668;26736;5065;864;;;;;;;;;;26736;9;3240;11666;6716;4963;1;0
URGENCES2;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;PED;429;672;1;IAO;43105;;;;;;;;;;;;;;;9078;8;2920;1474;1182;294;;
URGENCES2;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;GEN;168;535;0;;5058;823;42;3195;689;16;;;;;;;;;;3195;4;1460;3074;1963;1193;0;1
URGENCES2;2021;340000033;CH BEZIERS;340780055;GEN;605;1405;1;MAO;63985;7295;21893;15833;4155;2377;658;16;69;;;;892;118;105;17383;6;2190;5820;2915;3087;1;1
URGENCES2;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;GEN;406;892;1;IAOMAO;33008;4734;5645;7379;2363;587;;;;;;;;;;7379;9;3285;3442;948;2783;1;0
URGENCES2;2021;340015502;CL DU MILLENAIRE;340000512;GEN;252;504;1;IAO;25703;3018;1658;4641;1239;25;;;;;;;;138;36;4641;7;2555;2839;1908;950;1;1
URGENCES2;2021;340015965;POLYCL ST PRIVAT;340000074;GEN;252;370;1;IAO;23083;2019;3295;3905;788;97;;;;;;;484;172;8;4389;2;730;625;564;61;1;1
URGENCES2;2021;340022979;POLYCL ST ROCH;340000306;GEN;252;597;1;IAO;47884;1029;19411;1772;380;106;;;;;;;;;;1772;5;1825;2481;1937;561;1;1
URGENCES2;2021;340024314;CL ST JEAN SUD DE FRANCE;340000272;GEN;336;504;1;IAO;32222;1644;13461;2961;520;817;;;;;;;;;;2961;8;2920;421;180;247;1;1
URGENCES2;2021;340780147;POLYCL DES TROIS VALLEES;340000108;GEN;168;217;1;IAO;10518;888;2112;865;334;13;;;;;;;;;;865;2;732;338;337;1;1;1
URGENCES2;2021;340780154;POLYCL PASTEUR;340000116;GEN;168;217;1;IAO;11618;969;2130;;;;;;;;;;;;;;2;732;769;736;33;1;1
URGENCES2;2021;340780642;CL BEAU SOLEIL;340785856;GEN;168;256;1;IAO;9000;1200;500;1400;500;15;;;;;;;;;;1400;2;730;257;135;130;1;1
URGENCES2;2021;340780667;CL DU PARC;340000280;GEN;238;495;1;IAO;17010;2555;1614;2688;982;20;0;0;0;0;0;0;0;0;0;2688;8;2920;256;116;164;1;1
URGENCES2;2021;340780717;CL ST LOUIS;340023225;GEN;168;168;1;IAO;12954;1795;2325;1486;605;23;0;0;0;0;0;0;;;;1486;5;388;386;209;177;1;1
URGENCES2;2021;340780725;CL VIA DOMITIA;340000330;GEN;212;406;1;IAO;25086;1706;6149;1208;339;27;;;;;;;913;302;61;2121;6;2190;957;123;933;1;1
URGENCES2;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;GEN;980;2347;1;IAO;89180;8964;5580;20072;2931;504;1540;114;25;;;;1567;385;53;23179;30;9143;9350;2357;8872;0;1
URGENCES2;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;PED;310;504;1;IAO;32169;;;;;;;;;;;;;;;4564;7;1955;1740;543;1315;;
URGENCES2;2021;350000121;CHP SAINT GREGOIRE;350000303;GEN;351;814;1;IAO;40859;3334;6549;5940;1259;236;;;;;;;;;;5940;6;2190;911;352;575;1;1
URGENCES2;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;GEN;588;509;1;IAO;40233;6020;7458;17005;4621;1715;505;8;108;;;;227;43;34;17737;12;;3138;581;3363;1;1
URGENCES2;2021;350000154;C.H FOUGERES;350000030;GEN;453;548;1;IAO;26441;3589;6642;4260;1707;625;7;0;5;;;;633;40;146;4900;8;2188;2517;775;2119;1;1
URGENCES2;2021;350000162;CHIRC SITE REDON;350000048;GEN;336;420;1;IAO;22259;3273;4311;6106;1927;616;228;18;1;;;;282;42;38;6616;6;2190;5787;3001;3212;1;1
URGENCES2;2021;350000188;CENTRE HOSPITALIER VITRE;350000055;GEN;252;304;1;IAO;15137;2177;3182;3273;1385;253;;;;;;;;;;3273;4;1460;610;43;633;1;1
URGENCES2;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;GEN;644;1708;1;IAO;81451;9682;3881;15792;4952;131;;;;;;;4670;1150;149;20462;19;6935;9647;5230;4566;1;1
URGENCES2;2021;350005146;HOPITAL PRIVE SEVIGNE;350000733;GEN;259;469;1;IAO;25940;2512;5024;3077;970;137;;;;;;;156;33;5;3233;4;1460;308;36;284;1;1
URGENCES2;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;PED;;1437;1;IAO;35162;;;;;;;;;;;;;;;5390;12;1936;2911;694;2902;;
URGENCES2;2021;360000038;CH LA TOUR BLANCHE - ISSOUDUN;360000046;GEN;168;168;1;IAO;12280;;;;;;;;;;;;;;;;6;2190;1990;1469;555;0;0
URGENCES2;2021;360000137;CH CHATEAUROUX;360000053;GEN;564;756;1;IAO;42401;5919;8771;6939;3035;668;10;0;1;0;0;0;496;357;51;7445;10;10;2243;406;2599;1;1
URGENCES2;2021;360000160;CH DU BLANC;360000053;GEN;168;168;1;IAO;8334;1368;1631;1104;531;12;1;0;0;;;;159;20;32;1264;3;1095;250;68;282;1;1
URGENCES2;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;GEN;252;730;1;IAO;17565;3819;1315;4387;1678;56;;;;;;;;;;4387;14;5110;3907;820;4892;;
URGENCES2;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;PED;168;773;;IAO;30972;;;;;;;;;;;;;;;4336;8;2928;1639;202;1571;;
URGENCES2;2021;370000531;CH DU CHINONAIS;370000606;GEN;218;374;1;IAO;16609;2976;2320;5230;2273;71;414;16;18;;;29;393;76;;6037;6;2190;2570;714;2134;1;1
URGENCES2;2021;370000879;CHIC - AMBOISE- HÔPITAL ROBERT DEBRÉ;370000564;GEN;298;403;1;IAO;15757;2490;2589;2259;1086;11;82;5;2;;;;639;112;41;2980;4;1460;1236;540;705;1;0
URGENCES2;2021;370000903;CH PAUL MARTINAIS - LOCHES;370000614;GEN;280;366;0;;12883;2227;2574;1692;828;21;0;0;0;0;0;0;667;122;78;2359;4;1460;1166;95;1351;1;0
URGENCES2;2021;370004467;CHRU TROUSSEAU - CHAMBRAY;370000481;GEN;168;1621;1;MAO;45765;8191;1354;17344;5078;288;;;;;;;;;;17344;18;6570;9582;2732;7091;1;1
URGENCES2;2021;370007569;PÔLE SANTÉ LÉONARD DE VINCI;370007528;GEN;228;436;1;IAO;21223;3057;1382;3451;;;;;;;;;;;;3451;5;1825;916;499;421;1;1
URGENCES2;2021;380000026;CH FABRICE MARCHIOL LA MURE;380780031;GEN;168;172;;;6420;1196;1168;618;;;18;;;0;;;2;;;638;;;;;;;
URGENCES2;2021;380000034;CH PIERRE OUDOT BOURGOIN JALLIEU;380780049;GEN;684;1204;1;IAO;50146;5069;12843;14928;3097;1206;9;;;;;;1011;119;117;15948;15;5475;8463;3071;7704;1;1
URGENCES2;2021;380000042;CH YVES TOURAINE;380780056;GEN;238;476;1;IAO;14927;1592;3355;3170;1164;29;0;;;0;;;;;;3170;2;730;2278;1403;949;;
URGENCES2;2021;380000067;HOPITAL NORD - CHU38;380780080;GEN;908;;1;IAO;68639;9254;245;13421;4763;53;;;;;;;1261;215;203;14682;20;;23588;10759;14952;1;1
URGENCES2;2021;380000067;HOPITAL NORD - CHU38;380780080;PED;571;;1;IAO;34762;;;;;;;;;;;;;;;5277;12;4380;5032;1961;3363;;
URGENCES2;2021;380000174;CH LUCIEN HUSSEL DE VIENNE;380781435;GEN;568;931;1;IAO;43498;4224;15131;7827;2489;1338;1;;;;;;413;175;44;8241;8;2920;1957;479;1561;1;1
URGENCES2;2021;380000406;HOPITAL DE VOIRON - CHU38;380780080;GEN;450;;;;35285;4269;10941;7076;2402;1286;;;;;;;;;;7076;12;;3749;409;4138;;
URGENCES2;2021;380012658;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;380012609;GEN;552;1008;1;IAOMAO;26003;3985;1217;8501;2558;41;;;;;;;;;;8501;10;3650;9644;5558;5316;1;1
URGENCES2;2021;380020123;CLINIQUE DES COTES DU RHONE;380021139;GEN;198;336;1;IAO;18801;856;4848;1947;315;72;;;;;;;;;;1947;4;;1474;1202;279;1;1
URGENCES2;2021;380782722;HOPITAL SUD - CHU38;380780080;GEN;173;;1;IAO;19748;1139;3729;1569;411;56;;;;;;;;;;1569;;;;;;1;0
URGENCES2;2021;380785956;CLINIQUE DES CEDRES;380795211;GEN;192;455;1;IAO;22770;2031;1844;2715;579;30;;;;;;;;;;2715;12;4380;1319;693;633;1;1
URGENCES2;2021;390000040;CH LONS;390780146;GEN;336;588;1;IAO;39925;5054;8471;7692;2591;823;;;;;;;;;;7692;12;3849;5202;2020;4369;1;1
URGENCES2;2021;390000065;CH LOUIS JAILLON SAINT CLAUDE;390780161;GEN;168;168;0;;9518;1145;1647;2031;752;16;;;;;;;;;;2031;4;1460;1108;241;1012;1;1
URGENCES2;2021;390000222;CH LOUIS PASTEUR DOLE;390780609;GEN;456;674;1;IAOMAO;28679;3227;7134;7031;2246;917;28;17;0;;;;695;120;55;7754;4;1464;1977;1032;1035;1;0
URGENCES2;2021;400000105;CENTRE HOSPITALIER DAX;400780193;GEN;500;756;1;IAO;40397;6127;8764;10390;3341;1119;84;4;2;0;0;0;521;63;16;10995;10;;7521;2606;5740;1;0
URGENCES2;2021;400000139;CHI MONT DE MARSAN ET PAYS DES SOURCES;400011177;GEN;500;672;1;IAO;37062;5019;8497;11403;2950;1021;676;67;24;0;0;0;329;54;32;12408;10;;3705;1174;2797;1;1
URGENCES2;2021;400015103;GCS PAYS DE L'ADOUR;400015095;GEN;168;252;1;IAO;7983;1619;1291;910;;;;;;;;;;;;910;4;1460;1008;705;309;1;1
URGENCES2;2021;410000020;CH BLOIS SIMONE VEIL;410000087;GEN;599;763;1;IAO;52300;5580;15559;8746;2491;1459;304;18;11;;;;539;126;63;9589;11;4015;1607;142;2758;1;0
URGENCES2;2021;410000038;CH VENDOME - MONTOIRE;410000095;GEN;298;483;1;IAO;18969;3320;3475;3321;1489;29;86;3;4;;;;690;161;97;4097;6;2190;2149;760;1796;1;1
URGENCES2;2021;410000046;CH ROMORANTIN-LANTHENAY;410000103;GEN;406;504;1;IAO;23529;3194;5981;6004;1752;820;288;283;5;;;;;;;6292;4;1460;2786;743;2296;1;1
URGENCES2;2021;420000010;CH DE ROANNE;420780033;GEN;281;823;1;IAO;43204;4326;15242;5601;1245;1292;602;243;12;54;12;1;1283;491;63;7540;8;2920;3831;1302;2580;1;1
URGENCES2;2021;420000226;CH DU FOREZ SITE DE MONTBRISON;420013831;GEN;376;924;1;IAO;22760;2326;6502;4833;1444;491;190;5;0;;;;;;;5023;6;2190;3685;1292;3191;1;1
URGENCES2;2021;420000234;CH DE FIRMINY;420780652;GEN;411;861;1;IAO;31098;3692;7427;8257;2755;565;;;;;;;;;;8257;10;3650;7078;3056;4294;0;1
URGENCES2;2021;420000267;CH DU FOREZ SITE DE FEURS;420013831;GEN;168;252;1;IAO;14921;2137;2812;1984;990;36;38;3;2;0;0;0;417;32;39;2439;6;2190;2088;384;2148;1;1
URGENCES2;2021;420011413;HOPITAL PRIVE DE LA LOIRE;420011405;GEN;252;667;1;IAO;29727;4602;4278;3976;1403;199;;;;;;;;;;3976;6;2190;1673;1237;459;1;0
URGENCES2;2021;420780504;CLINIQUE DU PARC ST PRIEST EN JAREZ;420000135;GEN;299;355;1;IAO;20426;1355;3575;;;;;;;;;;;;;;6;2190;4220;3669;552;1;1
URGENCES2;2021;420780637;CH DU GIER - MCO;420002495;GEN;274;96;1;IAO;21163;2725;3905;3987;1593;52;1;1;0;0;0;0;204;27;51;4192;6;1890;1490;459;1116;0;1
URGENCES2;2021;420782310;CLINIQUE DU RENAISON;420000853;GEN;252;504;1;IAO;24118;2345;2472;5154;993;46;;;;;;;;;;5154;6;2190;3387;2890;505;1;1
URGENCES2;2021;420785354;HOPITAL NORD - CHU42;420784878;GEN;635;1404;1;IAOMAO;62739;6103;3339;18917;4180;484;;;;;;;;;;18917;17;6205;15600;6509;9535;1;1
URGENCES2;2021;420785354;HOPITAL NORD - CHU42;420784878;PED;394;820;1;IAOMAO;29427;;;;;;;;;;;;;;;4853;2;730;4871;3436;1444;;
URGENCES2;2021;430000117;CH EMILE ROUX LE PUY;430000018;GEN;543;756;1;IAO;40284;5346;7309;15007;3904;1334;44;30;0;0;0;0;0;0;0;15051;8;2928;3458;3043;421;0;0
URGENCES2;2021;430000190;CH DE BRIOUDE;430000034;GEN;168;168;1;IAO;11251;;;3303;;;0;;;0;;;;;;3303;4;1460;2241;1348;1009;1;1
URGENCES2;2021;440000016;CH DE SAINT NAZAIRE;440000057;GEN;742;1428;1;IAOMAO;77330;7468;17419;25025;5396;3045;47;1;3;;;;;;;25072;10;3650;9362;4007;6404;1;1
URGENCES2;2021;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;GEN;1140;2738;1;IAOMAO;78719;8594;4047;15370;4559;353;2116;46;133;0;0;0;1897;287;95;19383;20;7312;3468;850;5599;1;1
URGENCES2;2021;440000271;CHU DE NANTES SITE HOTEL DIEU HME;440000289;PED;500;577;1;IAO;34121;;;;;;;;;;;;;;;4300;9;3294;1671;400;2381;;
URGENCES2;2021;440000396;CH ERDRE ET LOIRE;440053643;GEN;366;420;;;16090;2299;3033;3198;1305;66;6;3;;;;;;;;3204;4;1460;1989;344;2023;0;0
URGENCES2;2021;440000503;CH CNP SITE CHATEAUBRIANT;440000313;GEN;168;389;1;IAO;22545;2830;5403;;;;;;;;;;;;;;4;;4033;2069;2026;0;1
URGENCES2;2021;440041580;HOPITAL PRIVE DU CONFLUENT;440041572;GEN;438;996;1;IAO;30834;5327;1011;7773;2463;63;;;;;;;1515;715;6;9288;8;2920;2650;440;2701;1;0
URGENCES2;2021;450000047;CH DEZARNAULDS - GIEN;450000096;GEN;245;672;1;IAO;28187;;;6637;;;4;;;0;;;40;;;6681;10;3650;3439;787;2661;0;1
URGENCES2;2021;450000062;CH AGGLOMERATION MONTARGOISE;450000104;GEN;664;879;1;IAO;60083;5491;20337;6980;2488;944;214;6;1;;;;250;60;11;7444;8;2920;2898;1450;1595;1;1
URGENCES2;2021;450000070;CH PITHIVIERS;450000112;GEN;168;168;1;IAO;11434;1679;1776;1619;728;6;;;;;;;204;35;26;1823;4;1460;1361;173;1340;0;0
URGENCES2;2021;450000294;ORELIANCE - REINE BLANCHE;450000591;GEN;252;981;1;IAO;32764;3078;2411;2334;13;713;;;;;;;6129;384;451;8463;8;2920;1135;418;956;0;0
URGENCES2;2021;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;GEN;708;1627;1;IAOMAO;61920;7876;2750;12256;3601;193;;;;0;;;0;;;12256;10;3650;1259;85;1724;1;1
URGENCES2;2021;450002613;CHR ORLÉANS - HÔPITAL DE LA SOURCE;450000088;PED;630;595;1;IAO;37027;;;;;;;;;;;;;;;4573;6;908;1456;998;468;;
URGENCES2;2021;460000045;CH FIGEAC SITE MAQUISARDS;460780083;GEN;39;35;1;IAO;14090;2104;2495;2751;1092;104;;;;;;;156;18;26;2907;2;730;607;352;256;0;1
URGENCES2;2021;460000052;CH ST JACQUES ST CERE;460780091;GEN;146;195;;;10723;1503;1942;1396;616;5;15;12;;;;;405;92;54;1816;4;1460;1037;268;816;0;0
URGENCES2;2021;460000102;CH JEAN COULON GOURDON;460780208;GEN;168;336;0;;8505;1518;1296;1895;804;33;1;1;0;0;0;0;3;0;1;1899;3;1095;921;332;726;0;1
URGENCES2;2021;460000110;CH JEAN ROUGIER CAHORS;460780216;GEN;168;525;1;IAO;24127;3198;4630;6719;1698;702;;;;;;;;;;6719;6;2190;2489;1205;1374;1;1
URGENCES2;2021;470000027;CLINIQUE ESQUIROL-SAINT-HILAIRE;470014069;GEN;336;455;1;IAOMAO;22934;2770;2396;4011;1169;76;;;;;;;;;;4011;10;3650;1433;553;1130;1;1
URGENCES2;2021;470000423;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;470016171;GEN;314;672;1;IAO;36021;4472;8746;7617;2432;1025;;;;;;;;;;7617;6;2190;3615;1545;2182;1;1
URGENCES2;2021;470000431;CH VILLENEUVE -POLE SANTE VILLENEUVOIS;470000324;GEN;308;420;1;IAO;32012;4690;6638;6308;;;;;;;;;886;;;7194;5;365;5366;2967;2564;1;1
URGENCES2;2021;470000480;CENTRE HOSPITALIER DE MARMANDE - CHIC;470001660;GEN;252;504;1;IAO;20610;3710;4187;;;;;;;;;;;;;;6;1950;4272;1886;2576;0;1
URGENCES2;2021;480000017;HOPITAL LOZERE SITE VALLEE DU LOT;480780097;GEN;168;336;0;;18919;2240;3928;3975;1100;401;;;;;;;;;;3975;4;1460;1587;616;1033;0;1
URGENCES2;2021;490000049;CHR ANGERS SITE LARREY;490000031;GEN;603;1252;1;MAO;55765;9811;2094;12313;4478;145;12;7;0;0;0;0;2129;338;141;14454;13;4745;7172;1295;6506;1;1
