BOR;AN;FI;RS;FI_EJ;PN_A1;PN_A2;PN_A3;PN_A4;PN_A5;PN_A6;PN_A7;PN_A73;PN_A8;PN_A9;PN_A74;PN_A10;PN_A11;PN_A12;PN_A13;PN_A75;PN_A14;PN_A15;PN_A16;PN_A17;PN_A18;PN_A19;PN_A20;PN_A21;PN_A22;PN_A23;PN_A24;PN_A25;PN_B25;PN_A26;PN_A27;PN_A28;PN_A29;PN_A30;PN_A31;PN_A32;PN_A33;PN_A34;PN_B30;PN_B31;PN_B32;PN_B33;PN_B34;PN_C30;PN_C31;PN_C32;PN_C33;PN_C34;PN_A35;PN_A36;PN_A37;PN_A38;PN_A39;PN_A40;PN_A41;PN_A42;PN_A43;PN_A44;PN_A45;PN_A46;PN_A47;PN_A48;PN_A49;PN_A50;PN_A51;PN_A53;PN_A54;PN_A55;PN_A56;PN_A57;PN_A58;PN_A59;PN_A60;PN_A61;PN_A62;PN_A63;PN_A64;PN_A65;PN_A66
PN;2021;130782444;CLINIQUE DU CHATEAU DE FLORANS;130001100;0.84;0.24;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;0;;89;89;0;;;;;;;;;;1;;;;;0.1;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130782451;LE MEDITERRANEE CLINIQUE CASTELLAS;130001118;0.2;0.25;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130782493;SSR CLINIQUE SAINT LAURENT;330050899;3;0.05;384;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;2;15;2;0;;;;;0;;;;
PN;2021;130782675;CLINIQUE VIGNOLI;130001233;0.25;0.1;505;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130783152;CLINIQUE SAINTE ELISABETH;130001365;0.05;0.05;127;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;12;4;1;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130783236;APHM HOPITAL DE LA CONCEPTION;130786049;2.75;1.25;;1;6.56;;1;1;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;;1;0.15;11;0;1;5966;1258;;0.25;0;;;;
PN;2021;130783293;APHM HOPITAL LA TIMONE;130786049;4.75;1.8;;1;;;1;1;1;0;;;;;;;;;;0;;;1;1748;;1;1;1;25/09/2005;1748;965;1;;2;;;4;3;2;1;;2;1;2.8;0.3;;4.9;3.2;0;;;;0;;;;0;;;;0;;;1;3.4;1;0.65;241;14;1;81;52;;0.15;1;;;;
PN;2021;130783327;CLINIQUE BOUCHARD;130001415;1;0.2;2053;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130783665;CLINIQUE DE BONNEVEINE;130043722;0.25;0.05;1352;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;0;;368;40;0;;;;;;;1;;;;;0.2;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130783723;CLINIQUE JUGE;130001456;0.5;0.4;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130783764;CLINIQUE MON REPOS;920030269;0.4;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130784051;HOPITAL PRIVE CLAIRVAL;130037823;1;1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;1;172;0;0;0
PN;2021;130784085;CLINIQUE L'EMERAUDE;920030921;0.3;0.5;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130784234;APHM HOPITAUX SUD SAINTE MARGUERITE;130786049;1;0.7;885;0;;;;;1;1;;764;9573;646;7345;;3100;;;0;;;0;;;1;1;1;01/01/2012;;;;;;;;;;4;;4;4;3;0.7;;0.7;1.95;1.45;0;;;;0;;;;0;;;;1;;;0;;1;;;;1;;;;;0;;;;
PN;2021;130784291;CLINIQUE DES TROIS CYPRES;130001696;0.4;0.59;230;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130784481;DIAVERUM PROVENCE MARSEILLE 8E;130006562;0.5;0.28;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130784549;CLINIQUE DE POST CURE PSY LA BASTIDE;130001811;1;2;38;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130784580;CLINIQUE LA PROVENCALE;920030269;0.03;0.03;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130784598;CLINIQUE SAINT MARTIN MARSEILLE;130001852;0.5;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130784606;CLINIQUE SAINT ROCH MONTFLEURI;130001860;0.2;0.3;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130784697;CLINIQUE DES QUATRE SAISONS;130001902;0.2;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130784713;HOPITAL PRIVE BEAUREGARD VERT COTEAU;130038847;2.1;1.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;5.4;0;;;;0;;;;;0;;;;
PN;2021;130784812;CLINIQUE SAINT BARNABE;130001985;0.1;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;165;165;40;0.2;0;;;;
PN;2021;130784903;CLINIQUE LA PHOCEANNE;130002041;0.45;0.21;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130784911;CLINIQUE DE LA SALETTE;920030855;0.05;0.4;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130784952;MAISON DE CONVAL FERNANDE BERGER;130014228;1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130785389;CLINIQUE CHANTECLER;130002173;0.5;0.16;1177;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130785462;LA CHENAIE;130002207;0.07;0.06;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130785652;HOPITAL SAINT JOSEPH;130014228;4.1;0.7;6096;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;3.5;0;;;;0;;;;;1;2486;;0.6;0.6
PN;2021;130785678;HOPITAL PRIVE VERT COTEAU BEAUREGARD;130002249;1.7;0.4;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1.75;0;;;;0;;;;;0;;;;
PN;2021;130785975;KORIAN LES OLIVIERS;310021340;0.04;0.02;38;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130785983;CLINIQUE SAINT CHRISTOPHE;130002306;0.4;0.25;228;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130786015;CLINIQUE VALFLEUR;130002322;0.4;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130786023;CLINIQUE KORIAN CAP FERRIERES;130002330;0.5;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130786296;CLIN SOINS DE SUITE READAPT LA PAGERIE;130002421;0.05;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130786361;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;130002447;1;0.5;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130786445;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;130002488;1.5;0.4;198;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;56;43;9;0.2;0;;;;
PN;2021;130786742;HIA LAVERAN;750821092;2.3;0.15;1559;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;0;;294;147;1;;;;;;;1;;1;;;0.48;;0.48;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130786890;HJ LE RELAIS SERENA;130001688;0.4;0.07;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130786924;INST UNIV DE READAP VALMANTE SUD;130037815;0.2;0.1;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130786932;CENTRE DE REEDUCATION PAUL CEZANNE;130002660;0.2;0.3;164;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;64;22;;0.1;0;;;;
PN;2021;130786973;CLINIQUE PSYCHIATRIQUE MEDIAZUR;130002702;0.02;0.26;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130787369;CTRE REED FONCT LE GRAND LARGE;130002777;0.4;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130789159;CENTRE CARDIO VASCULAIRE VALMANTE;920030269;0.25;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130789357;CLINIQUE READAPT FONCT LES FEUILLADES;130002843;0.3;0.3;59;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130790157;CH DE MARTIGUES HOPITAL DU VALLON;130789316;;;;0;;;;;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130798002;CLINIQUE LA LAURANNE;130004807;0.02;0.78;0;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130802143;HAD SOINS ASSISTANCE;130804396;0.3;0.02;43;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130804032;ASSOCIATION REGIONALE POUR INTEGRATION;130804032;0.01;0.02;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130804297;APHM HOPITAL LA TIMONE ENFANTS;130786049;0;0;5569;1;1.36;119;0;0;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;1;7365;;11.37;2.6
PN;2021;130806011;MS SAINT PAUL DE MAUSOLE;750720534;0.2;0.2;67;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130806029;NEPHROCARE UM AUTO PERIT DOM AIX;130050545;0.2;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130806078;ATUP UDM ET DOMICILE MARSEILLE 08;130016058;0.06;0.1;0;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130808843;USLD MARCEL PAGNOL;920030152;0.1;0.1;0;0;;;;;0;0;;;;;;;;;0;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130809015;CENTRE GERONTOLOGIQUE DEPARTEMENTAL;130001928;2;0.2;46;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;03/06/2012;702;304;0;20;1;;1;;;;;;2;2;1;;1;0.75;0.75;1;11;154;3093;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130809809;CHP AUBAGNE;130007156;0.1;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130809981;KORIAN MASSILIA LES PINS;750056335;0.23;0.11;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;130810740;CLINIQUE AXIUM;130007362;0.5;0.5;1218;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;0.25;0;;;;0;;;;;0;;;;
PN;2021;130811102;LA MAISON;130007487;0.4;0.1;12;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;140000027;CENTRE HOSPITALIER DE LISIEUX;140000035;2.05;0.73;1538;1;1.1;118;1;1;1;0;;;;;;;;;;0;;;0;;;1;1;1;01/12/2005;317;110;0;200;2;;;;;;;;;;0.28;;;;;1;12;61;3485;0;;;;0;;;;0;;;0;;1;2.9;888;35;1;2262;313;5;1.42;0;;;;
PN;2021;140000076;CENTRE HOSPITALIER AUNAY-BAYEUX;140000092;0.1;0.2;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;8;5;1;0;;;0;;0;;;;1;55;14;8;;0;;;;
PN;2021;140000209;CHU COTE DE NACRE - CAEN;140000100;7.85;3.63;10587;1;;225;1;0;0;1;140000100;485;5553;1313;0;;1647;1492;2;0;;;1;788;389;1;2;1;01/05/2005;1160;552;1;107;3;;3;2;2;;;;5;2;0.8;;0.8;3.87;3.1;0;;;;1;14;17;3610;0;;;;0;;;1;4;0;;;;1;1808;561;7;3.2;0;;;;
PN;2021;140000233;CENTRE HOSPITALIER DE FALAISE;140000118;1.2;1.03;647;1;1.44;80;0;;0;0;;;;;;;;;;0;;;0;;;1;1;1;15/11/2021;202;53;0;121;;;;;;1;1;;;;0.2;0.2;;0.26;;0;;;;0;;;;0;;;;0;;;0;;1;0.68;115;18;1;1920;429;10;2.71;0;;;;
PN;2021;140000241;CH COTE FLEURIE - SITE D'EQUEMAUVILLE;140026279;;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;13;11;4201;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;140000258;POLYCLINIQUE DE DEAUVILLE;140000415;0.25;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;140000290;CLINIQUE NOTRE DAME - VIRE;140000449;0.5;0.12;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;140000308;CENTRE HOSPITALIER DE PONT L'EVEQUE;140000134;0.1;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;140000340;CENTRE SSR BETHARRAM HEROUVILLE;140025800;0.25;0.05;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;140000373;CENTRE HOSPITALIER DE VIRE;140000159;2;0.2;;1;1.15;105;0;0;1;0;;;;;;;;;;0;;;0;;;1;1;1;18/12/2012;237;130;0;155;1;1;;3;1;;;;;;0.5;0.5;;2;1;0;;;;0;;;;0;;;;0;;;0;;1;2.2;319;115;1;2764;498;12;1.7;0;;;;
PN;2021;140000456;ETS PUBLIC DE SANTE MENTALE;140000316;0.8;0.2;621;0;;;;;1;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;140000555;CRLCC FRANCOIS BACLESSE - CAEN;140000639;1.3;0.7;3356;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;2.35;0;;;;1;155;70;;0.7;1;3204;223;6.2;1.6
PN;2021;140002452;CLINIQUE DE LA MISERICORDE - CAEN;140025800;0.25;0.2;;1;6.47;;1;0;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;1;35;;0;;0;;;;0;;;;;0;;;;
PN;2021;140002619;HAD SANTE CROIX ROUGE - CAEN;750721334;0.1;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;140004383;CHR GEORGES CLEMENCEAU - CAEN;140000100;;;292;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;1;1.2;317;13;1;2704;799;50;1;1;2875;112;5.28;2
PN;2021;140012196;UNITE SOINS LONGUE DUREE - CHU CAEN;140000100;;;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;1;14;11;4912;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;140016759;POLYCLINIQUE DU PARC - CAEN;140003146;0.5;0.3;5724;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;1;1;0;;;;0;;;;;0;;;;
PN;2021;140017237;HOPITAL PRIVE ST MARTIN-CAEN;140003278;0.8;0.6;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;140017278;INSTITUT MEDECINE PHYSIQUE ET READAPTA;610787285;0.1;0.1;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;140018730;POLYCLINIQUE DE LISIEUX;140000423;0.2;0.1;305;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;140019175;CRF MANOIR D' APRIGNY - BAYEUX;930019484;0.07;0.03;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;140024886;CENTRE HOSPITALIER - AUNAY-BAYEUX;140000092;1;0.8;1049;0;;;;;0;0;;;;;;;;;;0;;;0;;;1;1;1;18/12/2012;473;257;1;45;;;;;;2;1;1;2;1;0.83;0.73;0.1;0.74;0.44;0;;;;0;;;;0;;;;0;;;0;;1;1.48;152;20;1;4675;780;42;5.42;0;;;;
PN;2021;140025123;CRF DE CAEN;310021126;0.4;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;140025255;KORIAN COTE NORMANDE - IFS;310020383;0.2;0.15;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;140026410;CH COTE FLEURIE - SITE DE CRICQUEBOEUF;140026279;1;0.2;;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;140026709;POLYCLINIQUE DE DEAUVILLE-CRICQUEBOEUF;140000415;0.25;0.1;258;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;1;566;151;7;0.2;0;;;;
PN;2021;140030891;UNITE RADIOTHERAPIE EXTERNE CFB;140000639;;;212;0;;;;;;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;150000024;CH DE CONDAT EN FENIERS;150780047;0.2;0.1;15;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;150000032;CH DE SAINT-FLOUR;150780088;1.4;0.5;246;1;0.5;58;0;1;0;0;;;;;;;;;;0;;;0;;;1;1;0;;143;112;0;15;1;1;;;;0;0;;;;0.1;0.1;;;;0;;;;0;;;;0;;;;1;3;22;0;;0;;;;0;;;;;0;;;;
PN;2021;150000040;CH HENRI MONDOR;150780096;1.2;1;1022;1;1.9;244;0;0;1;1;;72;662;321;128;129;272;109;1;0;;;0;;;1;1;0;;176;132;0;90;0;;;;;;;;2;2;;;;0.93;0.93;1;10;0;0;1;14;25;3438;0;;;;1;17;955;1;4.88;1;1.53;902;70;1;1336;389;30;1;0;;;;
PN;2021;150002608;CLINIQUE DU SOUFFLE LES CLARINES;660006370;0.2;0;0;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;150780120;CLINIQUE DU HAUT CANTAL;150000065;0.15;0.1;20;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;150780708;CENTRE MEDICAL M. DELORT;870015336;0.26;;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;150780732;CENTRE MEDICO CHIRURGICAL TRONQUIERES;150000271;0.46;0.1;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;150782944;CENTRE DE READAPTATION DE MAURS;150002566;0;0;16;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;160000170;CLINIQUE SAINT JOSEPH ANGOULEME;160000204;0.5;0.4;;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;0;;;;0;;;0;;0;;;;0;;;;;0;;;;
PN;2021;160000188;CH DE LA ROCHEFOUCAULD;160000121;2;0;44;0;;;;;0;0;;;;;;;;;;0;;;0;;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;0;;;;1;6;0;1;0;;;0;;0;;;;0;;;;;0;;;;
