BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;DISU;DISHU
IMAGES_P;2021;300000031;CH LOUIS PASTEUR;300780053;NAUT;15;9;21.46;;;;
IMAGES_P;2021;300000478;CH LES CHATAIGNIERS;300781010;M1160;;;;0;0;0;1
IMAGES_P;2021;300000478;CH LES CHATAIGNIERS;300781010;N4130;0;1;0.8;0;0;;
IMAGES_P;2021;300780137;NOUVELLE CL BONNEFON;920028396;M1160;5;5;7.25;0;0;0;0
IMAGES_P;2021;300780137;NOUVELLE CL BONNEFON;920028396;N4130;22;;22;1;0;;
IMAGES_P;2021;300780137;NOUVELLE CL BONNEFON;920028396;N4160;1;;1;;;;
IMAGES_P;2021;300780137;NOUVELLE CL BONNEFON;920028396;NAUT;24;;24;;;;
IMAGES_P;2021;300782117;CHU NIMES CAREMEAU;300780038;M1160;25;3;22.26;1;1;1;1
IMAGES_P;2021;300782117;CHU NIMES CAREMEAU;300780038;M1210;6;;4.3;0;0;;
IMAGES_P;2021;300782117;CHU NIMES CAREMEAU;300780038;MAUT;10;5;10.12;;;;
IMAGES_P;2021;300782117;CHU NIMES CAREMEAU;300780038;N4130;70;24;80.55;;;;
IMAGES_P;2021;300782117;CHU NIMES CAREMEAU;300780038;N4160;5;;4.98;;;;
IMAGES_P;2021;300782117;CHU NIMES CAREMEAU;300780038;NAUT;83;14;85.45;;;;
IMAGES_P;2021;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;M1160;;1;1.4;;;1;1
IMAGES_P;2021;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;N4130;14;3;16.17;1;;;
IMAGES_P;2021;310000310;CH COMMINGES PYRENEES SITE ST PLANCARD;310780671;NAUT;8;3;8.05;;;;
IMAGES_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;M1160;2;9;3.8;0;1;;
IMAGES_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;M1210;0;0;0;0;1;;
IMAGES_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N4130;31;8;29.84;0;1;;
IMAGES_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N4160;1;;1.2;;;;
IMAGES_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;NAUT;3;2;4.7;;;;
IMAGES_P;2021;310019351;HOPITAL LARREY CHU TLSE;310781406;N4130;9;;9.09;;;;
IMAGES_P;2021;310019351;HOPITAL LARREY CHU TLSE;310781406;N4160;;;0.5;;;;
IMAGES_P;2021;310019351;HOPITAL LARREY CHU TLSE;310781406;NAUT;;;0.95;;;;
IMAGES_P;2021;310026083;CL RIVE GAUCHE;310026075;M1160;9;;9;0;1;0;1
IMAGES_P;2021;310026083;CL RIVE GAUCHE;310026075;N4130;14;;11.5;0;1;;
IMAGES_P;2021;310026083;CL RIVE GAUCHE;310026075;N4160;1;;1;;;;
IMAGES_P;2021;310026083;CL RIVE GAUCHE;310026075;NAUT;12;;10.5;;;;
IMAGES_P;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;M1160;6;;6;0;1;0;0
IMAGES_P;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;N4130;18;3;20;0;1;;
IMAGES_P;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;N4160;2;;2;;;;
IMAGES_P;2021;310026927;CL CAPIO LA CROIX DU SUD;310026794;NAUT;16;4;18.4;;;;
IMAGES_P;2021;310780150;CL MEDIPOLE GARONNE;310788799;M1160;;;;;1;;
IMAGES_P;2021;310780234;CL DU CABIROL;920030871;N4130;;1;0.8;0;0;;
IMAGES_P;2021;310780259;CL PASTEUR;310000096;N4130;3;;3.16;0;0;;
IMAGES_P;2021;310780259;CL PASTEUR;310000096;N4160;1;;1.04;;;;
IMAGES_P;2021;310780366;CL MONIE;310000153;M1160;2;;2;0;;;
IMAGES_P;2021;310780366;CL MONIE;310000153;N4130;2;;2;0;0;;
IMAGES_P;2021;310780366;CL MONIE;310000153;NAUT;2;;2;;;;
IMAGES_P;2021;310780374;CL DU CHATEAU DE VERNHES;310000161;M1160;;6;0.6;0;1;0;0
IMAGES_P;2021;310781000;CL DES CEDRES;310788880;M1160;4;4;6.6;0;1;0;0
IMAGES_P;2021;310781000;CL DES CEDRES;310788880;N4130;21;14;27.03;;;;
IMAGES_P;2021;310781000;CL DES CEDRES;310788880;N4160;2;;2.14;;;;
IMAGES_P;2021;310781000;CL DES CEDRES;310788880;NAUT;15;7;19.83;;;;
IMAGES_P;2021;310781067;HOPITAL JOSEPH DUCUING;310788898;M1160;2;2;3.12;0;1;0;0
IMAGES_P;2021;310781067;HOPITAL JOSEPH DUCUING;310788898;N4130;8;1;7.69;0;0;;
IMAGES_P;2021;310781067;HOPITAL JOSEPH DUCUING;310788898;N4160;1;0;1;;;;
IMAGES_P;2021;310781067;HOPITAL JOSEPH DUCUING;310788898;NAUT;7;2;6.36;;;;
IMAGES_P;2021;310781984;CL DE VERDAICH;310014378;M1160;;1;0.53;0;0;0;
IMAGES_P;2021;310781984;CL DE VERDAICH;310014378;N4130;1;;1;0;0;;
IMAGES_P;2021;310782347;INSTITUT CLAUDIUS REGAUD;310789136;M1160;3;14;8.36;;1;;
IMAGES_P;2021;310782347;INSTITUT CLAUDIUS REGAUD;310789136;M1210;3;1;2.79;;0;;
IMAGES_P;2021;310782347;INSTITUT CLAUDIUS REGAUD;310789136;N4130;26;12;32.22;;1;;
IMAGES_P;2021;310782347;INSTITUT CLAUDIUS REGAUD;310789136;N4160;1;0;1;;;;
IMAGES_P;2021;310782347;INSTITUT CLAUDIUS REGAUD;310789136;NAUT;9;5;12.42;;;;
IMAGES_P;2021;310783048;HOPITAL PURPAN CHU TLSE;310781406;M1160;16;15;16.3;0;1;1;1
IMAGES_P;2021;310783048;HOPITAL PURPAN CHU TLSE;310781406;M1210;5;;3.5;0;0;;
IMAGES_P;2021;310783048;HOPITAL PURPAN CHU TLSE;310781406;N4130;79;17;85.93;0;1;;
IMAGES_P;2021;310783048;HOPITAL PURPAN CHU TLSE;310781406;N4160;3;;2.8;;;;
IMAGES_P;2021;310783048;HOPITAL PURPAN CHU TLSE;310781406;NAUT;33;3;34.53;;;;
IMAGES_P;2021;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;M1160;16;4;14.12;0;1;1;1
IMAGES_P;2021;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;M1210;;2;0.7;0;0;;
IMAGES_P;2021;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;MAUT;22;52;31.32;;;;
IMAGES_P;2021;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N4130;77;12;80.22;0;1;;
IMAGES_P;2021;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;N4160;6;;3;;;;
IMAGES_P;2021;310783055;HOPITAL DE RANGUEIL CHU TOULOUSE;310781406;NAUT;31;7;29.71;;;;
IMAGES_P;2021;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION;310180013;M1160;0;;0.15;;;;
IMAGES_P;2021;310784558;HOPITAUX LUCHON CTRE REEDUC FONCTION;310180013;N4130;;;0.15;;;;
IMAGES_P;2021;310786389;CL DES PYRENEES;310001433;M1160;1;;1;0;0;0;0
IMAGES_P;2021;310786389;CL DES PYRENEES;310001433;N4130;1;;1;0;0;;
IMAGES_P;2021;310786389;CL DES PYRENEES;310001433;NAUT;1;;1;;;;
IMAGES_P;2021;320000086;CH AUCH EN GASCOGNE;320780117;M1160;3;0;3;1;1;1;1
IMAGES_P;2021;320000086;CH AUCH EN GASCOGNE;320780117;MAUT;1;0;1;;;;
IMAGES_P;2021;320000086;CH AUCH EN GASCOGNE;320780117;N4130;22;3;24.2;1;1;;
IMAGES_P;2021;320000086;CH AUCH EN GASCOGNE;320780117;N4160;1;0;1;;;;
IMAGES_P;2021;320000086;CH AUCH EN GASCOGNE;320780117;NAUT;4;2;5.3;;;;
IMAGES_P;2021;320000102;CH CONDOM;320780133;M1160;;2;0.85;;;;
IMAGES_P;2021;320000102;CH CONDOM;320780133;N4130;2;1;3.6;;;;
IMAGES_P;2021;320780067;POLYCL DE GASCOGNE;320000052;M1160;1;;1;0;1;;
IMAGES_P;2021;320784333;CRF ST BLANCARD;320000565;M1160;;1;0.21;0;0;0;0
IMAGES_P;2021;320784333;CRF ST BLANCARD;320000565;N4130;1;;0.6;0;0;;
IMAGES_P;2021;320784333;CRF ST BLANCARD;320000565;N4160;1;;0.37;;;;
IMAGES_P;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;M1160;;7;1;0;0;0;0
IMAGES_P;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N4130;;2;1.8;0;0;;
IMAGES_P;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;NAUT;1;;1;;;;
IMAGES_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;M1160;6;0;6;0;1;0;0
IMAGES_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;N4130;8;3;11.7;0;1;;
IMAGES_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;N4160;1;;1;;;;
IMAGES_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;NAUT;13;0;12.91;;;;
IMAGES_P;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;M1160;2;1;2.83;;1;;
IMAGES_P;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N4130;10;1;10.8;;;;
IMAGES_P;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;N4160;0;1;0.23;;;;
IMAGES_P;2021;330000555;CENTRE HOSPITALIER D'ARCACHON;330781204;NAUT;0;5;2.7;;;;
IMAGES_P;2021;330000571;CH DE LA HAUTE GIRONDE;330781220;MAUT;0;2;0.26;;;;
IMAGES_P;2021;330000571;CH DE LA HAUTE GIRONDE;330781220;N4130;8;1;9.21;0;0;;
IMAGES_P;2021;330000571;CH DE LA HAUTE GIRONDE;330781220;NAUT;5;0;4.38;;;;
IMAGES_P;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M1160;;;0.14;0;0;;
IMAGES_P;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N4130;14;5;14.47;0;1;;
IMAGES_P;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N4160;;1;0.75;;;;
IMAGES_P;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;NAUT;9;8;13.72;;;;
IMAGES_P;2021;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;M1160;;1;0.08;0;0;0;0
IMAGES_P;2021;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;N4130;;2;0.92;0;0;;
IMAGES_P;2021;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;N4160;;1;0.25;;;;
IMAGES_P;2021;330000597;CH SUD GIRONDE - SITE LA REOLE;330027509;NAUT;1;;1;;;;
IMAGES_P;2021;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1160;10;5;13.83;0;1;1;1
IMAGES_P;2021;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N4130;34;5;37.25;;;;
IMAGES_P;2021;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N4160;1;;1;;;;
IMAGES_P;2021;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;NAUT;16;1;15.26;;;;
IMAGES_P;2021;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;M1160;1;0;0.42;0;1;1;
IMAGES_P;2021;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;N4130;5;2;6.32;0;1;;
IMAGES_P;2021;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;N4160;0;1;0.4;;;;
IMAGES_P;2021;330000613;CENTRE HOSPITALIER STE FOY LA GRANDE;330781261;NAUT;7;0;6.82;;;;
IMAGES_P;2021;330000662;INSTITUT BERGONIE;330781329;M1160;7;9;6.06;0;1;0;0
IMAGES_P;2021;330000662;INSTITUT BERGONIE;330781329;M1210;3;1;2.67;0;0;;
IMAGES_P;2021;330000662;INSTITUT BERGONIE;330781329;N4130;19;9;22.83;0;1;;
IMAGES_P;2021;330000662;INSTITUT BERGONIE;330781329;N4160;1;;1;;;;
IMAGES_P;2021;330000662;INSTITUT BERGONIE;330781329;NAUT;21;10;23.14;;;;
IMAGES_P;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;M1160;;21;5;;;1;0
IMAGES_P;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N4130;27;6;31.03;;;;
IMAGES_P;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;N4160;3;;3;;;;
IMAGES_P;2021;330780479;POLYCLIN BORDEAUX-NORD AQUITAINE;330000274;NAUT;16;6;20.78;;;;
IMAGES_P;2021;330780560;CENTRE DE SSR LA PIGNADA;330781386;N4130;;1;0.5;0;0;;
IMAGES_P;2021;330781139;CRF LA TOUR DE GASSIES;330056540;N4130;1;;1;0;0;;
IMAGES_P;2021;330781154;KORIAN LES GRANDS CHENES;330055542;N4130;0;1;0.8;0;0;;
IMAGES_P;2021;330781303;HIA ROBERT PICQUE;750821092;M1160;1;1;1.5;1;0;0;0
IMAGES_P;2021;330781303;HIA ROBERT PICQUE;750821092;N4130;13;2;13.7;1;0;;
IMAGES_P;2021;330781303;HIA ROBERT PICQUE;750821092;N4160;1;0;1;;;;
IMAGES_P;2021;330781303;HIA ROBERT PICQUE;750821092;NAUT;6;0;7.69;;;;
IMAGES_P;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;M1160;12;2;4;0;;;
IMAGES_P;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;M1210;1;;2.48;0;0;;
IMAGES_P;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;N4130;15;18;26.24;0;0;;
IMAGES_P;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;N4160;0;1;0.08;;;;
IMAGES_P;2021;330781352;HOPITAL SAINT-ANDRE - CHU;330781196;NAUT;9;5;11.65;;;;
IMAGES_P;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M1160;34;11;26.45;1;1;;1
IMAGES_P;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M1210;3;1;7.84;;;;
IMAGES_P;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N4130;110;34;128.11;;;;
IMAGES_P;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N4160;2;10;7.27;;;;
IMAGES_P;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;NAUT;59;55;82.04;;;;
IMAGES_P;2021;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;M1160;;5;4.5;0;0;0;0
IMAGES_P;2021;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;N4130;12;;12;0;1;;
IMAGES_P;2021;330781402;NOUVELLE CLINIQUE BORDEAUX TONDU;330000670;NAUT;7;;7.26;;;;
IMAGES_P;2021;330782582;POLYCLINIQUE JEAN VILLAR;330000928;M1160;3;;3;0;0;;
IMAGES_P;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;M1160;14;2;18.28;0;0;;
IMAGES_P;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;M1210;8;2;10.32;0;0;;
IMAGES_P;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;N4130;85;2;84.54;;;;
IMAGES_P;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;N4160;6;0;6;;;;
IMAGES_P;2021;330783648;HOPITAL HAUT-LEVEQUE - CHU;330781196;NAUT;60;4;59.96;;;;
IMAGES_P;2021;330802778;KORIAN CHÂTEAU LEMOINE;310020383;N4130;;1;0.2;0;0;;
IMAGES_P;2021;330804501;CENTRE HOSPITALIER DE BAZAS;330781212;M1160;;;;;;0;1
IMAGES_P;2021;330804501;CENTRE HOSPITALIER DE BAZAS;330781212;N4130;;1;0.8;0;0;;
IMAGES_P;2021;340000033;CH BEZIERS;340780055;M1160;6;6;8.78;;1;1;
IMAGES_P;2021;340000033;CH BEZIERS;340780055;MAUT;;7;1.2;;;;
IMAGES_P;2021;340000033;CH BEZIERS;340780055;N4130;34;9;37.15;1;;;
IMAGES_P;2021;340000033;CH BEZIERS;340780055;N4160;1;;1;;;;
IMAGES_P;2021;340000033;CH BEZIERS;340780055;NAUT;9;10;16.48;;;;
IMAGES_P;2021;340000207;ICM;340780493;M1160;6;0;3.73;0;1;0;0
IMAGES_P;2021;340000207;ICM;340780493;M1210;4;3;4.09;0;0;;
IMAGES_P;2021;340000207;ICM;340780493;N4130;11;2;10.35;0;0;;
IMAGES_P;2021;340000207;ICM;340780493;N4160;1;;0.55;;;;
IMAGES_P;2021;340000207;ICM;340780493;NAUT;14;2;7.98;;;;
IMAGES_P;2021;340000215;CH LODEVE;340780519;N4130;1;4;3.94;0;0;;
IMAGES_P;2021;340000215;CH LODEVE;340780519;NAUT;;1;0.46;;;;
IMAGES_P;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;M1160;3;2;3.7;;;;
IMAGES_P;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;N4130;16;7;21.16;;;;
IMAGES_P;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;NAUT;5;1;5.37;;;;
IMAGES_P;2021;340000439;CENTRE ORTHOPEDIQUE MAGUELONE;340780881;N4130;;1;0.12;0;0;;
IMAGES_P;2021;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;M1160;;1;0.4;0;0;0;0
IMAGES_P;2021;340001064;CENTRE MUTUALISTE NEUROLOGIQUE PROPARA;340013028;N4130;1;;1;0;;;
IMAGES_P;2021;340015502;CL DU MILLENAIRE;340000512;M1160;3;1;3.75;;;1;1
IMAGES_P;2021;340015502;CL DU MILLENAIRE;340000512;N4130;13;;13;;1;;
IMAGES_P;2021;340015502;CL DU MILLENAIRE;340000512;N4160;1;;1;;;;
IMAGES_P;2021;340015502;CL DU MILLENAIRE;340000512;NAUT;7;3;9.5;;;;
IMAGES_P;2021;340022979;POLYCL ST ROCH;340000306;M1160;8;6;11;0;1;0;0
IMAGES_P;2021;340022979;POLYCL ST ROCH;340000306;N4130;8;;8.5;0;1;;
IMAGES_P;2021;340022979;POLYCL ST ROCH;340000306;NAUT;9;1;9.5;;;;
IMAGES_P;2021;340780196;CRF LE VAL D'ORB;340798123;MAUT;0;4;0.1;;;;
IMAGES_P;2021;340780196;CRF LE VAL D'ORB;340798123;NAUT;;1;0.05;;;;
IMAGES_P;2021;340780212;CRF STER LAMALOU LES BAINS;340796069;N4130;;1;0.7;0;0;;
IMAGES_P;2021;340780220;CH PAUL COSTE FLORET;340796358;N4130;;1;0.5;0;0;;
IMAGES_P;2021;340780436;HOPITAL ST LOUP HBT AGDE;340011295;NAUT;;1;0.3;;;;
IMAGES_P;2021;340780642;CL BEAU SOLEIL;340785856;M1160;;8;5.44;0;1;1;0
IMAGES_P;2021;340780642;CL BEAU SOLEIL;340785856;N4130;12;4;15;0;1;;
IMAGES_P;2021;340780667;CL DU PARC;340000280;M1160;6;6;10;0;1;1;1
IMAGES_P;2021;340780667;CL DU PARC;340000280;N4130;28;4;30;1;1;;
IMAGES_P;2021;340780667;CL DU PARC;340000280;N4160;2;0;2;;;;
IMAGES_P;2021;340780667;CL DU PARC;340000280;NAUT;17;4;19;;;;
IMAGES_P;2021;340780675;CL CLEMENTVILLE;340000298;M1160;5;6;8.75;0;1;0;0
IMAGES_P;2021;340780675;CL CLEMENTVILLE;340000298;N4130;12;2;13.71;0;1;;
IMAGES_P;2021;340780675;CL CLEMENTVILLE;340000298;N4160;1;;1;;;;
IMAGES_P;2021;340780675;CL CLEMENTVILLE;340000298;NAUT;10;;10;;;;
IMAGES_P;2021;340780741;POLYCL STE THERESE;340000348;M1160;;;;0;1;1;1
IMAGES_P;2021;340780741;POLYCL STE THERESE;340000348;N4130;;;;0;1;;
IMAGES_P;2021;340781608;CL DU MAS DE ROCHET;340015171;N4130;;1;0.42;0;0;;
IMAGES_P;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;M1160;12;;8.63;0;1;1;1
IMAGES_P;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N4130;38;;32.19;1;1;;
IMAGES_P;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;N4160;1;;1.04;;;;
IMAGES_P;2021;340782036;HOPITAL ST ELOI CHU MONTPELLIER;340780477;NAUT;2;;0.79;;;;
IMAGES_P;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;M1160;9;1;6.5;0;1;1;1
IMAGES_P;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;M1210;2;5;3.36;0;1;;
IMAGES_P;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;MAUT;2;2;1.88;;;;
IMAGES_P;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;N4130;52;;49.08;1;1;;
IMAGES_P;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;N4160;1;1;1.5;;;;
IMAGES_P;2021;340782085;HOPITAL GUI DE CHAULIAC CHU MTP;340780477;NAUT;10;;9.98;;;;
IMAGES_P;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M1160;19;2;12.08;0;1;1;1
IMAGES_P;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;M1210;1;5;2.64;0;1;;
IMAGES_P;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;MAUT;;2;0.7;;;;
IMAGES_P;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N4130;71;4;72.66;1;1;;
IMAGES_P;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;N4160;2;1;2.5;;;;
IMAGES_P;2021;340785161;HOPITAL LAPEYRONIE CHU MONTPELLIER;340780477;NAUT;9;1;8.26;;;;
IMAGES_P;2021;340796093;CRF STER ST CLEMENT DE RIVIERE;340796069;N4130;0;1;0.3;0;0;;
IMAGES_P;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;M1160;16;2;11.4;0;1;1;1
IMAGES_P;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;M1210;;;;0;1;;
IMAGES_P;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;MAUT;3;;1.13;;;;
IMAGES_P;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;N4130;42;;39.74;1;1;;
IMAGES_P;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;N4160;2;;0.82;;;;
IMAGES_P;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;NAUT;13;5;14.45;;;;
IMAGES_P;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;M1160;;10;8.83;0;1;1;0
IMAGES_P;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;MAUT;;15;4.42;;;;
IMAGES_P;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N4130;13;8;19.54;1;1;;
IMAGES_P;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N4160;;1;0.5;;;;
IMAGES_P;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;NAUT;16;3;15.19;;;;
IMAGES_P;2021;350000154;C.H FOUGERES;350000030;M1160;2;1;2.6;0;0;1;0
IMAGES_P;2021;350000154;C.H FOUGERES;350000030;N4130;13;2;14.72;1;0;;
IMAGES_P;2021;350000154;C.H FOUGERES;350000030;NAUT;9;4;12.45;;;;
IMAGES_P;2021;350000162;CHIRC SITE REDON;350000048;M1160;1;1;2.16;0;0;0;0
IMAGES_P;2021;350000162;CHIRC SITE REDON;350000048;N4130;9;5;12.5;1;0;;
IMAGES_P;2021;350000162;CHIRC SITE REDON;350000048;N4160;;1;0.7;;;;
IMAGES_P;2021;350000162;CHIRC SITE REDON;350000048;NAUT;5;1;5.49;;;;
IMAGES_P;2021;350000188;CENTRE HOSPITALIER VITRE;350000055;M1160;;2;1.29;0;1;1;0
IMAGES_P;2021;350000188;CENTRE HOSPITALIER VITRE;350000055;MAUT;3;;1.57;;;;
IMAGES_P;2021;350000188;CENTRE HOSPITALIER VITRE;350000055;N4130;7;2;9.17;1;0;;
IMAGES_P;2021;350000188;CENTRE HOSPITALIER VITRE;350000055;N4160;1;;0.5;;;;
IMAGES_P;2021;350000188;CENTRE HOSPITALIER VITRE;350000055;NAUT;3;2;3.94;;;;
IMAGES_P;2021;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;M1160;11;7;15.25;0;1;0;0
IMAGES_P;2021;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;N4130;3;0;3;1;1;;
IMAGES_P;2021;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;N4160;0;1;0.1;;;;
IMAGES_P;2021;350000196;CLINIQUE DE LA COTE D'EMERAUDE;350000311;NAUT;3;1;3.6;;;;
IMAGES_P;2021;350000337;C.H. GUILLAUME REGNIER RENNES;350000246;N4130;;;0.46;0;0;;
IMAGES_P;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;M1160;38;17;20.21;1;1;1;1
IMAGES_P;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;M1210;;;;1;1;;
IMAGES_P;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N4130;66;22;80.98;1;1;;
IMAGES_P;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N4160;5;0;4.03;;;;
IMAGES_P;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;NAUT;48;12;52.55;;;;
IMAGES_P;2021;350002200;CLINIQUE SAINT YVES;350029948;N4130;;2;1.04;0;0;;
IMAGES_P;2021;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;M1160;3;7;5.19;0;0;0;1
IMAGES_P;2021;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;M1210;9;2;7.62;0;0;;
IMAGES_P;2021;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;N4130;23;13;33.41;0;0;;
IMAGES_P;2021;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;N4160;2;0;2;;;;
IMAGES_P;2021;350002812;C.R.L.C.C. EUGENE MARQUIS;350023503;NAUT;15;7;19.33;;;;
IMAGES_P;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;M1160;13;6;9.02;0;1;0;1
IMAGES_P;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;M1210;;;;0;1;;
IMAGES_P;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;MAUT;8;1;2.1;;;;
IMAGES_P;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;N4130;18;9;25.67;1;0;;
IMAGES_P;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;N4160;2;;0.31;;;;
IMAGES_P;2021;350007084;CHRU RENNES SITE HOPITAL SUD;350005179;NAUT;22;9;23.17;;;;
IMAGES_P;2021;350036299;CENTRE D'ONCOLOGIE ST VINCENT;350036281;MAUT;;4;3.2;;;;
