BOR;AN;FI;RS;FI_EJ;PERSO;EFFPLS;EFFPAS;ETPS;NBLIB
HAD_P;2021;250016045;HOSPITALIA MUTUALITE HAD;250017803;Mcoor;1;1;1.08;
HAD_P;2021;250016045;HOSPITALIA MUTUALITE HAD;250017803;N2120;2;;1.08;
HAD_P;2021;250016045;HOSPITALIA MUTUALITE HAD;250017803;N2210;13;3;13.61;140
HAD_P;2021;250016045;HOSPITALIA MUTUALITE HAD;250017803;N2410;;;0.26;33
HAD_P;2021;250016045;HOSPITALIA MUTUALITE HAD;250017803;N2510;7;4;6.56;
HAD_P;2021;250016045;HOSPITALIA MUTUALITE HAD;250017803;N2710;;1;0.8;
HAD_P;2021;250016045;HOSPITALIA MUTUALITE HAD;250017803;N3120;1;;1.03;
HAD_P;2021;250016045;HOSPITALIA MUTUALITE HAD;250017803;N9999;49;11;47.02;173
HAD_P;2021;250016045;HOSPITALIA MUTUALITE HAD;250017803;NAUT;22;3;19.68;
HAD_P;2021;250016045;HOSPITALIA MUTUALITE HAD;250017803;Ncoor;4;;4;
HAD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;M9999;1;0;1;35
HAD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;MAUT;0;0;0;35
HAD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;Mcoor;1;0;1;
HAD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;N2120;1;0;1;
HAD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;N2210;0;6;5.09;235
HAD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;N2410;0;0;0;8
HAD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;N2510;1;0;1;
HAD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;N2710;0;1;0.5;
HAD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;N3120;1;0;1;
HAD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;N9999;4;12;11.02;243
HAD_P;2021;260000138;CH PORTES PROVENCE MONTELIMAR;260000047;NAUT;1;5;2.43;
HAD_P;2021;260000146;CH DE CREST;260000054;M3050;3;0;2.5;
HAD_P;2021;260000146;CH DE CREST;260000054;M9999;10;2;8.7;
HAD_P;2021;260000146;CH DE CREST;260000054;MAUT;1;0;0.2;
HAD_P;2021;260000146;CH DE CREST;260000054;Mcoor;6;2;6;
HAD_P;2021;260000146;CH DE CREST;260000054;N2120;3;;3;
HAD_P;2021;260000146;CH DE CREST;260000054;N2210;20;11;19.85;
HAD_P;2021;260000146;CH DE CREST;260000054;N2510;;8;4.52;
HAD_P;2021;260000146;CH DE CREST;260000054;N2710;;1;0.5;
HAD_P;2021;260000146;CH DE CREST;260000054;N3120;2;1;2.55;
HAD_P;2021;260000146;CH DE CREST;260000054;N9999;42;35;50.47;
HAD_P;2021;260000146;CH DE CREST;260000054;NAUT;;;0.2;
HAD_P;2021;260000146;CH DE CREST;260000054;Ncoor;17;14;19.85;
HAD_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;M9999;;1;0.32;41
HAD_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;MAUT;;;;41
HAD_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;Mcoor;;1;0.32;
HAD_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;N2120;1;;1;
HAD_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;N2210;6;;5.33;63
HAD_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;N2410;0;;0;7
HAD_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;N2460;1;;0.06;
HAD_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;N2510;8;;8.04;
HAD_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;N2710;1;;0.15;
HAD_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;N9999;19;;16.93;70
HAD_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;NAUT;1;;1.35;
HAD_P;2021;270000441;CH VERNEUIL-SUR-AVRE;270000110;Ncoor;1;;1;
HAD_P;2021;270016058;HAD EURE SEINE;750047367;M3050;;1;0.18;62
HAD_P;2021;270016058;HAD EURE SEINE;750047367;M9999;;3;0.73;79
HAD_P;2021;270016058;HAD EURE SEINE;750047367;MAUT;;1;0.05;17
HAD_P;2021;270016058;HAD EURE SEINE;750047367;Mcoor;;1;0.5;
HAD_P;2021;270016058;HAD EURE SEINE;750047367;N2120;1;;1;
HAD_P;2021;270016058;HAD EURE SEINE;750047367;N2210;;;;192
HAD_P;2021;270016058;HAD EURE SEINE;750047367;N2410;;;;23
HAD_P;2021;270016058;HAD EURE SEINE;750047367;N2510;9;;7.7;
HAD_P;2021;270016058;HAD EURE SEINE;750047367;N2710;;1;0.3;
HAD_P;2021;270016058;HAD EURE SEINE;750047367;N3120;;1;0.8;
HAD_P;2021;270016058;HAD EURE SEINE;750047367;N9999;23;4;21.3;215
HAD_P;2021;270016058;HAD EURE SEINE;750047367;NAUT;5;2;5.8;
HAD_P;2021;270016058;HAD EURE SEINE;750047367;Ncoor;8;;5.7;
HAD_P;2021;270029416;HAD CH DE LA RISLE PONT AUDEMER;270000102;M9999;;2;0.8;
HAD_P;2021;270029416;HAD CH DE LA RISLE PONT AUDEMER;270000102;Mcoor;;2;0.8;
HAD_P;2021;270029416;HAD CH DE LA RISLE PONT AUDEMER;270000102;N2120;1;;1;
HAD_P;2021;270029416;HAD CH DE LA RISLE PONT AUDEMER;270000102;N2210;10;3;11.6;
HAD_P;2021;270029416;HAD CH DE LA RISLE PONT AUDEMER;270000102;N2510;6;6;9.7;
HAD_P;2021;270029416;HAD CH DE LA RISLE PONT AUDEMER;270000102;N2710;1;;0.2;
HAD_P;2021;270029416;HAD CH DE LA RISLE PONT AUDEMER;270000102;N9999;19;9;23.5;
HAD_P;2021;270029416;HAD CH DE LA RISLE PONT AUDEMER;270000102;NAUT;1;;1;
HAD_P;2021;280001678;ASSAD HAD D'EURE ET LOIR;370001638;M3050;1;1;0.5;
HAD_P;2021;280001678;ASSAD HAD D'EURE ET LOIR;370001638;M9999;2;1;0.85;
HAD_P;2021;280001678;ASSAD HAD D'EURE ET LOIR;370001638;Mcoor;1;;0.35;
HAD_P;2021;280001678;ASSAD HAD D'EURE ET LOIR;370001638;N2120;2;;1.35;
HAD_P;2021;280001678;ASSAD HAD D'EURE ET LOIR;370001638;N2210;5;1;4.94;
HAD_P;2021;280001678;ASSAD HAD D'EURE ET LOIR;370001638;N2510;11;;8.6;
HAD_P;2021;280001678;ASSAD HAD D'EURE ET LOIR;370001638;N2710;;1;0.41;
HAD_P;2021;280001678;ASSAD HAD D'EURE ET LOIR;370001638;N3120;1;;0.78;
HAD_P;2021;280001678;ASSAD HAD D'EURE ET LOIR;370001638;N9999;21;2;18.09;
HAD_P;2021;280001678;ASSAD HAD D'EURE ET LOIR;370001638;Ncoor;2;;2.01;
HAD_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;M3050;;1;0.6;
HAD_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;M9999;;4;3.18;
HAD_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;Mcoor;;3;2.58;
HAD_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2120;1;1;1.1;
HAD_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2410;;2;1.2;
HAD_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2460;;2;1.2;
HAD_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2510;6;2;7.75;
HAD_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N2710;;2;0.75;
HAD_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N3120;;3;1.08;
HAD_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;N9999;23;19;33.86;
HAD_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;NAUT;3;4;5.97;
HAD_P;2021;290000785;ETABLISSEMENT DE SOINS HOTEL DIEU;220020739;Ncoor;13;3;14.81;
HAD_P;2021;290032838;HAD DES PAYS DE MORLAIX;350000626;M3050;;;0.31;
HAD_P;2021;290032838;HAD DES PAYS DE MORLAIX;350000626;M9999;1;2;3;
HAD_P;2021;290032838;HAD DES PAYS DE MORLAIX;350000626;Mcoor;1;2;2.69;
HAD_P;2021;290032838;HAD DES PAYS DE MORLAIX;350000626;N2120;;;0.05;
HAD_P;2021;290032838;HAD DES PAYS DE MORLAIX;350000626;N2210;6;5;10.24;
HAD_P;2021;290032838;HAD DES PAYS DE MORLAIX;350000626;N2510;11;4;15.29;
HAD_P;2021;290032838;HAD DES PAYS DE MORLAIX;350000626;N2710;;;0.49;
HAD_P;2021;290032838;HAD DES PAYS DE MORLAIX;350000626;N3120;;1;1.44;
HAD_P;2021;290032838;HAD DES PAYS DE MORLAIX;350000626;N9999;19;13;35.17;
HAD_P;2021;290032838;HAD DES PAYS DE MORLAIX;350000626;NAUT;1;3;6.93;
HAD_P;2021;290032838;HAD DES PAYS DE MORLAIX;350000626;Ncoor;1;;0.73;
HAD_P;2021;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;M3050;1;0;1;0
HAD_P;2021;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;M9999;2;3;4.18;0
HAD_P;2021;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;Mcoor;1;3;3.18;
HAD_P;2021;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N2120;1;0;1;
HAD_P;2021;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N2210;30;1;25.1;
HAD_P;2021;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N2510;22;1;15.3;
HAD_P;2021;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N2710;0;1;0.5;0
HAD_P;2021;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N3120;1;0;1;
HAD_P;2021;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;N9999;62;3;50.9;0
HAD_P;2021;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;NAUT;2;0;2;0
HAD_P;2021;290036375;HAD DU PONANT SITE CLINIQUE GD LARGE;290000447;Ncoor;6;0;6;
HAD_P;2021;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;M9999;;4;0.84;
HAD_P;2021;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;MAUT;;2;0.14;
HAD_P;2021;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;Mcoor;;2;0.7;
HAD_P;2021;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2120;1;;1;
HAD_P;2021;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2210;12;;12;30
HAD_P;2021;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2410;;;;24
HAD_P;2021;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2460;;;;1
HAD_P;2021;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2510;3;;3;
HAD_P;2021;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N2710;;1;0.29;
HAD_P;2021;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N3120;;1;0.5;
HAD_P;2021;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;N9999;19;2;19.79;64
HAD_P;2021;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;NAUT;1;;1;9
HAD_P;2021;2A0001988;HAD AJACCIO ET GRAND AJACCIO;2A0001848;Ncoor;2;;2;
HAD_P;2021;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;M9999;1;;0.8;
HAD_P;2021;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;Mcoor;1;;0.8;
HAD_P;2021;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;N2710;1;;0.08;
HAD_P;2021;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;N9999;5;;2.48;
HAD_P;2021;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;NAUT;1;;1;
HAD_P;2021;2A0002614;CENTRE HOSPITALIER DE SARTENE;2A0002606;Ncoor;3;;1.4;
HAD_P;2021;2B0000038;CH CORTE;2B0004246;M9999;;1;0.1;
HAD_P;2021;2B0000038;CH CORTE;2B0004246;Mcoor;;1;0.1;
HAD_P;2021;2B0000038;CH CORTE;2B0004246;N9999;2;;2;
HAD_P;2021;2B0000038;CH CORTE;2B0004246;Ncoor;2;;2;
HAD_P;2021;2B0001739;HAD DE CORSE;2B0001689;M9999;;2;0.34;
HAD_P;2021;2B0001739;HAD DE CORSE;2B0001689;MAUT;;1;0.09;
HAD_P;2021;2B0001739;HAD DE CORSE;2B0001689;Mcoor;;1;0.25;
HAD_P;2021;2B0001739;HAD DE CORSE;2B0001689;N2210;7;;6.37;112
HAD_P;2021;2B0001739;HAD DE CORSE;2B0001689;N2410;;;;57
HAD_P;2021;2B0001739;HAD DE CORSE;2B0001689;N2510;4;;4;
HAD_P;2021;2B0001739;HAD DE CORSE;2B0001689;N2710;;;;2
HAD_P;2021;2B0001739;HAD DE CORSE;2B0001689;N3120;1;;1;
HAD_P;2021;2B0001739;HAD DE CORSE;2B0001689;N9999;22;3;22.28;178
HAD_P;2021;2B0001739;HAD DE CORSE;2B0001689;NAUT;7;3;7.91;7
HAD_P;2021;2B0001739;HAD DE CORSE;2B0001689;Ncoor;3;;3;
HAD_P;2021;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;M3050;1;;1;
HAD_P;2021;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;M9999;1;1;1.56;
HAD_P;2021;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;Mcoor;;1;0.56;
HAD_P;2021;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;N2120;1;;1;
HAD_P;2021;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;N2710;;1;0.4;
HAD_P;2021;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;N9999;17;4;18.4;
HAD_P;2021;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;NAUT;10;3;11;
HAD_P;2021;2B0003289;HAD CENTRE RAOUL FRANCOIS MAYMARD;2B0003198;Ncoor;6;;6;
HAD_P;2021;300000031;CH LOUIS PASTEUR;300780053;M9999;1;;1.74;
HAD_P;2021;300000031;CH LOUIS PASTEUR;300780053;Mcoor;1;;1.74;
HAD_P;2021;300000031;CH LOUIS PASTEUR;300780053;N2120;1;0;0.75;
HAD_P;2021;300000031;CH LOUIS PASTEUR;300780053;N2210;2;4;4.82;
HAD_P;2021;300000031;CH LOUIS PASTEUR;300780053;N2510;1;2;1.92;
HAD_P;2021;300000031;CH LOUIS PASTEUR;300780053;N2710;0;1;0.15;
HAD_P;2021;300000031;CH LOUIS PASTEUR;300780053;N9999;5;9;9.04;
HAD_P;2021;300000031;CH LOUIS PASTEUR;300780053;NAUT;1;2;1.4;
HAD_P;2021;300000056;CH PONT ST ESPRIT;300780079;M9999;0;1;0.2;
HAD_P;2021;300000056;CH PONT ST ESPRIT;300780079;Mcoor;0;1;0.2;
HAD_P;2021;300000056;CH PONT ST ESPRIT;300780079;N2120;0;1;0.1;
HAD_P;2021;300000056;CH PONT ST ESPRIT;300780079;N2210;2;0;2;
HAD_P;2021;300000056;CH PONT ST ESPRIT;300780079;N2510;0;3;1.5;
HAD_P;2021;300000056;CH PONT ST ESPRIT;300780079;N2710;0;1;0.06;
HAD_P;2021;300000056;CH PONT ST ESPRIT;300780079;N9999;2;5;3.66;
HAD_P;2021;300000064;CH UZES;300780087;M9999;;1;0.08;
HAD_P;2021;300000064;CH UZES;300780087;MAUT;;1;0.08;
HAD_P;2021;300000064;CH UZES;300780087;N2120;4;;0.1;
HAD_P;2021;300000064;CH UZES;300780087;N2210;4;1;4.81;
HAD_P;2021;300000064;CH UZES;300780087;N2510;;3;1.79;
HAD_P;2021;300000064;CH UZES;300780087;N2710;;1;0.2;
HAD_P;2021;300000064;CH UZES;300780087;N3120;1;;0.1;
HAD_P;2021;300000064;CH UZES;300780087;N9999;9;5;7;
HAD_P;2021;300012309;ADENE HAD NIMES;340027937;M9999;;2;1;
HAD_P;2021;300012309;ADENE HAD NIMES;340027937;Mcoor;;2;1;
HAD_P;2021;300012309;ADENE HAD NIMES;340027937;N2120;1;;0.58;
HAD_P;2021;300012309;ADENE HAD NIMES;340027937;N2210;;;;295
HAD_P;2021;300012309;ADENE HAD NIMES;340027937;N2410;;;;60
HAD_P;2021;300012309;ADENE HAD NIMES;340027937;N2710;;1;0.74;
HAD_P;2021;300012309;ADENE HAD NIMES;340027937;N3120;;1;0.3;
HAD_P;2021;300012309;ADENE HAD NIMES;340027937;N9999;4;5;6.99;355
HAD_P;2021;300012309;ADENE HAD NIMES;340027937;NAUT;;3;2.15;
HAD_P;2021;300012309;ADENE HAD NIMES;340027937;Ncoor;3;;3.22;
HAD_P;2021;300013745;ADENE HAD ALES;340027937;M9999;1;;1;
HAD_P;2021;300013745;ADENE HAD ALES;340027937;Mcoor;1;;1;
HAD_P;2021;300013745;ADENE HAD ALES;340027937;N2120;1;;1;
HAD_P;2021;300013745;ADENE HAD ALES;340027937;N2210;;;;272
HAD_P;2021;300013745;ADENE HAD ALES;340027937;N2410;;;;130
HAD_P;2021;300013745;ADENE HAD ALES;340027937;N2710;;1;0.4;
HAD_P;2021;300013745;ADENE HAD ALES;340027937;N3120;;1;0.3;
HAD_P;2021;300013745;ADENE HAD ALES;340027937;N9999;6;4;6.95;402
HAD_P;2021;300013745;ADENE HAD ALES;340027937;NAUT;1;1;1.25;
HAD_P;2021;300013745;ADENE HAD ALES;340027937;Ncoor;4;1;4;
HAD_P;2021;300013778;HAD 3G SANTE NIMES;300013760;M3050;0;1;0.23;0
HAD_P;2021;300013778;HAD 3G SANTE NIMES;300013760;M9999;4;3;3.65;1
HAD_P;2021;300013778;HAD 3G SANTE NIMES;300013760;MAUT;0;0;0;1
HAD_P;2021;300013778;HAD 3G SANTE NIMES;300013760;Mcoor;4;2;3.42;
HAD_P;2021;300013778;HAD 3G SANTE NIMES;300013760;N2120;1;0;0.32;
HAD_P;2021;300013778;HAD 3G SANTE NIMES;300013760;N2510;2;1;0.74;
HAD_P;2021;300013778;HAD 3G SANTE NIMES;300013760;N2710;0;1;0.73;0
HAD_P;2021;300013778;HAD 3G SANTE NIMES;300013760;N3120;1;1;1.43;
HAD_P;2021;300013778;HAD 3G SANTE NIMES;300013760;N9999;31;8;27.86;0
HAD_P;2021;300013778;HAD 3G SANTE NIMES;300013760;NAUT;13;3;12.17;0
HAD_P;2021;300013778;HAD 3G SANTE NIMES;300013760;Ncoor;14;2;12.47;
HAD_P;2021;310005459;HAD SANTE RELAIS DOMICILE;310021886;M3050;;1;0.1;
HAD_P;2021;310005459;HAD SANTE RELAIS DOMICILE;310021886;M9999;2;4;3.59;275
HAD_P;2021;310005459;HAD SANTE RELAIS DOMICILE;310021886;MAUT;;;;275
HAD_P;2021;310005459;HAD SANTE RELAIS DOMICILE;310021886;Mcoor;2;3;3.49;
HAD_P;2021;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2120;3;2;3.59;
HAD_P;2021;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2210;13;;15.6;2019
HAD_P;2021;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2410;;;0;965
HAD_P;2021;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2510;6;1;5.03;
HAD_P;2021;310005459;HAD SANTE RELAIS DOMICILE;310021886;N2710;;2;0.91;1
HAD_P;2021;310005459;HAD SANTE RELAIS DOMICILE;310021886;N3120;4;;3.23;
HAD_P;2021;310005459;HAD SANTE RELAIS DOMICILE;310021886;N9999;53;9;57.97;3096
HAD_P;2021;310005459;HAD SANTE RELAIS DOMICILE;310021886;NAUT;15;3;17.88;111
HAD_P;2021;310005459;HAD SANTE RELAIS DOMICILE;310021886;Ncoor;12;1;11.73;
HAD_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N2210;6;3;4.84;
HAD_P;2021;310016977;HOPITAUX MERE & ENFANTS SITE VIGUIER;310781406;N9999;6;3;4.84;
HAD_P;2021;310780259;CL PASTEUR;310000096;M3050;1;;1;
HAD_P;2021;310780259;CL PASTEUR;310000096;M9999;6;1;3.82;
HAD_P;2021;310780259;CL PASTEUR;310000096;Mcoor;5;1;2.82;
HAD_P;2021;310780259;CL PASTEUR;310000096;N2120;5;;5.81;
HAD_P;2021;310780259;CL PASTEUR;310000096;N2210;44;3;41.87;525
HAD_P;2021;310780259;CL PASTEUR;310000096;N2410;;1;0.71;171
HAD_P;2021;310780259;CL PASTEUR;310000096;N2510;8;;7.56;
HAD_P;2021;310780259;CL PASTEUR;310000096;N2710;;2;1.05;
HAD_P;2021;310780259;CL PASTEUR;310000096;N3120;1;;0.69;
HAD_P;2021;310780259;CL PASTEUR;310000096;N9999;81;8;77.33;696
HAD_P;2021;310780259;CL PASTEUR;310000096;NAUT;20;2;16.98;
HAD_P;2021;310780259;CL PASTEUR;310000096;Ncoor;3;;2.66;
HAD_P;2021;320004328;HAD GERS CL PASTEUR;310000096;M9999;1;2;1.22;
HAD_P;2021;320004328;HAD GERS CL PASTEUR;310000096;Mcoor;1;2;1.22;
HAD_P;2021;320004328;HAD GERS CL PASTEUR;310000096;N2120;1;;0.4;
HAD_P;2021;320004328;HAD GERS CL PASTEUR;310000096;N2210;19;;18.21;243
HAD_P;2021;320004328;HAD GERS CL PASTEUR;310000096;N2410;;;;23
HAD_P;2021;320004328;HAD GERS CL PASTEUR;310000096;N2510;10;;7.96;
HAD_P;2021;320004328;HAD GERS CL PASTEUR;310000096;N2710;;2;0.13;
HAD_P;2021;320004328;HAD GERS CL PASTEUR;310000096;N3120;1;;0.3;
HAD_P;2021;320004328;HAD GERS CL PASTEUR;310000096;N9999;43;2;32.36;266
HAD_P;2021;320004328;HAD GERS CL PASTEUR;310000096;NAUT;9;;2.7;
HAD_P;2021;320004328;HAD GERS CL PASTEUR;310000096;Ncoor;3;;2.66;
HAD_P;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;M3050;;;;58
HAD_P;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;M9999;4;1;3.7;133
HAD_P;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;MAUT;;;;75
HAD_P;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;Mcoor;4;1;3.7;
HAD_P;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2120;2;;2;
HAD_P;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2210;30;;27.1;485
HAD_P;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2410;;;;136
HAD_P;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2510;16;2;16.2;
HAD_P;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N2710;1;1;1;
HAD_P;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N3120;1;;0.2;
HAD_P;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;N9999;59;4;56.3;655
HAD_P;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;NAUT;4;;4.2;34
HAD_P;2021;330000332;HOPITAL SUBURBAIN DU BOUSCAT;330780545;Ncoor;5;1;5.6;
HAD_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;M9999;4;2;6.27;11
HAD_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;MAUT;3;2;5.35;11
HAD_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;Mcoor;1;;0.92;
HAD_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;N2120;6;0;5.28;
HAD_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;N2210;87;7;95.77;763
HAD_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;N2410;;;;24
HAD_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;N2510;11;0;12.73;
HAD_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;N2710;1;2;1.47;
HAD_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;N3120;3;1;3.72;
HAD_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;N9999;136;16;154.38;787
HAD_P;2021;330000340;MSP BORDEAUX BAGATELLE;330780552;NAUT;28;6;35.41;
HAD_P;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;M9999;2;;1.13;
HAD_P;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;MAUT;2;;1.13;
HAD_P;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2120;1;;0.4;
HAD_P;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2210;21;2;18.28;
HAD_P;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N2710;1;1;0.55;
HAD_P;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;N9999;31;5;24.07;
HAD_P;2021;330000589;CH SUD GIRONDE - SITE LANGON;330027509;NAUT;8;2;4.84;
HAD_P;2021;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;M3050;1;0;1.08;128
HAD_P;2021;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;M9999;4;1;4.88;426
HAD_P;2021;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;MAUT;;;;298
HAD_P;2021;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;Mcoor;3;1;3.8;
HAD_P;2021;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2120;2;0;2;
HAD_P;2021;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2210;9;0;10.3;528
HAD_P;2021;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2410;;;;50
HAD_P;2021;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2460;;;;2
HAD_P;2021;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2510;15;2;14.35;
HAD_P;2021;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N2710;0;1;1.18;
HAD_P;2021;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N3120;2;0;1.5;
HAD_P;2021;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;N9999;46;7;49.14;601
HAD_P;2021;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;NAUT;11;4;11.28;21
HAD_P;2021;330025958;HAD DES VIGNES ET DES RIVIERES;330025859;Ncoor;7;0;8.53;
HAD_P;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;M3050;;;0.5;
HAD_P;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;M9999;;1;1.2;186
HAD_P;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;MAUT;;;0;186
HAD_P;2021;340000223;HOPITAL ST CLAIR HBT SETE;340011295;Mcoor;;1;0.7;
