BOR;AN;FI;RS;FI_EJ;EQUIPSSR;SANSEQ;EQPL;EQAU
SSR2;2021;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;APTAUT;1;;
SSR2;2021;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;ASSMAR;1;;
SSR2;2021;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;ASSMEM;1;;
SSR2;2021;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;EXPEQU;1;;
SSR2;2021;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;EXPURO;1;;
SSR2;2021;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;IDRACH;1;;
SSR2;2021;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;ISOCIN;1;;
SSR2;2021;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;LABMAR;1;;
SSR2;2021;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;PISCIN;1;;
SSR2;2021;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;SALINT;1;;
SSR2;2021;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;SIMESP;1;;
SSR2;2021;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;STICON;1;;
SSR2;2021;170000111;CH ST HONORE - ST-MARTIN-DE-RE;170024194;VEHADP;1;;
SSR2;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;APTAUT;1;;
SSR2;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;ASSMAR;1;;
SSR2;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;ASSMEM;1;;
SSR2;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;EXPEQU;;1;
SSR2;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;EXPURO;1;;
SSR2;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;IDRACH;1;;
SSR2;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;ISOCIN;;1;
SSR2;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;LABMAR;1;;
SSR2;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;PISCIN;1;;
SSR2;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;SALINT;1;;
SSR2;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;SIMESP;1;;
SSR2;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;STICON;1;;
SSR2;2021;170000129;CENTRE HOSPITALIER ROYAN-ATLANTIQUE;170780191;VEHADP;1;;
SSR2;2021;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;APTAUT;1;;
SSR2;2021;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;ASSMAR;1;;
SSR2;2021;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;ASSMEM;1;;
SSR2;2021;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;EXPEQU;1;;
SSR2;2021;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;EXPURO;1;;
SSR2;2021;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;IDRACH;1;;
SSR2;2021;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;ISOCIN;1;;
SSR2;2021;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;LABMAR;1;;
SSR2;2021;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;PISCIN;1;;
SSR2;2021;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;SALINT;1;;
SSR2;2021;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;SIMESP;1;;
SSR2;2021;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;STICON;1;;
SSR2;2021;170000137;CH DUBOIS MEYNARDIE - MARENNES;170780209;VEHADP;;1;
SSR2;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;APTAUT;1;;
SSR2;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;ASSMAR;1;;
SSR2;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;ASSMEM;1;;
SSR2;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;EXPEQU;1;;
SSR2;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;EXPURO;;1;
SSR2;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;IDRACH;1;;
SSR2;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;ISOCIN;1;;
SSR2;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;LABMAR;1;;
SSR2;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;PISCIN;1;;
SSR2;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;SALINT;;1;
SSR2;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;SIMESP;;1;
SSR2;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;STICON;1;;
SSR2;2021;170000152;CENTRE HOSPITALIER ROCHEFORT;170780225;VEHADP;1;;
SSR2;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;APTAUT;1;;
SSR2;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;ASSMAR;1;;
SSR2;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;ASSMEM;1;;
SSR2;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;EXPEQU;1;;
SSR2;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;EXPURO;1;;
SSR2;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;IDRACH;1;;
SSR2;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;ISOCIN;1;;
SSR2;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;LABMAR;1;;
SSR2;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;PISCIN;1;;
SSR2;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;SALINT;1;;
SSR2;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;SIMESP;1;;
SSR2;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;STICON;1;;
SSR2;2021;170000178;CENTRE HOSPITALIER BOSCAMNANT;170780266;VEHADP;1;;
SSR2;2021;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;APTAUT;1;;
SSR2;2021;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;ASSMAR;1;;
SSR2;2021;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;ASSMEM;;1;
SSR2;2021;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;EXPEQU;;1;
SSR2;2021;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;EXPURO;;1;
SSR2;2021;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;IDRACH;1;;
SSR2;2021;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;ISOCIN;;1;
SSR2;2021;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;LABMAR;1;;
SSR2;2021;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;PISCIN;;1;
SSR2;2021;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;SALINT;1;;
SSR2;2021;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;SIMESP;1;;
SSR2;2021;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;STICON;1;;
SSR2;2021;170780043;CENTRE RICHELIEU - SSR SPECIALISES;750721334;VEHADP;1;;
SSR2;2021;170780068;CLINIQUE SUR MOREAU;750056335;APTAUT;1;;
SSR2;2021;170780068;CLINIQUE SUR MOREAU;750056335;ASSMAR;1;;
SSR2;2021;170780068;CLINIQUE SUR MOREAU;750056335;ASSMEM;1;;
SSR2;2021;170780068;CLINIQUE SUR MOREAU;750056335;EXPEQU;;1;
SSR2;2021;170780068;CLINIQUE SUR MOREAU;750056335;EXPURO;1;;
SSR2;2021;170780068;CLINIQUE SUR MOREAU;750056335;IDRACH;1;;
SSR2;2021;170780068;CLINIQUE SUR MOREAU;750056335;ISOCIN;;1;
SSR2;2021;170780068;CLINIQUE SUR MOREAU;750056335;LABMAR;1;;
SSR2;2021;170780068;CLINIQUE SUR MOREAU;750056335;PISCIN;1;;
SSR2;2021;170780068;CLINIQUE SUR MOREAU;750056335;SALINT;1;;
SSR2;2021;170780068;CLINIQUE SUR MOREAU;750056335;SIMESP;;1;
SSR2;2021;170780068;CLINIQUE SUR MOREAU;750056335;STICON;1;;
SSR2;2021;170780068;CLINIQUE SUR MOREAU;750056335;VEHADP;1;;
SSR2;2021;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;310021357;APTAUT;1;;
SSR2;2021;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;310021357;ASSMAR;1;;
SSR2;2021;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;310021357;ASSMEM;;1;
SSR2;2021;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;310021357;EXPEQU;1;;
SSR2;2021;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;310021357;EXPURO;1;;
SSR2;2021;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;310021357;IDRACH;1;;
SSR2;2021;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;310021357;ISOCIN;1;;
SSR2;2021;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;310021357;LABMAR;;1;
SSR2;2021;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;310021357;PISCIN;1;;
SSR2;2021;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;310021357;SALINT;1;;
SSR2;2021;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;310021357;SIMESP;1;;
SSR2;2021;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;310021357;STICON;1;;
SSR2;2021;170780100;CL. CONVAL KORIAN CHATEAU DE CLAVETTE;310021357;VEHADP;1;;
SSR2;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;APTAUT;1;;
SSR2;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;ASSMAR;1;;
SSR2;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;ASSMEM;1;;
SSR2;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;EXPEQU;1;;
SSR2;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;EXPURO;1;;
SSR2;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;IDRACH;1;;
SSR2;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;ISOCIN;1;;
SSR2;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;LABMAR;1;;
SSR2;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;PISCIN;;1;
SSR2;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;SALINT;1;;
SSR2;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;SIMESP;1;;
SSR2;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;STICON;1;;
SSR2;2021;170780621;POLYCLINIQUE SAINT GEORGES;170000285;VEHADP;1;;
SSR2;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;APTAUT;1;;
SSR2;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;ASSMAR;1;;
SSR2;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;ASSMEM;1;;
SSR2;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;EXPEQU;;1;
SSR2;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;EXPURO;1;;
SSR2;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;IDRACH;1;;
SSR2;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;ISOCIN;1;;
SSR2;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;LABMAR;1;;
SSR2;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;PISCIN;;1;
SSR2;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;SALINT;1;;
SSR2;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;SIMESP;1;;
SSR2;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;STICON;1;;
SSR2;2021;170780662;CLINIQUE DE L'ATLANTIQUE;170024053;VEHADP;1;;
SSR2;2021;170780803;CENTRE DE READAPTATION D'OLERON;170017321;APTAUT;;1;
SSR2;2021;170780803;CENTRE DE READAPTATION D'OLERON;170017321;ASSMAR;1;;
SSR2;2021;170780803;CENTRE DE READAPTATION D'OLERON;170017321;ASSMEM;1;;
SSR2;2021;170780803;CENTRE DE READAPTATION D'OLERON;170017321;EXPEQU;;1;
SSR2;2021;170780803;CENTRE DE READAPTATION D'OLERON;170017321;EXPURO;1;;
SSR2;2021;170780803;CENTRE DE READAPTATION D'OLERON;170017321;IDRACH;1;;
SSR2;2021;170780803;CENTRE DE READAPTATION D'OLERON;170017321;ISOCIN;1;;
SSR2;2021;170780803;CENTRE DE READAPTATION D'OLERON;170017321;LABMAR;;1;
SSR2;2021;170780803;CENTRE DE READAPTATION D'OLERON;170017321;PISCIN;;1;
SSR2;2021;170780803;CENTRE DE READAPTATION D'OLERON;170017321;SALINT;1;;
SSR2;2021;170780803;CENTRE DE READAPTATION D'OLERON;170017321;SIMESP;;1;
SSR2;2021;170780803;CENTRE DE READAPTATION D'OLERON;170017321;STICON;1;;
SSR2;2021;170780803;CENTRE DE READAPTATION D'OLERON;170017321;VEHADP;1;;
SSR2;2021;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;APTAUT;1;;
SSR2;2021;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;ASSMAR;1;;
SSR2;2021;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;ASSMEM;1;;
SSR2;2021;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;EXPEQU;1;;
SSR2;2021;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;EXPURO;1;;
SSR2;2021;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;IDRACH;1;;
SSR2;2021;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;ISOCIN;1;;
SSR2;2021;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;LABMAR;1;;
SSR2;2021;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;PISCIN;1;;
SSR2;2021;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;SALINT;1;;
SSR2;2021;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;SIMESP;1;;
SSR2;2021;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;STICON;1;;
SSR2;2021;170781199;CENTRE ALCOOLOGIQUE ALPHA - ROYAN;170000400;VEHADP;1;;
SSR2;2021;170784110;SSR CH LA ROCHELLE;170024194;APTAUT;1;;
SSR2;2021;170784110;SSR CH LA ROCHELLE;170024194;ASSMAR;1;;
SSR2;2021;170784110;SSR CH LA ROCHELLE;170024194;ASSMEM;1;;
SSR2;2021;170784110;SSR CH LA ROCHELLE;170024194;EXPEQU;1;;
SSR2;2021;170784110;SSR CH LA ROCHELLE;170024194;EXPURO;1;;
SSR2;2021;170784110;SSR CH LA ROCHELLE;170024194;IDRACH;1;;
SSR2;2021;170784110;SSR CH LA ROCHELLE;170024194;ISOCIN;1;;
SSR2;2021;170784110;SSR CH LA ROCHELLE;170024194;LABMAR;1;;
SSR2;2021;170784110;SSR CH LA ROCHELLE;170024194;PISCIN;;1;
SSR2;2021;170784110;SSR CH LA ROCHELLE;170024194;SALINT;1;;
SSR2;2021;170784110;SSR CH LA ROCHELLE;170024194;SIMESP;1;;
SSR2;2021;170784110;SSR CH LA ROCHELLE;170024194;STICON;1;;
SSR2;2021;170784110;SSR CH LA ROCHELLE;170024194;VEHADP;1;;
SSR2;2021;170792220;CH SAINTONGE - SSR;170780175;APTAUT;1;;
SSR2;2021;170792220;CH SAINTONGE - SSR;170780175;ASSMAR;1;;
SSR2;2021;170792220;CH SAINTONGE - SSR;170780175;ASSMEM;1;;
SSR2;2021;170792220;CH SAINTONGE - SSR;170780175;EXPEQU;1;;
SSR2;2021;170792220;CH SAINTONGE - SSR;170780175;EXPURO;1;;
SSR2;2021;170792220;CH SAINTONGE - SSR;170780175;IDRACH;;1;
SSR2;2021;170792220;CH SAINTONGE - SSR;170780175;ISOCIN;1;;
SSR2;2021;170792220;CH SAINTONGE - SSR;170780175;LABMAR;1;;
SSR2;2021;170792220;CH SAINTONGE - SSR;170780175;PISCIN;1;;
SSR2;2021;170792220;CH SAINTONGE - SSR;170780175;SALINT;1;;
SSR2;2021;170792220;CH SAINTONGE - SSR;170780175;SIMESP;1;;
SSR2;2021;170792220;CH SAINTONGE - SSR;170780175;STICON;1;;
SSR2;2021;170792220;CH SAINTONGE - SSR;170780175;VEHADP;1;;
SSR2;2021;170803431;CARDIOCEAN - PUILBOREAU;920030269;APTAUT;1;;
SSR2;2021;170803431;CARDIOCEAN - PUILBOREAU;920030269;ASSMAR;1;;
SSR2;2021;170803431;CARDIOCEAN - PUILBOREAU;920030269;ASSMEM;1;;
SSR2;2021;170803431;CARDIOCEAN - PUILBOREAU;920030269;EXPEQU;1;;
SSR2;2021;170803431;CARDIOCEAN - PUILBOREAU;920030269;EXPURO;1;;
SSR2;2021;170803431;CARDIOCEAN - PUILBOREAU;920030269;IDRACH;1;;
SSR2;2021;170803431;CARDIOCEAN - PUILBOREAU;920030269;ISOCIN;1;;
SSR2;2021;170803431;CARDIOCEAN - PUILBOREAU;920030269;LABMAR;1;;
SSR2;2021;170803431;CARDIOCEAN - PUILBOREAU;920030269;PISCIN;;1;
SSR2;2021;170803431;CARDIOCEAN - PUILBOREAU;920030269;SALINT;1;;
SSR2;2021;170803431;CARDIOCEAN - PUILBOREAU;920030269;SIMESP;1;;
SSR2;2021;170803431;CARDIOCEAN - PUILBOREAU;920030269;STICON;1;;
SSR2;2021;170803431;CARDIOCEAN - PUILBOREAU;920030269;VEHADP;1;;
SSR2;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;APTAUT;1;;
SSR2;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;ASSMAR;1;;
SSR2;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;ASSMEM;1;;
SSR2;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;EXPEQU;1;;
SSR2;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;EXPURO;;1;
SSR2;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;IDRACH;1;;
SSR2;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;ISOCIN;1;;
SSR2;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;LABMAR;1;;
SSR2;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;PISCIN;;1;
SSR2;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;SALINT;;1;
SSR2;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;SIMESP;1;;
SSR2;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;STICON;1;;
SSR2;2021;180000010;CH BOURGES - JACQUES COEUR;180000028;VEHADP;1;;
SSR2;2021;180000283;CH SAINT AMAND-MONTROND;180000069;APTAUT;1;;
SSR2;2021;180000283;CH SAINT AMAND-MONTROND;180000069;ASSMAR;1;;
SSR2;2021;180000283;CH SAINT AMAND-MONTROND;180000069;ASSMEM;1;;
SSR2;2021;180000283;CH SAINT AMAND-MONTROND;180000069;EXPEQU;1;;
SSR2;2021;180000283;CH SAINT AMAND-MONTROND;180000069;EXPURO;1;;
SSR2;2021;180000283;CH SAINT AMAND-MONTROND;180000069;IDRACH;1;;
SSR2;2021;180000283;CH SAINT AMAND-MONTROND;180000069;ISOCIN;1;;
SSR2;2021;180000283;CH SAINT AMAND-MONTROND;180000069;LABMAR;1;;
SSR2;2021;180000283;CH SAINT AMAND-MONTROND;180000069;PISCIN;1;;
SSR2;2021;180000283;CH SAINT AMAND-MONTROND;180000069;SALINT;1;;
SSR2;2021;180000283;CH SAINT AMAND-MONTROND;180000069;SIMESP;1;;
SSR2;2021;180000283;CH SAINT AMAND-MONTROND;180000069;STICON;1;;
SSR2;2021;180000283;CH SAINT AMAND-MONTROND;180000069;VEHADP;1;;
SSR2;2021;180000333;CH SANCERRE;180000093;APTAUT;1;;
SSR2;2021;180000333;CH SANCERRE;180000093;ASSMAR;1;;
SSR2;2021;180000333;CH SANCERRE;180000093;ASSMEM;1;;
SSR2;2021;180000333;CH SANCERRE;180000093;EXPEQU;1;;
SSR2;2021;180000333;CH SANCERRE;180000093;EXPURO;1;;
SSR2;2021;180000333;CH SANCERRE;180000093;IDRACH;1;;
SSR2;2021;180000333;CH SANCERRE;180000093;ISOCIN;1;;
SSR2;2021;180000333;CH SANCERRE;180000093;LABMAR;1;;
SSR2;2021;180000333;CH SANCERRE;180000093;PISCIN;1;;
SSR2;2021;180000333;CH SANCERRE;180000093;SALINT;1;;
SSR2;2021;180000333;CH SANCERRE;180000093;SIMESP;1;;
SSR2;2021;180000333;CH SANCERRE;180000093;STICON;1;;
SSR2;2021;180000333;CH SANCERRE;180000093;VEHADP;1;;
SSR2;2021;180000598;CTRE DE READAPTATION GUILLAUME VARYE;180000887;APTAUT;;1;
SSR2;2021;180000598;CTRE DE READAPTATION GUILLAUME VARYE;180000887;ASSMAR;1;;
SSR2;2021;180000598;CTRE DE READAPTATION GUILLAUME VARYE;180000887;ASSMEM;1;;
SSR2;2021;180000598;CTRE DE READAPTATION GUILLAUME VARYE;180000887;EXPEQU;;1;
SSR2;2021;180000598;CTRE DE READAPTATION GUILLAUME VARYE;180000887;EXPURO;;1;
SSR2;2021;180000598;CTRE DE READAPTATION GUILLAUME VARYE;180000887;IDRACH;1;;
SSR2;2021;180000598;CTRE DE READAPTATION GUILLAUME VARYE;180000887;ISOCIN;1;;
SSR2;2021;180000598;CTRE DE READAPTATION GUILLAUME VARYE;180000887;LABMAR;1;;
SSR2;2021;180000598;CTRE DE READAPTATION GUILLAUME VARYE;180000887;PISCIN;;1;
SSR2;2021;180000598;CTRE DE READAPTATION GUILLAUME VARYE;180000887;SALINT;1;;
SSR2;2021;180000598;CTRE DE READAPTATION GUILLAUME VARYE;180000887;SIMESP;;1;
SSR2;2021;180000598;CTRE DE READAPTATION GUILLAUME VARYE;180000887;STICON;1;;
SSR2;2021;180000598;CTRE DE READAPTATION GUILLAUME VARYE;180000887;VEHADP;1;;
SSR2;2021;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;APTAUT;1;;
SSR2;2021;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;ASSMAR;1;;
SSR2;2021;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;ASSMEM;1;;
SSR2;2021;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;EXPEQU;1;;
SSR2;2021;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;EXPURO;;;1
SSR2;2021;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;IDRACH;1;;
SSR2;2021;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;ISOCIN;1;;
SSR2;2021;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;LABMAR;1;;
SSR2;2021;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;PISCIN;;;1
SSR2;2021;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;SALINT;;;1
SSR2;2021;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;SIMESP;1;;
SSR2;2021;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;STICON;1;;
SSR2;2021;180003287;CH DE BOURGES SITE TAILLEGRAIN;180000028;VEHADP;1;;
SSR2;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;APTAUT;;1;
SSR2;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;ASSMAR;1;;
SSR2;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;ASSMEM;1;;
SSR2;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;EXPEQU;1;;
SSR2;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;EXPURO;1;;
SSR2;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;IDRACH;;1;
SSR2;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;ISOCIN;1;;
SSR2;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;LABMAR;1;;
SSR2;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;PISCIN;;1;
SSR2;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;SALINT;;1;
SSR2;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;SIMESP;;1;
SSR2;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;STICON;1;;
SSR2;2021;180003345;CH DE VIERZON SITE LA NOUE;180000051;VEHADP;;1;
SSR2;2021;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;APTAUT;1;;
SSR2;2021;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;ASSMAR;1;;
SSR2;2021;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;ASSMEM;1;;
SSR2;2021;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;EXPEQU;1;;
SSR2;2021;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;EXPURO;;1;
SSR2;2021;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;IDRACH;1;;
SSR2;2021;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;ISOCIN;1;;
SSR2;2021;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;LABMAR;1;;
SSR2;2021;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;PISCIN;;1;
SSR2;2021;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;SALINT;1;;
SSR2;2021;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;SIMESP;1;;
SSR2;2021;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;STICON;1;;
SSR2;2021;180003386;CH ST AMAND-MONTROND SITE CROIX DUCHET;180000069;VEHADP;1;;
SSR2;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;APTAUT;;;1
SSR2;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;ASSMAR;1;;
SSR2;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;ASSMEM;;1;
SSR2;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;EXPEQU;1;;
SSR2;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;EXPURO;;1;
SSR2;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;IDRACH;;1;
SSR2;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;ISOCIN;;1;
SSR2;2021;190000018;CENTRE HOSPITALIER DUBOIS BRIVE;190000042;LABMAR;;1;
