BOR;AN;FI;RS;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST
DIALYSE_P;2021;310793575;AAIR UAD TOULOUSE CEPIERE;310000633;M1110;;6;0.26;1;1
DIALYSE_P;2021;310793575;AAIR UAD TOULOUSE CEPIERE;310000633;N4100;;9;0.27;;
DIALYSE_P;2021;310793575;AAIR UAD TOULOUSE CEPIERE;310000633;NAUT;;33;1.77;;
DIALYSE_P;2021;310793575;AAIR UAD TOULOUSE CEPIERE;310000633;NCINF;;6;2.36;;
DIALYSE_P;2021;310793807;CL NEPHRO ST EXUPERY UAD BRAX;310000617;M1110;;1;0.1;0;1
DIALYSE_P;2021;310793807;CL NEPHRO ST EXUPERY UAD BRAX;310000617;NCINF;;1;1;;
DIALYSE_P;2021;310794417;NEPHROCARE OC CENTRE UAD UDM MURET;310002712;M1110;0;5;4.35;;
DIALYSE_P;2021;310794524;AAIR UAD ST GAUDENS;310000633;M1110;;5;0.56;1;1
DIALYSE_P;2021;310794524;AAIR UAD ST GAUDENS;310000633;N4100;;9;0.27;;
DIALYSE_P;2021;310794524;AAIR UAD ST GAUDENS;310000633;NAUT;;32;1.15;;
DIALYSE_P;2021;310794524;AAIR UAD ST GAUDENS;310000633;NCINF;;9;1.67;;
DIALYSE_P;2021;310794532;CL NEPHRO ST EXUPERY UAD TLS BASSO;310000617;M1110;;1;0.1;0;1
DIALYSE_P;2021;310794532;CL NEPHRO ST EXUPERY UAD TLS BASSO;310000617;NCINF;;1;1;;
DIALYSE_P;2021;310796768;CL NEPHRO ST EXUPERY UAD LUCHON;310000617;M1110;;1;0.1;0;1
DIALYSE_P;2021;310796768;CL NEPHRO ST EXUPERY UAD LUCHON;310000617;NCINF;1;;1;;
DIALYSE_P;2021;310796776;CL NEPHRO ST EXUPERY UAD REVEL;310000617;M1110;;1;0.1;0;1
DIALYSE_P;2021;310796776;CL NEPHRO ST EXUPERY UAD REVEL;310000617;NCINF;;2;2;;
DIALYSE_P;2021;320000086;CH AUCH EN GASCOGNE;320780117;M1110;0;2;1;1;1
DIALYSE_P;2021;320000086;CH AUCH EN GASCOGNE;320780117;N2500;6;3;7.45;;
DIALYSE_P;2021;320000086;CH AUCH EN GASCOGNE;320780117;NAUT;0;2;1.3;;
DIALYSE_P;2021;320000086;CH AUCH EN GASCOGNE;320780117;NCINF;11;3;13.5;;
DIALYSE_P;2021;320001050;AAIR UAD MIRANDE;310000633;M1110;;2;0.06;1;1
DIALYSE_P;2021;320001050;AAIR UAD MIRANDE;310000633;N4100;;9;0.27;;
DIALYSE_P;2021;320001050;AAIR UAD MIRANDE;310000633;NAUT;;32;1.22;;
DIALYSE_P;2021;320001050;AAIR UAD MIRANDE;310000633;NCINF;;5;1.24;;
DIALYSE_P;2021;320001688;AAIR UAD CONDOM;310000633;M1110;;2;0.08;1;1
DIALYSE_P;2021;320001688;AAIR UAD CONDOM;310000633;N4100;;9;0.27;;
DIALYSE_P;2021;320001688;AAIR UAD CONDOM;310000633;NAUT;;32;1.49;;
DIALYSE_P;2021;320001688;AAIR UAD CONDOM;310000633;NCINF;;4;1.6;;
DIALYSE_P;2021;320004872;AAIR UAD L'ISLE JOURDAIN;310000633;M1110;;3;0.2;1;1
DIALYSE_P;2021;320004872;AAIR UAD L'ISLE JOURDAIN;310000633;N4100;;9;0.27;;
DIALYSE_P;2021;320004872;AAIR UAD L'ISLE JOURDAIN;310000633;NAUT;;32;1.41;;
DIALYSE_P;2021;320004872;AAIR UAD L'ISLE JOURDAIN;310000633;NCINF;;4;1.19;;
DIALYSE_P;2021;320005523;AAIR UAD ASSISTEE NOGARO ESTALENS;310000633;M1110;;5;0.06;1;1
DIALYSE_P;2021;320005523;AAIR UAD ASSISTEE NOGARO ESTALENS;310000633;N4100;;9;0.17;;
DIALYSE_P;2021;320005523;AAIR UAD ASSISTEE NOGARO ESTALENS;310000633;NAUT;;32;0.91;;
DIALYSE_P;2021;320005523;AAIR UAD ASSISTEE NOGARO ESTALENS;310000633;NCINF;;5;0.86;;
DIALYSE_P;2021;320784515;AAIR UAD UDM PAVIE;310000633;M1110;;2;0.28;1;1
DIALYSE_P;2021;320784515;AAIR UAD UDM PAVIE;310000633;N4100;;9;0.27;;
DIALYSE_P;2021;320784515;AAIR UAD UDM PAVIE;310000633;NAUT;;35;2.12;;
DIALYSE_P;2021;320784515;AAIR UAD UDM PAVIE;310000633;NCINF;;6;3.24;;
DIALYSE_P;2021;320785587;AAIR UAD FLEURANCE;310000633;M1110;;2;0.06;1;1
DIALYSE_P;2021;320785587;AAIR UAD FLEURANCE;310000633;N4100;;9;0.27;;
DIALYSE_P;2021;320785587;AAIR UAD FLEURANCE;310000633;NAUT;;32;1.21;;
DIALYSE_P;2021;320785587;AAIR UAD FLEURANCE;310000633;NCINF;;4;1.08;;
DIALYSE_P;2021;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;M1110;3;0;3;0;1
DIALYSE_P;2021;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;N2500;9;;9.11;;
DIALYSE_P;2021;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;NAUT;6;3;8.49;;
DIALYSE_P;2021;330000605;CTRE HOSPIT.R.BOULIN-LIBOURNE;330781253;NCINF;22;1;23.63;;
DIALYSE_P;2021;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;M1110;1;0;1;0;1
DIALYSE_P;2021;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;N4100;0;1;0.8;;
DIALYSE_P;2021;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;NAUT;4;5;7.78;;
DIALYSE_P;2021;330007410;ANTENNE AUTODIALYSE ET UDM CA3D;330007386;NCINF;5;0;5;;
DIALYSE_P;2021;330007436;ANTENNE AUTODIALYSE PBNA - BORDEAUX;330000274;M1110;;6;1.5;0;1
DIALYSE_P;2021;330007436;ANTENNE AUTODIALYSE PBNA - BORDEAUX;330000274;NAUT;;1;0.25;;
DIALYSE_P;2021;330007436;ANTENNE AUTODIALYSE PBNA - BORDEAUX;330000274;NCINF;;6;4;;
DIALYSE_P;2021;330007550;ANTENNE AUTODIALYSE AURAD BORDEAUX;330000266;M1110;;5;0.2;0;1
DIALYSE_P;2021;330007550;ANTENNE AUTODIALYSE AURAD BORDEAUX;330000266;NCINF;;6;1.34;;
DIALYSE_P;2021;330007584;ANTENNE AUTODIALYSE AURAD ARTIGUES;330000266;M1110;;5;0.19;0;1
DIALYSE_P;2021;330007584;ANTENNE AUTODIALYSE AURAD ARTIGUES;330000266;NCINF;;6;1.26;;
DIALYSE_P;2021;330007634;ANTENNE AUTODIALYSE AURAD LA TESTE;330000266;M1110;;5;0.5;0;1
DIALYSE_P;2021;330007634;ANTENNE AUTODIALYSE AURAD LA TESTE;330000266;NCINF;;5;3.36;;
DIALYSE_P;2021;330007642;ANTENNE AUTODIALYSE AURAD PINEUILH;330000266;M1110;;5;0.24;0;1
DIALYSE_P;2021;330007642;ANTENNE AUTODIALYSE AURAD PINEUILH;330000266;NCINF;;7;3.13;;
DIALYSE_P;2021;330007667;ANTENNE AUTODIALYSE AURAD LANGON;330000266;M1110;;5;0.3;0;1
DIALYSE_P;2021;330007667;ANTENNE AUTODIALYSE AURAD LANGON;330000266;NCINF;;3;2.1;;
DIALYSE_P;2021;330007683;ANTENNE AUTODIALYSE AURAD LIBOURNE;330000266;M1110;;5;0.24;0;1
DIALYSE_P;2021;330007683;ANTENNE AUTODIALYSE AURAD LIBOURNE;330000266;NCINF;;6;3.18;;
DIALYSE_P;2021;330007725;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;M1110;4;5;0.79;0;0
DIALYSE_P;2021;330007725;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;NCINF;;14;6.19;;
DIALYSE_P;2021;330008012;ANTENNE AUTODIALYSE PBNA - BLAYE;330000274;M1110;;6;0.3;0;1
DIALYSE_P;2021;330008012;ANTENNE AUTODIALYSE PBNA - BLAYE;330000274;NAUT;;1;0.25;;
DIALYSE_P;2021;330008012;ANTENNE AUTODIALYSE PBNA - BLAYE;330000274;NCINF;;5;1;;
DIALYSE_P;2021;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;330000134;M1110;;6;1.2;0;1
DIALYSE_P;2021;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;330000134;N2500;5;6;8.93;;
DIALYSE_P;2021;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;330000134;NAUT;1;4;2.26;;
DIALYSE_P;2021;330017989;CENTRE HEMODIALYSE BX RIVE DROITE;330000134;NCINF;19;2;21.9;;
DIALYSE_P;2021;330024639;ANTENNE AUTODIALYSE AURAD - DAGUEY;330000266;M1110;;5;0.15;0;1
DIALYSE_P;2021;330024639;ANTENNE AUTODIALYSE AURAD - DAGUEY;330000266;NCINF;;5;2.03;;
DIALYSE_P;2021;330051608;ANTENNE AUTODIALYSE PBNA - CASTELNAU;330000274;M1110;;6;0.3;0;1
DIALYSE_P;2021;330051608;ANTENNE AUTODIALYSE PBNA - CASTELNAU;330000274;NAUT;;1;0.25;;
DIALYSE_P;2021;330051608;ANTENNE AUTODIALYSE PBNA - CASTELNAU;330000274;NCINF;;3;1;;
DIALYSE_P;2021;330054453;ANTENNE AUTODIALYSE CTMR;330000258;NCINF;2;2;3.43;;
DIALYSE_P;2021;330054461;ANTENNE AUTODIALYSE PBNA-LESPARRE;330000274;M1110;;6;0.3;0;1
DIALYSE_P;2021;330054461;ANTENNE AUTODIALYSE PBNA-LESPARRE;330000274;NAUT;;1;0.25;;
DIALYSE_P;2021;330054461;ANTENNE AUTODIALYSE PBNA-LESPARRE;330000274;NCINF;;2;1;;
DIALYSE_P;2021;330056227;ANTENNE AUTODIALYSE CADDD;330007386;M1110;1;0;1;0;1
DIALYSE_P;2021;330056227;ANTENNE AUTODIALYSE CADDD;330007386;NCINF;1;0;1;;
DIALYSE_P;2021;330056516;ANTENNE/UNITE DE DIALYSE CTMR;330000258;M1110;0;;;0;1
DIALYSE_P;2021;330056516;ANTENNE/UNITE DE DIALYSE CTMR;330000258;NCINF;5;1;4.94;;
DIALYSE_P;2021;330056680;ANTENNE AUTODIALYSE PBNA - LORMONT;330000274;M1110;;6;0.3;0;1
DIALYSE_P;2021;330056680;ANTENNE AUTODIALYSE PBNA - LORMONT;330000274;NAUT;;1;0.25;;
DIALYSE_P;2021;330056680;ANTENNE AUTODIALYSE PBNA - LORMONT;330000274;NCINF;;4;1;;
DIALYSE_P;2021;330058058;ANTENNE AUTODIALYSE AURAD LE HAILLAN;330000266;M1110;;5;0.23;0;1
DIALYSE_P;2021;330058058;ANTENNE AUTODIALYSE AURAD LE HAILLAN;330000266;NCINF;;7;1.58;;
DIALYSE_P;2021;330058694;ANTENNE AUTODIALYSE PBNA - LANGOIRAN;330000274;M1110;;6;0.3;0;1
DIALYSE_P;2021;330058694;ANTENNE AUTODIALYSE PBNA - LANGOIRAN;330000274;NAUT;;1;0.25;;
DIALYSE_P;2021;330058694;ANTENNE AUTODIALYSE PBNA - LANGOIRAN;330000274;NCINF;;2;1;;
DIALYSE_P;2021;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;M1110;5;;5;0;1
DIALYSE_P;2021;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;N2500;16;3;17.17;;
DIALYSE_P;2021;330780446;C.T.M.R. SAINT-AUGUSTIN;330000258;NCINF;35;2;37.6;;
DIALYSE_P;2021;330780453;CENTRE HEMODYALISE SAINT MARTIN;330000308;M1110;5;;5;0;1
DIALYSE_P;2021;330780453;CENTRE HEMODYALISE SAINT MARTIN;330000308;N2500;11;3;12.86;;
DIALYSE_P;2021;330780453;CENTRE HEMODYALISE SAINT MARTIN;330000308;N4100;1;;1;;
DIALYSE_P;2021;330780453;CENTRE HEMODYALISE SAINT MARTIN;330000308;NAUT;1;;1;;
DIALYSE_P;2021;330780453;CENTRE HEMODYALISE SAINT MARTIN;330000308;NCINF;23;7;27.92;;
DIALYSE_P;2021;330780461;ANTENNE AUTODIALYSE AURAD GRADIGNAN;330000266;M1110;;5;0.93;0;0
DIALYSE_P;2021;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;M1110;;4;0.95;0;
DIALYSE_P;2021;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;N2500;1;;1.01;;
DIALYSE_P;2021;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;NAUT;1;;1;;
DIALYSE_P;2021;330780495;CLINIQUE MUTUALISTE DU MEDOC;330796392;NCINF;2;3;4.08;;
DIALYSE_P;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;M1110;20;6;16.24;;1
DIALYSE_P;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;N2500;21;7;26.77;;
DIALYSE_P;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;NAUT;5;4;7.49;;
DIALYSE_P;2021;330781360;GROUPE HOSPITALIER PELLEGRIN - CHU;330781196;NCINF;36;17;47.6;;
DIALYSE_P;2021;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;M1110;;6;2.7;0;1
DIALYSE_P;2021;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;N2500;14;0;14;;
DIALYSE_P;2021;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;N4100;4;0;4;;
DIALYSE_P;2021;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;NAUT;2;0;2;;
DIALYSE_P;2021;330783374;CENTRE D'HEMODIALYSE PBNA;330000274;NCINF;36;5;40.09;;
DIALYSE_P;2021;330795295;ANTENNE AUTODIALYSE CADDD;330007386;M1110;1;0;1;0;1
DIALYSE_P;2021;330795295;ANTENNE AUTODIALYSE CADDD;330007386;NCINF;2;0;2;;
DIALYSE_P;2021;330795303;ANTENNE AUTODIALYSE CADDD;330007386;M1110;1;0;1;0;1
DIALYSE_P;2021;330795303;ANTENNE AUTODIALYSE CADDD;330007386;NCINF;0;2;1;;
DIALYSE_P;2021;330802364;ANTENNE AUTODIALYSE CADDD;330007386;M1110;1;0;1;0;1
DIALYSE_P;2021;330802364;ANTENNE AUTODIALYSE CADDD;330007386;NCINF;0;2;2;;
DIALYSE_P;2021;340009539;NEPHROLOGIE DIALYSE CENTRE ST GUILHEM;340009489;M1110;2;2;3;0;1
DIALYSE_P;2021;340009539;NEPHROLOGIE DIALYSE CENTRE ST GUILHEM;340009489;NCINF;34;4;37;;
DIALYSE_P;2021;340013119;AIDER SANTE UAD GRABELS SITE CORDIER 1;340000264;M1110;;6;1.22;0;1
DIALYSE_P;2021;340013119;AIDER SANTE UAD GRABELS SITE CORDIER 1;340000264;N4100;2;27;16.54;;
DIALYSE_P;2021;340013119;AIDER SANTE UAD GRABELS SITE CORDIER 1;340000264;NAUT;17;66;53.92;;
DIALYSE_P;2021;340013119;AIDER SANTE UAD GRABELS SITE CORDIER 1;340000264;NCINF;2;36;11.58;;
DIALYSE_P;2021;340013168;AIDER SANTE UDM CL JACQUES MIROUZE;340000264;M1110;;11;3.4;;1
DIALYSE_P;2021;340013168;AIDER SANTE UDM CL JACQUES MIROUZE;340000264;N4100;1;7;3.18;;
DIALYSE_P;2021;340013168;AIDER SANTE UDM CL JACQUES MIROUZE;340000264;NAUT;;35;12.41;;
DIALYSE_P;2021;340013168;AIDER SANTE UDM CL JACQUES MIROUZE;340000264;NCINF;14;59;46.78;;
DIALYSE_P;2021;340013218;AIDER SANTE UAD UDM POLYCL ST LOUIS;340000264;M1110;;6;0.65;;1
DIALYSE_P;2021;340013218;AIDER SANTE UAD UDM POLYCL ST LOUIS;340000264;N4100;;4;0.41;;
DIALYSE_P;2021;340013218;AIDER SANTE UAD UDM POLYCL ST LOUIS;340000264;NAUT;;25;0.95;;
DIALYSE_P;2021;340013218;AIDER SANTE UAD UDM POLYCL ST LOUIS;340000264;NCINF;1;12;4.58;;
DIALYSE_P;2021;340013259;AIDER SANTE UAD BEDARIEUX;340000264;M1110;;2;0.08;0;1
DIALYSE_P;2021;340013259;AIDER SANTE UAD BEDARIEUX;340000264;N4100;;7;0.27;;
DIALYSE_P;2021;340013259;AIDER SANTE UAD BEDARIEUX;340000264;NAUT;;22;0.25;;
DIALYSE_P;2021;340013259;AIDER SANTE UAD BEDARIEUX;340000264;NCINF;;6;0.57;;
DIALYSE_P;2021;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;340000264;M1110;;2;0.65;;1
DIALYSE_P;2021;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;340000264;N4100;;6;0.43;;
DIALYSE_P;2021;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;340000264;NAUT;;26;2;;
DIALYSE_P;2021;340013309;AIDER SANTE UAD UDM CH CLERMONT HLT;340000264;NCINF;6;12;8.45;;
DIALYSE_P;2021;340013358;AIDER SANTE UAD BOUZIGUES;340000264;M1110;;2;0.33;;
DIALYSE_P;2021;340013358;AIDER SANTE UAD BOUZIGUES;340000264;N4100;;4;0.23;;
DIALYSE_P;2021;340013358;AIDER SANTE UAD BOUZIGUES;340000264;NAUT;;24;0.48;;
DIALYSE_P;2021;340013358;AIDER SANTE UAD BOUZIGUES;340000264;NCINF;;12;2.57;;
DIALYSE_P;2021;340013499;AIDER SANTE UAD VILLENEUVE LES BEZIERS;340000264;M1110;;4;0.63;;1
DIALYSE_P;2021;340013499;AIDER SANTE UAD VILLENEUVE LES BEZIERS;340000264;N4100;;5;0.47;;
DIALYSE_P;2021;340013499;AIDER SANTE UAD VILLENEUVE LES BEZIERS;340000264;NAUT;;9;0.51;;
DIALYSE_P;2021;340013499;AIDER SANTE UAD VILLENEUVE LES BEZIERS;340000264;NCINF;;8;4.61;;
DIALYSE_P;2021;340015999;NEPHROCARE BEZIERS;940023831;M1110;4;;4;0;1
DIALYSE_P;2021;340015999;NEPHROCARE BEZIERS;940023831;N2500;10;2;11.33;;
DIALYSE_P;2021;340015999;NEPHROCARE BEZIERS;940023831;N4100;;1;0.8;;
DIALYSE_P;2021;340015999;NEPHROCARE BEZIERS;940023831;NAUT;14;2;15.19;;
DIALYSE_P;2021;340015999;NEPHROCARE BEZIERS;940023831;NCINF;54;13;62.94;;
DIALYSE_P;2021;340016005;AUTODIALYSE DE LUNEL NEPHROCARE LUNEL;940023856;M1110;0;6;0.2;0;1
DIALYSE_P;2021;340016005;AUTODIALYSE DE LUNEL NEPHROCARE LUNEL;940023856;N4100;;1;0.2;;
DIALYSE_P;2021;340016005;AUTODIALYSE DE LUNEL NEPHROCARE LUNEL;940023856;NAUT;;1;0.6;;
DIALYSE_P;2021;340016005;AUTODIALYSE DE LUNEL NEPHROCARE LUNEL;940023856;NCINF;2;2;3.1;;
DIALYSE_P;2021;340017292;UADSA ST GUILHEM PAYS D'AGDE;340009489;NCINF;;6;3;;
DIALYSE_P;2021;340019603;GCS HELP;340019587;M1110;;5;2.05;;1
DIALYSE_P;2021;340019603;GCS HELP;340019587;N4100;;22;1.19;;
DIALYSE_P;2021;340019603;GCS HELP;340019587;NAUT;;59;6.3;;
DIALYSE_P;2021;340019603;GCS HELP;340019587;NCINF;14;11;15.21;;
DIALYSE_P;2021;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS;340000264;M1110;;46;4.11;;1
DIALYSE_P;2021;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS;340000264;N4100;;13;1.16;;
DIALYSE_P;2021;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS;340000264;NAUT;;50;4.08;;
DIALYSE_P;2021;340020221;AIDER SANTE DIALYSE A DOMICILE GRABELS;340000264;NCINF;;64;8.08;;
DIALYSE_P;2021;340023142;NEPHROCARE MILLLENAIRE UDM;940023856;M1110;;6;3;0;1
DIALYSE_P;2021;340023142;NEPHROCARE MILLLENAIRE UDM;940023856;N4100;;2;0.68;;
DIALYSE_P;2021;340023142;NEPHROCARE MILLLENAIRE UDM;940023856;NCINF;15;2;15.7;;
DIALYSE_P;2021;340024553;AIDER SANTE UAD ST JEAN SUD DE FRANCE;340000264;M1110;;4;0.89;;
DIALYSE_P;2021;340024553;AIDER SANTE UAD ST JEAN SUD DE FRANCE;340000264;N4100;;5;0.31;;
DIALYSE_P;2021;340024553;AIDER SANTE UAD ST JEAN SUD DE FRANCE;340000264;NAUT;;15;2.38;;
DIALYSE_P;2021;340024553;AIDER SANTE UAD ST JEAN SUD DE FRANCE;340000264;NCINF;4;35;13.06;;
DIALYSE_P;2021;340780840;NEPHROCARE CASTELNAU LE PARC;940023823;M1110;;6;4.5;0;1
DIALYSE_P;2021;340780840;NEPHROCARE CASTELNAU LE PARC;940023823;N2500;13;4;15.17;;
DIALYSE_P;2021;340780840;NEPHROCARE CASTELNAU LE PARC;940023823;N4100;;1;0.5;;
DIALYSE_P;2021;340780840;NEPHROCARE CASTELNAU LE PARC;940023823;NAUT;12;11;19.47;;
DIALYSE_P;2021;340780840;NEPHROCARE CASTELNAU LE PARC;940023823;NCINF;43;8;47.16;;
DIALYSE_P;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;M1110;;5;1.03;0;1
DIALYSE_P;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;N2500;3;;2.8;;
DIALYSE_P;2021;340796663;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;340780477;NCINF;5;1;5.46;;
DIALYSE_P;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;M1110;;8;1.62;0;1
DIALYSE_P;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;N2500;;4;3.2;;
DIALYSE_P;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;NAUT;0;2;0.52;;
DIALYSE_P;2021;350000147;CENTRE HOSPITALIER SAINT-MALO;350000022;NCINF;1;12;9.48;;
DIALYSE_P;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;M1110;2;0;1.37;1;1
DIALYSE_P;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;N2500;1;8;7.27;;
DIALYSE_P;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;NAUT;0;;1.27;;
DIALYSE_P;2021;350000741;CHRU RENNES SITE PONTCHAILLOU;350005179;NCINF;11;10;14.4;;
DIALYSE_P;2021;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB;350000626;M1110;0;1;1.2;0;0
DIALYSE_P;2021;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB;350000626;NAUT;;111;3.85;;
DIALYSE_P;2021;350002804;CENTRE DE DIALYSE AMBULATOIRE AUB;350000626;NCINF;0;29;27.94;;
DIALYSE_P;2021;350030763;UNITE AUTODIALYSE SAINT MALO - AUB;350000626;M1110;;6;0.4;0;0
DIALYSE_P;2021;350030763;UNITE AUTODIALYSE SAINT MALO - AUB;350000626;N4100;;15;0.27;;
DIALYSE_P;2021;350030763;UNITE AUTODIALYSE SAINT MALO - AUB;350000626;NAUT;;111;1.31;;
DIALYSE_P;2021;350030763;UNITE AUTODIALYSE SAINT MALO - AUB;350000626;NCINF;;55;6.25;;
DIALYSE_P;2021;350032934;UNITE DIALYSE PONTCHAILLOU RENNES AUB;350000626;M1110;5;5;4.26;0;0
DIALYSE_P;2021;350032934;UNITE DIALYSE PONTCHAILLOU RENNES AUB;350000626;N4100;0;15;1.81;;
DIALYSE_P;2021;350032934;UNITE DIALYSE PONTCHAILLOU RENNES AUB;350000626;NAUT;0;111;14.65;;
DIALYSE_P;2021;350032934;UNITE DIALYSE PONTCHAILLOU RENNES AUB;350000626;NCINF;21;85;41.05;;
DIALYSE_P;2021;350040044;UNITE DIALYSE BROUSSAIS SAINT MALO AUB;350000626;M1110;6;6;4.81;0;0
DIALYSE_P;2021;350040044;UNITE DIALYSE BROUSSAIS SAINT MALO AUB;350000626;N4100;;15;1.47;;
DIALYSE_P;2021;350040044;UNITE DIALYSE BROUSSAIS SAINT MALO AUB;350000626;NAUT;0;111;7.8;;
DIALYSE_P;2021;350040044;UNITE DIALYSE BROUSSAIS SAINT MALO AUB;350000626;NCINF;17;55;22.12;;
DIALYSE_P;2021;350042131;UNITE DIALYSE REDON - AUB;350000626;M1110;;5;0.9;0;0
DIALYSE_P;2021;350042131;UNITE DIALYSE REDON - AUB;350000626;N4100;;15;0.23;;
DIALYSE_P;2021;350042131;UNITE DIALYSE REDON - AUB;350000626;NAUT;;111;2.2;;
DIALYSE_P;2021;350042131;UNITE DIALYSE REDON - AUB;350000626;NCINF;;85;6.85;;
DIALYSE_P;2021;350042602;UNITE DIALYSE FOUGERES AUB;350000626;M1110;;5;1.14;0;0
DIALYSE_P;2021;350042602;UNITE DIALYSE FOUGERES AUB;350000626;N4100;;15;0.36;;
DIALYSE_P;2021;350042602;UNITE DIALYSE FOUGERES AUB;350000626;NAUT;;111;3.03;;
DIALYSE_P;2021;350042602;UNITE DIALYSE FOUGERES AUB;350000626;NCINF;;85;7.22;;
DIALYSE_P;2021;350046751;UNITE DIALYSE MONTGERMONT AUB;350000626;M1110;;5;2.1;0;0
DIALYSE_P;2021;350046751;UNITE DIALYSE MONTGERMONT AUB;350000626;N4100;;15;1;;
DIALYSE_P;2021;350046751;UNITE DIALYSE MONTGERMONT AUB;350000626;NAUT;;111;7.18;;
DIALYSE_P;2021;350046751;UNITE DIALYSE MONTGERMONT AUB;350000626;NCINF;;85;28.34;;
DIALYSE_P;2021;350053930;UNITE DIALYSE VITRÉ AUB SANTE;350000626;M1110;;5;0.02;0;0
DIALYSE_P;2021;350053930;UNITE DIALYSE VITRÉ AUB SANTE;350000626;N4100;;15;0.05;;
DIALYSE_P;2021;350053930;UNITE DIALYSE VITRÉ AUB SANTE;350000626;NAUT;;111;0.11;;
DIALYSE_P;2021;350053930;UNITE DIALYSE VITRÉ AUB SANTE;350000626;NCINF;;85;0.57;;
DIALYSE_P;2021;360000962;CENTRE NÉPHRO. CHÂTEAUROUX-CH ISSOUDUN;920033412;N2500;2;;2;;
DIALYSE_P;2021;360000962;CENTRE NÉPHRO. CHÂTEAUROUX-CH ISSOUDUN;920033412;NCINF;3;;3;;
DIALYSE_P;2021;360002133;CTRE NÉPHRO CHÂTEAUROUX-CH CHATEAUROUX;920033412;M1110;3;;3;0;0
DIALYSE_P;2021;360002133;CTRE NÉPHRO CHÂTEAUROUX-CH CHATEAUROUX;920033412;N2500;11;1;10.5;;
DIALYSE_P;2021;360002133;CTRE NÉPHRO CHÂTEAUROUX-CH CHATEAUROUX;920033412;N4100;3;;3;;
DIALYSE_P;2021;360002133;CTRE NÉPHRO CHÂTEAUROUX-CH CHATEAUROUX;920033412;NAUT;5;;5;;
DIALYSE_P;2021;360002133;CTRE NÉPHRO CHÂTEAUROUX-CH CHATEAUROUX;920033412;NCINF;31;4;27;;
DIALYSE_P;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;M1110;3;;3;0;1
DIALYSE_P;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;N2500;4;1;5.29;;
DIALYSE_P;2021;370000093;NCT+ ST GATIEN ALLIANCE - ET;370013468;NCINF;13;1;13.3;;
DIALYSE_P;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;M1110;;1;0.03;0;1
DIALYSE_P;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;N2500;2;0;0.85;;
DIALYSE_P;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;NAUT;2;0;1;;
DIALYSE_P;2021;370000499;CHRU CLOCHEVILLE - TOURS;370000481;NCINF;3;2;2.68;;
DIALYSE_P;2021;370000861;CHRU BRETONNEAU - TOURS;370000481;M1110;3;2;3.2;1;0
