,adresse_code_insee,adresse_code_postal,adresse_distribution,adresse_gestion_acheminement,adresse_gestion_code_postal,adresse_gestion_distribution,adresse_gestion_format_postal,adresse_gestion_geo,adresse_gestion_libelle_voie,adresse_gestion_nom,adresse_gestion_pays,adresse_libelle_commune,adresse_libelle_voie,adresse_numero_voie,adresse_repetition,adresse_siege,adresse_type_voie,autorisation_publication_web,code_gestion,created_at,date_creation,date_declaration_dissolution,date_derniere_declaration,date_publication_creation,derniere_maj,dirigeant_civilite,email,groupement,id,id_association,id_ex_association,is_waldec,l1_adresse_import,l2_adresse_import,l3_adresse_import,nature,numero_reconnaissance_utilite_publique,objet,objet_social1,objet_social2,observation,position_activite,siret,site_web,source,telephone,titre,titre_court,updated_at
370,35238,35000,,,,,,,,,,RENNES,,,,,,,353P,2018-09-23T09:57:38.000Z,0001-01-01,,,0001-01-01,2017-07-04 07:19:19,PM,,S,1782221,353P0353015774,0353015774,false,"6, avenue gaston berger",Universite de rennes 2 - dpt aes,,D,,O,024000,000000,W353015690,R,,,SOCIETE FRANCAISE POUR LE DROIT DE L'ENVIRONNEMENT,,SOCIETE FRANCAISE POUR LE DROIT DE L'ENVIRONNEMENT  SECTEUR GRAND OUEST,,2018-09-23T09:57:38.000Z
371,97113,97190,,,,,,,,,,LE GOSIER,,,,,,,9G2S,2018-09-23T09:59:19.000Z,2002-11-05,,,2003-02-01,2017-08-22 08:53:40,PM,,S,2300197,9G2S9712006651,9712006651,false,MAISON JEAN-MARIE BRETON,"13, RESIDENCE DAMPIERRE",,D,,"L'Association a pour objet de contribuer dans les DOM des Antilles et de la Guyane, par tous les moyens appropriés à une meilleure connaissance du droit de l'environnement considéré comme un secteur spécifique du droit, un développement du droit de l'environnement en tant qu'instrument de protection et de défense de nature, du cadre de vie et de la qualité de la vie , une formation des diférents acteurs sociaux au droit de l'environnement.",024000,000000,W9G2004683,R,,,SOCIETE FRANCAISE POUR LE DROIT DE L'ENVIRONNEMENT,,SOCIETE FRANCAISE POUR LE DROIT DE L'ENVIRONNEMENT SECTION CARAIBE,,2018-09-23T09:59:19.000Z
372,33318,33600,_,PESSAC,33600,,Faculté de Droit de l'Université Bx I,,avenue Léon Duguit,,FRANCE,Pessac,Léon Duguit,,,Faculté de Droit de l'Université Bx I,AV,1,332P,2018-09-23T09:50:02.000Z,1985-09-24,,2007-02-07,1985-10-16,2007-04-03 18:35:55,PM,,S,133113,W332003496,15191,true,,,,D,,protection de l'environnement,010000,010000,,A,,,SOCIETE FRANCAISE POUR LE DROIT DE L'ENVIRONNEMENT,,SOCIETE FRANCAISE POUR LE DROIT DE L'ENVIRONNEMENT - SECTION AQUITAINE,SOCIETE FRANCAISE POUR LE DROIT DE ...,2018-09-23T09:50:02.000Z
373,44101,44620,_,LA MONTAGNE,44620,,,,139 ROUTE DE BOUGUENAIS,,FRANCE,La Montagne,de Bouguenais,139,,,RTE,0,442P,2018-10-01T16:18:48.000Z,1980-02-19,,2018-02-06,1901-07-01,2018-02-17 12:45:55,PF,,S,4444105,W353015690,0353015774,true,,,,D,,"contribuer dans la région du Grand Ouest par tous moyens appropriés à une meilleure connaissance du droit de l'environnement considéré comme un secteur spécifique du droit, un développement du droit de l'environnement en tant qu'instrument de protection et de défense de la nature, du cadre de vie et de la qualité de la vie",024050,000000,Reprise auto =>  date publication création au JO à vérifier,A,,,SOCIETE FRANCAISE POUR LE DROIT DE L'ENVIRONNEMENT,,SOCIETE FRANCAISE POUR LE DROIT DE L'ENVIRONNEMENT  SECTEUR GRAND OUEST,SOCIETE FRANCAISE POUR LE DROIT DE ...,2018-10-01T16:18:48.000Z
374,35238,35000,,,,,,,,,,RENNES,,,,,,,353P,2018-10-01T16:20:13.000Z,0001-01-01,,,0001-01-01,2017-07-04 07:19:19,PM,,S,4636643,353P0353015774,0353015774,false,"6, avenue gaston berger",Universite de rennes 2 - dpt aes,,D,,O,024000,000000,W353015690,R,,,SOCIETE FRANCAISE POUR LE DROIT DE L'ENVIRONNEMENT,,SOCIETE FRANCAISE POUR LE DROIT DE L'ENVIRONNEMENT  SECTEUR GRAND OUEST,,2018-10-01T16:20:13.000Z
375,97113,97190,,,,,,,,,,LE GOSIER,,,,,,,9G2S,2018-10-01T16:21:58.000Z,2002-11-05,,,2003-02-01,2017-08-22 08:53:40,PM,,S,5154561,9G2S9712006651,9712006651,false,MAISON JEAN-MARIE BRETON,"13, RESIDENCE DAMPIERRE",,D,,"L'Association a pour objet de contribuer dans les DOM des Antilles et de la Guyane, par tous les moyens appropriés à une meilleure connaissance du droit de l'environnement considéré comme un secteur spécifique du droit, un développement du droit de l'environnement en tant qu'instrument de protection et de défense de nature, du cadre de vie et de la qualité de la vie , une formation des diférents acteurs sociaux au droit de l'environnement.",024000,000000,W9G2004683,R,,,SOCIETE FRANCAISE POUR LE DROIT DE L'ENVIRONNEMENT,,SOCIETE FRANCAISE POUR LE DROIT DE L'ENVIRONNEMENT SECTION CARAIBE,,2018-10-01T16:21:58.000Z
376,52269,52200,_,Langres,52200,,,,place de Verdun,,FRANCE,Langres,de Verdun,,,,PL,1,522S,2018-09-23T09:50:20.000Z,2015-11-24,,2015-11-24,0001-01-01,2015-11-24 10:48:34,PM,,S,215948,W522001675,52.001.391,true,,,,R,52.000.1391,Recueillir et publier les documents historiques qui ont rapport à la ville de Langres et au département de la Haute-Loire,010000,000000,,A,,,SOCIETE HISTORIQUE ET ARCHEOLOGIQUE DE LANGRES,0325885700,SOCIETE HISTORIQUE ET ARCHEOLOGIQUE DE LANGRES,SOCIETE HISTORIQUE ET ARCHEOLOGIQUE...,2018-09-23T09:50:20.000Z
377,52269,52200,_,Langres,52200,,,,place de Verdun,,FRANCE,Langres,de Verdun,,,,PL,1,522S,2018-10-01T16:12:30.000Z,2015-11-24,,2015-11-24,0001-01-01,2015-11-24 10:48:34,PM,,S,3064579,W522001675,52.001.391,true,,,,R,52.000.1391,Recueillir et publier les documents historiques qui ont rapport à la ville de Langres et au département de la Haute-Loire,010000,000000,,A,,,SOCIETE HISTORIQUE ET ARCHEOLOGIQUE DE LANGRES,0325885700,SOCIETE HISTORIQUE ET ARCHEOLOGIQUE DE LANGRES,SOCIETE HISTORIQUE ET ARCHEOLOGIQUE...,2018-10-01T16:12:30.000Z
378,75115,75015,,,,,,,,,,PARIS,,,,,,,751P,2018-09-23T09:58:25.000Z,1912-04-12,,,1912-04-17,2009-05-25 05:00:00,PM,,S,2026098,751P00006310,00006310,false,,25        RUE des Favorites,,D,,mettre en valeur faire progresser et diffuser les connaissances scientifiques et techniques dans tous les domaines de l'eau ressource(...) communauté francophone,023000,000000,,A,,,SOCIETE HYDROTECHNIQUE DE France (SHF),0142509103,SOCIETE HYDROTECHNIQUE DE FRANCE SHF,,2018-09-23T09:58:25.000Z
379,75115,75015,_,PARIS 15,75015,,,,25 rue des Favorites,,FRANCE,Paris,des Favorites,25,,,RUE,0,751P,2018-10-01T16:18:33.000Z,1912-04-12,,2007-09-04,1912-04-17,2018-08-28 08:54:22,PM,,S,4389148,W751006310,6310,true,,,,D,,mettre en valeur faire progresser et diffuser les connaissances scientifiques et techniques dans tous les domaines de l'eau ressource(...) communauté francophone,023000,000000,,A,,,SOCIETE HYDROTECHNIQUE DE France (SHF),,SOCIETE HYDROTECHNIQUE DE FRANCE SHF,SOCIETE HYDROTECHNIQUE DE FRANCE SHF,2018-10-01T16:18:33.000Z
380,75115,75015,,,,,,,,,,PARIS,,,,,,,751P,2018-10-01T16:23:22.000Z,1912-04-12,,,1912-04-17,2018-08-28 08:54:21,PM,,S,5580547,751P00006310,00006310,false,,25        RUE des Favorites,,D,,mettre en valeur faire progresser et diffuser les connaissances scientifiques et techniques dans tous les domaines de l'eau ressource(...) communauté francophone,023000,000000,W751006310,R,,,SOCIETE HYDROTECHNIQUE DE France (SHF),0142509103,SOCIETE HYDROTECHNIQUE DE FRANCE SHF,,2018-10-01T16:23:22.000Z
381,69306,69006,,,,,,,,,,LYON,,,,,,,691P,2018-09-23T09:59:47.000Z,0001-01-01,,,0001-01-01,2015-11-03 11:24:55,PM,,S,2441075,691P0690R00074,0690R00074,false,33 rue bossuet,,,R,,Developper le gout et favoriser l'etude des sciences naturelles,010000,000000,W691089202,R,,,SOCIETE LINNEENNE DE LYON,,SOCIETE LINNEENNE DE LYON,,2018-09-23T09:59:47.000Z
382,69306,69006,,,,,,,,,,LYON,,,,,,,691P,2018-10-01T16:22:27.000Z,0001-01-01,,,0001-01-01,2015-11-03 11:24:55,PM,,S,5295442,691P0690R00074,0690R00074,false,33 rue bossuet,,,R,,Developper le gout et favoriser l'etude des sciences naturelles,010000,000000,W691089202,R,,,SOCIETE LINNEENNE DE LYON,,SOCIETE LINNEENNE DE LYON,,2018-10-01T16:22:27.000Z
383,69306,69006,,,,,,,,,,LYON,,,,,,,691P,2018-09-23T09:59:47.000Z,0001-01-01,,,0001-01-01,2015-06-09 06:55:42,PM,,S,2441051,691P0690R00028,0690R00028,false,Parc de la tete d'or,,,R,,Aider a l'amelioration des connaissances horticoles publication de periodiques participer a la vulgarisation de l'horticulture,024000,000000,W691088309,R,,,SOCIETE LYONNAISE D'HORTICULTURE,0478940726,SOCIETE LYONNAISE D'HORTICULTURE,,2018-09-23T09:59:47.000Z
384,69306,69006,,,,,,,,,,LYON,,,,,,,691P,2018-10-01T16:22:27.000Z,0001-01-01,,,0001-01-01,2015-06-09 06:55:42,PM,,S,5295418,691P0690R00028,0690R00028,false,Parc de la tete d'or,,,R,,Aider a l'amelioration des connaissances horticoles publication de periodiques participer a la vulgarisation de l'horticulture,024000,000000,W691088309,R,,,SOCIETE LYONNAISE D'HORTICULTURE,0478940726,SOCIETE LYONNAISE D'HORTICULTURE,,2018-10-01T16:22:27.000Z
385,75107,75007,,,,,,,,,,PARIS,,,,,,,751P,2018-09-23T09:57:11.000Z,1983-12-30,,,0001-01-01,2014-09-16 09:02:40,PM,,S,1644724,751P00017942,00017942,false,,1         QUAIBranly,,D,,plus d'activité,023000,000000,W751017942,R,,,SOCIETE METEOROLOGIQUE DE FRANCE,,SOCIETE METEOROLOGIQUE DE FRANCE,,2018-09-23T09:57:11.000Z
386,75107,75007,,,,,,,,,,PARIS,,,,,,,759S,2018-09-23T09:57:33.000Z,0001-01-01,,,0001-01-01,2009-07-06 07:00:00,PM,,S,1757646,759SAR75,AR75,false,,001  Q  BRANLY,,R,,favoriser le progrès et la diffusion  de la météorologie,000000,000000,,A,,,SOCIETE METEOROLOGIQUE DE FRANCE,45567364,SOCIETE METEOROLOGIQUE DE FRANCE,,2018-09-23T09:57:33.000Z
387,75107,75007,,,,,,,,,,PARIS,,,,,,,751P,2018-10-01T16:19:44.000Z,1983-12-30,,,0001-01-01,2014-09-16 09:02:40,PM,,S,4499178,751P00017942,00017942,false,,1         QUAIBranly,,D,,plus d'activité,023000,000000,W751017942,R,,,SOCIETE METEOROLOGIQUE DE FRANCE,,SOCIETE METEOROLOGIQUE DE FRANCE,,2018-10-01T16:19:44.000Z
388,75107,75007,,,,,,,,,,PARIS,,,,,,,759S,2018-10-01T16:20:08.000Z,0001-01-01,,,0001-01-01,2009-07-06 07:00:00,PM,,S,4612075,759SAR75,AR75,false,,001  Q  BRANLY,,R,,favoriser le progrès et la diffusion  de la météorologie,000000,000000,,A,,,SOCIETE METEOROLOGIQUE DE FRANCE,45567364,SOCIETE METEOROLOGIQUE DE FRANCE,,2018-10-01T16:20:08.000Z
389,75114,75014,_,JOINVILLE LE PONT,94340,,,,55 CHEMIN DE L'ILE FANAC,,FRANCE,Paris,DU PERE CORENTIN,75 77,,,RUE,0,751P,2018-09-23T09:55:32.000Z,1979-10-01,,2016-10-19,1979-10-14,2016-11-05 12:45:40,PM,,S,1371423,W943000567,0943005432,true,,,,D,,"concevoir, réaliser et diffuser toute information scientifique concernant le médicament, sur des supports adaptés à l'exercice des professions de santé.. Elle a pour mission  de participer à la formation médicale continue FMC et à la formation pharmaceutique continue FPC et au développement professionnel continu (article 59 de la loi n° 2009-879 du 21 juillet 2009). A ce titre, elle dispose d'un comié sceintifique et d'un comité pédagogique. Elle réalise notamment une revue d'évaluation et de formation sur le médicament, dossier du CNHIM. Elle développe ses différentes missions avec une exigence d'indépendance, tat à l'égard des acteurs opérant dans le champ des produits de santé que des origines documentaires des données traitées, avec l'objectif de promouvoir le bon usage du médicament et dans le but de concourir à une meilleure prise en charge thérapeutique des petients. Pour ce faire elle collabore avec les professionnels et organismes partageant ces motivations ainsi qu'avec les associations de patients.",017200,017000,reprise assistée du 11 octobre 2005,A,,,CENTRE NATIONAL HOSPITALIER D'INFORMATION SUR LE MEDICAMENT,0156535105,CENTRE NATIONAL HOSPITALIER D'INFORMATION SUR LE MEDICAMENT (C.N.H.I.M),(C.N.H.I.M),2018-09-23T09:55:32.000Z
390,75114,75014,_,JOINVILLE LE PONT,94340,,,,55 CHEMIN DE L'ILE FANAC,,FRANCE,Paris,DU PERE CORENTIN,75 77,,,RUE,0,751P,2018-10-01T16:17:46.000Z,1979-10-01,,2016-10-19,1979-10-14,2016-11-05 12:45:40,PM,,S,4221209,W943000567,0943005432,true,,,,D,,"concevoir, réaliser et diffuser toute information scientifique concernant le médicament, sur des supports adaptés à l'exercice des professions de santé.. Elle a pour mission  de participer à la formation médicale continue FMC et à la formation pharmaceutique continue FPC et au développement professionnel continu (article 59 de la loi n° 2009-879 du 21 juillet 2009). A ce titre, elle dispose d'un comié sceintifique et d'un comité pédagogique. Elle réalise notamment une revue d'évaluation et de formation sur le médicament, dossier du CNHIM. Elle développe ses différentes missions avec une exigence d'indépendance, tat à l'égard des acteurs opérant dans le champ des produits de santé que des origines documentaires des données traitées, avec l'objectif de promouvoir le bon usage du médicament et dans le but de concourir à une meilleure prise en charge thérapeutique des petients. Pour ce faire elle collabore avec les professionnels et organismes partageant ces motivations ainsi qu'avec les associations de patients.",017200,017000,reprise assistée du 11 octobre 2005,A,,,CENTRE NATIONAL HOSPITALIER D'INFORMATION SUR LE MEDICAMENT,0156535105,CENTRE NATIONAL HOSPITALIER D'INFORMATION SUR LE MEDICAMENT (C.N.H.I.M),(C.N.H.I.M),2018-10-01T16:17:46.000Z
391,75110,75010,_,PARIS 10,75010,,,,7 rue de Château landon,,FRANCE,Paris,de Château landon,7,,,RUE,0,751P,2018-09-23T09:51:11.000Z,1953-01-14,,2017-03-13,1953-01-29,2017-08-21 16:28:19,PM,,S,391837,W751027435,27435,true,,,,D,,défendre la langue française développer le goût étude prati que de la littérature chez les cheminots,006010,000000,,A,,,CERCLE LITTERAIRE DES ECRIVAINS CHEMINOTS - ASSOCIATION ETIENNE-CATTIN,,CERCLE LITTERAIRE DES ECRIVAINS CHEMINOTS ASSOCIATION ETIENNE CATTIN,CERCLE LITTERAIRE DES ECRIVAINS CHE...,2018-09-23T09:51:11.000Z
392,75110,75010,_,PARIS 10,75010,,,,7 rue de Château landon,,FRANCE,Paris,de Château landon,7,,,RUE,0,751P,2018-10-01T16:13:16.000Z,1953-01-14,,2017-03-13,1953-01-29,2017-08-21 16:28:19,PM,,S,3240573,W751027435,27435,true,,,,D,,défendre la langue française développer le goût étude prati que de la littérature chez les cheminots,006010,000000,,A,,,CERCLE LITTERAIRE DES ECRIVAINS CHEMINOTS - ASSOCIATION ETIENNE-CATTIN,,CERCLE LITTERAIRE DES ECRIVAINS CHEMINOTS ASSOCIATION ETIENNE CATTIN,CERCLE LITTERAIRE DES ECRIVAINS CHE...,2018-10-01T16:13:16.000Z
393,75107,75007,_,PARIS 07,75007,,,,50 rue Vaneau,,FRANCE,Paris,Vaneau,50,,,RUE,0,759S,2018-09-23T09:55:02.000Z,1961-07-11,,2001-12-04,1961-07-26,2014-11-12 09:25:49,PM,,S,1251253,W751037463,37463,true,,,,R,75.000.1065,développer entre la france et ainsi que d'une manière générale les pays de langue française d'une part et l'inde d'autre part les rapports culturels et sociaux parrainage d'asso formant des enseignants,006000,000000,,A,,,CENTRE DE RELATIONS CULTURELLES FRANCO-INDIEN,,CENTRE DE RELATIONS CULTURELLES FRANCO INDIEN,CENTRE DE RELATIONS CULTURELLES FRA...,2018-09-23T09:55:02.000Z
394,75107,75007,,,,,,,,,,PARIS,,,,,,,759S,2018-09-23T09:59:49.000Z,0001-01-01,,,0001-01-01,2009-07-06 07:00:00,PM,,S,2452905,759SAR1744,AR1744,false,,50  RUE VANEAU,,R,,"Instaurer des rapports culturels entre la France, les pays francophones et l'Inde",000000,000000,,A,,,CENTRE DE RELATIONS CULTURELLES FRANCO-INDIEN,,CENTRE DE RELATIONS CULTURELLES FRANCO-INDIEN,,2018-09-23T09:59:49.000Z
395,75107,75007,,,,,,,,,,PARIS,,,,,,,751P,2018-09-23T09:58:10.000Z,1961-07-11,,,1961-07-26,2014-11-05 11:49:05,PM,,S,1951486,751P00037463,00037463,false,,50        RUE Vaneau,,D,,développer entre la france et ainsi que d'une manière générale les pays de langue française d'une part et l'inde d'autre part les rapports culturels et sociaux parrainage d'asso formant des enseignants,006000,000000,W751037463,R,,,CENTRE DE RELATIONS CULTURELLES FRANCO-INDIEN,0145480464,CENTRE DE RELATIONS CULTURELLES FRANCO INDIEN,,2018-09-23T09:58:10.000Z
396,75107,75007,_,PARIS 07,75007,,,,50 rue Vaneau,,FRANCE,Paris,Vaneau,50,,,RUE,0,759S,2018-10-01T16:17:13.000Z,1961-07-11,,2001-12-04,1961-07-26,2014-11-12 09:25:49,PM,,S,4100857,W751037463,37463,true,,,,R,75.000.1065,développer entre la france et ainsi que d'une manière générale les pays de langue française d'une part et l'inde d'autre part les rapports culturels et sociaux parrainage d'asso formant des enseignants,006000,000000,,A,,,CENTRE DE RELATIONS CULTURELLES FRANCO-INDIEN,,CENTRE DE RELATIONS CULTURELLES FRANCO INDIEN,CENTRE DE RELATIONS CULTURELLES FRA...,2018-10-01T16:17:13.000Z
397,75107,75007,,,,,,,,,,PARIS,,,,,,,751P,2018-10-01T16:20:48.000Z,1961-07-11,,,1961-07-26,2014-11-05 11:49:05,PM,,S,4805870,751P00037463,00037463,false,,50        RUE Vaneau,,D,,développer entre la france et ainsi que d'une manière générale les pays de langue française d'une part et l'inde d'autre part les rapports culturels et sociaux parrainage d'asso formant des enseignants,006000,000000,W751037463,R,,,CENTRE DE RELATIONS CULTURELLES FRANCO-INDIEN,0145480464,CENTRE DE RELATIONS CULTURELLES FRANCO INDIEN,,2018-10-01T16:20:48.000Z
398,75107,75007,,,,,,,,,,PARIS,,,,,,,759S,2018-10-01T16:22:29.000Z,0001-01-01,,,0001-01-01,2009-07-06 07:00:00,PM,,S,5307272,759SAR1744,AR1744,false,,50  RUE VANEAU,,R,,"Instaurer des rapports culturels entre la France, les pays francophones et l'Inde",000000,000000,,A,,,CENTRE DE RELATIONS CULTURELLES FRANCO-INDIEN,,CENTRE DE RELATIONS CULTURELLES FRANCO-INDIEN,,2018-10-01T16:22:29.000Z
399,38185,38100,,,,,,,,,,GRENOBLE,,,,,,,381P,2018-09-23T09:58:37.000Z,0001-01-01,,,1972-06-21,2007-03-02 03:10:11,PM,,S,2083441,381P0381007308,0381007308,false,16 rue Mansard,,,D,,"Promouvoir l'étude, la pratique, le développement de la culture indienne et en particulier du hatha yoga",000000,000000,Reprise auto =>  date publication création au JO à vérifier,A,,,CENTRE DE RELATIONS CULTURELLES FRANCO-INDIEN,,CENTRE DE RELATIONS CULTURELLES FRANCO-INDIEN DE GRENOBLE,,2018-09-23T09:58:37.000Z
400,38185,38100,,,,,,,,,,GRENOBLE,,,,,,,381P,2018-10-01T16:21:15.000Z,0001-01-01,,,1972-06-21,2007-03-02 03:10:11,PM,,S,4937826,381P0381007308,0381007308,false,16 rue Mansard,,,D,,"Promouvoir l'étude, la pratique, le développement de la culture indienne et en particulier du hatha yoga",000000,000000,Reprise auto =>  date publication création au JO à vérifier,A,,,CENTRE DE RELATIONS CULTURELLES FRANCO-INDIEN,,CENTRE DE RELATIONS CULTURELLES FRANCO-INDIEN DE GRENOBLE,,2018-10-01T16:21:15.000Z
401,59378,59700,_,MARCQ EN BAROEUL,59700,,Centre social,,69 Boulevard Clémenceau,,FRANCE,Marcq-en-Baroeul,Clémenceau,69,,Centre social,BD,0,595P,2018-09-23T09:52:55.000Z,1972-02-01,,2017-05-23,1972-03-07,2017-06-07 12:02:59,PF,,S,749604,W595005659,0595011258,true,,,,D,,"Promouvoir l'étude, la pratique, le développement de la culture indienne et, en particulier du hatha-yoga",011105,000000,,A,,,CENTRE DE RELATIONS CULTURELLES FRANCO-INDIEN,,CENTRE DE RELATIONS CULTURELLES FRANCO-INDIEN DU NORD,CENTRE DE RELATIONS CULTURELLES FRA...,2018-09-23T09:52:55.000Z
402,54395,54000,,,,,,,,,,NANCY,,,,,,,543P,2018-09-23T09:59:13.000Z,1982-12-30,,,1983-01-11,0001-01-01 01:00:00,PM,,S,2270716,543P006166,006166,false,47 RUE SIGISBERT-ADAM,,,D,,OBJET Absent,000000,000000,,S,,,CENTRE DE RELATIONS CULTURELLES FRANCO-INDIEN,,CENTRE DE RELATIONS CULTURELLES FRANCO-INDIEN D'ALSACE-LORRAINE,,2018-09-23T09:59:13.000Z
403,93066,93200,_,SAINT-DENIS,93200,,,,3  RUE DE LA PROCESSION,,FRANCE,Saint-Denis,de la procession,3,,,RUE,0,931P,2018-09-23T09:56:23.000Z,1961-05-10,,2017-05-16,1961-05-21,2017-12-02 12:45:38,PM,,S,1572252,W751068965,68965,true,,,,D,,"promouvoir et développer, en France et à l'étranger, une réflexion sur les questions politiques, économique et sociales à la lumière de la foi chrétienne, encourager et développer, sur ces questions, des collaborations avec différents acteurs de la société civile de manière durable ou ponctuelle",002015,000000,,A,,,"CENTRE DE RECHERCHE ET D'ACTION SOCIALES ""CERAS""",,CENTRE DE RECHERCHE ET D'ACTION SOCIALES CERAS,CERAS,2018-09-23T09:56:23.000Z
404,93066,93200,_,SAINT-DENIS,93200,,,,3  RUE DE LA PROCESSION,,FRANCE,Saint-Denis,de la procession,3,,,RUE,0,931P,2018-10-01T16:18:42.000Z,1961-05-10,,2017-05-16,1961-05-21,2017-12-02 12:45:38,PM,,S,4422619,W751068965,68965,true,,,,D,,"promouvoir et développer, en France et à l'étranger, une réflexion sur les questions politiques, économique et sociales à la lumière de la foi chrétienne, encourager et développer, sur ces questions, des collaborations avec différents acteurs de la société civile de manière durable ou ponctuelle",002015,000000,,A,,,"CENTRE DE RECHERCHE ET D'ACTION SOCIALES ""CERAS""",,CENTRE DE RECHERCHE ET D'ACTION SOCIALES CERAS,CERAS,2018-10-01T16:18:42.000Z
405,92050,92000,_,Nanterre,92000,,,,12  rue Salvador Allende,,FRANCE,Nanterre,Salvador Allende,12,,,RUE,1,922P,2018-09-23T09:53:22.000Z,1965-09-18,,2012-10-22,1965-10-14,2012-10-23 13:26:55,PM,,S,860102,W922006142,24026887,true,,,,D,,"contribuer au développement culturel et à l'éducation populaire sous ses différents aspects ; économique, civique, social, artistique, scientifique, etc dans la perspective de la promotion collective et du progrès de la vie démocratique ; entreprendre toutes actions, de créer ou de soutenir tous services et institutions susceptibles de favoriser le développement culturel et le progrès de la vie démocratique ; favoriser les échanges culturels internationaux, éléments de rapprochement entre les pe",006000,000000,,A,,,CENTRE DE CULTURE OUVRIERE - CULTURE ET LIBERTE - PARIS,,CENTRE DE CULTURE OUVRIERE - CULTURE ET LIBERTE -PARIS,CENTRE DE CULTURE OUVRIERE - CULTUR...,2018-09-23T09:53:22.000Z
406,92050,92000,_,Nanterre,92000,,,,12  rue Salvador Allende,,FRANCE,Nanterre,Salvador Allende,12,,,RUE,1,922P,2018-10-01T16:15:25.000Z,1965-09-18,,2012-10-22,1965-10-14,2012-10-23 13:26:55,PM,,S,3709589,W922006142,24026887,true,,,,D,,"contribuer au développement culturel et à l'éducation populaire sous ses différents aspects ; économique, civique, social, artistique, scientifique, etc dans la perspective de la promotion collective et du progrès de la vie démocratique ; entreprendre toutes actions, de créer ou de soutenir tous services et institutions susceptibles de favoriser le développement culturel et le progrès de la vie démocratique ; favoriser les échanges culturels internationaux, éléments de rapprochement entre les pe",006000,000000,,A,,,CENTRE DE CULTURE OUVRIERE - CULTURE ET LIBERTE - PARIS,,CENTRE DE CULTURE OUVRIERE - CULTURE ET LIBERTE -PARIS,CENTRE DE CULTURE OUVRIERE - CULTUR...,2018-10-01T16:15:25.000Z
407,84031,84200,_,CARPENTRAS,84200,,,,chemin de l'hermitage - hameau de serr,,FRANCE,Carpentras,de l'hermitage - hameau de serres,,,,CHEM1,0,843S,2018-09-23T09:56:12.000Z,1984-05-04,,2018-07-11,1984-05-23,2018-07-11 10:54:13,PM,contact@agrometeo.fr,S,1531390,W843003472,0843003043,true,,,,D,,recueillir et elaborer des references agro meteorologiques necessaires aux organismes agricoles et aux agriculteurs pour la conduite et le suivi des cultures.,016025,000000,,A,,www.agrometeo.fr,CENTRE D'INFORMATION REGIONAL AGROMETEOROLOGIQUE - CIRAME,0490632266,CENTRE D'INFORMATION REGIONAL AGROMETEOROLOGIQUE (CIRAME),CENTRE D'INFORMATION REGIONAL AGRO...,2018-09-23T09:56:12.000Z
408,84031,84200,_,CARPENTRAS,84200,,,,chemin de l'hermitage - hameau de serr,,FRANCE,Carpentras,de l'hermitage - hameau de serres,,,,CHEM1,0,843S,2018-10-01T16:18:31.000Z,1984-05-04,,2018-07-11,1984-05-23,2018-07-11 10:54:13,PM,contact@agrometeo.fr,S,4381506,W843003472,0843003043,true,,,,D,,recueillir et elaborer des references agro meteorologiques necessaires aux organismes agricoles et aux agriculteurs pour la conduite et le suivi des cultures.,016025,000000,,A,,www.agrometeo.fr,CENTRE D'INFORMATION REGIONAL AGROMETEOROLOGIQUE - CIRAME,0490632266,CENTRE D'INFORMATION REGIONAL AGROMETEOROLOGIQUE (CIRAME),CENTRE D'INFORMATION REGIONAL AGRO...,2018-10-01T16:18:31.000Z
409,75106,75006,,,,,,,,,,PARIS,,,,,,,751P,2018-09-23T09:58:28.000Z,1935-05-15,,,1935-06-14,2016-02-11 02:10:14,PM,,S,2037687,751P00002250,00002250,false,,114       RUE de Vaugirard,,D,,exercice du culte et des activités religieuses conformes au principe des amis quakers,000000,000000,W751002250,R,,,CENTRE QUAKER INTERNATIONAL DE LA SOCIETE RELIGIEUSE DES AMIS,0145487423,CENTRE QUAKER INTERNATIONAL DE LA SOCIETE RELIGIEUSE DES AMIS,,2018-09-23T09:58:28.000Z
410,75106,75006,,,,,,,,,,PARIS,,,,,,,751P,2018-10-01T16:21:05.000Z,1935-05-15,,,1935-06-14,2016-02-11 02:10:14,PM,,S,4892058,751P00002250,00002250,false,,114       RUE de Vaugirard,,D,,exercice du culte et des activités religieuses conformes au principe des amis quakers,000000,000000,W751002250,R,,,CENTRE QUAKER INTERNATIONAL DE LA SOCIETE RELIGIEUSE DES AMIS,0145487423,CENTRE QUAKER INTERNATIONAL DE LA SOCIETE RELIGIEUSE DES AMIS,,2018-10-01T16:21:05.000Z
411,54528,54200,_,TOUL,54200,,,,3 Rue Chanzy,,FRANCE,Toul,Malpertuis,2,,C.E.L.T.,RUE,1,544S,2018-09-23T09:55:32.000Z,1948-12-23,,2015-11-02,1949-01-16,2015-11-05 10:42:13,PM,,S,1369866,W544000239,0544000329,true,,,,D,,L'etude de tout ce qui concerne l'archeologie l'histoire la geographie l'art la litterature l'histoire naturelle et en general tout ce qui peut contribuer a l'education populaire,010015,010010,,A,,,CERCLE D'ETUDES LOCALES DU TOULOIS,,CERCLE D'ETUDES LOCALES DU TOULOIS,CERCLE D'ETUDES LOCALES DU TOULOIS,2018-09-23T09:55:32.000Z
