fi;an;fi_ej;rs;grp;stjr;cat;dep;reg;espic;COMINSEE;DISCI;DISCIPLINE;LIT;SEJHC;JOU;PLA;SEJHP;PAS;SEJACC;IVG;SEHEM;SERAD;SECHI
130000565;2021;130781446;CENTRE HOSPITALIER GENERAL D'AUBAGNE;04;1;355;13;93;1;13005;25000;Soins de longue durée;30;13;9777;;;;;;;;
130001225;2021;130782634;HOPITAL DU PAYS SALONAIS;04;1;355;13;93;1;13103;21100;Médecine;158;9811;52890;10;2246;37433;;;;;1834
130001225;2021;130782634;HOPITAL DU PAYS SALONAIS;04;1;355;13;93;1;13103;21200;Chirurgie;35;1711;7830;4;1061;;;;;;
130001225;2021;130782634;HOPITAL DU PAYS SALONAIS;04;1;355;13;93;1;13103;21300;Gynéco-Obstétrique;22;2073;6515;2;294;;1117;312;;;
130001225;2021;130782634;HOPITAL DU PAYS SALONAIS;04;1;355;13;93;1;13103;24000;Soins de suite et réadaptation;23;282;7716;;0;;;;;;
130001225;2021;130782634;HOPITAL DU PAYS SALONAIS;04;1;355;13;93;1;13103;25000;Soins de longue durée;33;28;11584;;;;;;;;
130001258;2021;130028228;HOPITAUX PORTES DE CAMARGUE TARASCON;04;1;106;13;93;1;13108;24000;Soins de suite et réadaptation;44;289;13350;;0;;;;;;
130001258;2021;130028228;HOPITAUX PORTES DE CAMARGUE TARASCON;04;1;106;13;93;1;13108;25000;Soins de longue durée;30;20;8568;;;;;;;;
130001647;2021;130784127;INSTITUT PAOLI CALMETTES;18;3;131;13;93;6;13055;21100;Médecine;214;11151;72480;2;1767;;;;;34478;36057
130001647;2021;130784127;INSTITUT PAOLI CALMETTES;18;3;131;13;93;6;13055;21200;Chirurgie;65;4930;18118;20;8110;;;;;;
130001647;2021;130784127;INSTITUT PAOLI CALMETTES;18;3;131;13;93;6;13055;23000;Hospitalisation à domicile;;;10843;20;612;;;;;;
130002215;2021;130785512;CENTRE HOSPITALIER GENERAL LA CIOTAT;04;1;355;13;93;1;13028;21100;Médecine;57;4455;16661;;0;26409;;;;;
130002215;2021;130785512;CENTRE HOSPITALIER GENERAL LA CIOTAT;04;1;355;13;93;1;13028;21200;Chirurgie;28;1268;4859;6;887;;;;;;
130002215;2021;130785512;CENTRE HOSPITALIER GENERAL LA CIOTAT;04;1;355;13;93;1;13028;21300;Gynéco-Obstétrique;20;1764;4379;;0;;1119;438;;;
130002215;2021;130785512;CENTRE HOSPITALIER GENERAL LA CIOTAT;04;1;355;13;93;1;13028;23000;Hospitalisation à domicile;;;4284;20;253;;;;;;
130002496;2021;130786494;CHS VALVERT MARSEILLE;14;1;292;13;93;1;13055;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);141;1361;34576;155;20416;;;;;;
130002827;2021;130789274;CH JOSEPH IMBERT D'ARLES;04;1;355;13;93;1;13004;21100;Médecine;148;6104;37581;0;258;34254;;;;;2008
130002827;2021;130789274;CH JOSEPH IMBERT D'ARLES;04;1;355;13;93;1;13004;21200;Chirurgie;23;1150;5276;6;2667;;;;;;
130002827;2021;130789274;CH JOSEPH IMBERT D'ARLES;04;1;355;13;93;1;13004;21300;Gynéco-Obstétrique;20;1171;3962;0;0;;747;231;;;
130002827;2021;130789274;CH JOSEPH IMBERT D'ARLES;04;1;355;13;93;1;13004;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);33;630;11597;20;;;;;;;
130002827;2021;130789274;CH JOSEPH IMBERT D'ARLES;04;1;355;13;93;1;13004;24000;Soins de suite et réadaptation;34;300;6373;5;702;;;;;;
130002835;2021;130789316;CH DE MARTIGUES HOPITAL DES RAYETTES;04;1;355;13;93;1;13056;21100;Médecine;155;11524;47114;16;2431;45972;;;16989;;3068
130002835;2021;130789316;CH DE MARTIGUES HOPITAL DES RAYETTES;04;1;355;13;93;1;13056;21200;Chirurgie;35;2143;8824;15;1250;;;;;;
130002835;2021;130789316;CH DE MARTIGUES HOPITAL DES RAYETTES;04;1;355;13;93;1;13056;21300;Gynéco-Obstétrique;32;2882;9578;1;1323;;1839;678;;;
130008048;2021;130043169;CLINIQUE SAINT MARTIN SUD MARSEILLE;09;2;109;13;93;0;13055;24000;Soins de suite et réadaptation;90;718;30397;;0;;;;;;
130008238;2021;130044118;CLINIQUE LA PHOCEANNE SUD;09;2;109;13;93;0;13055;24000;Soins de suite et réadaptation;84;782;23950;0;0;;;;;;
130008253;2021;130001084;CLINIQUE DE VITROLLES;09;2;122;13;93;0;13117;21100;Médecine;0;1;2;0;0;;;;;;
130008253;2021;130001084;CLINIQUE DE VITROLLES;09;2;122;13;93;0;13117;21200;Chirurgie;39;917;2711;18;4542;;;;;;
130008253;2021;130001084;CLINIQUE DE VITROLLES;09;2;122;13;93;0;13117;21300;Gynéco-Obstétrique;45;1305;4697;;85;;1062;175;;;
130008287;2021;130006810;ADPC UNITE D'AUTODIALYSE MARSEILLE 02;07;3;146;13;93;6;13055;21100;Médecine;;;;;;;;;6686;;
130009079;2021;130008980;CTRE RADIOTHERAPIE BEAUREGARD SITE HP;18;2;698;13;93;0;13055;21100;Médecine;;;;;;;;;;21142;
130010648;2021;130010648;CLINIQUE SAINT MICHEL;05;2;699;13;93;0;13005;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);84;225;29233;19;8363;;;;;;
130021488;2021;130021439;HAD BOUCHES DU RHONE EST;09;2;127;13;93;0;13055;23000;Hospitalisation à domicile;;;15492;40;469;;;;;;
130021819;2021;130021769;HAD CLARA SCHUMANN;09;2;127;13;93;0;13001;23000;Hospitalisation à domicile;;;25382;69;962;;;;;;
130022619;2021;130045339;SANTE ET SOLIDARITE BOUCHES DU RHONE;09;3;127;13;93;7;13004;23000;Hospitalisation à domicile;;;15430;75;273;;;;;;
130024268;2021;130050545;NEPHROCARE SALON CENTRE D'HEMODIALYSE;07;2;141;13;93;0;13103;21100;Médecine;;;;;;;;;7110;;
130032758;2021;130001514;CLINIQUE DE LA POINTE ROUGE USLD;09;2;362;13;93;0;13055;25000;Soins de longue durée;80;44;28966;;;;;;;;
130034002;2021;130006562;DIAVERUM PROVENCE SALON;07;2;146;13;93;0;13103;21100;Médecine;0;0;0;;0;;;;10717;;
130034044;2021;130006562;DIAVERUM PROVENCE MARIGNANE;07;2;146;13;93;0;13054;21100;Médecine;;0;0;;0;;;;7956;;
130034093;2021;130006562;DIAVERUM PROVENCE HE MARSEILLE 3E;07;2;146;13;93;0;13055;21100;Médecine;;0;0;;0;;;;8966;;
130034531;2021;130006562;DIAVERUM PROVENCE ARLES;07;2;141;13;93;0;13004;21100;Médecine;;0;0;;0;;;;22163;;
130034556;2021;130016058;ATUP AUTODIALYSE MARTIGUES;07;2;146;13;93;0;13056;21100;Médecine;;;;;;;;;431;;
130034580;2021;130034572;CTRE RADIOTHERAPIE PAYS D'AIX LOCARAD;18;2;698;13;93;0;13001;21100;Médecine;;;;;;;;;;34817;
130034614;2021;130006810;ADPC UNITE D'AUTODIALYSE MARSEILLE 09;07;3;146;13;93;6;13055;21100;Médecine;;;;;;;;;9117;;
130035223;2021;130001415;BOUCHARD AUTODIALYSE ACTIPOLE 12 MRS;07;2;146;13;93;0;13055;21100;Médecine;;;;;;;;;442;;
130035793;2021;130013139;CLINIQUE LES ALPILLES KORIAN GLANUM;09;2;109;13;93;0;13100;24000;Soins de suite et réadaptation;73;595;23317;3;5876;;;;;;
130035959;2021;130006810;ADPC UDM MARSEILLE 05;07;3;146;13;93;6;13055;21100;Médecine;;;;;;;;;6231;;
130036650;2021;130016058;ATUP AUTODIALYSE VITROLLES;07;2;146;13;93;0;13117;21100;Médecine;;;;;;;;;3567;;
130038003;2021;130029218;CENTRE D'HEMODIALYSE DE PROVENCE AIX;07;2;141;13;93;0;13001;21100;Médecine;;0;0;;0;;;;25881;;
130041767;2021;130041262;EUROMED CARDIO;09;2;129;13;93;0;13055;21100;Médecine;37;3235;9666;;0;;;;;;
130042096;2021;130042062;GCS CENTRE CARDIO AXIUM RAMBOT;09;3;697;13;93;7;13001;21100;Médecine;42;3172;8354;2;182;;;;;;
130042526;2021;310021399;KORIAN LES TROIS TOURS;09;2;109;13;93;0;13031;24000;Soins de suite et réadaptation;205;1796;69305;20;13198;;;;;;
130043318;2021;130043300;SSR PEDIATRIQUE VAL PRE VERT;09;3;109;13;93;6;13062;24000;Soins de suite et réadaptation;40;559;7574;10;742;;;;;;
130043508;2021;250002284;UNITE PEDIATRIQUE POMPONIANA MARSEILLE;09;3;109;13;93;6;13055;24000;Soins de suite et réadaptation;10;30;1066;15;3417;;;;;;
130043664;2021;130002157;HOPITAL EUROPEEN;09;3;365;13;93;6;13055;21100;Médecine;216;8604;56464;47;12255;36354;;;;;7945
130043664;2021;130002157;HOPITAL EUROPEEN;09;3;365;13;93;6;13055;21200;Chirurgie;145;5935;23759;49;11141;;;;;;
130043854;2021;130037815;CSSR VALMANTE SITE HOPITAL EUROPEEN;09;3;109;13;93;6;13055;24000;Soins de suite et réadaptation;65;457;18873;45;15639;;;;;;
130044662;2021;920030913;UNITE MED NUTRITION SITE CCV VALMANTE;09;2;109;13;93;0;13055;24000;Soins de suite et réadaptation;;0;0;40;4498;;;;;;
130044753;2021;130810336;CLINIQUE MONTICELLI VELODROME;09;2;128;13;93;0;13055;21200;Chirurgie;21;704;764;36;12501;;;;;;
130044845;2021;130016058;ATUP AUTO DIALYSE MARSEILLE 13;07;2;146;13;93;0;13055;21100;Médecine;;;;;;;;;4960;;
130045263;2021;130007487;VILLA IZOI;09;3;129;13;93;6;13041;21100;Médecine;14;113;4691;;0;;;;;;
130046097;2021;130000557;CLINIQUE PROVENCE VELODROME;09;2;109;13;93;0;13055;24000;Soins de suite et réadaptation;;0;0;40;10124;;;;;;
130048176;2021;130037856;IRIDIS MARSEILLE SITE HP CLAIRVAL;18;2;698;13;93;0;13055;21100;Médecine;;;;;;;;;;30444;
130048341;2021;130001852;HOP DE JOUR ST MARTIN SPORT MARSEILLE;09;2;109;13;93;0;13055;24000;Soins de suite et réadaptation;;0;0;25;11242;;;;;;
130050396;2021;130006810;ADPC MARTIGUES SITE CH;07;3;146;13;93;6;13056;21100;Médecine;;;;;;;;;333;;
130050917;2021;130050891;GCS CLINIQUE JEANNE D'ARC;09;3;697;13;93;7;13004;21100;Médecine;5;47;422;8;74;;;;;;37
130050917;2021;130050891;GCS CLINIQUE JEANNE D'ARC;09;3;697;13;93;7;13004;21200;Chirurgie;17;1431;5720;18;5726;;;;;;
130050917;2021;130050891;GCS CLINIQUE JEANNE D'ARC;09;3;697;13;93;7;13004;21300;Gynéco-Obstétrique;;0;0;;0;;;25;;;
130780083;2021;130000060;CLINIQUE MADELEINE REMUZAT;09;2;109;13;93;0;13055;24000;Soins de suite et réadaptation;140;1165;42962;;0;;;;;;
130780273;2021;130000151;MAISON DE SANTE DE SAINTE MARTHE;15;3;161;13;93;6;13055;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);75;339;23435;16;1447;;;;;;
130780521;2021;130786049;APHM HOPITAL NORD;03;1;101;13;93;1;13055;21100;Médecine;439;25706;119069;41;6763;98022;;;;10958;8352
130780521;2021;130786049;APHM HOPITAL NORD;03;1;101;13;93;1;13055;21200;Chirurgie;204;8635;50541;33;5322;;;;;;
130780521;2021;130786049;APHM HOPITAL NORD;03;1;101;13;93;1;13055;21300;Gynéco-Obstétrique;55;3991;18506;14;1633;;2342;656;;;
130780521;2021;130786049;APHM HOPITAL NORD;03;1;101;13;93;1;13055;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);40;191;11136;;;;;;;;
130780521;2021;130786049;APHM HOPITAL NORD;03;1;101;13;93;1;13055;24000;Soins de suite et réadaptation;6;43;1572;;0;;;;;;
130781065;2021;130000417;CLINIQUE PSYCHIATRIQUE LA JAUBERTE;15;2;161;13;93;0;13001;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);75;643;26034;15;3590;;;;;;
130781255;2021;220020739;HOSPITALITE SAINT THOMAS DE VILLENEUVE;09;3;129;13;93;6;13001;21100;Médecine;50;896;12208;8;293;;;;;;
130781370;2021;130000532;CLINIQUE JEANNE D'ARC;09;2;365;13;93;0;13004;21100;Médecine;14;167;403;0;0;;;;;;
130781438;2021;130000557;CLINIQUE DE PROVENCE BOURBONNE;09;2;109;13;93;0;13005;24000;Soins de suite et réadaptation;147;985;43006;50;18769;;;;;;
130781479;2021;130000599;HOPITAL PRIVE LA CASAMANCE;09;2;365;13;93;0;13005;21100;Médecine;114;5117;28954;14;1281;13077;;;;;2622
130781479;2021;130000599;HOPITAL PRIVE LA CASAMANCE;09;2;365;13;93;0;13005;21200;Chirurgie;90;3153;11556;41;8439;;;;;;
130781479;2021;130000599;HOPITAL PRIVE LA CASAMANCE;09;2;365;13;93;0;13005;21300;Gynéco-Obstétrique;0;0;0;0;0;;0;4;;;
130781479;2021;130000599;HOPITAL PRIVE LA CASAMANCE;09;2;365;13;93;0;13005;24000;Soins de suite et réadaptation;84;624;15477;16;9226;;;;;;
130781768;2021;130000763;CLINIQUE KORIAN LES PALMIERS;09;2;109;13;93;0;13023;24000;Soins de suite et réadaptation;106;981;30253;5;1186;;;;;;
130781834;2021;130000805;CRF NOTRE DAME DU BON VOYAGE;09;2;109;13;93;0;13028;24000;Soins de suite et réadaptation;80;640;28210;65;45286;;;;;;
130781867;2021;130000813;CLINIQUE DE LA CIOTAT;09;2;128;13;93;0;13028;21100;Médecine;;0;0;;0;;;;4073;;
130781867;2021;130000813;CLINIQUE DE LA CIOTAT;09;2;128;13;93;0;13028;21200;Chirurgie;37;919;1726;27;6647;;;;;;
130781917;2021;130000847;CTRE MEDICAL DIETETIQUE PROVENCE AZUR;09;2;109;13;93;0;13032;24000;Soins de suite et réadaptation;131;844;33126;10;299;;;;;;
130781925;2021;920030269;CENTRE CARDIO VASCULAIRE D'EYGUIERES;09;2;109;13;93;0;13035;24000;Soins de suite et réadaptation;93;1044;29906;10;4431;;;;;;
130782071;2021;130002454;CLINIQUE DE L'ETANG DE L'OLIVIER;09;2;365;13;93;0;13047;21100;Médecine;28;1697;8880;;0;12044;;;;;
130782071;2021;130002454;CLINIQUE DE L'ETANG DE L'OLIVIER;09;2;365;13;93;0;13047;21200;Chirurgie;28;1066;927;30;4664;;;;;;
130782071;2021;130002454;CLINIQUE DE L'ETANG DE L'OLIVIER;09;2;365;13;93;0;13047;23000;Hospitalisation à domicile;;;8942;25;678;;;;;;
130782071;2021;130002454;CLINIQUE DE L'ETANG DE L'OLIVIER;09;2;365;13;93;0;13047;24000;Soins de suite et réadaptation;38;240;7032;;0;;;;;;
130782097;2021;130000938;CENTRE DE SIBOURG;09;2;109;13;93;0;13001;24000;Soins de suite et réadaptation;113;839;30616;;0;;;;;;
130782097;2021;130000938;CENTRE DE SIBOURG;09;2;109;13;93;0;13001;25000;Soins de longue durée;19;8;6919;;;;;;;;
130782147;2021;130000979;CLINIQUE GENERALE DE MARIGNANE;09;2;365;13;93;0;13054;21100;Médecine;64;4752;24339;;0;29495;;;;;
130782147;2021;130000979;CLINIQUE GENERALE DE MARIGNANE;09;2;365;13;93;0;13054;21200;Chirurgie;64;2760;9948;34;6663;;;;;;
130782162;2021;130000987;CLINIQUE CHIRURGICALE DE MARTIGUES;09;2;365;13;93;0;13056;21100;Médecine;15;338;1192;;2144;;;;;;187
130782162;2021;130000987;CLINIQUE CHIRURGICALE DE MARTIGUES;09;2;365;13;93;0;13056;21200;Chirurgie;61;1249;3323;16;4911;;;;;;
130782303;2021;750056335;KORIAN VALDONNE;09;2;109;13;93;0;13073;24000;Soins de suite et réadaptation;80;674;26346;;0;;;;;;
130782444;2021;130001100;CLINIQUE DU CHATEAU DE FLORANS;09;2;109;13;93;0;13084;24000;Soins de suite et réadaptation;136;1293;46303;;0;;;;;;
130782451;2021;130001118;LE MEDITERRANEE CLINIQUE CASTELLAS;09;2;109;13;93;0;13084;24000;Soins de suite et réadaptation;140;814;36713;;0;;;;;;
130782493;2021;330050899;SSR CLINIQUE SAINT LAURENT;09;2;109;13;93;0;13086;24000;Soins de suite et réadaptation;74;867;29677;10;4394;;;;;;
130782675;2021;130001233;CLINIQUE VIGNOLI;09;2;128;13;93;0;13103;21100;Médecine;;0;0;;0;;;;;;52
130782675;2021;130001233;CLINIQUE VIGNOLI;09;2;128;13;93;0;13103;21200;Chirurgie;19;862;2457;39;6478;;;;;;
130783152;2021;130001365;CLINIQUE SAINTE ELISABETH;09;3;129;13;93;6;13055;21100;Médecine;26;625;7520;0;0;;;;;;
130783152;2021;130001365;CLINIQUE SAINTE ELISABETH;09;3;129;13;93;6;13055;24000;Soins de suite et réadaptation;35;347;10139;0;0;;;;;;
130783236;2021;130786049;APHM HOPITAL DE LA CONCEPTION;03;1;101;13;93;1;13055;21100;Médecine;221;10527;73632;108;6350;;;;27080;0;4883
130783236;2021;130786049;APHM HOPITAL DE LA CONCEPTION;03;1;101;13;93;1;13055;21200;Chirurgie;140;2906;11551;25;2044;;;;;;
130783236;2021;130786049;APHM HOPITAL DE LA CONCEPTION;03;1;101;13;93;1;13055;21300;Gynéco-Obstétrique;63;4337;20874;18;3397;;2380;2330;;;
130783236;2021;130786049;APHM HOPITAL DE LA CONCEPTION;03;1;101;13;93;1;13055;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);117;1297;30031;61;145;;;;;;
130783236;2021;130786049;APHM HOPITAL DE LA CONCEPTION;03;1;101;13;93;1;13055;23000;Hospitalisation à domicile;;;22338;80;2155;;;;;;
130783293;2021;130786049;APHM HOPITAL LA TIMONE;03;1;101;13;93;1;13055;21100;Médecine;600;41148;187130;101;33421;91422;;;;22294;10108
130783293;2021;130786049;APHM HOPITAL LA TIMONE;03;1;101;13;93;1;13055;21200;Chirurgie;314;11712;70594;26;1393;;;;;;
130783327;2021;130001415;CLINIQUE BOUCHARD;09;2;365;13;93;0;13055;21100;Médecine;62;4713;17194;39;0;;;;22582;;
130783327;2021;130001415;CLINIQUE BOUCHARD;09;2;365;13;93;0;13055;21200;Chirurgie;42;2130;3905;21;10001;;;;;;
130783327;2021;130001415;CLINIQUE BOUCHARD;09;2;365;13;93;0;13055;21300;Gynéco-Obstétrique;38;2513;10216;1;1;;1859;91;;;
130783475;2021;690793195;CLINIQUE L'ANGELUS;09;3;109;13;93;7;13055;24000;Soins de suite et réadaptation;85;746;23962;;0;;;;;;
130783665;2021;130043722;CLINIQUE DE BONNEVEINE;09;3;365;13;93;6;13055;21100;Médecine;29;1345;6607;12;2257;;;;;;188
130783665;2021;130043722;CLINIQUE DE BONNEVEINE;09;3;365;13;93;6;13055;21200;Chirurgie;20;422;1047;18;6014;;;;;;
130783665;2021;130043722;CLINIQUE DE BONNEVEINE;09;3;365;13;93;6;13055;21300;Gynéco-Obstétrique;;0;0;1;48;;0;113;;;
130783665;2021;130043722;CLINIQUE DE BONNEVEINE;09;3;365;13;93;6;13055;24000;Soins de suite et réadaptation;10;156;2585;;0;;;;;;
130783723;2021;130001456;CLINIQUE JUGE;09;2;128;13;93;0;13055;21200;Chirurgie;61;2709;6378;52;20310;;;;;;
130783764;2021;920030269;CLINIQUE MON REPOS;15;2;161;13;93;0;13055;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);275;1579;95881;15;3346;;;;;;
130784051;2021;130037823;HOPITAL PRIVE CLAIRVAL;09;2;365;13;93;0;13055;21100;Médecine;134;5958;39215;79;179;;;;;30444;6406
130784051;2021;130037823;HOPITAL PRIVE CLAIRVAL;09;2;365;13;93;0;13055;21200;Chirurgie;170;7490;41842;18;6728;;;;;;
130784051;2021;130037823;HOPITAL PRIVE CLAIRVAL;09;2;365;13;93;0;13055;24000;Soins de suite et réadaptation;30;449;8579;15;4488;;;;;;
130784085;2021;920030921;CLINIQUE L'EMERAUDE;15;2;161;13;93;0;13055;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);206;827;77993;59;10275;;;;;;
130784234;2021;130786049;APHM HOPITAUX SUD SAINTE MARGUERITE;03;1;101;13;93;1;13055;21100;Médecine;49;1217;11084;51;7166;;;;;;
130784234;2021;130786049;APHM HOPITAUX SUD SAINTE MARGUERITE;03;1;101;13;93;1;13055;21200;Chirurgie;32;1279;5475;6;461;;;;;;
130784234;2021;130786049;APHM HOPITAUX SUD SAINTE MARGUERITE;03;1;101;13;93;1;13055;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);114;900;24442;105;13513;;;;;;
130784234;2021;130786049;APHM HOPITAUX SUD SAINTE MARGUERITE;03;1;101;13;93;1;13055;24000;Soins de suite et réadaptation;50;128;5580;;0;;;;;;
130784291;2021;130001696;CLINIQUE DES TROIS CYPRES;15;2;161;13;93;0;13070;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);113;656;41957;37;4493;;;;;;
130784481;2021;130006562;DIAVERUM PROVENCE MARSEILLE 8E;07;2;141;13;93;0;13055;21100;Médecine;;0;0;;0;;;;47946;;
130784580;2021;920030269;CLINIQUE LA PROVENCALE;09;2;129;13;93;0;13055;24000;Soins de suite et réadaptation;115;721;33032;;0;;;;;;
130784598;2021;130001852;CLINIQUE SAINT MARTIN MARSEILLE;09;2;109;13;93;0;13055;24000;Soins de suite et réadaptation;137;886;50445;34;8387;;;;;;
130784606;2021;130001860;CLINIQUE SAINT ROCH MONTFLEURI;15;2;161;13;93;0;13055;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);209;910;73072;18;5536;;;;;;
130784697;2021;130001902;CLINIQUE DES QUATRE SAISONS;15;2;161;13;93;0;13055;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);100;329;30885;22;9058;;;;;;
130784713;2021;130038847;HOPITAL PRIVE BEAUREGARD VERT COTEAU;09;2;365;13;93;0;13055;21100;Médecine;87;6605;34554;;0;13642;;;;;5547
130784713;2021;130038847;HOPITAL PRIVE BEAUREGARD VERT COTEAU;09;2;365;13;93;0;13055;21200;Chirurgie;73;2214;9062;38;10575;;;;;;
130784713;2021;130038847;HOPITAL PRIVE BEAUREGARD VERT COTEAU;09;2;365;13;93;0;13055;21300;Gynéco-Obstétrique;103;6042;16085;;0;;2472;97;;;
130784812;2021;130001985;CLINIQUE SAINT BARNABE;09;2;109;13;93;0;13055;24000;Soins de suite et réadaptation;75;595;19367;15;6453;;;;;;
130784903;2021;130002041;CLINIQUE LA PHOCEANNE;09;2;365;13;93;0;13055;21100;Médecine;43;1517;12101;;0;;;;;;
130784903;2021;130002041;CLINIQUE LA PHOCEANNE;09;2;365;13;93;0;13055;21200;Chirurgie;2;0;0;8;3675;;;;;;
130784903;2021;130002041;CLINIQUE LA PHOCEANNE;09;2;365;13;93;0;13055;24000;Soins de suite et réadaptation;42;502;13669;;0;;;;;;
130784911;2021;920030855;CLINIQUE DE LA SALETTE;09;2;109;13;93;0;13055;24000;Soins de suite et réadaptation;79;675;24250;;0;;;;;;
130784952;2021;130014228;MAISON DE CONVAL FERNANDE BERGER;09;3;109;13;93;7;13055;24000;Soins de suite et réadaptation;52;383;10541;;0;;;;;;
130785389;2021;130002173;CLINIQUE CHANTECLER;09;2;365;13;93;0;13055;21200;Chirurgie;57;1591;4518;30;9070;;;;;;
130785389;2021;130002173;CLINIQUE CHANTECLER;09;2;365;13;93;0;13055;24000;Soins de suite et réadaptation;70;601;19645;5;5461;;;;;;
130785462;2021;130002207;LA CHENAIE;09;2;109;13;93;0;13015;24000;Soins de suite et réadaptation;147;1104;43487;;0;;;;;;
130785652;2021;130014228;HOPITAL SAINT JOSEPH;09;3;365;13;93;7;13055;21100;Médecine;375;20970;112849;21;3180;65519;;;;;9487
130785652;2021;130014228;HOPITAL SAINT JOSEPH;09;3;365;13;93;7;13055;21200;Chirurgie;160;6886;34158;63;15062;;;;;;
130785652;2021;130014228;HOPITAL SAINT JOSEPH;09;3;365;13;93;7;13055;21300;Gynéco-Obstétrique;82;6133;22741;;0;;4738;4;;;
130785652;2021;130014228;HOPITAL SAINT JOSEPH;09;3;365;13;93;7;13055;23000;Hospitalisation à domicile;;;19498;60;1013;;;;;;
130785678;2021;130002249;HOPITAL PRIVE VERT COTEAU BEAUREGARD;09;2;365;13;93;0;13055;21100;Médecine;51;2360;25994;;0;;;;;;1664
130785678;2021;130002249;HOPITAL PRIVE VERT COTEAU BEAUREGARD;09;2;365;13;93;0;13055;21200;Chirurgie;42;498;1862;25;6263;;;;;;
130785975;2021;310021340;KORIAN LES OLIVIERS;09;2;109;13;93;0;13080;24000;Soins de suite et réadaptation;88;635;31287;10;1684;;;;;;
130785983;2021;130002306;CLINIQUE SAINT CHRISTOPHE;09;2;109;13;93;0;13015;24000;Soins de suite et réadaptation;174;1718;55134;6;1703;;;;;;
130786015;2021;130002322;CLINIQUE VALFLEUR;15;2;161;13;93;0;13002;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);80;186;28670;;;;;;;;
130786023;2021;130002330;CLINIQUE KORIAN CAP FERRIERES;09;2;109;13;93;0;13056;24000;Soins de suite et réadaptation;96;1024;35038;10;10032;;;;;;
130786296;2021;130002421;CLIN SOINS DE SUITE READAPT LA PAGERIE;09;2;109;13;93;0;13002;24000;Soins de suite et réadaptation;95;658;24652;;0;;;;;;
130786361;2021;130002447;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;09;2;365;13;93;0;13001;21100;Médecine;60;4270;28821;;8358;23787;;;;;10189
130786361;2021;130002447;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;09;2;365;13;93;0;13001;21200;Chirurgie;122;8559;28355;41;14739;;;;;;
130786361;2021;130002447;POLYCLIN PARC RAMBOT HOP PRIV PROVENCE;09;2;365;13;93;0;13001;21300;Gynéco-Obstétrique;;22;63;;0;;;;;;
130786445;2021;130002488;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;09;3;365;13;93;6;13001;21100;Médecine;12;594;3294;2;352;;;;;;
130786445;2021;130002488;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;09;3;365;13;93;6;13001;21200;Chirurgie;20;400;722;4;615;;;;;;
130786445;2021;130002488;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;09;3;365;13;93;6;13001;21300;Gynéco-Obstétrique;62;3302;15558;;0;;2846;0;;;
130786742;2021;750821092;HIA LAVERAN;13;1;114;13;93;1;13055;21100;Médecine;66;5725;25771;2;0;25877;;;;;0
130786742;2021;750821092;HIA LAVERAN;13;1;114;13;93;1;13055;21200;Chirurgie;29;1696;7011;10;2185;;;;;;
130786742;2021;750821092;HIA LAVERAN;13;1;114;13;93;1;13055;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);19;213;5044;1;818;;;;;;
130786742;2021;750821092;HIA LAVERAN;13;1;114;13;93;1;13055;24000;Soins de suite et réadaptation;21;292;6525;1;2328;;;;;;
130786890;2021;130001688;HJ LE RELAIS SERENA;15;3;161;13;93;6;13055;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);8;265;2372;25;2349;;;;;;
130786924;2021;130037815;INST UNIV DE READAP VALMANTE SUD;09;3;109;13;93;6;13055;24000;Soins de suite et réadaptation;90;615;26825;40;14614;;;;;;
130786932;2021;130002660;CENTRE DE REEDUCATION PAUL CEZANNE;09;2;109;13;93;0;13062;24000;Soins de suite et réadaptation;86;736;29690;76;20604;;;;;;
130786973;2021;130002702;CLINIQUE PSYCHIATRIQUE MEDIAZUR;15;2;161;13;93;0;13016;22000;Psychiatrie (y.c. Toxicomanie et Alcoolisme jusqu'en 1998);75;199;26867;;;;;;;;
